"subID","mean_cv_errors","mean_oe_errors","pure_block_errors","alt_switch_errors","alt_non_switch_errors","rand_switch_errors","rand_non_switch_errors","global_cost_alt","global_cost_rand","local_switch_cost_alt","local_switch_cost_rand"
"1",0.0104166666666666,0.0526315789473685,0.0315241228070176,0.0185185185185185,0,0.0701754385964912,0.0754716981132075,-0.0315241228070176,0.04394757530619,0.0185185185185185,-0.00529625951671631
"2",0.0208333333333334,0.031578947368421,0.0262061403508772,0.0338983050847458,0.0327868852459017,0.0491803278688525,0,0.00658074489502447,-0.0262061403508772,0.00111141983884411,0.0491803278688525
"3",0.0526315789473685,0.0416666666666666,0.0471491228070176,0.101694915254237,0.0689655172413793,0.166666666666667,0.0357142857142857,0.0218163944343618,-0.0114348370927319,0.0327293980128579,0.130952380952381
"4",0,0.0208333333333334,0.0104166666666667,0,0,0.0327868852459017,0,-0.0104166666666667,-0.0104166666666667,0,0.0327868852459017
"5",0.0833333333333334,0.03125,0.0572916666666667,0.101694915254237,0.0666666666666667,0.0833333333333334,0.0508474576271186,0.00937499999999997,-0.00644420903954807,0.0350282485875706,0.0324858757062148
"6",0.0105263157894737,0.0210526315789473,0.0157894736842105,0,0.05,0,0.0172413793103449,0.0342105263157895,0.00145190562613434,-0.05,-0.0172413793103449
"7",0,0.105263157894737,0.0526315789473684,0.0847457627118644,0.0166666666666667,0.0333333333333333,0.0344827586206896,-0.0359649122807017,-0.0181488203266788,0.0680790960451977,-0.00114942528735629
"8",0,0.0104166666666666,0.00520833333333331,0.0517241379310345,0.0163934426229508,0,0.0169491525423728,0.0111851092896175,0.0117408192090395,0.0353306953080836,-0.0169491525423728
"9",0,0.0520833333333334,0.0260416666666667,0.0169491525423728,0,0.0327868852459017,0,-0.0260416666666667,-0.0260416666666667,0.0169491525423728,0.0327868852459017
"10",0.0104166666666666,0.0224719101123596,0.0164442883895131,0.0196078431372549,0,0.0208333333333334,0,-0.0164442883895131,-0.0164442883895131,0.0196078431372549,0.0208333333333334
"11",0.0208333333333334,0.0520833333333334,0.0364583333333334,0.0169491525423728,0.0166666666666667,0,0.0172413793103449,-0.0197916666666667,-0.0192169540229885,0.000282485875706118,-0.0172413793103449
"12",0.0208333333333334,0.0416666666666666,0.03125,0.0508474576271186,0.0333333333333333,0.05,0,0.00208333333333333,-0.03125,0.0175141242937853,0.05
"13",0.0104166666666666,0.0208333333333334,0.015625,0.0169491525423728,0.0333333333333333,0.0163934426229508,0,0.0177083333333333,-0.015625,-0.0163841807909605,0.0163934426229508
"14",0.0104166666666666,0.03125,0.0208333333333333,0.0517241379310345,0,0.0491803278688525,0.0178571428571429,-0.0208333333333333,-0.00297619047619041,0.0517241379310345,0.0313231850117096
"15",0.104166666666667,0.21875,0.161458333333333,0.271186440677966,0.262295081967213,0.229508196721312,0.305084745762712,0.10083674863388,0.143626412429379,0.00889135871075308,-0.0755765490414003
"16",0.0106382978723404,0.0208333333333334,0.0157358156028369,0,0,0,0,-0.0157358156028369,-0.0157358156028369,0,0
"17",0.03125,0.0416666666666666,0.0364583333333333,0.0517241379310345,0.0163934426229508,0.107142857142857,0,-0.0200648907103825,-0.0364583333333333,0.0353306953080836,0.107142857142857
"18",0.75,0.03125,0.390625,0.0517241379310345,0.0169491525423728,0.0166666666666667,0,-0.373675847457627,-0.390625,0.0347749853886616,0.0166666666666667
"19",0.0104166666666666,0.0416666666666666,0.0260416666666666,0.0677966101694916,0.0327868852459017,0.147540983606557,0.0677966101694916,0.00674521857923505,0.0417549435028249,0.0350097249235899,0.0797443734370659
"20",0,0.03125,0.015625,0.0508474576271186,0.0163934426229508,0.0333333333333333,0.0517241379310345,0.000768442622950838,0.0360991379310345,0.0344540150041678,-0.0183908045977011
"21",0.0416666666666666,0.0104166666666666,0.0260416666666666,0.0338983050847458,0.0163934426229508,0.0327868852459017,0.0169491525423728,-0.00964822404371579,-0.00909251412429379,0.0175048624617949,0.0158377327035288
"22",0,0.0104166666666666,0.00520833333333331,0.0508474576271186,0,0.0535714285714286,0,-0.00520833333333331,-0.00520833333333331,0.0508474576271186,0.0535714285714286
"23",0.0104166666666666,0.15625,0.0833333333333333,0.137931034482759,0.0333333333333333,0.0327868852459017,0.135593220338983,-0.05,0.0522598870056497,0.104597701149425,-0.102806335093081
"24",0.0104166666666666,0.03125,0.0208333333333333,0.0370370370370371,0,0.0508474576271186,0.0363636363636364,-0.0208333333333333,0.0155303030303031,0.0370370370370371,0.0144838212634822
"25",0.0104166666666666,0.03125,0.0208333333333333,0.0172413793103449,0.0327868852459017,0.0491803278688525,0,0.0119535519125684,-0.0208333333333333,-0.0155455059355568,0.0491803278688525
"26",0.0104166666666666,0.0208333333333334,0.015625,0.0847457627118644,0.0327868852459017,0.0327868852459017,0.0169491525423728,0.0171618852459017,0.00132415254237284,0.0519588774659627,0.0158377327035288
"27",0.0652173913043478,0.189473684210526,0.127345537757437,0.189655172413793,0.0727272727272728,0.0169491525423728,0,-0.0546182650301643,-0.127345537757437,0.11692789968652,0.0169491525423728
"28",0.0416666666666666,0.0729166666666666,0.0572916666666666,0.11864406779661,0.0819672131147541,0.116666666666667,0.0677966101694916,0.0246755464480874,0.0105049435028249,0.0366768546818561,0.0488700564971751
"29",0.0104166666666666,0.03125,0.0208333333333333,0.0508474576271186,0,0.0833333333333334,0.0169491525423728,-0.0208333333333333,-0.00388418079096048,0.0508474576271186,0.0663841807909605
"30",0.0625,0.0638297872340425,0.0631648936170213,0.0545454545454546,0.0357142857142857,0.0338983050847458,0,-0.0274506079027356,-0.0631648936170213,0.0188311688311689,0.0338983050847458
"31",0.0104166666666666,0.0104166666666666,0.0104166666666666,0.0169491525423728,0,0,0.0175438596491229,-0.0104166666666666,0.00712719298245623,0.0169491525423728,-0.0175438596491229
"33",0.461538461538462,0.4,0.430769230769231,0.593220338983051,0.557377049180328,0.39344262295082,0.508474576271186,0.126607818411097,0.0777053455019556,0.035843289802723,-0.115031953320367
"34",0.0104166666666666,0.0104166666666666,0.0104166666666666,0.0338983050847458,0,0.0819672131147541,0,-0.0104166666666666,-0.0104166666666666,0.0338983050847458,0.0819672131147541
"36",0.0418848167539267,0.0418848167539267,0.0418848167539267,0.043859649122807,0.0166666666666667,0.00840336134453779,0.0258620689655172,-0.02521815008726,-0.0160227477884095,0.0271929824561403,-0.0174587076209795
"37",0.0625,0.104166666666667,0.0833333333333333,0.0714285714285714,0,0.0754716981132075,0.04,-0.0833333333333333,-0.0433333333333333,0.0714285714285714,0.0354716981132075
"38",0.03125,0.0208333333333334,0.0260416666666667,0.0508474576271186,0,0.0655737704918032,0.0338983050847458,-0.0260416666666667,0.0078566384180791,0.0508474576271186,0.0316754654070575
"39",0.104166666666667,0.125,0.114583333333333,0.101694915254237,0.0163934426229508,0.0655737704918032,0.0508474576271186,-0.0981898907103825,-0.0637358757062147,0.0853014726312864,0.0147263128646846
