subID,mean_cv_errors,mean_oe_errors,pure_block_errors,alt_switch_errors,alt_non_switch_errors,rand_switch_errors,rand_non_switch_errors,global_cost_alt,global_cost_rand,local_switch_cost_alt,local_switch_cost_rand
23,0.010416667,0.15625,0.083333333,0.137931034,0.033898305,0.032786885,0.13559322,-0.049435028,0.052259887,0.104032729,-0.102806335
24,0.010416667,0.03125,0.020833333,0.037735849,0,0.052631579,0.036363636,-0.020833333,0.015530303,0.037735849,0.016267943
25,0.010416667,0.03125,0.020833333,0.017241379,0.032786885,0.049180328,0,0.011953552,-0.020833333,-0.015545506,0.049180328
26,0.010416667,0.020833333,0.015625,0.084745763,0.032786885,0.032786885,0.017241379,0.017161885,0.001616379,0.051958877,0.015545506
27,0.065217391,0.191489362,0.128353377,0.189655172,0.074074074,0.016949153,0,-0.054279302,-0.128353377,0.115581098,0.016949153
28,0.041666667,0.072916667,0.057291667,0.118644068,0.083333333,0.116666667,0.06779661,0.026041667,0.010504944,0.035310734,0.048870056
29,0.010416667,0.03125,0.020833333,0.050847458,0,0.083333333,0.017241379,-0.020833333,-0.003591954,0.050847458,0.066091954
30,0.0625,0.063829787,0.063164894,0.054545455,0.036363636,0.035087719,0,-0.026801257,-0.063164894,0.018181818,0.035087719
31,0.010416667,0.010416667,0.010416667,0.016949153,0,0,0.01754386,-0.010416667,0.007127193,0.016949153,-0.01754386
34,0.010416667,0.010416667,0.010416667,0.034482759,0,0.081967213,0,-0.010416667,-0.010416667,0.034482759,0.081967213
35,0.052083333,0.083333333,0.067708333,0.068965517,0.016393443,0.016393443,0,-0.051314891,-0.067708333,0.052572075,0.016393443
36,0.042105263,0.041884817,0.04199504,0.043859649,0.016666667,0.008403361,0.026086957,-0.025328373,-0.015908083,0.027192982,-0.017683595
37,0.0625,0.104166667,0.083333333,0.071428571,0,0.075471698,0.040816327,-0.083333333,-0.042517007,0.071428571,0.034655372
38,0.03125,0.020833333,0.026041667,0.050847458,0,0.06557377,0.033898305,-0.026041667,0.007856638,0.050847458,0.031675465
39,0.104166667,0.125,0.114583333,0.101694915,0.016666667,0.06557377,0.050847458,-0.097916667,-0.063735876,0.085028249,0.014726313
40,0.052083333,0.041666667,0.046875,0.050847458,0.06557377,0.049180328,0.016949153,0.01869877,-0.029925847,-0.014726313,0.032231175
41,0.104166667,0.125,0.114583333,0.406779661,0.229508197,0.245901639,0.224137931,0.114924863,0.109554598,0.177271464,0.021763708
43,0.020833333,0.052083333,0.036458333,0.016949153,0.06557377,0.06557377,0.033898305,0.029115437,-0.002560028,-0.048624618,0.031675465
44,0.032258065,0.042105263,0.037181664,0.094339623,0.153846154,0.072727273,0.075471698,0.11666449,0.038290034,-0.059506531,-0.002744425
45,0.010416667,0.03125,0.020833333,0,0.081967213,0.049180328,0.034482759,0.06113388,0.013649425,-0.081967213,0.014697569
46,0.041666667,0.072916667,0.057291667,0.169491525,0.032786885,0.101694915,0.068965517,-0.024504781,0.011673851,0.13670464,0.032729398
47,0.020833333,0.03125,0.026041667,0.033898305,0.049180328,0.050847458,0.016949153,0.023138661,-0.009092514,-0.015282023,0.033898305
49,0.031578947,0.052083333,0.04183114,0.310344828,0.31147541,0.278688525,0.271186441,0.269644269,0.2293553,-0.001130582,0.007502084
50,0.020833333,0.052083333,0.036458333,0.084745763,0.083333333,0.016393443,0.06779661,0.046875,0.031338277,0.001412429,-0.051403168
51,0.020833333,0.010416667,0.015625,0,0,0.049180328,0,-0.015625,-0.015625,0,0.049180328
52,0.020833333,0.041666667,0.03125,0.25,0.086206897,0.278688525,0.237288136,0.054956897,0.206038136,0.163793103,0.041400389
53,0.020833333,0.104166667,0.0625,0.13559322,0,0.05,0.051724138,-0.0625,-0.010775862,0.13559322,-0.001724138
54,0.083333333,0.104166667,0.09375,0.068965517,0.084745763,0.06557377,0.016949153,-0.009004237,-0.076800847,-0.015780245,0.048624618
55,0.031578947,0.073684211,0.052631579,0.038461538,0,0.035714286,0,-0.052631579,-0.052631579,0.038461538,0.035714286
56,0.0625,0.03125,0.046875,0.140350877,0.050847458,0.06557377,0.033898305,0.003972458,-0.012976695,0.08950342,0.031675465
57,0.104166667,0.135416667,0.119791667,0.050847458,0.083333333,0.098360656,0.084745763,-0.036458333,-0.035045904,-0.032485876,0.013614893
58,0.03125,0.031578947,0.031414474,0.12,0.051724138,0.050847458,0.018867925,0.020309664,-0.012546549,0.068275862,0.031979533
59,0.020833333,0.041666667,0.03125,0.089285714,0.032786885,0.049180328,0,0.001536885,-0.03125,0.056498829,0.049180328
60,0.104166667,0.052083333,0.078125,0.254237288,0.114754098,0.163934426,0.152542373,0.036629098,0.074417373,0.13948319,0.011392053
61,0.020833333,0.010416667,0.015625,0.016949153,0,0.016393443,0,-0.015625,-0.015625,0.016949153,0.016393443
62,0.020833333,0.010416667,0.015625,0,0.033333333,0.016393443,0.017241379,0.017708333,0.001616379,-0.033333333,-0.000847937
63,0.010416667,0.010416667,0.010416667,0,0.016393443,0.032786885,0,0.005976776,-0.010416667,-0.016393443,0.032786885
64,0.010416667,0.041666667,0.026041667,0.034482759,0,0.032786885,0,-0.026041667,-0.026041667,0.034482759,0.032786885
65,0.03125,0.0625,0.046875,0.101694915,0.049180328,0.098360656,0.086206897,0.002305328,0.039331897,0.052514587,0.012153759
,,,,,,,,,,,
,,,,,,,,,,,
MEAN,0.03064042,0.049999776,0.040320098,0.07414004,0.041350871,0.063579573,0.03997002,0.001030773,-0.000350078,0.032789169,0.023609553
SD,0.028481773,0.039231771,0.029782333,0.078477364,0.055541726,0.060785213,0.058376371,0.052232034,0.055126473,0.053064733,0.035056238
SE,0.003708011,0.005107542,0.00387733,0.010216883,0.007230917,0.007913561,0.007599956,0.006800032,0.007176856,0.00690844,0.004563934
95% CI,0.007267702,0.010010781,0.007599566,0.02002509,0.014172597,0.015510579,0.014895914,0.013328062,0.014066637,0.013540542,0.00894531
UPPER,0.037908122,0.060010557,0.047919664,0.09416513,0.055523467,0.079090152,0.054865934,0.014358834,0.013716559,0.046329711,0.032554863
LOWER,0.023372719,0.039988994,0.032720532,0.05411495,0.027178274,0.048068994,0.025074106,-0.012297289,-0.014416715,0.019248627,0.014664243
