"mean_cv_errors","mean_oe_errors","pure_block_errors","alt_switch_errors","alt_non_switch_errors","rand_switch_errors","rand_non_switch_errors","global_cost_alt","global_cost_rand","local_switch_cost_alt","local_switch_cost_rand","switch_average"
0.0104166666666666,0.0526315789473685,0.0315241228070176,0.0727272727272728,0.0701754385964912,0.0185185185185185,0,0.0386513157894737,-0.0315241228070176,0.00255183413078153,0.0185185185185185,0.0403553074605706
0.0208333333333334,0.031578947368421,0.0262061403508772,0.025,0.0491803278688525,0.0338983050847458,0.0327868852459017,0.0229741875179753,0.00658074489502447,-0.0241803278688525,0.00111141983884411,0.035216379549875
0.0526315789473685,0.0416666666666666,0.0471491228070176,0.103448275862069,0.166666666666667,0.101694915254237,0.0689655172413793,0.119517543859649,0.0218163944343618,-0.0632183908045977,0.0327293980128579,0.110193843756088
0,0.0208333333333334,0.0104166666666667,0.0168067226890757,0.0327868852459017,0,0,0.022370218579235,-0.0104166666666667,-0.015980162556826,0,0.0123984019837443
0.0833333333333334,0.03125,0.0572916666666667,0.0672268907563025,0.0833333333333334,0.101694915254237,0.0666666666666667,0.0260416666666667,0.00937499999999997,-0.0161064425770309,0.0350282485875706,0.0797304515026349
0.0105263157894737,0.0210526315789473,0.0157894736842105,0.0089285714285714,0,0,0.05,-0.0157894736842105,0.0342105263157895,0.0089285714285714,-0.05,0.0147321428571429
0,0.105263157894737,0.0526315789473684,0.0338983050847458,0.0333333333333333,0.0847457627118644,0.0166666666666667,-0.0192982456140351,-0.0359649122807017,0.000564971751412457,0.0680790960451977,0.0421610169491526
0,0.0104166666666666,0.00520833333333331,0.0083333333333333,0,0.0517241379310345,0.0163934426229508,-0.00520833333333331,0.0111851092896175,0.0083333333333333,0.0353306953080836,0.0191127284718297
0,0.0520833333333334,0.0260416666666667,0.0166666666666667,0.0327868852459017,0.0169491525423728,0,0.00674521857923499,-0.0260416666666667,-0.016120218579235,0.0169491525423728,0.0166006761137353
0.0104166666666666,0.0224719101123596,0.0164442883895131,0.0104166666666666,0.0208333333333334,0.0196078431372549,0,0.00438904494382025,-0.0164442883895131,-0.0104166666666667,0.0196078431372549,0.0127144607843137
0.0208333333333334,0.0520833333333334,0.0364583333333334,0.00840336134453779,0,0.0169491525423728,0.0166666666666667,-0.0364583333333334,-0.0197916666666667,0.00840336134453779,0.000282485875706118,0.0105047951383943
0.0208333333333334,0.0416666666666666,0.03125,0.0256410256410257,0.05,0.0508474576271186,0.0333333333333333,0.01875,0.00208333333333333,-0.0243589743589744,0.0175141242937853,0.0399554541503694
0.0104166666666666,0.0208333333333334,0.015625,0.00840336134453779,0.0163934426229508,0.0169491525423728,0.0333333333333333,0.000768442622950838,0.0177083333333333,-0.00799008127841305,-0.0163841807909605,0.0187698224607987
0.0104166666666666,0.03125,0.0208333333333333,0.0341880341880342,0.0491803278688525,0.0517241379310345,0,0.0283469945355192,-0.0208333333333333,-0.0149922936808183,0.0517241379310345,0.0337731249969803
0.104166666666667,0.21875,0.161458333333333,0.266666666666667,0.229508196721312,0.271186440677966,0.262295081967213,0.0680498633879782,0.10083674863388,0.0371584699453552,0.00889135871075308,0.257414096508289
0.0106382978723404,0.0208333333333334,0.0157358156028369,0,0,0,0,-0.0157358156028369,-0.0157358156028369,0,0,0
0.03125,0.0416666666666666,0.0364583333333333,0.0540540540540541,0.107142857142857,0.0517241379310345,0.0163934426229508,0.0706845238095238,-0.0200648907103825,-0.053088803088803,0.0353306953080836,0.0573286229377241
0.75,0.03125,0.390625,0.00884955752212391,0.0166666666666667,0.0517241379310345,0.0169491525423728,-0.373958333333333,-0.373675847457627,-0.00781710914454281,0.0347749853886616,0.0235473786655495
0.0104166666666666,0.0416666666666666,0.0260416666666666,0.108333333333333,0.147540983606557,0.0677966101694916,0.0327868852459017,0.121499316939891,0.00674521857923505,-0.0392076502732241,0.0350097249235899,0.089114453088821
0,0.03125,0.015625,0.0423728813559322,0.0333333333333333,0.0508474576271186,0.0163934426229508,0.0177083333333333,0.000768442622950838,0.00903954802259888,0.0344540150041678,0.0357367787348337
0.0416666666666666,0.0104166666666666,0.0260416666666666,0.025,0.0327868852459017,0.0338983050847458,0.0163934426229508,0.00674521857923505,-0.00964822404371579,-0.00778688524590165,0.0175048624617949,0.0270196582383996
