"subID","pure_cv_m","pure_oe_m","altrun_m","shuff_m","switch_altrun_m","switch_shuff_m","no_switch_altrun_m","no_switch_shuff_m"
"1",0.989583333333333,0.947368421052632,0.990825688073395,0.927272727272727,0.981481481481482,0.929824561403509,1,0.924528301886792
"2",0.979166666666667,0.968421052631579,0.966666666666667,0.975,0.966101694915254,0.950819672131147,0.967213114754098,1
"3",0.947368421052632,0.958333333333333,0.914529914529915,0.896551724137931,0.898305084745763,0.833333333333333,0.931034482758621,0.964285714285714
"4",1,0.979166666666667,1,0.983193277310924,1,0.967213114754098,1,1
"5",0.916666666666667,0.96875,0.915966386554622,0.932773109243697,0.898305084745763,0.916666666666667,0.933333333333333,0.949152542372881
"6",0.989473684210526,0.978947368421053,0.973913043478261,0.991071428571429,1,1,0.95,0.982758620689655
"7",1,0.894736842105263,0.949579831932773,0.966101694915254,0.915254237288136,0.966666666666667,0.983333333333333,0.96551724137931
"8",1,0.989583333333333,0.966386554621849,0.991666666666667,0.948275862068966,1,0.983606557377049,0.983050847457627
"9",1,0.947916666666667,0.991666666666667,0.983333333333333,0.983050847457627,0.967213114754098,1,1
"10",0.989583333333333,0.97752808988764,0.990291262135922,0.989583333333333,0.980392156862745,0.979166666666667,1,1
"11",0.979166666666667,0.947916666666667,0.983193277310924,0.991596638655462,0.983050847457627,1,0.983333333333333,0.982758620689655
"12",0.979166666666667,0.958333333333333,0.957983193277311,0.974358974358974,0.949152542372881,0.95,0.966666666666667,1
"13",0.989583333333333,0.979166666666667,0.974789915966387,0.991596638655462,0.983050847457627,0.983606557377049,0.966666666666667,1
"14",0.989583333333333,0.96875,0.973913043478261,0.965811965811966,0.948275862068966,0.950819672131147,1,0.982142857142857
"15",0.895833333333333,0.78125,0.733333333333333,0.733333333333333,0.728813559322034,0.770491803278688,0.737704918032787,0.694915254237288
"16",0.98936170212766,0.979166666666667,1,1,1,1,1,1
"17",0.96875,0.958333333333333,0.966386554621849,0.945945945945946,0.948275862068966,0.892857142857143,0.983606557377049,1
"18",0.25,0.96875,0.965811965811966,0.991150442477876,0.948275862068966,0.983333333333333,0.983050847457627,1
"19",0.989583333333333,0.958333333333333,0.95,0.891666666666667,0.932203389830508,0.852459016393443,0.967213114754098,0.932203389830508
"20",1,0.96875,0.966666666666667,0.957627118644068,0.949152542372881,0.966666666666667,0.983606557377049,0.948275862068966
"21",0.958333333333333,0.989583333333333,0.975,0.975,0.966101694915254,0.967213114754098,0.983606557377049,0.983050847457627
"22",1,0.989583333333333,0.974789915966387,0.973451327433628,0.949152542372881,0.946428571428571,1,1
"23",0.989583333333333,0.84375,0.915254237288136,0.916666666666667,0.862068965517241,0.967213114754098,0.966666666666667,0.864406779661017
"24",0.989583333333333,0.96875,0.980952380952381,0.956140350877193,0.962962962962963,0.949152542372881,1,0.963636363636364
"25",0.989583333333333,0.96875,0.974789915966387,0.975,0.982758620689655,0.950819672131147,0.967213114754098,1
"26",0.989583333333333,0.979166666666667,0.941666666666667,0.975,0.915254237288136,0.967213114754098,0.967213114754098,0.983050847457627
"27",0.934782608695652,0.810526315789474,0.867256637168142,0.990990990990991,0.810344827586207,0.983050847457627,0.927272727272727,1
"28",0.958333333333333,0.927083333333333,0.9,0.907563025210084,0.88135593220339,0.883333333333333,0.918032786885246,0.932203389830508
"29",0.989583333333333,0.96875,0.975,0.949579831932773,0.949152542372881,0.916666666666667,1,0.983050847457627
"30",0.9375,0.936170212765957,0.954954954954955,0.982608695652174,0.945454545454545,0.966101694915254,0.964285714285714,1
"31",0.989583333333333,0.989583333333333,0.991666666666667,0.991525423728814,0.983050847457627,1,1,0.982456140350877
"33",0.538461538461538,0.6,0.425,0.55,0.406779661016949,0.60655737704918,0.442622950819672,0.491525423728814
"34",0.989583333333333,0.989583333333333,0.983050847457627,0.958333333333333,0.966101694915254,0.918032786885246,1,1
"36",0.958115183246073,0.958115183246073,0.97008547008547,0.982978723404255,0.956140350877193,0.991596638655462,0.983333333333333,0.974137931034483
"37",0.9375,0.895833333333333,0.963963963963964,0.941747572815534,0.928571428571429,0.924528301886792,1,0.96
"38",0.96875,0.979166666666667,0.975,0.95,0.949152542372881,0.934426229508197,1,0.966101694915254
"39",0.895833333333333,0.875,0.941666666666667,0.941666666666667,0.898305084745763,0.934426229508197,0.983606557377049,0.949152542372881
"40",0.947916666666667,0.958333333333333,0.941666666666667,0.966666666666667,0.949152542372881,0.950819672131147,0.934426229508197,0.983050847457627
"41",0.895833333333333,0.875,0.683333333333333,0.764705882352941,0.593220338983051,0.754098360655738,0.770491803278688,0.775862068965517
"42",0.958333333333333,0.0104166666666667,0.958333333333333,0.95,0.915254237288136,0.918032786885246,1,0.983050847457627
"43",0.979166666666667,0.947916666666667,0.958333333333333,0.95,0.983050847457627,0.934426229508197,0.934426229508197,0.966101694915254
"44",0.968421052631579,0.957894736842105,0.878504672897196,0.926605504587156,0.907407407407407,0.927272727272727,0.849056603773585,0.925925925925926
