"","ExperimentName","Subject","Group","Block","Trial","STIM","TASK","Switch","Congruent","CVOE","Response","KEY","RT","Match","score","block_type","zRT"
"1301","CVOE_B",2,1,1,15,"D 30","","",FALSE,"OE","p","p",746,TRUE,1,"oe",-0.476856398709296
"1302","CVOE_B",2,1,1,16,"U 62","","",TRUE,"OE","p","p",776,TRUE,1,"oe",-0.445645274718475
"1303","CVOE_B",2,1,1,17,"P 95","","",TRUE,"OE","q","q",619,TRUE,1,"oe",-0.608983490270439
"1304","CVOE_B",2,1,1,18,"U 06","","",TRUE,"OE","p","p",575,TRUE,1,"oe",-0.654759805456976
"1305","CVOE_B",2,1,1,19,"E 75","","",FALSE,"OE","q","q",585,TRUE,1,"oe",-0.644356097460036
"1306","CVOE_B",2,1,1,20,"I 67","","",FALSE,"OE","q","q",679,TRUE,1,"oe",-0.546561242288797
"1307","CVOE_B",2,1,1,21,"S 13","","",TRUE,"OE","q","q",655,TRUE,1,"oe",-0.571530141481453
"1308","CVOE_B",2,1,1,22,"P 78","","",FALSE,"OE","p","p",740,TRUE,1,"oe",-0.483098623507461
"1309","CVOE_B",2,1,1,23,"I 15","","",FALSE,"OE","q","q",614,TRUE,1,"oe",-0.614185344268909
"1310","CVOE_B",2,1,1,24,"D 27","","",TRUE,"OE","q","q",833,TRUE,1,"oe",-0.386344139135915
"1311","CVOE_B",2,1,1,25,"O 94","","",TRUE,"OE","p","p",665,TRUE,1,"oe",-0.561126433484513
"1312","CVOE_B",2,1,1,26,"A 65","","",FALSE,"OE","q","q",623,TRUE,1,"oe",-0.604822007071662
"1313","CVOE_B",2,1,1,27,"I 42","","",TRUE,"OE","p","p",742,TRUE,1,"oe",-0.481017881908072
"1314","CVOE_B",2,1,1,28,"E 25","","",FALSE,"OE","q","q",603,TRUE,1,"oe",-0.625629423065543
"1315","CVOE_B",2,1,1,29,"H 49","","",TRUE,"OE","p","q",563,FALSE,0,"oe",-0.667244255053304
"1316","CVOE_B",2,1,1,30,"S 18","","",FALSE,"OE","p","p",811,TRUE,1,"oe",-0.409232296729184
"1317","CVOE_B",2,1,1,31,"H 51","","",TRUE,"OE","q","q",599,TRUE,1,"oe",-0.629790906264319
"1318","CVOE_B",2,1,1,32,"U 14","","",TRUE,"OE","p","p",728,TRUE,1,"oe",-0.495583073103789
"1319","CVOE_B",2,1,1,33,"E 02","","",TRUE,"OE","p","p",634,TRUE,1,"oe",-0.593377928275028
"1320","CVOE_B",2,1,1,34,"J 26","","",FALSE,"OE","p","p",595,TRUE,1,"oe",-0.633952389463095
"1321","CVOE_B",2,1,1,35,"D 24","","",FALSE,"OE","p","p",643,TRUE,1,"oe",-0.584014591077782
"1322","CVOE_B",2,1,1,36,"O 50","","",TRUE,"OE","p","p",620,TRUE,1,"oe",-0.607943119470744
"1323","CVOE_B",2,1,1,37,"U 16","","",TRUE,"OE","p","p",577,TRUE,1,"oe",-0.652679063857588
"1324","CVOE_B",2,1,1,38,"O 15","","",FALSE,"OE","q","q",580,TRUE,1,"oe",-0.649557951458506
"1325","CVOE_B",2,1,1,39,"D 32","","",FALSE,"OE","p","p",635,TRUE,1,"oe",-0.592337557475334
"1326","CVOE_B",2,1,1,40,"S 67","","",TRUE,"OE","q","q",675,TRUE,1,"oe",-0.550722725487573
"1327","CVOE_B",2,1,1,41,"J 74","","",FALSE,"OE","p","p",748,TRUE,1,"oe",-0.474775657109908
"1328","CVOE_B",2,1,1,42,"D 92","","",FALSE,"OE","p","p",681,TRUE,1,"oe",-0.544480500689408
"1329","CVOE_B",2,1,1,43,"A 65","","",FALSE,"OE","q","q",553,TRUE,1,"oe",-0.677647963050245
"1330","CVOE_B",2,1,1,44,"I 87","","",FALSE,"OE","q","q",658,TRUE,1,"oe",-0.568409029082371
"1331","CVOE_B",2,1,1,45,"H 61","","",TRUE,"OE","q","q",565,TRUE,1,"oe",-0.665163513453916
"1332","CVOE_B",2,1,1,46,"E 59","","",FALSE,"OE","q","q",685,TRUE,1,"oe",-0.540319017490632
"1333","CVOE_B",2,1,1,47,"I 33","","",FALSE,"OE","q","q",542,TRUE,1,"oe",-0.689092041846879
"1334","CVOE_B",2,1,1,48,"O 90","","",TRUE,"OE","p","p",539,TRUE,1,"oe",-0.692213154245961
"1335","CVOE_B",2,1,1,49,"U 51","","",FALSE,"OE","q","q",463,TRUE,1,"oe",-0.771281335022708
"1336","CVOE_B",2,1,1,50,"A 10","","",TRUE,"OE","q","p",612,FALSE,0,"oe",-0.616266085868297
"1337","CVOE_B",2,1,1,51,"E 50","","",TRUE,"OE","p","p",591,TRUE,1,"oe",-0.638113872661871
"1338","CVOE_B",2,1,1,52,"D 92","","",FALSE,"OE","p","p",581,TRUE,1,"oe",-0.648517580658812
"1339","CVOE_B",2,1,1,53,"E 60","","",TRUE,"OE","p","p",611,TRUE,1,"oe",-0.617306456667991
"1340","CVOE_B",2,1,1,54,"A 95","","",FALSE,"OE","q","q",4030,TRUE,1,"oe",2.93972130748591
"1341","CVOE_B",2,1,1,55,"E 64","","",TRUE,"OE","p","p",677,TRUE,1,"oe",-0.548641983888185
"1342","CVOE_B",2,1,1,56,"P 20","","",FALSE,"OE","p","p",749,TRUE,1,"oe",-0.473735286310214
"1343","CVOE_B",2,1,1,57,"S 06","","",FALSE,"OE","p","p",635,TRUE,1,"oe",-0.592337557475334
"1344","CVOE_B",2,1,1,58,"P 64","","",FALSE,"OE","p","p",620,TRUE,1,"oe",-0.607943119470744
"1345","CVOE_B",2,1,1,59,"U 70","","",TRUE,"OE","p","p",617,TRUE,1,"oe",-0.611064231869827
"1346","CVOE_B",2,1,1,60,"S 16","","",FALSE,"OE","p","p",829,TRUE,1,"oe",-0.390505622334692
"1347","CVOE_B",2,1,1,61,"E 35","","",FALSE,"OE","q","q",674,TRUE,1,"oe",-0.551763096287267
"1348","CVOE_B",2,1,1,62,"I 93","","",FALSE,"OE","q","q",699,TRUE,1,"oe",-0.525753826294916
"1349","CVOE_B",2,1,1,63,"D 63","","",TRUE,"OE","q","q",663,TRUE,1,"oe",-0.563207175083901
"1350","CVOE_B",2,1,1,64,"U 89","","",FALSE,"OE","q","q",740,TRUE,1,"oe",-0.483098623507461
"1351","CVOE_B",2,1,1,65,"E 91","","",FALSE,"OE","q","q",715,TRUE,1,"oe",-0.509107893499811
"1352","CVOE_B",2,1,1,66,"A 12","","",TRUE,"OE","p","p",754,TRUE,1,"oe",-0.468533432311744
"1353","CVOE_B",2,1,1,67,"P 56","","",FALSE,"OE","p","p",627,TRUE,1,"oe",-0.600660523872886
"1354","CVOE_B",2,1,1,68,"S 65","","",TRUE,"OE","q","q",705,TRUE,1,"oe",-0.519511601496752
"1355","CVOE_B",2,1,1,69,"P 07","","",TRUE,"OE","q","q",782,TRUE,1,"oe",-0.439403049920311
"1356","CVOE_B",2,1,1,70,"I 77","","",FALSE,"OE","q","q",868,TRUE,1,"oe",-0.349931161146624
"1357","CVOE_B",2,1,1,71,"J 19","","",TRUE,"OE","q","q",618,TRUE,1,"oe",-0.610023861070133
"1358","CVOE_B",2,1,1,72,"O 59","","",FALSE,"OE","q","q",573,TRUE,1,"oe",-0.656840547056364
"1359","CVOE_B",2,1,1,73,"J 15","","",TRUE,"OE","q","q",576,TRUE,1,"oe",-0.653719434657282
"1360","CVOE_B",2,1,1,74,"I 89","","",FALSE,"OE","q","q",555,TRUE,1,"oe",-0.675567221450857
"1361","CVOE_B",2,1,1,75,"O 97","","",FALSE,"OE","q","q",1181,TRUE,1,"oe",-0.0242951008423921
"1362","CVOE_B",2,1,1,76,"A 92","","",TRUE,"OE","p","p",570,TRUE,1,"oe",-0.659961659455446
"1363","CVOE_B",2,1,1,77,"J 90","","",FALSE,"OE","p","p",1254,TRUE,1,"oe",0.0516519675352723
"1364","CVOE_B",2,1,1,78,"H 65","","",TRUE,"OE","q","q",568,TRUE,1,"oe",-0.662042401054834
"1365","CVOE_B",2,1,1,79,"H 17","","",TRUE,"OE","q","q",1147,TRUE,1,"oe",-0.0596677080319892
"1366","CVOE_B",2,1,1,80,"S 26","","",FALSE,"OE","p","p",769,TRUE,1,"oe",-0.452927870316334
"1367","CVOE_B",2,1,1,81,"D 56","","",FALSE,"OE","p","p",1172,TRUE,1,"oe",-0.0336584380396384
"1368","CVOE_B",2,1,1,82,"I 91","","",FALSE,"OE","q","q",839,TRUE,1,"oe",-0.380101914337751
"1369","CVOE_B",2,1,1,83,"J 11","","",TRUE,"OE","q","q",937,TRUE,1,"oe",-0.278145575967736
"1370","CVOE_B",2,1,1,84,"O 28","","",TRUE,"OE","p","p",811,TRUE,1,"oe",-0.409232296729184
"1371","CVOE_B",2,1,1,85,"H 29","","",TRUE,"OE","q","q",718,TRUE,1,"oe",-0.505986781100729
"1372","CVOE_B",2,1,1,86,"J 25","","",TRUE,"OE","q","q",807,TRUE,1,"oe",-0.41339377992796
"1373","CVOE_B",2,1,1,87,"A 73","","",FALSE,"OE","q","q",730,TRUE,1,"oe",-0.493502331504401
"1374","CVOE_B",2,1,1,88,"J 63","","",TRUE,"OE","q","q",685,TRUE,1,"oe",-0.540319017490632
"1375","CVOE_B",2,1,1,89,"U 84","","",TRUE,"OE","p","p",702,TRUE,1,"oe",-0.522632713895834
"1376","CVOE_B",2,1,1,90,"A 58","","",TRUE,"OE","p","p",675,TRUE,1,"oe",-0.550722725487573
"1377","CVOE_B",2,1,1,91,"S 43","","",TRUE,"OE","q","q",925,TRUE,1,"oe",-0.290630025564064
"1378","CVOE_B",2,1,1,92,"H 54","","",FALSE,"OE","p","p",684,TRUE,1,"oe",-0.541359388290326
"1379","CVOE_B",2,1,1,93,"D 4","","",FALSE,"OE","p","p",661,TRUE,1,"oe",-0.565287916683289
"1380","CVOE_B",2,1,1,94,"J 75","","",TRUE,"OE","q","q",579,TRUE,1,"oe",-0.6505983222582
"1381","CVOE_B",2,1,1,95,"D 19","","",TRUE,"OE","q","q",830,TRUE,1,"oe",-0.389465251534998
"1382","CVOE_B",2,1,1,96,"J 38","","",FALSE,"OE","p","p",652,TRUE,1,"oe",-0.574651253880535
"1383","CVOE_B",2,1,1,97,"I 56","","",TRUE,"OE","p","p",648,TRUE,1,"oe",-0.578812737079312
"1384","CVOE_B",2,1,1,98,"P 87","","",TRUE,"OE","q","q",651,TRUE,1,"oe",-0.575691624680229
"1385","CVOE_B",2,1,1,99,"O 80","","",TRUE,"OE","p","p",589,TRUE,1,"oe",-0.640194614261259
"1386","CVOE_B",2,1,1,100,"U 60","","",TRUE,"OE","p","p",588,TRUE,1,"oe",-0.641234985060953
"1387","CVOE_B",2,1,1,101,"P 48","","",FALSE,"OE","p","p",672,TRUE,1,"oe",-0.553843837886655
"1388","CVOE_B",2,1,1,102,"H 64","","",FALSE,"OE","p","p",606,TRUE,1,"oe",-0.622508310666461
"1389","CVOE_B",2,1,1,103,"A 13","","",FALSE,"OE","q","q",530,TRUE,1,"oe",-0.701576491443207
"1390","CVOE_B",2,1,1,104,"H 68","","",FALSE,"OE","p","p",460,TRUE,1,"oe",-0.77440244742179
"1391","CVOE_B",2,1,1,105,"E 16","","",TRUE,"OE","p","p",450,TRUE,1,"oe",-0.78480615541873
"1392","CVOE_B",2,1,1,106,"S 71","","",TRUE,"OE","q","q",581,TRUE,1,"oe",-0.648517580658812
"1393","CVOE_B",2,1,2,11,"A 71","","",FALSE,"CV","p","p",1063,TRUE,1,"cv",-0.147058855206288
"1394","CVOE_B",2,1,2,12,"I 66","","",TRUE,"CV","p","p",574,TRUE,1,"cv",-0.65580017625667
"1395","CVOE_B",2,1,2,13,"S 30","","",FALSE,"CV","q","q",481,TRUE,1,"cv",-0.752554660628215
"1396","CVOE_B",2,1,2,14,"D 20","","",FALSE,"CV","q","q",577,TRUE,1,"cv",-0.652679063857588
"1397","CVOE_B",2,1,2,15,"I 31","","",FALSE,"CV","p","p",621,TRUE,1,"cv",-0.60690274867105
"1398","CVOE_B",2,1,2,16,"P 16","","",FALSE,"CV","q","q",706,TRUE,1,"cv",-0.518471230697058
"1399","CVOE_B",2,1,2,17,"A 49","","",FALSE,"CV","p","p",583,TRUE,1,"cv",-0.646436839059424
"1400","CVOE_B",2,1,2,18,"O 64","","",TRUE,"CV","p","p",1661,TRUE,1,"cv",0.475082883010744
"1401","CVOE_B",2,1,2,19,"D 02","","",FALSE,"CV","q","q",580,TRUE,1,"cv",-0.649557951458506
"1402","CVOE_B",2,1,2,20,"P 81","","",TRUE,"CV","q","q",1006,TRUE,1,"cv",-0.206359990788848
"1403","CVOE_B",2,1,2,21,"J 58","","",FALSE,"CV","q","q",537,TRUE,1,"cv",-0.694293895845349
"1404","CVOE_B",2,1,2,22,"A 22","","",TRUE,"CV","p","p",572,TRUE,1,"cv",-0.657880917856058
"1405","CVOE_B",2,1,2,23,"J 72","","",FALSE,"CV","q","q",505,TRUE,1,"cv",-0.727585761435558
"1406","CVOE_B",2,1,2,24,"P 91","","",TRUE,"CV","q","q",485,TRUE,1,"cv",-0.748393177429439
"1407","CVOE_B",2,1,2,25,"E 19","","",FALSE,"CV","p","p",414,TRUE,1,"cv",-0.822259504207715
"1408","CVOE_B",2,1,2,26,"I 30","","",TRUE,"CV","p","p",585,TRUE,1,"cv",-0.644356097460036
"1409","CVOE_B",2,1,2,27,"D 91","","",TRUE,"CV","q","q",414,TRUE,1,"cv",-0.822259504207715
"1410","CVOE_B",2,1,2,28,"O 48","","",TRUE,"CV","p","p",401,TRUE,1,"cv",-0.835784324603738
"1411","CVOE_B",2,1,2,29,"A 89","","",FALSE,"CV","p","p",578,TRUE,1,"cv",-0.651638693057894
"1412","CVOE_B",2,1,2,30,"U 11","","",FALSE,"CV","p","p",606,TRUE,1,"cv",-0.622508310666461
"1413","CVOE_B",2,1,2,31,"I 76","","",TRUE,"CV","p","p",485,TRUE,1,"cv",-0.748393177429439
"1414","CVOE_B",2,1,2,32,"U 89","","",FALSE,"CV","p","p",431,TRUE,1,"cv",-0.804573200612917
"1415","CVOE_B",2,1,2,33,"D 63","","",TRUE,"CV","q","q",443,TRUE,1,"cv",-0.792088751016588
"1416","CVOE_B",2,1,2,34,"H 70","","",FALSE,"CV","q","q",564,TRUE,1,"cv",-0.66620388425361
"1417","CVOE_B",2,1,2,35,"D 48","","",FALSE,"CV","q","q",508,TRUE,1,"cv",-0.724464649036476
"1418","CVOE_B",2,1,2,36,"P 56","","",FALSE,"CV","q","q",498,TRUE,1,"cv",-0.734868357033416
"1419","CVOE_B",2,1,2,37,"O 77","","",FALSE,"CV","p","p",445,TRUE,1,"cv",-0.7900080094172
"1420","CVOE_B",2,1,2,38,"P 42","","",FALSE,"CV","q","q",461,TRUE,1,"cv",-0.773362076622096
"1421","CVOE_B",2,1,2,39,"H 22","","",FALSE,"CV","q","q",443,TRUE,1,"cv",-0.792088751016588
"1422","CVOE_B",2,1,2,40,"E 42","","",TRUE,"CV","p","p",491,TRUE,1,"cv",-0.742150952631275
"1423","CVOE_B",2,1,2,41,"J 28","","",FALSE,"CV","q","q",663,TRUE,1,"cv",-0.563207175083901
"1424","CVOE_B",2,1,2,42,"E 95","","",FALSE,"CV","p","p",692,TRUE,1,"cv",-0.533036421892774
"1425","CVOE_B",2,1,2,43,"S 63","","",TRUE,"CV","q","q",559,TRUE,1,"cv",-0.67140573825208
"1426","CVOE_B",2,1,2,44,"H 50","","",FALSE,"CV","q","q",480,TRUE,1,"cv",-0.753595031427909
"1427","CVOE_B",2,1,2,45,"S 33","","",TRUE,"CV","q","q",408,TRUE,1,"cv",-0.828501729005879
"1428","CVOE_B",2,1,2,46,"P 57","","",TRUE,"CV","q","q",459,TRUE,1,"cv",-0.775442818221484
"1429","CVOE_B",2,1,2,47,"E 23","","",FALSE,"CV","p","p",543,TRUE,1,"cv",-0.688051671047185
"1430","CVOE_B",2,1,2,48,"S 61","","",TRUE,"CV","q","q",549,TRUE,1,"cv",-0.681809446249021
"1431","CVOE_B",2,1,2,49,"U 67","","",FALSE,"CV","p","p",602,TRUE,1,"cv",-0.626669793865237
"1432","CVOE_B",2,1,2,50,"H 32","","",FALSE,"CV","q","q",467,TRUE,1,"cv",-0.767119851823931
"1433","CVOE_B",2,1,2,51,"U 50","","",TRUE,"CV","p","p",593,TRUE,1,"cv",-0.636033131062483
"1434","CVOE_B",2,1,2,52,"O 49","","",FALSE,"CV","p","p",542,TRUE,1,"cv",-0.689092041846879
"1435","CVOE_B",2,1,2,53,"U 32","","",TRUE,"CV","p","p",516,TRUE,1,"cv",-0.716141682638924
"1436","CVOE_B",2,1,2,54,"J 78","","",FALSE,"CV","q","q",477,TRUE,1,"cv",-0.756716143826991
"1437","CVOE_B",2,1,2,55,"S 54","","",FALSE,"CV","q","q",500,TRUE,1,"cv",-0.732787615434028
"1438","CVOE_B",2,1,2,56,"J 27","","",TRUE,"CV","q","q",491,TRUE,1,"cv",-0.742150952631275
"1439","CVOE_B",2,1,2,57,"S 06","","",FALSE,"CV","q","q",437,TRUE,1,"cv",-0.798330975814752
"1440","CVOE_B",2,1,2,58,"D 67","","",TRUE,"CV","q","q",421,TRUE,1,"cv",-0.814976908609857
"1441","CVOE_B",2,1,2,59,"A 79","","",FALSE,"CV","p","p",563,TRUE,1,"cv",-0.667244255053304
"1442","CVOE_B",2,1,2,60,"S 52","","",FALSE,"CV","q","q",556,TRUE,1,"cv",-0.674526850651163
"1443","CVOE_B",2,1,2,61,"U 16","","",TRUE,"CV","p","p",581,TRUE,1,"cv",-0.648517580658812
"1444","CVOE_B",2,1,2,62,"O 82","","",TRUE,"CV","p","p",577,TRUE,1,"cv",-0.652679063857588
"1445","CVOE_B",2,1,2,63,"H 87","","",TRUE,"CV","q","q",582,TRUE,1,"cv",-0.647477209859118
"1446","CVOE_B",2,1,2,64,"I 32","","",TRUE,"CV","p","p",610,TRUE,1,"cv",-0.618346827467685
"1447","CVOE_B",2,1,2,65,"U 37","","",FALSE,"CV","q","p",598,FALSE,0,"cv",-0.630831277064013
"1448","CVOE_B",2,1,2,66,"I 42","","",TRUE,"CV","p","p",743,TRUE,1,"cv",-0.479977511108378
"1449","CVOE_B",2,1,2,67,"D 65","","",TRUE,"CV","q","q",517,TRUE,1,"cv",-0.71510131183923
"1450","CVOE_B",2,1,2,68,"U 77","","",FALSE,"CV","q","p",549,FALSE,0,"cv",-0.681809446249021
"1451","CVOE_B",2,1,2,69,"E 12","","",TRUE,"CV","p","p",530,TRUE,1,"cv",-0.701576491443207
"1452","CVOE_B",2,1,2,70,"I 60","","",TRUE,"CV","p","p",605,TRUE,1,"cv",-0.623548681466155
"1453","CVOE_B",2,1,2,71,"J 36","","",FALSE,"CV","q","q",542,TRUE,1,"cv",-0.689092041846879
"1454","CVOE_B",2,1,2,72,"H 75","","",TRUE,"CV","q","q",724,TRUE,1,"cv",-0.499744556302565
"1455","CVOE_B",2,1,2,73,"I 50","","",TRUE,"CV","p","p",588,TRUE,1,"cv",-0.641234985060953
"1456","CVOE_B",2,1,2,74,"E 99","","",FALSE,"CV","p","p",706,TRUE,1,"cv",-0.518471230697058
"1457","CVOE_B",2,1,2,75,"A 86","","",TRUE,"CV","p","p",527,TRUE,1,"cv",-0.70469760384229
"1458","CVOE_B",2,1,2,76,"U 48","","",TRUE,"CV","p","p",522,TRUE,1,"cv",-0.70989945784076
"1459","CVOE_B",2,1,2,77,"E 01","","",FALSE,"CV","p","p",468,TRUE,1,"cv",-0.766079481024237
"1460","CVOE_B",2,1,2,78,"A 78","","",TRUE,"CV","p","p",449,TRUE,1,"cv",-0.785846526218424
"1461","CVOE_B",2,1,2,79,"P 60","","",FALSE,"CV","q","q",476,TRUE,1,"cv",-0.757756514626685
"1462","CVOE_B",2,1,2,80,"E 43","","",FALSE,"CV","p","p",780,TRUE,1,"cv",-0.441483791519699
"1463","CVOE_B",2,1,2,81,"D 69","","",TRUE,"CV","q","q",538,TRUE,1,"cv",-0.693253525045655
"1464","CVOE_B",2,1,2,82,"H 11","","",TRUE,"CV","q","q",605,TRUE,1,"cv",-0.623548681466155
"1465","CVOE_B",2,1,2,83,"P 43","","",TRUE,"CV","q","q",830,TRUE,1,"cv",-0.389465251534998
"1466","CVOE_B",2,1,2,84,"O 67","","",FALSE,"CV","p","p",508,TRUE,1,"cv",-0.724464649036476
"1467","CVOE_B",2,1,2,85,"S 91","","",FALSE,"CV","q","q",497,TRUE,1,"cv",-0.73590872783311
"1468","CVOE_B",2,1,2,86,"J 68","","",TRUE,"CV","q","q",588,TRUE,1,"cv",-0.641234985060953
"1469","CVOE_B",2,1,2,87,"S 47","","",FALSE,"CV","q","q",497,TRUE,1,"cv",-0.73590872783311
"1470","CVOE_B",2,1,2,88,"I 81","","",TRUE,"CV","p","p",548,TRUE,1,"cv",-0.682849817048715
"1471","CVOE_B",2,1,2,89,"J 39","","",FALSE,"CV","q","q",443,TRUE,1,"cv",-0.792088751016588
"1472","CVOE_B",2,1,2,90,"A 11","","",TRUE,"CV","p","p",564,TRUE,1,"cv",-0.66620388425361
"1473","CVOE_B",2,1,2,91,"O 76","","",FALSE,"CV","p","p",540,TRUE,1,"cv",-0.691172783446267
"1474","CVOE_B",2,1,2,92,"A 62","","",FALSE,"CV","p","p",543,TRUE,1,"cv",-0.688051671047185
"1475","CVOE_B",2,1,2,93,"O 27","","",TRUE,"CV","p","p",541,TRUE,1,"cv",-0.690132412646573
"1476","CVOE_B",2,1,2,94,"E 66","","",FALSE,"CV","p","p",481,TRUE,1,"cv",-0.752554660628215
"1477","CVOE_B",2,1,2,95,"J 62","","",TRUE,"CV","q","q",459,TRUE,1,"cv",-0.775442818221484
"1478","CVOE_B",2,1,2,96,"H 72","","",TRUE,"CV","q","q",565,TRUE,1,"cv",-0.665163513453916
"1479","CVOE_B",2,1,2,97,"E 49","","",TRUE,"CV","p","p",750,TRUE,1,"cv",-0.47269491551052
"1480","CVOE_B",2,1,2,98,"D 52","","",TRUE,"CV","q","q",1780,TRUE,1,"cv",0.598887008174333
"1481","CVOE_B",2,1,2,99,"H 62","","",TRUE,"CV","q","q",482,TRUE,1,"cv",-0.751514289828521
"1482","CVOE_B",2,1,2,100,"I 11","","",TRUE,"CV","p","p",507,TRUE,1,"cv",-0.72550501983617
"1483","CVOE_B",2,1,2,101,"A 98","","",FALSE,"CV","p","p",472,TRUE,1,"cv",-0.761917997825461
"1484","CVOE_B",2,1,2,102,"H 29","","",FALSE,"CV","q","q",557,TRUE,1,"cv",-0.673486479851468
"1485","CVOE_B",2,1,2,103,"E 83","","",TRUE,"CV","p","p",502,TRUE,1,"cv",-0.73070687383464
"1486","CVOE_B",2,1,2,104,"D 43","","",FALSE,"CV","q","q",548,TRUE,1,"cv",-0.682849817048715
"1487","CVOE_B",2,1,2,105,"P 45","","",TRUE,"CV","q","q",634,TRUE,1,"cv",-0.593377928275028
"1488","CVOE_B",2,1,2,106,"J 17","","",TRUE,"CV","q","q",481,TRUE,1,"cv",-0.752554660628215
"1489","CVOE_B",2,1,3,11,"U 38","Number","N",TRUE,"OE","p","p",1772,TRUE,1,"shuf",0.590564041776781
"1490","CVOE_B",2,1,3,12,"P 73","Number","N",TRUE,"OE","q","q",935,TRUE,1,"shuf",-0.280226317567124
"1491","CVOE_B",2,1,3,13,"U 95","Letter","Y",FALSE,"CV","p","p",1003,TRUE,1,"shuf",-0.20948110318793
"1492","CVOE_B",2,1,3,14,"J 61","Number","Y",TRUE,"OE","q","p",988,FALSE,0,"shuf",-0.22508666518334
"1493","CVOE_B",2,1,3,15,"D 51","Number","N",TRUE,"OE","q","p",1058,FALSE,0,"shuf",-0.152260709204758
"1494","CVOE_B",2,1,3,16,"S 28","Number","N",FALSE,"OE","p","q",981,FALSE,0,"shuf",-0.232369260781199
"1495","CVOE_B",2,1,3,17,"A 56","Letter","Y",TRUE,"CV","p","q",1755,FALSE,0,"shuf",0.572877738181983
"1496","CVOE_B",2,1,3,18,"H 78","Letter","N",FALSE,"CV","q","q",908,TRUE,1,"shuf",-0.308316329158863
"1497","CVOE_B",2,1,3,19,"P 92","Letter","N",FALSE,"CV","q","q",866,TRUE,1,"shuf",-0.352011902746012
"1498","CVOE_B",2,1,3,20,"E 05","Number","Y",FALSE,"OE","q","p",999,FALSE,0,"shuf",-0.213642586386706
"1499","CVOE_B",2,1,3,21,"P 57","Letter","Y",TRUE,"CV","q","p",872,FALSE,0,"shuf",-0.345769677947848
"1500","CVOE_B",2,1,3,22,"D 88","Number","Y",FALSE,"OE","p","p",878,TRUE,1,"shuf",-0.339527453149684
"1501","CVOE_B",2,1,3,23,"O 89","Letter","Y",FALSE,"CV","q","p",862,FALSE,0,"shuf",-0.356173385944789
"1502","CVOE_B",2,1,3,24,"U 43","Number","Y",FALSE,"OE","q","q",1420,TRUE,1,"shuf",0.224353520284482
"1503","CVOE_B",2,1,3,25,"H 10","Number","N",FALSE,"OE","p","q",2434,FALSE,0,"shuf",1.27928951117423
"1504","CVOE_B",2,1,3,26,"S 07","Letter","Y",TRUE,"CV","q","q",987,TRUE,1,"shuf",-0.226127035983034
"1505","CVOE_B",2,1,3,27,"J 10","Letter","N",FALSE,"CV","q","p",721,FALSE,0,"shuf",-0.502865668701647
"1506","CVOE_B",2,1,3,28,"H 54","Number","Y",FALSE,"OE","p","q",930,FALSE,0,"shuf",-0.285428171565594
"1507","CVOE_B",2,1,3,29,"E 99","Number","N",FALSE,"OE","q","q",845,TRUE,1,"shuf",-0.373859689539587
"1508","CVOE_B",2,1,3,30,"J 36","Letter","Y",FALSE,"CV","q","p",1182,FALSE,0,"shuf",-0.0232547300426981
"1509","CVOE_B",2,1,3,31,"I 94","Letter","N",TRUE,"CV","p","p",756,TRUE,1,"shuf",-0.466452690712356
"1510","CVOE_B",2,1,3,32,"A 82","Letter","N",TRUE,"CV","p","q",876,FALSE,0,"shuf",-0.341608194749072
"1511","CVOE_B",2,1,3,33,"H 79","Number","Y",TRUE,"OE","q","q",925,TRUE,1,"shuf",-0.290630025564064
"1512","CVOE_B",2,1,3,34,"J 60","Number","N",FALSE,"OE","p","p",901,TRUE,1,"shuf",-0.315598924756721
"1513","CVOE_B",2,1,3,35,"S 28","Letter","Y",FALSE,"CV","q","p",714,FALSE,0,"shuf",-0.510148264299505
"1514","CVOE_B",2,1,3,36,"P 11","Number","Y",TRUE,"OE","q","q",1555,TRUE,1,"shuf",0.364803578243176
"1515","CVOE_B",2,1,3,37,"D 39","Number","N",TRUE,"OE","q","p",1004,FALSE,0,"shuf",-0.208440732388236
"1516","CVOE_B",2,1,3,38,"E 90","Number","N",TRUE,"OE","p","q",877,FALSE,0,"shuf",-0.340567823949378
"1517","CVOE_B",2,1,3,39,"I 38","Number","N",TRUE,"OE","p","q",1757,FALSE,0,"shuf",0.574958479781371
"1518","CVOE_B",2,1,3,40,"S 35","Letter","Y",TRUE,"CV","q","p",878,FALSE,0,"shuf",-0.339527453149684
"1519","CVOE_B",2,1,3,41,"D 41","Number","Y",TRUE,"OE","q","p",1487,FALSE,0,"shuf",0.294058363863982
"1520","CVOE_B",2,1,3,42,"E 06","Number","N",TRUE,"OE","p","p",1050,TRUE,1,"shuf",-0.16058367560231
"1521","CVOE_B",2,1,3,43,"A 27","Number","N",FALSE,"OE","q","p",861,FALSE,0,"shuf",-0.357213756744483
"1522","CVOE_B",2,1,3,44,"U 95","Letter","Y",FALSE,"CV","p","q",1291,FALSE,0,"shuf",0.0901456871239515
"1523","CVOE_B",2,1,3,45,"A 53","Letter","N",FALSE,"CV","p","p",1055,TRUE,1,"shuf",-0.15538182160384
"1524","CVOE_B",2,1,3,46,"E 43","Letter","N",FALSE,"CV","p","p",2042,TRUE,1,"shuf",0.87146415769417
"1525","CVOE_B",2,1,3,47,"P 05","Number","Y",TRUE,"OE","q","p",1035,FALSE,0,"shuf",-0.176189237597721
