"mean_cv_rt","mean_oe_rt","pure_RT","switch_altrun_rt","non_altrun_rt","switch_rand_rt","non_rand_rt","global_cost_alt_RT","global_cost_rand_RT","local_switch_cost_alt_RT","local_switch_cost_rand_RT"
723.90625,902.305263157895,813.105756578947,1539.2962962963,1556.76363636364,1459.80701754386,1200.43396226415,743.657879784689,387.328205685204,-17.46734006734,259.373055279709
576.770833333333,688.378947368421,632.574890350877,927.661016949153,960.229508196721,1082.6393442623,990.220338983051,327.654617845844,357.645448632174,-32.5684912475688,92.4190052792442
590.81052631579,670.072916666667,630.441721491228,1464.54237288136,1511.03448275862,1371.78333333333,1178.73214285714,880.592761267393,548.290421365915,-46.4921098772647,193.05119047619
852.75,747.052083333333,799.901041666667,1768.8813559322,1709.63333333333,1608.81967213115,1470.51724137931,909.732291666667,670.616199712643,59.24802259887,138.302430751837
731.885416666667,711.1875,721.536458333333,1262.13559322034,1195.11666666667,1322.81666666667,1278.23728813559,473.580208333333,556.70082980226,67.0189265536724,44.5793785310734
937.652631578947,885.18947368421,911.421052631579,1588.38181818182,1260.3,1714.16666666667,1259.03448275862,348.878947368421,347.613430127042,328.081818181818,455.132183908046
745.34375,734.578947368421,739.961348684211,1630,1771.05,1736.41666666667,1421.93103448276,1031.08865131579,681.969685798548,-141.05,314.485632183908
840.75,845.9375,843.34375,1668.68965517241,1483.96721311475,1749.70491803279,1623.77966101695,640.623463114754,780.435911016949,184.72244205766,125.925257015838
517.40625,549.458333333333,533.432291666667,1181.13559322034,1141.73770491803,1036.88524590164,1025.45762711864,608.305413251366,492.025335451977,39.3978883023062,11.4276187829953
809.9375,1447.87640449438,1128.90695224719,1834.05882352941,2100.09615384615,2378.60416666667,1855.6875,971.189201598963,726.780547752809,-266.037330316742,522.916666666667
613.84375,796.364583333333,705.104166666667,1247.79661016949,1112.1,1057.44262295082,969.293103448276,406.995833333333,264.188936781609,135.696610169492,88.1495195025439
607.447916666667,638.09375,622.770833333333,1122.03389830508,1072.56666666667,1328.63333333333,1142.0701754386,449.795833333333,519.299342105263,49.4672316384181,186.563157894737
681.010416666667,771.552083333333,726.28125,1684.52542372881,1604.5,1658.7868852459,1479.27586206897,878.21875,752.994612068966,80.0254237288136,179.511023176936
710.25,892.010416666667,801.130208333333,1450.89655172414,1422.71929824561,1590.22950819672,1409.48214285714,621.589089912281,608.35193452381,28.1772534785239,180.747365339578
463.15625,501.947916666667,482.552083333333,703.542372881356,601.44262295082,667.081967213115,545.406779661017,118.890539617486,62.8546963276835,102.099749930536,121.675187552098
938.382978723404,929.208333333333,933.795656028369,2014.84615384615,2019.83018867925,2885.1875,2522.92452830189,1086.03453265088,1589.12887227352,-4.98403483309153,362.262971698113
551.666666666667,533.28125,542.473958333333,1876.53448275862,1721.72131147541,1759.10714285714,1292.12727272727,1179.24735314208,749.65331439394,154.813171283211,466.97987012987
981.010869565217,923.145833333333,952.078351449275,1268.53448275862,1391.76271186441,1540.75,1316.49056603774,439.684360415131,364.41221458846,-123.228229105786,224.259433962264
725.5625,784.34375,754.953125,1391.1186440678,1427.24590163934,1112.68852459016,1118.86440677966,672.292776639344,363.911281779661,-36.1272575715477,-6.17588218949709
763.958333333333,911.864583333333,837.911458333333,1493.1186440678,1394.62295081967,1597.11666666667,1465.39655172414,556.711492486339,627.485093390805,98.4956932481246,131.720114942529
476.677083333333,508.885416666667,492.78125,974.864406779661,886.524590163934,1210.67213114754,1094.67796610169,393.743340163934,601.896716101695,88.3398166157266,115.994165045846
