ExperimentName,Subject,Group,Block,Trial,STIM,TASK,Switch,Congruent,CVOE,Response,RT
CVOE_B,14,1,2,13,S 30,,,FALSE,CV,q,643
CVOE_B,14,1,2,14,D 20,,,FALSE,CV,q,723
CVOE_B,14,1,2,15,I 31,,,FALSE,CV,p,660
CVOE_B,14,1,2,16,P 16,,,FALSE,CV,q,591
CVOE_B,14,1,2,17,A 49,,,FALSE,CV,p,597
CVOE_B,14,1,2,18,O 64,,,TRUE,CV,p,621
CVOE_B,14,1,2,19,D 02,,,FALSE,CV,q,603
CVOE_B,14,1,2,20,P 81,,,TRUE,CV,q,739
CVOE_B,14,1,2,21,J 58,,,FALSE,CV,q,1590
CVOE_B,14,1,2,22,A 22,,,TRUE,CV,p,1300
CVOE_B,14,1,2,23,J 72,,,FALSE,CV,q,1051
CVOE_B,14,1,2,24,P 91,,,TRUE,CV,q,1334
CVOE_B,14,1,2,25,E 19,,,FALSE,CV,p,625
CVOE_B,14,1,2,26,I 30,,,TRUE,CV,p,1231
CVOE_B,14,1,2,27,D 91,,,TRUE,CV,q,2429
CVOE_B,14,1,2,28,O 48,,,TRUE,CV,p,1131
CVOE_B,14,1,2,29,A 89,,,FALSE,CV,p,1079
CVOE_B,14,1,2,30,U 11,,,FALSE,CV,p,751
CVOE_B,14,1,2,31,I 76,,,TRUE,CV,p,357
CVOE_B,14,1,2,32,U 89,,,FALSE,CV,p,493
CVOE_B,14,1,2,33,D 63,,,TRUE,CV,q,481
CVOE_B,14,1,2,34,H 70,,,FALSE,CV,q,489
CVOE_B,14,1,2,35,D 48,,,FALSE,CV,q,684
CVOE_B,14,1,2,36,P 56,,,FALSE,CV,q,564
CVOE_B,14,1,2,37,O 77,,,FALSE,CV,p,693
CVOE_B,14,1,2,38,P 42,,,FALSE,CV,q,496
CVOE_B,14,1,2,39,H 22,,,FALSE,CV,q,571
CVOE_B,14,1,2,40,E 42,,,TRUE,CV,p,558
CVOE_B,14,1,2,41,J 28,,,FALSE,CV,q,550
CVOE_B,14,1,2,42,E 95,,,FALSE,CV,p,564
CVOE_B,14,1,2,43,S 63,,,TRUE,CV,q,797
CVOE_B,14,1,2,44,H 50,,,FALSE,CV,q,1109
CVOE_B,14,1,2,45,S 33,,,TRUE,CV,q,515
CVOE_B,14,1,2,46,P 57,,,TRUE,CV,q,620
CVOE_B,14,1,2,47,E 23,,,FALSE,CV,p,479
CVOE_B,14,1,2,48,S 61,,,TRUE,CV,q,2383
CVOE_B,14,1,2,49,U 67,,,FALSE,CV,p,997
CVOE_B,14,1,2,50,H 32,,,FALSE,CV,q,638
CVOE_B,14,1,2,51,U 50,,,TRUE,CV,p,502
CVOE_B,14,1,2,52,O 49,,,FALSE,CV,p,844
CVOE_B,14,1,2,53,U 32,,,TRUE,CV,p,685
CVOE_B,14,1,2,54,J 78,,,FALSE,CV,q,445
CVOE_B,14,1,2,55,S 54,,,FALSE,CV,q,438
CVOE_B,14,1,2,56,J 27,,,TRUE,CV,q,438
CVOE_B,14,1,2,57,S 06,,,FALSE,CV,q,502
CVOE_B,14,1,2,58,D 67,,,TRUE,CV,q,948
CVOE_B,14,1,2,59,A 79,,,FALSE,CV,p,706
CVOE_B,14,1,2,60,S 52,,,FALSE,CV,q,480
CVOE_B,14,1,2,61,U 16,,,TRUE,CV,p,520
CVOE_B,14,1,2,62,O 82,,,TRUE,CV,p,576
CVOE_B,14,1,2,63,H 87,,,TRUE,CV,q,1140
CVOE_B,14,1,2,64,I 32,,,TRUE,CV,p,623
CVOE_B,14,1,2,65,U 37,,,FALSE,CV,p,781
CVOE_B,14,1,2,66,I 42,,,TRUE,CV,p,442
CVOE_B,14,1,2,67,D 65,,,TRUE,CV,q,443
CVOE_B,14,1,2,68,U 77,,,FALSE,CV,p,491
CVOE_B,14,1,2,69,E 12,,,TRUE,CV,p,542
CVOE_B,14,1,2,70,I 60,,,TRUE,CV,p,508
CVOE_B,14,1,2,71,J 36,,,FALSE,CV,q,410
CVOE_B,14,1,2,72,H 75,,,TRUE,CV,q,541
CVOE_B,14,1,2,73,I 50,,,TRUE,CV,p,434
CVOE_B,14,1,2,74,E 99,,,FALSE,CV,p,555
CVOE_B,14,1,2,75,A 86,,,TRUE,CV,p,683
CVOE_B,14,1,2,76,U 48,,,TRUE,CV,p,1556
CVOE_B,14,1,2,77,E 01,,,FALSE,CV,p,573
CVOE_B,14,1,2,78,A 78,,,TRUE,CV,p,400
CVOE_B,14,1,2,79,P 60,,,FALSE,CV,q,520
CVOE_B,14,1,2,80,E 43,,,FALSE,CV,p,408
CVOE_B,14,1,2,81,D 69,,,TRUE,CV,q,459
CVOE_B,14,1,2,82,H 11,,,TRUE,CV,q,462
CVOE_B,14,1,2,83,P 43,,,TRUE,CV,q,380
CVOE_B,14,1,2,84,O 67,,,FALSE,CV,p,455
CVOE_B,14,1,2,85,S 91,,,FALSE,CV,q,466
CVOE_B,14,1,2,86,J 68,,,TRUE,CV,q,464
CVOE_B,14,1,2,87,S 47,,,FALSE,CV,q,462
CVOE_B,14,1,2,88,I 81,,,TRUE,CV,p,491
CVOE_B,14,1,2,89,J 39,,,FALSE,CV,q,438
CVOE_B,14,1,2,90,A 11,,,TRUE,CV,p,575
CVOE_B,14,1,2,91,O 76,,,FALSE,CV,p,538
CVOE_B,14,1,2,92,A 62,,,FALSE,CV,p,725
CVOE_B,14,1,2,93,O 27,,,TRUE,CV,p,509
CVOE_B,14,1,2,94,E 66,,,FALSE,CV,q,579
CVOE_B,14,1,2,95,J 62,,,TRUE,CV,q,566
CVOE_B,14,1,2,96,H 72,,,TRUE,CV,q,577
CVOE_B,14,1,2,97,E 49,,,TRUE,CV,p,420
CVOE_B,14,1,2,98,D 52,,,TRUE,CV,q,690
CVOE_B,14,1,2,99,H 62,,,TRUE,CV,q,429
CVOE_B,14,1,2,100,I 11,,,TRUE,CV,p,787
CVOE_B,14,1,2,101,A 98,,,FALSE,CV,p,553
CVOE_B,14,1,2,102,H 29,,,FALSE,CV,q,854
CVOE_B,14,1,2,103,E 83,,,TRUE,CV,p,458
CVOE_B,14,1,2,104,D 43,,,FALSE,CV,q,1637
CVOE_B,14,1,2,105,P 45,,,TRUE,CV,q,725
CVOE_B,14,1,2,106,J 17,,,TRUE,CV,q,534
CVOE_B,14,1,3,11,U 38,Number,N,TRUE,OE,p,3295
CVOE_B,14,1,3,12,P 73,Number,N,TRUE,OE,q,931
CVOE_B,14,1,3,13,U 95,Letter,Y,FALSE,CV,p,1799
CVOE_B,14,1,3,14,J 61,Number,Y,TRUE,OE,q,1783
CVOE_B,14,1,3,15,D 51,Number,N,TRUE,OE,q,2270
CVOE_B,14,1,3,16,S 28,Number,N,FALSE,OE,p,1324
CVOE_B,14,1,3,17,A 56,Letter,Y,TRUE,CV,p,1405
CVOE_B,14,1,3,18,H 78,Letter,N,FALSE,CV,p,1245
CVOE_B,14,1,3,19,P 92,Letter,N,FALSE,CV,q,2614
CVOE_B,14,1,3,20,E 05,Number,Y,FALSE,OE,q,1122
CVOE_B,14,1,3,21,P 57,Letter,Y,TRUE,CV,q,915
CVOE_B,14,1,3,22,D 88,Number,Y,FALSE,OE,p,1219
CVOE_B,14,1,3,23,O 89,Letter,Y,FALSE,CV,p,2166
CVOE_B,14,1,3,24,U 43,Number,Y,FALSE,OE,q,1473
CVOE_B,14,1,3,25,H 10,Number,N,FALSE,OE,p,1107
CVOE_B,14,1,3,26,S 07,Letter,Y,TRUE,CV,q,2201
CVOE_B,14,1,3,27,J 10,Letter,N,FALSE,CV,q,1138
CVOE_B,14,1,3,28,H 54,Number,Y,FALSE,OE,p,1269
CVOE_B,14,1,3,29,E 99,Number,N,FALSE,OE,q,1490
CVOE_B,14,1,3,30,J 36,Letter,Y,FALSE,CV,q,1599
CVOE_B,14,1,3,31,I 94,Letter,N,TRUE,CV,p,2232
CVOE_B,14,1,3,32,A 82,Letter,N,TRUE,CV,p,1742
CVOE_B,14,1,3,33,H 79,Number,Y,TRUE,OE,q,1939
CVOE_B,14,1,3,34,J 60,Number,N,FALSE,OE,p,825
CVOE_B,14,1,3,35,S 28,Letter,Y,FALSE,CV,q,1503
CVOE_B,14,1,3,36,P 11,Number,Y,TRUE,OE,q,1454
CVOE_B,14,1,3,37,D 39,Number,N,TRUE,OE,q,3978
CVOE_B,14,1,3,38,E 90,Number,N,TRUE,OE,p,958
CVOE_B,14,1,3,39,I 38,Number,N,TRUE,OE,p,2375
CVOE_B,14,1,3,40,S 35,Letter,Y,TRUE,CV,q,2450
CVOE_B,14,1,3,41,D 41,Number,Y,TRUE,OE,q,3357
CVOE_B,14,1,3,42,E 06,Number,N,TRUE,OE,p,1063
CVOE_B,14,1,3,43,A 27,Number,N,FALSE,OE,q,1726
CVOE_B,14,1,3,44,U 95,Letter,Y,FALSE,CV,p,1967
CVOE_B,14,1,3,45,A 53,Letter,N,FALSE,CV,p,977
CVOE_B,14,1,3,46,E 43,Letter,N,FALSE,CV,p,1293
CVOE_B,14,1,3,47,P 05,Number,Y,TRUE,OE,q,801
CVOE_B,14,1,3,48,O 19,Letter,Y,FALSE,CV,p,2576
CVOE_B,14,1,3,49,I 96,Number,Y,TRUE,OE,p,940
CVOE_B,14,1,3,50,A 88,Number,N,TRUE,OE,p,1010
CVOE_B,14,1,3,51,I 67,Number,N,FALSE,OE,q,1709
CVOE_B,14,1,3,52,D 40,Number,N,FALSE,OE,p,1164
CVOE_B,14,1,3,53,P 79,Letter,Y,TRUE,CV,q,1972
CVOE_B,14,1,3,54,U 24,Number,Y,TRUE,OE,p,1064
CVOE_B,14,1,3,55,P 74,Number,N,FALSE,OE,p,1743
CVOE_B,14,1,3,56,E 70,Number,N,TRUE,OE,p,2404
CVOE_B,14,1,3,57,S 27,Number,N,TRUE,OE,q,1101
CVOE_B,14,1,3,58,E 54,Letter,Y,TRUE,CV,p,907
CVOE_B,14,1,3,59,A 53,Letter,N,FALSE,CV,p,1137
CVOE_B,14,1,3,60,P 34,Letter,N,FALSE,CV,q,828
CVOE_B,14,1,3,61,D 74,Number,Y,FALSE,OE,q,1187
CVOE_B,14,1,3,62,A 03,Letter,Y,FALSE,CV,p,1984
CVOE_B,14,1,3,63,E 24,Number,Y,TRUE,OE,p,2038
CVOE_B,14,1,3,64,I 58,Letter,Y,TRUE,CV,p,1071
CVOE_B,14,1,3,65,D 77,Number,Y,TRUE,OE,q,1253
CVOE_B,14,1,3,66,S 75,Number,N,TRUE,OE,q,2528
CVOE_B,14,1,3,67,I 20,Letter,Y,TRUE,CV,p,2940
CVOE_B,14,1,3,68,J 52,Letter,N,FALSE,CV,q,2659
CVOE_B,14,1,3,69,A 38,Number,Y,TRUE,OE,p,962
CVOE_B,14,1,3,70,I 60,Letter,Y,TRUE,CV,p,1555
CVOE_B,14,1,3,71,S 51,Number,Y,TRUE,OE,q,1419
CVOE_B,14,1,3,72,D 63,Letter,Y,TRUE,CV,q,2918
CVOE_B,14,1,3,73,U 27,Letter,N,FALSE,CV,q,6408
CVOE_B,14,1,3,74,J 77,Letter,N,TRUE,CV,q,742
CVOE_B,14,1,3,75,O 15,Number,Y,FALSE,OE,q,851
CVOE_B,14,1,3,76,J 20,Letter,Y,FALSE,CV,q,1286
CVOE_B,14,1,3,77,U 97,Number,Y,FALSE,OE,q,2527
CVOE_B,14,1,3,78,H 03,Number,N,TRUE,OE,q,1691
CVOE_B,14,1,3,79,O 04,Letter,Y,TRUE,CV,p,1846
CVOE_B,14,1,3,80,E 10,Letter,N,TRUE,CV,p,922
CVOE_B,14,1,3,81,I 52,Letter,N,TRUE,CV,p,899
CVOE_B,14,1,3,82,H 81,Number,Y,TRUE,OE,q,1102
CVOE_B,14,1,3,83,I 41,Number,N,FALSE,OE,q,1291
CVOE_B,14,1,3,84,U 19,Letter,Y,FALSE,CV,p,1415
CVOE_B,14,1,3,85,O 17,Number,Y,FALSE,OE,q,2810
CVOE_B,14,1,3,86,A 10,Number,N,TRUE,OE,p,1526
CVOE_B,14,1,3,87,P 93,Letter,Y,TRUE,CV,q,1721
CVOE_B,14,1,3,88,E 59,Letter,N,FALSE,CV,p,706
CVOE_B,14,1,3,89,O 53,Letter,N,FALSE,CV,p,880
CVOE_B,14,1,3,90,A 96,Letter,N,TRUE,CV,p,818
CVOE_B,14,1,3,91,H 36,Letter,Y,FALSE,CV,q,740
CVOE_B,14,1,3,92,A 63,Letter,N,FALSE,CV,p,835
CVOE_B,14,1,3,93,I 38,Letter,N,TRUE,CV,p,786
CVOE_B,14,1,3,94,O 51,Number,Y,FALSE,OE,q,689
CVOE_B,14,1,3,95,J 26,Number,N,FALSE,OE,p,1388
CVOE_B,14,1,3,96,S 34,Letter,Y,FALSE,CV,q,897
CVOE_B,14,1,3,97,U 85,Number,Y,FALSE,OE,q,996
CVOE_B,14,1,3,98,J 77,Number,N,TRUE,OE,q,1925
CVOE_B,14,1,3,99,I 73,Letter,Y,FALSE,CV,p,695
CVOE_B,14,1,3,100,H 46,Number,Y,FALSE,OE,p,2497
CVOE_B,14,1,3,101,D 04,Number,N,FALSE,OE,p,821
CVOE_B,14,1,3,102,P 72,Letter,Y,FALSE,CV,q,795
CVOE_B,14,1,3,103,D 99,Number,Y,TRUE,OE,q,1267
CVOE_B,14,1,3,104,U 25,Letter,Y,FALSE,CV,q,2953
CVOE_B,14,1,3,105,O 32,Letter,N,TRUE,CV,p,4243
CVOE_B,14,1,3,106,E 80,Letter,N,TRUE,CV,p,2484
CVOE_B,14,1,3,107,O 84,Number,Y,TRUE,OE,p,1526
CVOE_B,14,1,3,108,A 78,Number,N,TRUE,OE,p,1711
CVOE_B,14,1,3,109,S 05,Number,N,TRUE,OE,q,1548
CVOE_B,14,1,3,110,U 35,Letter,Y,FALSE,CV,p,2091
CVOE_B,14,1,3,111,H 14,Letter,N,FALSE,CV,q,998
CVOE_B,14,1,3,112,U 15,Number,Y,FALSE,OE,q,1719
CVOE_B,14,1,3,113,E 36,Letter,Y,TRUE,CV,p,1320
CVOE_B,14,1,3,114,P 70,Letter,N,FALSE,CV,q,1480
CVOE_B,14,1,3,115,O 44,Number,Y,TRUE,OE,p,1761
CVOE_B,14,1,3,116,S 41,Letter,Y,TRUE,CV,q,1394
CVOE_B,14,1,3,117,D 83,Letter,N,TRUE,CV,q,1603
CVOE_B,14,1,3,118,J 39,Letter,N,TRUE,CV,q,2541
CVOE_B,14,1,3,119,S 22,Number,Y,FALSE,OE,p,2426
CVOE_B,14,1,3,120,D 89,Letter,Y,TRUE,CV,q,1913
CVOE_B,14,1,3,121,P 87,Letter,N,TRUE,CV,q,889
CVOE_B,14,1,3,122,H 42,Letter,N,FALSE,CV,q,813
CVOE_B,14,1,3,123,S 49,Letter,N,TRUE,CV,q,912
CVOE_B,14,1,3,124,J 20,Number,Y,FALSE,OE,p,726
CVOE_B,14,1,3,125,O 19,Letter,Y,FALSE,CV,q,854
CVOE_B,14,1,3,126,H 50,Letter,N,FALSE,CV,q,1481
CVOE_B,14,1,3,127,I 68,Number,Y,TRUE,OE,p,979
CVOE_B,14,1,3,128,J 72,Number,N,FALSE,OE,p,677
CVOE_B,14,1,3,129,O 21,Number,N,FALSE,OE,q,766
CVOE_B,14,1,3,130,H 22,Number,N,FALSE,OE,p,910
CVOE_B,14,1,4,1,A 44,Letter,N,TRUE,CV,p,5625
CVOE_B,14,1,4,2,D 94,Letter,N,FALSE,CV,q,793
CVOE_B,14,1,4,3,E 75,Number,Y,FALSE,OE,q,3657
CVOE_B,14,1,4,4,H 81,Number,N,TRUE,OE,q,958
CVOE_B,14,1,4,5,I 64,Letter,Y,TRUE,CV,p,1622
CVOE_B,14,1,4,6,J 54,Letter,N,FALSE,CV,q,1004
CVOE_B,14,1,4,7,O 23,Number,Y,FALSE,OE,q,885
CVOE_B,14,1,4,8,P 05,Number,N,TRUE,OE,q,877
CVOE_B,14,1,4,9,S 34,Letter,Y,FALSE,CV,q,734
CVOE_B,14,1,4,10,U 88,Letter,N,TRUE,CV,p,865
CVOE_B,14,1,4,11,A 70,Number,Y,TRUE,OE,p,1455
CVOE_B,14,1,4,12,D 12,Number,N,FALSE,OE,p,1962
CVOE_B,14,1,4,13,E 79,Letter,Y,FALSE,CV,q,899
CVOE_B,14,1,4,14,H 72,Letter,N,FALSE,CV,q,4039
CVOE_B,14,1,4,15,I 41,Number,Y,FALSE,OE,q,1504
CVOE_B,14,1,4,16,J 63,Number,N,TRUE,OE,q,1582
CVOE_B,14,1,4,17,O 03,Letter,Y,FALSE,CV,p,2829
CVOE_B,14,1,4,18,P 75,Letter,N,TRUE,CV,q,1931
CVOE_B,14,1,4,19,S 61,Number,Y,TRUE,OE,q,3191
CVOE_B,14,1,4,20,U 28,Number,N,TRUE,OE,p,2110
CVOE_B,14,1,4,21,A 21,Letter,Y,FALSE,CV,p,3820
CVOE_B,14,1,4,22,D 18,Letter,N,FALSE,CV,q,1003
CVOE_B,14,1,4,23,E 35,Number,Y,FALSE,OE,q,1355
CVOE_B,14,1,4,24,H 62,Number,N,FALSE,OE,p,3940
CVOE_B,14,1,4,25,I 82,Letter,Y,TRUE,CV,p,1675
CVOE_B,14,1,4,26,J 78,Letter,N,FALSE,CV,q,892
CVOE_B,14,1,4,27,O 12,Number,Y,TRUE,OE,p,735
CVOE_B,14,1,4,28,P 13,Number,N,TRUE,OE,q,818
CVOE_B,14,1,4,29,S 07,Letter,Y,TRUE,CV,q,1910
CVOE_B,14,1,4,30,U 36,Letter,N,TRUE,CV,p,3892
CVOE_B,14,1,4,31,A 96,Number,Y,TRUE,OE,p,736
CVOE_B,14,1,4,32,D 04,Number,N,FALSE,OE,p,7173
CVOE_B,14,1,4,33,E 60,Letter,Y,TRUE,CV,p,1081
CVOE_B,14,1,4,34,H 83,Letter,N,TRUE,CV,q,2618
CVOE_B,14,1,4,35,I 64,Number,Y,TRUE,OE,p,709
CVOE_B,14,1,4,36,J 76,Number,N,FALSE,OE,p,811
CVOE_B,14,1,4,37,O 78,Letter,Y,TRUE,CV,p,1174
CVOE_B,14,1,4,38,P 09,Letter,N,TRUE,CV,q,1130
CVOE_B,14,1,4,39,S 72,Number,Y,FALSE,OE,p,765
CVOE_B,14,1,4,40,U 47,Number,N,FALSE,OE,q,798
CVOE_B,14,1,4,41,A 31,Letter,Y,FALSE,CV,p,1454
CVOE_B,14,1,4,42,D 96,Letter,N,FALSE,CV,q,1129
CVOE_B,14,1,4,43,E 40,Number,Y,TRUE,OE,p,1805
CVOE_B,14,1,4,44,H 79,Number,N,TRUE,OE,q,1742
CVOE_B,14,1,4,45,I 15,Letter,Y,FALSE,CV,p,1660
CVOE_B,14,1,4,46,J 07,Letter,N,TRUE,CV,q,2938
CVOE_B,14,1,4,47,O 61,Number,Y,FALSE,OE,q,1318
CVOE_B,14,1,4,48,P 58,Number,N,FALSE,OE,p,1655
CVOE_B,14,1,4,49,S 37,Letter,Y,TRUE,CV,q,1066
CVOE_B,14,1,4,50,U 61,Letter,N,FALSE,CV,p,952
CVOE_B,14,1,4,51,A 17,Number,Y,FALSE,OE,q,1118
CVOE_B,14,1,4,52,D 85,Number,N,TRUE,OE,q,1279
CVOE_B,14,1,4,53,E 20,Letter,Y,TRUE,CV,p,727
CVOE_B,14,1,4,54,H 86,Letter,N,FALSE,CV,q,634
CVOE_B,14,1,4,55,I 21,Number,Y,FALSE,OE,q,1083
CVOE_B,14,1,4,56,J 29,Number,N,TRUE,OE,q,3220
CVOE_B,14,1,4,57,O 13,Letter,Y,FALSE,CV,p,874
CVOE_B,14,1,4,58,P 82,Letter,N,FALSE,CV,q,1035
CVOE_B,14,1,4,59,S 72,Number,Y,FALSE,OE,p,835
CVOE_B,14,1,4,60,U 84,Number,N,TRUE,OE,p,980
CVOE_B,14,1,4,61,A 49,Letter,Y,FALSE,CV,p,1754
CVOE_B,14,1,4,62,D 91,Letter,N,TRUE,CV,q,979
CVOE_B,14,1,4,63,E 99,Number,Y,FALSE,OE,p,1222
CVOE_B,14,1,4,64,H 16,Number,N,FALSE,OE,p,1436
CVOE_B,14,1,4,65,I 45,Letter,Y,FALSE,CV,p,6125
CVOE_B,14,1,4,66,J 70,Letter,N,FALSE,CV,q,858
CVOE_B,14,1,4,67,O 22,Number,Y,TRUE,OE,p,1037
CVOE_B,14,1,4,68,P 41,Number,N,TRUE,OE,q,806
CVOE_B,14,1,4,69,S 93,Letter,Y,TRUE,CV,q,2958
CVOE_B,14,1,4,70,U 70,Letter,N,TRUE,CV,p,728
CVOE_B,14,1,4,71,A 42,Number,Y,TRUE,OE,p,2635
CVOE_B,14,1,4,72,D 85,Number,N,TRUE,OE,q,3020
CVOE_B,14,1,4,73,E 68,Letter,Y,TRUE,CV,p,1787
CVOE_B,14,1,4,74,H 17,Letter,N,TRUE,CV,q,1865
CVOE_B,14,1,4,75,I 70,Number,Y,TRUE,OE,p,1335
CVOE_B,14,1,4,76,J 88,Number,N,FALSE,OE,p,962
CVOE_B,14,1,4,77,O 32,Letter,Y,TRUE,CV,p,1291
CVOE_B,14,1,4,78,P 95,Letter,N,TRUE,CV,q,1030
CVOE_B,14,1,4,79,S 98,Number,Y,FALSE,OE,p,1244
CVOE_B,14,1,4,80,U 37,Number,N,FALSE,OE,q,1653
CVOE_B,14,1,4,81,A 56,Letter,Y,TRUE,CV,p,792
CVOE_B,14,1,4,82,D 57,Letter,N,TRUE,CV,q,1582
CVOE_B,14,1,4,83,E 93,Number,Y,FALSE,OE,q,1052
CVOE_B,14,1,4,84,H 27,Number,N,TRUE,OE,q,1328
CVOE_B,14,1,4,85,I 35,Letter,Y,FALSE,CV,p,2443
CVOE_B,14,1,4,86,J 03,Letter,N,TRUE,CV,q,1020
CVOE_B,14,1,4,87,O 28,Number,Y,TRUE,OE,p,682
CVOE_B,14,1,4,88,P 59,Number,N,TRUE,OE,q,835
CVOE_B,14,1,4,89,S 77,Letter,Y,TRUE,CV,q,1355
CVOE_B,14,1,4,90,U 05,Letter,N,FALSE,CV,p,1204
CVOE_B,14,1,4,91,A 56,Number,Y,TRUE,OE,p,1140
CVOE_B,14,1,4,92,D 01,Number,N,TRUE,OE,q,1210
CVOE_B,14,1,4,93,E 02,Letter,Y,TRUE,CV,p,1334
CVOE_B,14,1,4,94,H 68,Letter,N,FALSE,CV,q,1329
CVOE_B,14,1,4,95,I 05,Number,Y,FALSE,OE,q,1037
CVOE_B,14,1,4,96,J 55,Number,N,TRUE,OE,q,1013
CVOE_B,14,1,4,97,O 73,Letter,Y,FALSE,CV,p,2448
CVOE_B,14,1,4,98,P 41,Letter,N,TRUE,CV,q,1196
CVOE_B,14,1,4,99,S 92,Number,Y,FALSE,OE,p,2797
CVOE_B,14,1,4,100,U 34,Number,N,TRUE,OE,p,1166
CVOE_B,14,1,4,101,A 09,Letter,Y,FALSE,CV,p,1223
CVOE_B,14,1,4,102,D 92,Letter,N,FALSE,CV,q,2405
CVOE_B,14,1,4,103,E 48,Number,Y,TRUE,OE,p,1630
CVOE_B,14,1,4,104,H 76,Number,N,FALSE,OE,p,740
CVOE_B,14,1,4,105,I 44,Letter,Y,TRUE,CV,q,898
CVOE_B,14,1,4,106,J 67,Letter,N,TRUE,CV,q,1605
CVOE_B,14,1,4,107,O 48,Number,Y,TRUE,OE,p,646
CVOE_B,14,1,4,108,P 22,Number,N,FALSE,OE,p,710
CVOE_B,14,1,4,109,S 86,Letter,Y,FALSE,CV,q,988
CVOE_B,14,1,4,110,U 35,Letter,N,FALSE,CV,p,1586
CVOE_B,14,1,4,111,A 91,Number,Y,FALSE,OE,q,1480
CVOE_B,14,1,4,112,D 78,Number,N,FALSE,OE,p,1697
CVOE_B,14,1,4,113,E 91,Letter,Y,FALSE,CV,p,924
CVOE_B,14,1,4,114,H 54,Letter,N,FALSE,CV,q,5029
CVOE_B,14,1,4,115,I 65,Number,Y,FALSE,OE,q,956
CVOE_B,14,1,4,116,J 52,Number,N,FALSE,OE,p,1061
CVOE_B,14,1,4,117,O 19,Letter,Y,FALSE,CV,p,1027
CVOE_B,14,1,4,118,P 48,Letter,N,FALSE,CV,q,993
CVOE_B,14,1,4,119,S 45,Number,Y,TRUE,OE,q,1361
CVOE_B,14,1,4,120,U 26,Number,N,TRUE,OE,p,1530
CVOE_B,18,1,1,11,A 24,,,TRUE,OE,q,31
CVOE_B,18,1,1,12,O 83,,,FALSE,OE,q,1701
CVOE_B,18,1,1,13,H 55,,,TRUE,OE,q,891
CVOE_B,18,1,1,14,P 10,,,FALSE,OE,p,878
CVOE_B,18,1,1,15,D 30,,,FALSE,OE,p,2966
CVOE_B,18,1,1,16,U 62,,,TRUE,OE,p,978
CVOE_B,18,1,1,17,P 95,,,TRUE,OE,q,1134
CVOE_B,18,1,1,18,U 06,,,TRUE,OE,p,937
CVOE_B,18,1,1,19,E 75,,,FALSE,OE,q,1420
CVOE_B,18,1,1,20,I 67,,,FALSE,OE,q,818
CVOE_B,18,1,1,21,S 13,,,TRUE,OE,q,893
CVOE_B,18,1,1,22,P 78,,,FALSE,OE,p,825
CVOE_B,18,1,1,23,I 15,,,FALSE,OE,q,919
CVOE_B,18,1,1,24,D 27,,,TRUE,OE,q,1567
CVOE_B,18,1,1,25,O 94,,,TRUE,OE,p,1155
CVOE_B,18,1,1,26,A 65,,,FALSE,OE,q,1027
CVOE_B,18,1,1,27,I 42,,,TRUE,OE,p,1345
CVOE_B,18,1,1,28,E 25,,,FALSE,OE,q,727
CVOE_B,18,1,1,29,H 49,,,TRUE,OE,q,946
CVOE_B,18,1,1,30,S 18,,,FALSE,OE,p,1064
CVOE_B,18,1,1,31,H 51,,,TRUE,OE,q,814
CVOE_B,18,1,1,32,U 14,,,TRUE,OE,p,921
CVOE_B,18,1,1,33,E 02,,,TRUE,OE,p,954
CVOE_B,18,1,1,34,J 26,,,FALSE,OE,p,906
CVOE_B,18,1,1,35,D 24,,,FALSE,OE,p,2224
CVOE_B,18,1,1,36,O 50,,,TRUE,OE,q,1175
CVOE_B,18,1,1,37,U 16,,,TRUE,OE,p,1442
CVOE_B,18,1,1,38,O 15,,,FALSE,OE,q,755
CVOE_B,18,1,1,39,D 32,,,FALSE,OE,p,891
CVOE_B,18,1,1,40,S 67,,,TRUE,OE,q,1559
CVOE_B,18,1,1,41,J 74,,,FALSE,OE,p,1015
CVOE_B,18,1,1,42,D 92,,,FALSE,OE,p,787
CVOE_B,18,1,1,43,A 65,,,FALSE,OE,q,920
CVOE_B,18,1,1,44,I 87,,,FALSE,OE,q,2105
CVOE_B,18,1,1,45,H 61,,,TRUE,OE,q,871
CVOE_B,18,1,1,46,E 59,,,FALSE,OE,q,1317
CVOE_B,18,1,1,47,I 33,,,FALSE,OE,q,838
CVOE_B,18,1,1,48,O 90,,,TRUE,OE,p,982
CVOE_B,18,1,1,49,U 51,,,FALSE,OE,q,772
CVOE_B,18,1,1,50,A 10,,,TRUE,OE,p,1311
CVOE_B,18,1,1,51,E 50,,,TRUE,OE,p,797
CVOE_B,18,1,1,52,D 92,,,FALSE,OE,p,870
CVOE_B,18,1,1,53,E 60,,,TRUE,OE,p,804
CVOE_B,18,1,1,54,A 95,,,FALSE,OE,q,724
CVOE_B,18,1,1,55,E 64,,,TRUE,OE,p,965
CVOE_B,18,1,1,56,P 20,,,FALSE,OE,p,805
CVOE_B,18,1,1,57,S 06,,,FALSE,OE,p,782
CVOE_B,18,1,1,58,P 64,,,FALSE,OE,p,700
CVOE_B,18,1,1,59,U 70,,,TRUE,OE,p,879
CVOE_B,18,1,1,60,S 16,,,FALSE,OE,p,783
CVOE_B,18,1,1,61,E 35,,,FALSE,OE,q,597
CVOE_B,18,1,1,62,I 93,,,FALSE,OE,q,622
CVOE_B,18,1,1,63,D 63,,,TRUE,OE,q,507
