"","Subject","Condition","ListNum","Recall"
"4493",61,"A","q60.1",0
"4494",65,"A","q60.1",1
"4495",69,"A","q60.1",0
"4522",37,"A","q61.1",0
"4523",49,"A","q61.1",0
"4524",53,"A","q61.1",0
"4525",57,"A","q61.1",0
"4526",61,"A","q61.1",0
"4527",65,"A","q61.1",1
"4528",69,"A","q61.1",0
"4555",37,"A","q62.1",0
"4556",49,"A","q62.1",0
"4557",53,"A","q62.1",0
"4558",57,"A","q62.1",0
"4559",61,"A","q62.1",1
"4560",65,"A","q62.1",0
"4561",69,"A","q62.1",0
"4588",37,"A","q63.1",0
"4589",49,"A","q63.1",0
"4590",53,"A","q63.1",0
"4591",57,"A","q63.1",0
"4592",61,"A","q63.1",0
"4593",65,"A","q63.1",0
"4594",69,"A","q63.1",0
"4621",37,"A","q64.1",0
"4622",49,"A","q64.1",0
"4623",53,"A","q64.1",0
"4624",57,"A","q64.1",0
"4625",61,"A","q64.1",0
"4626",65,"A","q64.1",1
"4627",69,"A","q64.1",0
"4654",37,"A","q65.1",0
"4655",49,"A","q65.1",0
"4656",53,"A","q65.1",0
"4657",57,"A","q65.1",0
"4658",61,"A","q65.1",0
"4659",65,"A","q65.1",0
"4660",69,"A","q65.1",0
"4687",37,"A","q66.1",0
"4688",49,"A","q66.1",0
"4689",53,"A","q66.1",0
"4690",57,"A","q66.1",0
"4691",61,"A","q66.1",0
"4692",65,"A","q66.1",0
"4693",69,"A","q66.1",1
"4720",37,"A","q67.1",1
"4721",49,"A","q67.1",1
"4722",53,"A","q67.1",0
"4723",57,"A","q67.1",0
"4724",61,"A","q67.1",1
"4725",65,"A","q67.1",1
"4726",69,"A","q67.1",0
"4753",37,"A","q68.1",0
"4754",49,"A","q68.1",0
"4755",53,"A","q68.1",0
"4756",57,"A","q68.1",0
"4757",61,"A","q68.1",0
"4758",65,"A","q68.1",0
"4759",69,"A","q68.1",0
"4786",37,"A","q69.1",0
"4787",49,"A","q69.1",0
"4788",53,"A","q69.1",1
"4789",57,"A","q69.1",0
"4790",61,"A","q69.1",0
"4791",65,"A","q69.1",0
"4792",69,"A","q69.1",0
"4819",37,"A","q7.1",0
"4820",49,"A","q7.1",0
"4821",53,"A","q7.1",1
"4822",57,"A","q7.1",1
"4823",61,"A","q7.1",1
"4824",65,"A","q7.1",1
"4825",69,"A","q7.1",0
"4852",37,"A","q70.1",1
"4853",49,"A","q70.1",0
"4854",53,"A","q70.1",0
"4855",57,"A","q70.1",0
"4856",61,"A","q70.1",0
"4857",65,"A","q70.1",0
"4858",69,"A","q70.1",0
"4885",37,"A","q71.1",1
"4886",49,"A","q71.1",0
"4887",53,"A","q71.1",0
"4888",57,"A","q71.1",0
"4889",61,"A","q71.1",0
"4890",65,"A","q71.1",1
"4891",69,"A","q71.1",1
"4918",37,"A","q72.1",1
"4919",49,"A","q72.1",0
"4920",53,"A","q72.1",0
"4921",57,"A","q72.1",0
"4922",61,"A","q72.1",0
"4923",65,"A","q72.1",0
"4924",69,"A","q72.1",0
"4951",37,"A","q73.1",0
"4952",49,"A","q73.1",0
"4953",53,"A","q73.1",0
"4954",57,"A","q73.1",0
"4955",61,"A","q73.1",0
"4956",65,"A","q73.1",1
"4957",69,"A","q73.1",0
"4984",37,"A","q74.1",0
"4985",49,"A","q74.1",0
"4986",53,"A","q74.1",0
"4987",57,"A","q74.1",0
"4988",61,"A","q74.1",0
"4989",65,"A","q74.1",0
"4990",69,"A","q74.1",0
"5017",37,"A","q75.1",0
"5018",49,"A","q75.1",0
"5019",53,"A","q75.1",0
"5020",57,"A","q75.1",0
"5021",61,"A","q75.1",0
"5022",65,"A","q75.1",0
"5023",69,"A","q75.1",0
"5050",37,"A","q76.1",0
"5051",49,"A","q76.1",0
"5052",53,"A","q76.1",0
"5053",57,"A","q76.1",0
"5054",61,"A","q76.1",0
"5055",65,"A","q76.1",0
"5056",69,"A","q76.1",0
"5083",37,"A","q77.1",1
"5084",49,"A","q77.1",0
"5085",53,"A","q77.1",0
"5086",57,"A","q77.1",0
"5087",61,"A","q77.1",1
"5088",65,"A","q77.1",1
"5089",69,"A","q77.1",0
"5116",37,"A","q78.1",0
"5117",49,"A","q78.1",0
"5118",53,"A","q78.1",0
"5119",57,"A","q78.1",1
"5120",61,"A","q78.1",1
"5121",65,"A","q78.1",1
"5122",69,"A","q78.1",1
"5149",37,"A","q79.1",0
"5150",49,"A","q79.1",0
"5151",53,"A","q79.1",0
"5152",57,"A","q79.1",0
"5153",61,"A","q79.1",0
"5154",65,"A","q79.1",1
"5155",69,"A","q79.1",0
"5182",37,"A","q8.1",1
"5183",49,"A","q8.1",1
"5184",53,"A","q8.1",1
"5185",57,"A","q8.1",0
"5186",61,"A","q8.1",0
"5187",65,"A","q8.1",1
"5188",69,"A","q8.1",1
"5215",37,"A","q80.1",0
"5216",49,"A","q80.1",0
"5217",53,"A","q80.1",0
"5218",57,"A","q80.1",0
"5219",61,"A","q80.1",0
"5220",65,"A","q80.1",0
"5221",69,"A","q80.1",0
"5248",37,"A","q9.1",1
"5249",49,"A","q9.1",1
"5250",53,"A","q9.1",0
"5251",57,"A","q9.1",1
"5252",61,"A","q9.1",1
"5253",65,"A","q9.1",1
"5254",69,"A","q9.1",1
