Subject,ListNum,cue_target,Jol_Response,Scored_Response,Direction,JOL BIN,mean,Var,SD,Scaled SD,n,,Upper,,Lower,Mean
36,78,Would - Cash,0,0,U,,,,,,,,,,,
39,61,Clutter - Pusher,0,0,U,,,,,,,,,,,
39,62,Sacking - Dietary,0,0,U,,,,,,,,,,,
39,63,Hungry - Park,0,0,U,,,,,,,,,,,
39,64,Woman - Lift,0,0,U,,,,,,,,,,,
39,65,Belt - Soon,0,0,U,,,,,,,,,,,
39,66,Floor - Discover,0,0,U,,,,,,,,,,,
39,67,Business - Death,0,1,U,,,,,,,,,,,
39,68,Sight - Debate,0,0,U,,,,,,,,,,,
39,69,Bronze - Artery,0,0,U,,,,,,,,,,,
39,70,Hand - Fix,0,0,U,,,,,,,,,,,
39,71,Position - Machine,0,0,U,,,,,,,,,,,
39,72,Car - Happy,0,0,U,,,,,,,,,,,
39,73,Tuck - Allow,0,0,U,,,,,,,,,,,
39,74,Lion - Art,0,0,U,,,,,,,,,,,
39,75,Accident - Strong,0,0,U,,,,,,,,,,,
39,76,Riddle - Sugar,0,0,U,,,,,,,,,,,
39,77,Add - Valley,0,0,U,,,,,,,,,,,
39,78,Would - Cash,0,1,U,,,,,,,,,,,
39,79,Sick - Hide,0,0,U,,,,,,,,,,,
39,80,Vase - King,0,0,U,,,,,,,,,,,
39,60,Maroon - Justice,0,0,U,,,,,,,,,,,
39,61,Cloth - Stretch,0,0,U,,,,,,,,,,,
39,62,Election - Maze,0,0,U,,,,,,,,,,,
39,63,Charm - Vehicle,0,0,U,,,,,,,,,,,
39,64,Obtain - Meat,0,0,U,,,,,,,,,,,
39,65,Able - Crackle,0,0,U,,,,,,,,,,,
39,66,Shake - Shell,0,0,U,,,,,,,,,,,
39,68,Joke - Keys,0,0,U,,,,,,,,,,,
39,69,Hate - Name,0,0,U,,,,,,,,,,,
39,70,Bang - Fuzzy,0,0,U,,,,,,,,,,,
39,71,Clear - Moat,0,0,U,,,,,,,,,,,
39,73,Steak - Give,0,0,U,,,,,,,,,,,
39,74,Clothes - Cake,0,0,U,,,,,,,,,,,
39,75,Toil - Lease,0,0,U,,,,,,,,,,,
39,76,Sign - Loan,0,0,U,,,,,,,,,,,
39,77,Ounce - Both,0,0,U,,,,,,,,,,,
39,78,Morning - Temperature,0,1,U,,,,,,,,,,,
39,79,Children - Mirror,0,0,U,,,,,,,,,,,
39,80,Main - Scar,0,0,U,,,,,,,,,,,
43,60,Maroon - Justice,0,0,U,,,,,,,,,,,
43,62,Election - Maze,0,0,U,,,,,,,,,,,
43,68,Joke - Keys,0,0,U,,,,,,,,,,,
43,69,Hate - Name,0,0,U,,,,,,,,,,,
43,74,Clothes - Cake,0,0,U,,,,,,,,,,,
44,60,Maroon - Justice,0,0,U,,,,,,,,,,,
44,77,Ounce - Both,0,0,U,,,,,,,,,,,
44,69,Bronze - Artery,0,0,U,,,,,,,,,,,
46,61,Justice - Maroon,0,1,U,,,,,,,,,,,
46,63,Give - Steak,0,0,U,,,,,,,,,,,
46,67,Shell - Snake,0,1,U,,,,,,,,,,,
46,68,Listen - Fiction,0,0,U,,,,,,,,,,,
46,69,Keys - Joke,0,1,U,,,,,,,,,,,
46,73,Moat - Clear,0,0,U,,,,,,,,,,,
46,76,Both - Ounce,0,0,U,,,,,,,,,,,
46,78,Mirror - Children,0,1,U,,,,,,,,,,,
46,80,Charm - Vehicle,0,0,U,,,,,,,,,,,
47,61,Clutter - Pusher,0,0,U,,,,,,,,,,,
47,64,Woman - Lift,0,0,U,,,,,,,,,,,
47,65,Belt - Soon,0,0,U,,,,,,,,,,,
47,66,Floor - Discover,0,1,U,,,,,,,,,,,
47,70,Hand - Fix,0,0,U,,,,,,,,,,,
47,73,Tuck - Allow,0,0,U,,,,,,,,,,,
47,77,Add - Valley,0,0,U,,,,,,,,,,,
47,78,Would - Cash,0,0,U,,,,,,,,,,,
47,60,Maroon - Justice,0,1,U,,,,,,,,,,,
47,62,Election - Maze,0,1,U,,,,,,,,,,,
47,64,Obtain - Meat,0,0,U,,,,,,,,,,,
47,65,Able - Crackle,0,0,U,,,,,,,,,,,
47,66,Shake - Shell,0,0,U,,,,,,,,,,,
47,67,Fiction - Listen,0,0,U,,,,,,,,,,,
47,69,Hate - Name,0,0,U,,,,,,,,,,,
47,70,Bang - Fuzzy,0,0,U,,,,,,,,,,,
47,71,Clear - Moat,0,1,U,,,,,,,,,,,
47,73,Steak - Give,0,0,U,,,,,,,,,,,
47,74,Clothes - Cake,0,0,U,,,,,,,,,,,
47,75,Toil - Lease,0,0,U,,,,,,,,,,,
47,76,Sign - Loan,0,0,U,,,,,,,,,,,
47,77,Ounce - Both,0,0,U,,,,,,,,,,,
47,79,Children - Mirror,0,0,U,,,,,,,,,,,
47,80,Main - Scar,0,0,U,,,,,,,,,,,
48,71,Clear - Moat,0,0,U,,,,,,,,,,,
48,75,Toil - Lease,0,0,U,,,,,,,,,,,
48,62,Sacking - Dietary,0,0,U,,,,,,,,,,,
48,63,Hungry - Park,0,0,U,,,,,,,,,,,
48,66,Floor - Discover,0,0,U,,,,,,,,,,,
48,71,Position - Machine,0,0,U,,,,,,,,,,,
48,76,Riddle - Sugar,0,0,U,,,,,,,,,,,
49,62,Dietary - Sacking,0,0,U,,,,,,,,,,,
49,63,Park - Hungry,0,0,U,,,,,,,,,,,
49,66,Discover - Floor,0,1,U,,,,,,,,,,,
49,67,Death - Business,0,0,U,,,,,,,,,,,
49,68,Debate - Sight,0,0,U,,,,,,,,,,,
49,72,Happy - Car,0,0,U,,,,,,,,,,,
49,73,Allow - Tuck,0,0,U,,,,,,,,,,,
49,77,Valley - Add,0,0,U,,,,,,,,,,,
49,78,Cash - Would,0,0,U,,,,,,,,,,,
49,79,Hide - Sick,0,0,U,,,,,,,,,,,
49,61,Justice - Maroon,0,0,U,,,,,,,,,,,
49,65,Meat - Obtain,0,0,U,,,,,,,,,,,
49,66,Crackle - Able,0,0,U,,,,,,,,,,,
49,67,Shell - Snake,0,1,U,,,,,,,,,,,
49,68,Listen - Fiction,0,0,U,,,,,,,,,,,
49,69,Keys - Joke,0,0,U,,,,,,,,,,,
49,70,Cake - Clothes,0,0,U,,,,,,,,,,,
49,71,Name - Hate,0,0,U,,,,,,,,,,,
49,73,Moat - Clear,0,0,U,,,,,,,,,,,
49,74,Lease - Toil,0,0,U,,,,,,,,,,,
49,79,Main - Scar,0,0,U,,,,,,,,,,,
51,61,Clutter - Pusher,0,0,U,,,,,,,,,,,
51,69,Bronze - Artery,0,0,U,,,,,,,,,,,
51,77,Add - Valley,0,0,U,,,,,,,,,,,
51,80,Vase - King,0,0,U,,,,,,,,,,,
51,64,Obtain - Meat,0,0,U,,,,,,,,,,,
51,67,Fiction - Listen,0,0,U,,,,,,,,,,,
51,70,Bang - Fuzzy,0,0,U,,,,,,,,,,,
51,71,Clear - Moat,0,0,U,,,,,,,,,,,
51,73,Steak - Give,0,0,U,,,,,,,,,,,
51,75,Toil - Lease,0,0,U,,,,,,,,,,,
51,77,Ounce - Both,0,0,U,,,,,,,,,,,
52,65,Able - Crackle,0,0,U,,,,,,,,,,,
52,66,Shake - Shell,0,0,U,,,,,,,,,,,
52,68,Joke - Keys,0,0,U,,,,,,,,,,,
52,71,Clear - Moat,0,0,U,,,,,,,,,,,
52,75,Toil - Lease,0,0,U,,,,,,,,,,,
52,77,Ounce - Both,0,0,U,,,,,,,,,,,
52,79,Children - Mirror,0,0,U,,,,,,,,,,,
52,80,Main - Scar,0,1,U,,,,,,,,,,,
52,61,Clutter - Pusher,0,0,U,,,,,,,,,,,
52,64,Woman - Lift,0,0,U,,,,,,,,,,,
52,65,Belt - Soon,0,0,U,,,,,,,,,,,
52,67,Business - Death,0,0,U,,,,,,,,,,,
52,69,Bronze - Artery,0,0,U,,,,,,,,,,,
52,72,Car - Happy,0,0,U,,,,,,,,,,,
52,77,Add - Valley,0,0,U,,,,,,,,,,,
52,78,Would - Cash,0,0,U,,,,,,,,,,,
52,80,Vase - King,0,0,U,,,,,,,,,,,
56,60,Maroon - Justice,0,0,U,,,,,,,,,,,
56,62,Election - Maze,0,0,U,,,,,,,,,,,
56,67,Fiction - Listen,0,0,U,,,,,,,,,,,
56,68,Joke - Keys,0,0,U,,,,,,,,,,,
56,69,Hate - Name,0,0,U,,,,,,,,,,,
56,70,Bang - Fuzzy,0,0,U,,,,,,,,,,,
56,71,Clear - Moat,0,0,U,,,,,,,,,,,
56,74,Clothes - Cake,0,0,U,,,,,,,,,,,
56,75,Toil - Lease,0,0,U,,,,,,,,,,,
56,78,Morning - Temperature,0,1,U,,,,,,,,,,,
56,79,Children - Mirror,0,1,U,,,,,,,,,,,
60,60,Maroon - Justice,0,0,U,,,,,,,,,,,
60,65,Able - Crackle,0,0,U,,,,,,,,,,,
60,67,Fiction - Listen,0,0,U,,,,,,,,,,,
60,68,Joke - Keys,0,0,U,,,,,,,,,,,
60,69,Hate - Name,0,0,U,,,,,,,,,,,
60,74,Clothes - Cake,0,0,U,,,,,,,,,,,
60,80,Main - Scar,0,0,U,,,,,,,,,,,
62,72,Fuzzy - Bang,0,0,U,,,,,,,,,,,
62,79,Main - Scar,0,0,U,,,,,,,,,,,
56,62,Sacking - Dietary,0,0,U,,,,,,,,,,,
56,64,Woman - Lift,0,1,U,,,,,,,,,,,
56,65,Belt - Soon,0,0,U,,,,,,,,,,,
56,66,Floor - Discover,0,0,U,,,,,,,,,,,
56,67,Business - Death,0,0,U,,,,,,,,,,,
56,72,Car - Happy,0,0,U,,,,,,,,,,,
56,75,Accident - Strong,0,0,U,,,,,,,,,,,
56,76,Riddle - Sugar,0,0,U,,,,,,,,,,,
56,77,Add - Valley,0,0,U,,,,,,,,,,,
56,80,Vase - King,0,1,U,,,,,,,,,,,
58,61,Pusher - Clutter,0,0,U,,,,,,,,,,,
58,65,Soon - Belt,0,0,U,,,,,,,,,,,
58,68,Debate - Sight,0,0,U,,,,,,,,,,,
58,69,Artery - Bronze,0,0,U,,,,,,,,,,,
58,72,Happy - Car,0,0,U,,,,,,,,,,,
58,74,Art - Lion,0,0,U,,,,,,,,,,,
58,76,Sugar - Riddle,0,0,U,,,,,,,,,,,
59,63,Charm - Vehicle,0,0,U,,,,,,,,,,,
60,62,Sacking - Dietary,0,0,U,,,,,,,,,,,
60,63,Hungry - Park,0,0,U,,,,,,,,,,,
60,65,Belt - Soon,0,0,U,,,,,,,,,,,
60,66,Floor - Discover,0,0,U,,,,,,,,,,,
60,67,Business - Death,0,0,U,,,,,,,,,,,
60,68,Sight - Debate,0,0,U,,,,,,,,,,,
60,69,Bronze - Artery,0,0,U,,,,,,,,,,,
60,70,Hand - Fix,0,0,U,,,,,,,,,,,
60,71,Position - Machine,0,0,U,,,,,,,,,,,
60,72,Car - Happy,0,0,U,,,,,,,,,,,
60,73,Tuck - Allow,0,0,U,,,,,,,,,,,
60,75,Accident - Strong,0,0,U,,,,,,,,,,,
60,76,Riddle - Sugar,0,0,U,,,,,,,,,,,
60,77,Add - Valley,0,0,U,,,,,,,,,,,
60,78,Would - Cash,0,0,U,,,,,,,,,,,
60,80,Vase - King,0,0,U,,,,,,,,,,,
36,61,Cloth - Stretch,1,0,U,,,,,,,,,,,
36,71,Clear - Moat,1,0,U,,,,,,,,,,,
36,80,Main - Scar,1,0,U,,,,,,,,,,,
36,79,Sick - Hide,1,0,U,,,,,,,,,,,
37,70,Cake - Clothes,1,1,U,,,,,,,,,,,
37,74,Lease - Toil,1,0,U,,,,,,,,,,,
37,79,Main - Scar,1,0,U,,,,,,,,,,,
44,63,Charm - Vehicle,1,0,U,,,,,,,,,,,
44,70,Bang - Fuzzy,1,0,U,,,,,,,,,,,
48,73,Tuck - Allow,1,0,U,,,,,,,,,,,
51,64,Woman - Lift,1,0,U,,,,,,,,,,,
51,80,Main - Scar,1,0,U,,,,,,,,,,,
52,62,Election - Maze,1,0,U,,,,,,,,,,,
57,63,Park - Hungry,1,0,U,,,,,,,,,,,
57,67,Death - Business,1,0,U,,,,,,,,,,,
57,69,Artery - Bronze,1,1,U,,,,,,,,,,,
57,70,Fix - Hand,1,0,U,,,,,,,,,,,
57,73,Allow - Tuck,1,0,U,,,,,,,,,,,
57,74,Art - Lion,1,0,U,,,,,,,,,,,
57,76,Sugar - Riddle,1,0,U,,,,,,,,,,,
57,77,Valley - Add,1,0,U,,,,,,,,,,,
57,78,Cash - Would,1,0,U,,,,,,,,,,,
57,80,King - Vase,1,1,U,,,,,,,,,,,
61,80,King - Vase,1,0,U,,,,,,,,,,,
57,61,Justice - Maroon,1,0,U,,,,,,,,,,,
57,62,Stretch - Cloth,1,0,U,,,,,,,,,,,
57,65,Meat - Obtain,1,0,U,,,,,,,,,,,
57,66,Crackle - Able,1,0,U,,,,,,,,,,,
57,67,Shell - Snake,1,0,U,,,,,,,,,,,
57,69,Keys - Joke,1,0,U,,,,,,,,,,,
57,70,Cake - Clothes,1,0,U,,,,,,,,,,,
57,71,Name - Hate,1,0,U,,,,,,,,,,,
57,74,Lease - Toil,1,0,U,,,,,,,,,,,
57,77,Temperature - Morning,1,0,U,,,,,,,,,,,
57,78,Mirror - Children,1,1,U,,,,,,,,,,,
57,79,Main - Scar,1,0,U,,,,,,,,,,,
57,80,Charm - Vehicle,1,0,U,,,,,,,,,,,
61,67,Shell - Snake,1,1,U,,,,,,,,,,,
61,69,Keys - Joke,1,0,U,,,,,,,,,,,
61,70,Cake - Clothes,1,0,U,,,,,,,,,,,
61,71,Name - Hate,1,0,U,,,,,,,,,,,
61,76,Both - Ounce,1,0,U,,,,,,,,,,,
61,80,Charm - Vehicle,1,0,U,,,,,,,,,,,
36,66,Shake - Shell,2,0,U,,,,,,,,,,,
37,61,Justice - Maroon,2,0,U,,,,,,,,,,,
44,75,Toil - Lease,2,0,U,,,,,,,,,,,
44,77,Add - Valley,2,0,U,,,,,,,,,,,
47,74,Lion - Art,2,0,U,,,,,,,,,,,
51,67,Business - Death,2,0,U,,,,,,,,,,,
52,70,Bang - Fuzzy,2,0,U,,,,,,,,,,,
57,66,Discover - Floor,2,0,U,,,,,,,,,,,
57,72,Happy - Car,2,0,U,,,,,,,,,,,
56,69,Bronze - Artery,2,0,U,,,,,,,,,,,
58,70,Fix - Hand,2,0,U,,,,,,,,,,,
40,79,Children - Mirror,3,0,U,,,,,,,,,,,
43,64,Obtain - Meat,3,0,U,,,,,,,,,,,
44,64,Obtain - Meat,3,0,U,,,,,,,,,,,
44,76,Riddle - Sugar,3,0,U,,,,,,,,,,,
47,67,Business - Death,3,0,U,,,,,,,,,,,
48,79,Children - Mirror,3,0,U,,,,,,,,,,,
51,62,Election - Maze,3,0,U,,,,,,,,,,,
57,68,Debate - Sight,3,0,U,,,,,,,,,,,
36,74,Lion - Art,4,1,U,,,,,,,,,,,
36,75,Accident - Strong,4,0,U,,,,,,,,,,,
35,78,Would - Cash,5,0,U,,,,,,,,,,,
43,63,Charm - Vehicle,5,0,U,,,,,,,,,,,
46,61,Pusher - Clutter,5,0,U,,,,,,,,,,,
46,64,Lift - Woman,5,0,U,,,,,,,,,,,
46,72,Happy - Car,5,1,U,,,,,,,,,,,
46,73,Allow - Tuck,5,0,U,,,,,,,,,,,
51,68,Sight - Debate,5,0,U,,,,,,,,,,,
52,66,Floor - Discover,5,0,U,,,,,,,,,,,
52,76,Riddle - Sugar,5,0,U,,,,,,,,,,,
59,67,Business - Death,5,0,U,,,,,,,,,,,
59,74,Lion - Art,5,0,U,,,,,,,,,,,
60,62,Election - Maze,5,0,U,,,,,,,,,,,
60,75,Toil - Lease,5,0,U,,,,,,,,,,,
60,76,Sign - Loan,5,0,U,,,,,,,,,,,
60,77,Ounce - Both,5,0,U,,,,,,,,,,,
60,64,Woman - Lift,5,1,U,,,,,,,,,,,
60,74,Lion - Art,5,1,U,,,,,,,,,,,
35,79,Sick - Hide,6,0,U,,,,,,,,,,,
43,72,Car - Happy,6,0,U,,,,,,,,,,,
43,77,Add - Valley,7,0,U,,,,,,,,,,,
43,76,Riddle - Sugar,9,0,U,,,,,,,,,,,
43,79,Children - Mirror,9,0,U,,,,,,,,,,,
53,73,Moat - Clear,9,0,U,,,,,,,,,,,
57,65,Soon - Belt,9,0,U,,,,,,,,,,,
62,74,Lease - Toil,9,0,U,,,,,,,,,,,
58,67,Death - Business,9,1,U,,,,,,,,,,,
58,71,Machine - Position,9,0,U,,,,,,,,,,,
35,61,Clutter - Pusher,10,0,U,,,,,,,,,,,
35,75,Toil - Lease,10,0,U,,,,,,,,,,,
36,63,Charm - Vehicle,10,0,U,,,,,,,,,,,
38,61,Justice - Maroon,10,0,U,,,,,,,,,,,
38,69,Keys - Joke,10,0,U,,,,,,,,,,,
38,71,Name - Hate,10,0,U,,,,,,,,,,,
38,79,Main - Scar,10,0,U,,,,,,,,,,,
38,63,Park - Hungry,10,0,U,,,,,,,,,,,
38,64,Lift - Woman,10,0,U,,,,,,,,,,,
38,67,Death - Business,10,0,U,,,,,,,,,,,
38,69,Artery - Bronze,10,0,U,,,,,,,,,,,
38,70,Fix - Hand,10,0,U,,,,,,,,,,,
38,72,Happy - Car,10,0,U,,,,,,,,,,,
38,75,Strong - Accident,10,0,U,,,,,,,,,,,
38,76,Sugar - Riddle,10,0,U,,,,,,,,,,,
38,77,Valley - Add,10,0,U,,,,,,,,,,,
38,80,King - Vase,10,0,U,,,,,,,,,,,
43,63,Hungry - Park,10,0,U,,,,,,,,,,,
43,67,Business - Death,10,1,U,,,,,,,,,,,
43,69,Bronze - Artery,10,0,U,,,,,,,,,,,
43,74,Lion - Art,10,0,U,,,,,,,,,,,
43,78,Would - Cash,10,0,U,,,,,,,,,,,
43,71,Clear - Moat,10,0,U,,,,,,,,,,,
43,75,Toil - Lease,10,0,U,,,,,,,,,,,
44,62,Election - Maze,10,0,U,,,,,,,,,,,
46,65,Meat - Obtain,10,0,U,,,,,,,,,,,
46,66,Crackle - Able,10,0,U,,,,,,,,,,,
46,70,Cake - Clothes,10,1,U,,,,,,,,,,,
46,74,Lease - Toil,10,0,U,,,,,,,,,,,
46,75,Loan - Sign,10,0,U,,,,,,,,,,,
46,77,Temperature - Morning,10,1,U,,,,,,,,,,,
46,62,Dietary - Sacking,10,0,U,,,,,,,,,,,
46,67,Death - Business,10,1,U,,,,,,,,,,,
46,68,Debate - Sight,10,0,U,,,,,,,,,,,
46,77,Valley - Add,10,0,U,,,,,,,,,,,
46,78,Cash - Would,10,1,U,,,,,,,,,,,
46,79,Hide - Sick,10,1,U,,,,,,,,,,,
46,80,King - Vase,10,0,U,,,,,,,,,,,
48,65,Able - Crackle,10,0,U,,,,,,,,,,,
48,70,Bang - Fuzzy,10,0,U,,,,,,,,,,,
48,73,Steak - Give,10,0,U,,,,,,,,,,,
48,76,Sign - Loan,10,0,U,,,,,,,,,,,
48,61,Clutter - Pusher,10,0,U,,,,,,,,,,,
48,65,Belt - Soon,10,0,U,,,,,,,,,,,
48,68,Sight - Debate,10,0,U,,,,,,,,,,,
48,74,Lion - Art,10,0,U,,,,,,,,,,,
49,64,Lift - Woman,10,0,U,,,,,,,,,,,
49,65,Soon - Belt,10,0,U,,,,,,,,,,,
49,76,Sugar - Riddle,10,0,U,,,,,,,,,,,
50,69,Keys - Joke,10,0,U,,,,,,,,,,,
50,77,Valley - Add,10,0,U,,,,,,,,,,,
50,80,King - Vase,10,0,U,,,,,,,,,,,
51,62,Sacking - Dietary,10,0,U,,,,,,,,,,,
51,63,Hungry - Park,10,1,U,,,,,,,,,,,
51,74,Lion - Art,10,0,U,,,,,,,,,,,
51,76,Riddle - Sugar,10,0,U,,,,,,,,,,,
52,64,Obtain - Meat,10,0,U,,,,,,,,,,,
52,73,Steak - Give,10,0,U,,,,,,,,,,,
52,74,Clothes - Cake,10,0,U,,,,,,,,,,,
52,78,Morning - Temperature,10,1,U,,,,,,,,,,,
52,62,Sacking - Dietary,10,0,U,,,,,,,,,,,
52,68,Sight - Debate,10,0,U,,,,,,,,,,,
52,70,Hand - Fix,10,0,U,,,,,,,,,,,
52,73,Tuck - Allow,10,0,U,,,,,,,,,,,
52,74,Lion - Art,10,0,U,,,,,,,,,,,
52,79,Sick - Hide,10,0,U,,,,,,,,,,,
53,66,Crackle - Able,10,0,U,,,,,,,,,,,
56,64,Obtain - Meat,10,0,U,,,,,,,,,,,
56,76,Sign - Loan,10,1,U,,,,,,,,,,,
57,75,Strong - Accident,10,0,U,,,,,,,,,,,
58,64,Maze - Election,10,0,U,,,,,,,,,,,
58,80,Charm - Vehicle,10,0,U,,,,,,,,,,,
59,77,Add - Valley,10,0,U,,,,,,,,,,,
60,64,Obtain - Meat,10,0,U,,,,,,,,,,,
60,66,Shake - Shell,10,0,U,,,,,,,,,,,
60,79,Children - Mirror,10,0,U,,,,,,,,,,,
61,75,Strong - Accident,10,0,U,,,,,,,,,,,
62,63,Give - Steak,10,0,U,,,,,,,,,,,
62,64,Maze - Election,10,1,U,,,,,,,,,,,
62,65,Meat - Obtain,10,1,U,,,,,,,,,,,
62,69,Keys - Joke,10,0,U,,,,,,,,,,,
62,70,Cake - Clothes,10,0,U,,,,,,,,,,,
62,71,Name - Hate,10,1,U,,,,,,,,,,,
62,77,Temperature - Morning,10,1,U,,,,,,,,,,,
62,80,Charm - Vehicle,10,0,U,,,,,,,,,,,
56,61,Clutter - Pusher,10,0,U,,,,,,,,,,,
56,68,Sight - Debate,10,0,U,,,,,,,,,,,
56,73,Tuck - Allow,10,0,U,,,,,,,,,,,
59,71,Clear - Moat,10,0,U,,,,,,,,,,,
60,61,Clutter - Pusher,10,0,U,,,,,,,,,,,
35,68,Joke - Keys,11,0,U,,,,,,,,,,,
40,80,Vase - King,11,0,U,,,,,,,,,,,
62,75,Loan - Sign,11,0,U,,,,,,,,,,,
62,78,Mirror - Children,11,1,U,,,,,,,,,,,
61,65,Meat - Obtain,11,0,U,,,,,,,,,,,
61,68,Listen - Fiction,11,0,U,,,,,,,,,,,
61,74,Lease - Toil,11,0,U,,,,,,,,,,,
62,74,Art - Lion,11,0,U,,,,,,,,,,,
62,78,Cash - Would,11,0,U,,,,,,,,,,,
62,79,Hide - Sick,11,1,U,,,,,,,,,,,
35,67,Fiction - Listen,12,1,U,,,,,,,,,,,
36,62,Election - Maze,12,0,U,,,,,,,,,,,
36,76,Riddle - Sugar,12,0,U,,,,,,,,,,,
37,70,Fix - Hand,12,0,U,,,,,,,,,,,
37,71,Machine - Position,12,0,U,,,,,,,,,,,
37,73,Allow - Tuck,12,0,U,,,,,,,,,,,
37,79,Hide - Sick,12,0,U,,,,,,,,,,,
37,64,Maze - Election,12,0,U,,,,,,,,,,,
37,66,Crackle - Able,12,0,U,,,,,,,,,,,
37,69,Keys - Joke,12,0,U,,,,,,,,,,,
37,76,Both - Ounce,12,0,U,,,,,,,,,,,
37,80,Charm - Vehicle,12,0,U,,,,,,,,,,,
40,74,Clothes - Cake,12,0,U,,,,,,,,,,,
40,75,Toil - Lease,12,0,U,,,,,,,,,,,
40,62,Sacking - Dietary,12,0,U,,,,,,,,,,,
40,67,Business - Death,12,0,U,,,,,,,,,,,
44,65,Able - Crackle,12,0,U,,,,,,,,,,,
44,67,Fiction - Listen,12,0,U,,,,,,,,,,,
44,68,Joke - Keys,12,0,U,,,,,,,,,,,
44,69,Hate - Name,12,0,U,,,,,,,,,,,
53,61,Justice - Maroon,12,0,U,,,,,,,,,,,
53,63,Give - Steak,12,0,U,,,,,,,,,,,
53,64,Maze - Election,12,0,U,,,,,,,,,,,
53,65,Meat - Obtain,12,0,U,,,,,,,,,,,
53,67,Shell - Snake,12,0,U,,,,,,,,,,,
53,71,Name - Hate,12,0,U,,,,,,,,,,,
53,72,Fuzzy - Bang,12,0,U,,,,,,,,,,,
53,75,Loan - Sign,12,0,U,,,,,,,,,,,
53,77,Temperature - Morning,12,0,U,,,,,,,,,,,
53,78,Mirror - Children,12,0,U,,,,,,,,,,,
57,62,Dietary - Sacking,12,0,U,,,,,,,,,,,
57,64,Lift - Woman,12,1,U,,,,,,,,,,,
57,71,Machine - Position,12,0,U,,,,,,,,,,,
62,76,Both - Ounce,12,0,U,,,,,,,,,,,
57,63,Give - Steak,12,0,U,,,,,,,,,,,
58,66,Discover - Floor,12,0,U,,,,,,,,,,,
61,62,Stretch - Cloth,12,1,U,,,,,,,,,,,
61,63,Give - Steak,12,0,U,,,,,,,,,,,
61,72,Fuzzy - Bang,12,0,U,,,,,,,,,,,
61,73,Moat - Clear,12,0,U,,,,,,,,,,,
61,75,Loan - Sign,12,0,U,,,,,,,,,,,
61,77,Temperature - Morning,12,1,U,,,,,,,,,,,
61,78,Mirror - Children,12,1,U,,,,,,,,,,,
61,79,Main - Scar,12,0,U,,,,,,,,,,,
62,61,Pusher - Clutter,12,0,U,,,,,,,,,,,
62,62,Dietary - Sacking,12,0,U,,,,,,,,,,,
