Subject,Condition,ListNum,Direction,Block,Jol
56,D,45,S,2,100
56,D,46,S,2,80
56,D,47,S,2,100
56,D,48,S,2,100
56,D,49,S,2,100
56,D,50,S,2,90
56,D,51,S,2,100
56,D,52,S,2,100
56,D,53,S,2,95
56,D,54,S,2,90
56,D,55,S,2,100
56,D,56,S,2,95
56,D,57,S,2,100
56,D,58,S,2,90
56,D,59,S,2,100
56,D,60,S,2,95
56,D,61,U,2,10
56,D,62,U,2,0
56,D,63,U,2,20
56,D,64,U,2,0
56,D,65,U,2,0
56,D,66,U,2,0
56,D,67,U,2,0
56,D,68,U,2,10
56,D,69,U,2,2
56,D,70,U,2,40
56,D,71,U,2,50
56,D,72,U,2,0
56,D,73,U,2,10
56,D,74,U,2,20
56,D,75,U,2,0
56,D,76,U,2,0
56,D,77,U,2,0
56,D,78,U,2,20
56,D,79,U,2,20
56,D,80,U,2,0
60,D,1,F,2,50
60,D,2,F,2,50
60,D,3,F,2,50
60,D,4,F,2,10
60,D,5,F,2,60
60,D,6,F,2,30
60,D,7,F,2,20
60,D,8,F,2,50
60,D,9,F,2,50
60,D,10,F,2,80
60,D,11,F,2,10
60,D,12,F,2,90
60,D,13,F,2,80
60,D,14,F,2,80
60,D,15,F,2,0
60,D,16,F,2,50
60,D,17,F,2,40
60,D,18,F,2,50
60,D,19,F,2,70
60,D,20,F,2,100
60,D,21,B,2,70
60,D,22,B,2,50
60,D,23,B,2,50
60,D,24,B,2,100
60,D,25,B,2,3
60,D,26,B,2,40
60,D,27,B,2,50
60,D,28,B,2,40
60,D,29,B,2,50
60,D,30,B,2,10
60,D,31,B,2,50
60,D,32,B,2,50
60,D,33,B,2,0
60,D,34,B,2,80
60,D,35,B,2,60
60,D,36,B,2,10
60,D,37,B,2,60
60,D,38,B,2,0
60,D,39,B,2,50
60,D,40,B,2,0
60,D,41,S,2,100
60,D,42,S,2,90
60,D,43,S,2,10
60,D,44,S,2,70
60,D,45,S,2,50
60,D,46,S,2,50
60,D,47,S,2,70
60,D,48,S,2,80
60,D,49,S,2,75
60,D,50,S,2,80
60,D,51,S,2,50
60,D,52,S,2,10
60,D,53,S,2,90
60,D,54,S,2,50
60,D,55,S,2,100
60,D,56,S,2,50
60,D,57,S,2,40
60,D,58,S,2,100
60,D,59,S,2,50
60,D,60,S,2,100
60,D,61,U,2,10
60,D,62,U,2,0
60,D,63,U,2,0
60,D,64,U,2,5
60,D,65,U,2,0
60,D,66,U,2,0
60,D,67,U,2,0
60,D,68,U,2,0
60,D,69,U,2,0
60,D,70,U,2,0
60,D,71,U,2,0
60,D,72,U,2,0
60,D,73,U,2,0
60,D,74,U,2,5
60,D,75,U,2,0
60,D,76,U,2,0
60,D,77,U,2,0
60,D,78,U,2,0
60,D,79,U,2,50
60,D,80,U,2,0
64,D,1,F,2,100
64,D,2,F,2,100
64,D,3,F,2,50
64,D,4,F,2,1
64,D,5,F,2,90
64,D,6,F,2,25
64,D,7,F,2,10
64,D,8,F,2,100
64,D,9,F,2,100
64,D,10,F,2,90
64,D,11,F,2,90
64,D,12,F,2,100
64,D,13,F,2,100
64,D,14,F,2,50
64,D,15,F,2,1
64,D,16,F,2,100
64,D,17,F,2,100
64,D,18,F,2,100
64,D,19,F,2,50
64,D,20,F,2,50
64,D,21,B,2,70
64,D,22,B,2,
64,D,23,B,2,60
64,D,24,B,2,3
64,D,25,B,2,12
64,D,26,B,2,35
64,D,27,B,2,30
64,D,28,B,2,90
64,D,29,B,2,100
64,D,30,B,2,9
64,D,31,B,2,100
64,D,32,B,2,
64,D,33,B,2,
64,D,34,B,2,100
64,D,35,B,2,100
64,D,36,B,2,5
64,D,37,B,2,100
64,D,38,B,2,100
64,D,39,B,2,5
64,D,40,B,2,
64,D,41,S,2,50
64,D,42,S,2,30
64,D,43,S,2,10
64,D,44,S,2,100
64,D,45,S,2,40
64,D,46,S,2,90
64,D,47,S,2,95
64,D,48,S,2,50
64,D,49,S,2,80
64,D,50,S,2,100
64,D,51,S,2,95
64,D,52,S,2,50
64,D,53,S,2,9
64,D,54,S,2,100
64,D,55,S,2,100
64,D,56,S,2,50
64,D,57,S,2,35
64,D,58,S,2,30
64,D,59,S,2,100
64,D,60,S,2,30
64,D,61,U,2,0
64,D,62,U,2,0
64,D,63,U,2,0
64,D,64,U,2,
64,D,65,U,2,0
64,D,66,U,2,0
64,D,67,U,2,0
64,D,68,U,2,0
64,D,69,U,2,23
64,D,70,U,2,0
64,D,71,U,2,13
64,D,72,U,2,0
64,D,73,U,2,0
64,D,74,U,2,4
64,D,75,U,2,4
64,D,76,U,2,12
64,D,77,U,2,
64,D,78,U,2,0
64,D,79,U,2,1
64,D,80,U,2,20
68,D,1,F,2,90
68,D,2,F,2,6
68,D,3,F,2,95
68,D,4,F,2,90
68,D,5,F,2,12
68,D,6,F,2,89
68,D,7,F,2,90
68,D,8,F,2,90
68,D,9,F,2,55
68,D,10,F,2,56
68,D,11,F,2,90
68,D,12,F,2,90
68,D,13,F,2,89
68,D,14,F,2,90
68,D,15,F,2,89
68,D,16,F,2,100
68,D,17,F,2,89
68,D,18,F,2,90
68,D,19,F,2,0
68,D,20,F,2,89
68,D,21,B,2,78
68,D,22,B,2,89
68,D,23,B,2,78
68,D,24,B,2,90
68,D,25,B,2,90
68,D,26,B,2,55
68,D,27,B,2,76
68,D,28,B,2,3
68,D,29,B,2,100
68,D,30,B,2,12
68,D,31,B,2,67
68,D,32,B,2,90
68,D,33,B,2,90
68,D,34,B,2,90
68,D,35,B,2,85
68,D,36,B,2,89
68,D,37,B,2,90
68,D,38,B,2,90
68,D,39,B,2,90
68,D,40,B,2,34
68,D,41,S,2,55
68,D,42,S,2,89
68,D,43,S,2,90
68,D,44,S,2,89
68,D,45,S,2,90
68,D,46,S,2,0
68,D,47,S,2,55
68,D,48,S,2,100
68,D,49,S,2,90
68,D,50,S,2,87
68,D,51,S,2,90
68,D,52,S,2,78
68,D,53,S,2,90
68,D,54,S,2,90
68,D,55,S,2,90
68,D,56,S,2,87
68,D,57,S,2,90
68,D,58,S,2,90
68,D,59,S,2,3
68,D,60,S,2,90
68,D,61,U,2,90
68,D,62,U,2,0
68,D,63,U,2,67
68,D,64,U,2,32
68,D,65,U,2,34
68,D,66,U,2,56
68,D,67,U,2,90
68,D,68,U,2,89
68,D,69,U,2,2
68,D,70,U,2,89
68,D,71,U,2,89
68,D,72,U,2,90
68,D,73,U,2,3
68,D,74,U,2,12
68,D,75,U,2,0
68,D,76,U,2,45
68,D,77,U,2,76
68,D,78,U,2,45
68,D,79,U,2,54
68,D,80,U,2,12
