Subject,Condition,ListNum,Direction,Block,Jol
40,D,58,S,1,88
40,D,59,S,1,89
40,D,60,S,1,34
40,D,61,U,1,44
40,D,62,U,1,
40,D,63,U,1,
40,D,64,U,1,
40,D,65,U,1,32
40,D,66,U,1,56
40,D,67,U,1,34
40,D,68,U,1,45
40,D,69,U,1,45
40,D,70,U,1,23
40,D,71,U,1,65
40,D,72,U,1,89
40,D,73,U,1,56
40,D,74,U,1,12
40,D,75,U,1,12
40,D,76,U,1,79
40,D,77,U,1,13
40,D,78,U,1,36
40,D,79,U,1,3
40,D,80,U,1,34
44,D,1,F,1,15
44,D,2,F,1,25
44,D,3,F,1,34
44,D,4,F,1,23
44,D,5,F,1,22
44,D,6,F,1,89
44,D,7,F,1,0
44,D,8,F,1,78
44,D,9,F,1,25
44,D,10,F,1,93
44,D,11,F,1,45
44,D,12,F,1,5
44,D,13,F,1,55
44,D,14,F,1,14
44,D,15,F,1,67
44,D,16,F,1,78
44,D,17,F,1,17
44,D,18,F,1,89
44,D,19,F,1,99
44,D,20,F,1,72
44,D,21,B,1,67
44,D,22,B,1,4
44,D,23,B,1,40
44,D,24,B,1,80
44,D,25,B,1,43
44,D,26,B,1,20
44,D,27,B,1,83
44,D,28,B,1,60
44,D,29,B,1,35
44,D,30,B,1,83
44,D,31,B,1,60
44,D,32,B,1,46
44,D,33,B,1,36
44,D,34,B,1,100
44,D,35,B,1,70
44,D,36,B,1,67
44,D,37,B,1,33
44,D,38,B,1,100
44,D,39,B,1,15
44,D,40,B,1,89
44,D,41,S,1,45
44,D,42,S,1,70
44,D,43,S,1,89
44,D,44,S,1,34
44,D,45,S,1,15
44,D,46,S,1,44
44,D,47,S,1,72
44,D,48,S,1,67
44,D,49,S,1,45
44,D,50,S,1,10
44,D,51,S,1,87
44,D,52,S,1,67
44,D,53,S,1,88
44,D,54,S,1,80
44,D,55,S,1,45
44,D,56,S,1,100
44,D,57,S,1,75
44,D,58,S,1,89
44,D,59,S,1,76
44,D,60,S,1,0
44,D,61,U,1,43
44,D,62,U,1,10
44,D,63,U,1,1
44,D,64,U,1,3
44,D,65,U,1,12
44,D,66,U,1,23
44,D,67,U,1,12
44,D,68,U,1,12
44,D,69,U,1,12
44,D,70,U,1,1
44,D,71,U,1,20
44,D,72,U,1,68
44,D,73,U,1,70
44,D,74,U,1,46
44,D,75,U,1,2
44,D,76,U,1,56
44,D,77,U,1,0
44,D,78,U,1,33
44,D,79,U,1,69
44,D,80,U,1,34
48,D,1,F,1,20
48,D,2,F,1,40
48,D,3,F,1,20
48,D,4,F,1,90
48,D,5,F,1,50
48,D,6,F,1,30
48,D,7,F,1,40
48,D,8,F,1,50
48,D,9,F,1,60
48,D,10,F,1,50
48,D,11,F,1,100
48,D,12,F,1,20
48,D,13,F,1,22
48,D,14,F,1,90
48,D,15,F,1,50
48,D,16,F,1,30
48,D,17,F,1,100
48,D,18,F,1,30
48,D,19,F,1,60
48,D,20,F,1,10
48,D,21,B,1,75
48,D,22,B,1,15
48,D,23,B,1,100
48,D,24,B,1,90
48,D,25,B,1,0
48,D,26,B,1,40
48,D,27,B,1,30
48,D,28,B,1,80
48,D,29,B,1,100
48,D,30,B,1,80
48,D,31,B,1,2
48,D,32,B,1,30
48,D,33,B,1,75
48,D,34,B,1,45
48,D,35,B,1,80
48,D,36,B,1,20
48,D,37,B,1,40
48,D,38,B,1,70
48,D,39,B,1,75
48,D,40,B,1,80
48,D,41,S,1,50
48,D,42,S,1,50
48,D,43,S,1,75
48,D,44,S,1,100
48,D,45,S,1,75
48,D,46,S,1,100
48,D,47,S,1,75
48,D,48,S,1,60
48,D,49,S,1,0
48,D,50,S,1,60
48,D,51,S,1,50
48,D,52,S,1,50
48,D,53,S,1,60
48,D,54,S,1,10
48,D,55,S,1,10
48,D,56,S,1,100
48,D,57,S,1,60
48,D,58,S,1,10
48,D,59,S,1,30
48,D,60,S,1,40
48,D,61,U,1,40
48,D,62,U,1,20
48,D,63,U,1,30
48,D,64,U,1,50
48,D,65,U,1,10
48,D,66,U,1,20
48,D,67,U,1,20
48,D,68,U,1,50
48,D,69,U,1,15
48,D,70,U,1,10
48,D,71,U,1,0
48,D,72,U,1,50
48,D,73,U,1,10
48,D,74,U,1,20
48,D,75,U,1,0
48,D,76,U,1,10
48,D,77,U,1,20
48,D,78,U,1,40
48,D,79,U,1,3
48,D,80,U,1,20
52,D,1,F,1,40
52,D,2,F,1,90
52,D,3,F,1,80
52,D,4,F,1,20
52,D,5,F,1,60
52,D,6,F,1,50
52,D,7,F,1,50
52,D,8,F,1,70
52,D,9,F,1,60
52,D,10,F,1,45
52,D,11,F,1,20
52,D,12,F,1,40
52,D,13,F,1,90
52,D,14,F,1,80
52,D,15,F,1,60
52,D,16,F,1,20
52,D,17,F,1,50
52,D,18,F,1,80
52,D,19,F,1,100
52,D,20,F,1,40
52,D,21,B,1,50
52,D,22,B,1,30
52,D,23,B,1,30
52,D,24,B,1,70
52,D,25,B,1,0
52,D,26,B,1,70
52,D,27,B,1,20
52,D,28,B,1,9
52,D,29,B,1,100
52,D,30,B,1,70
52,D,31,B,1,30
52,D,32,B,1,60
52,D,33,B,1,20
52,D,34,B,1,45
52,D,35,B,1,10
52,D,36,B,1,90
52,D,37,B,1,5
52,D,38,B,1,50
52,D,39,B,1,60
52,D,40,B,1,75
52,D,41,S,1,30
52,D,42,S,1,100
52,D,43,S,1,20
52,D,44,S,1,34
52,D,45,S,1,98
52,D,46,S,1,90
52,D,47,S,1,30
52,D,48,S,1,90
52,D,49,S,1,5
52,D,50,S,1,68
52,D,51,S,1,100
52,D,52,S,1,90
52,D,53,S,1,45
52,D,54,S,1,70
52,D,55,S,1,60
52,D,56,S,1,100
52,D,57,S,1,20
52,D,58,S,1,100
52,D,59,S,1,50
52,D,60,S,1,10
52,D,61,U,1,13
52,D,62,U,1,1
52,D,63,U,1,15
52,D,64,U,1,10
52,D,65,U,1,0
52,D,66,U,1,0
52,D,67,U,1,50
52,D,68,U,1,0
52,D,69,U,1,30
52,D,70,U,1,2
52,D,71,U,1,0
52,D,72,U,1,100
52,D,73,U,1,10
52,D,74,U,1,10
52,D,75,U,1,0
52,D,76,U,1,40
52,D,77,U,1,0
52,D,78,U,1,10
52,D,79,U,1,0
52,D,80,U,1,0
56,D,1,F,1,70
56,D,2,F,1,100
56,D,3,F,1,100
56,D,4,F,1,50
56,D,5,F,1,100
56,D,6,F,1,50
56,D,7,F,1,50
56,D,8,F,1,100
56,D,9,F,1,100
56,D,10,F,1,80
56,D,11,F,1,100
56,D,12,F,1,50
56,D,13,F,1,100
56,D,14,F,1,100
56,D,15,F,1,80
56,D,16,F,1,90
56,D,17,F,1,100
56,D,18,F,1,100
56,D,19,F,1,100
56,D,20,F,1,90
56,D,21,B,1,60
56,D,22,B,1,70
56,D,23,B,1,90
56,D,24,B,1,90
56,D,25,B,1,20
56,D,26,B,1,60
56,D,27,B,1,10
56,D,28,B,1,90
56,D,29,B,1,100
56,D,30,B,1,10
56,D,31,B,1,90
56,D,32,B,1,100
56,D,33,B,1,90
56,D,34,B,1,20
56,D,35,B,1,100
56,D,36,B,1,40
56,D,37,B,1,20
56,D,38,B,1,100
56,D,39,B,1,100
56,D,40,B,1,100
56,D,41,S,1,100
56,D,42,S,1,100
56,D,43,S,1,100
56,D,44,S,1,100
56,D,45,S,1,100
56,D,46,S,1,100
56,D,47,S,1,100
56,D,48,S,1,100
56,D,49,S,1,100
56,D,50,S,1,100
56,D,51,S,1,100
56,D,52,S,1,100
56,D,53,S,1,90
56,D,54,S,1,50
56,D,55,S,1,100
56,D,56,S,1,100
56,D,57,S,1,100
56,D,58,S,1,100
56,D,59,S,1,100
56,D,60,S,1,0
56,D,61,U,1,50
56,D,62,U,1,0
56,D,63,U,1,20
56,D,64,U,1,10
56,D,65,U,1,0
56,D,66,U,1,20
56,D,67,U,1,0
56,D,68,U,1,0
56,D,69,U,1,0
56,D,70,U,1,0
56,D,71,U,1,0
56,D,72,U,1,100
56,D,73,U,1,20
56,D,74,U,1,0
56,D,75,U,1,0
56,D,76,U,1,10
56,D,77,U,1,20
56,D,78,U,1,0
56,D,79,U,1,0
56,D,80,U,1,30
60,D,1,F,1,100
60,D,2,F,1,100
60,D,3,F,1,100
60,D,4,F,1,0
60,D,5,F,1,50
60,D,6,F,1,20
60,D,7,F,1,10
60,D,8,F,1,75
60,D,9,F,1,50
60,D,10,F,1,75
60,D,11,F,1,50
60,D,12,F,1,50
60,D,13,F,1,100
60,D,14,F,1,7
60,D,15,F,1,30
60,D,16,F,1,100
60,D,17,F,1,0
60,D,18,F,1,100
60,D,19,F,1,100
60,D,20,F,1,100
60,D,21,B,1,50
60,D,22,B,1,50
60,D,23,B,1,50
60,D,24,B,1,50
60,D,25,B,1,0
60,D,26,B,1,50
60,D,27,B,1,5
60,D,28,B,1,50
60,D,29,B,1,50
60,D,30,B,1,100
60,D,31,B,1,50
60,D,32,B,1,60
60,D,33,B,1,40
60,D,34,B,1,25
60,D,35,B,1,100
60,D,36,B,1,25
60,D,37,B,1,95
60,D,38,B,1,50
60,D,39,B,1,50
60,D,40,B,1,100
60,D,41,S,1,75
60,D,42,S,1,100
60,D,43,S,1,50
60,D,44,S,1,50
60,D,45,S,1,50
60,D,46,S,1,50
60,D,47,S,1,100
60,D,48,S,1,100
60,D,49,S,1,100
60,D,50,S,1,100
60,D,51,S,1,50
60,D,52,S,1,100
60,D,53,S,1,100
60,D,54,S,1,0
60,D,55,S,1,50
60,D,56,S,1,100
60,D,57,S,1,0
60,D,58,S,1,100
60,D,59,S,1,100
60,D,60,S,1,0
60,D,61,U,1,20
60,D,62,U,1,5
60,D,63,U,1,20
60,D,64,U,1,10
60,D,65,U,1,0
60,D,66,U,1,10
60,D,67,U,1,0
60,D,68,U,1,0
60,D,69,U,1,0
60,D,70,U,1,0
60,D,71,U,1,0
60,D,72,U,1,50
60,D,73,U,1,20
60,D,74,U,1,0
60,D,75,U,1,5
60,D,76,U,1,5
60,D,77,U,1,5
60,D,78,U,1,25
60,D,79,U,1,10
60,D,80,U,1,0
64,D,1,F,1,15
64,D,2,F,1,78
64,D,3,F,1,90
64,D,4,F,1,25
64,D,5,F,1,90
64,D,6,F,1,75
64,D,7,F,1,35
64,D,8,F,1,58
64,D,9,F,1,90
64,D,10,F,1,35
64,D,11,F,1,90
64,D,12,F,1,78
64,D,13,F,1,90
64,D,14,F,1,90
64,D,15,F,1,90
64,D,16,F,1,12
64,D,17,F,1,90
64,D,18,F,1,56
64,D,19,F,1,50
64,D,20,F,1,49
64,D,21,B,1,78
64,D,22,B,1,30
64,D,23,B,1,90
64,D,24,B,1,98
64,D,25,B,1,89
64,D,26,B,1,90
64,D,27,B,1,90
64,D,28,B,1,90
64,D,29,B,1,55
64,D,30,B,1,
64,D,31,B,1,90
64,D,32,B,1,70
64,D,33,B,1,90
64,D,34,B,1,10
64,D,35,B,1,35
64,D,36,B,1,70
64,D,37,B,1,
64,D,38,B,1,50
64,D,39,B,1,90
64,D,40,B,1,90
64,D,41,S,1,85
64,D,42,S,1,90
64,D,43,S,1,65
64,D,44,S,1,90
64,D,45,S,1,90
64,D,46,S,1,10
64,D,47,S,1,90
64,D,48,S,1,100
64,D,49,S,1,55
64,D,50,S,1,100
64,D,51,S,1,55
64,D,52,S,1,90
64,D,53,S,1,89
64,D,54,S,1,90
64,D,55,S,1,90
64,D,56,S,1,56
64,D,57,S,1,0
64,D,58,S,1,85
64,D,59,S,1,90
64,D,60,S,1,0
64,D,61,U,1,78
64,D,62,U,1,10
64,D,63,U,1,
64,D,64,U,1,10
64,D,65,U,1,78
64,D,66,U,1,67
64,D,67,U,1,67
64,D,68,U,1,12
64,D,69,U,1,
64,D,70,U,1,65
64,D,71,U,1,15
64,D,72,U,1,90
64,D,73,U,1,10
64,D,74,U,1,15
64,D,75,U,1,0
64,D,76,U,1,
64,D,77,U,1,10
64,D,78,U,1,25
64,D,79,U,1,5
64,D,80,U,1,10
68,D,1,F,1,22
68,D,2,F,1,65
68,D,3,F,1,98
68,D,4,F,1,87
68,D,5,F,1,43
68,D,6,F,1,10
68,D,7,F,1,55
68,D,8,F,1,8
68,D,9,F,1,27
68,D,10,F,1,45
68,D,11,F,1,9
68,D,12,F,1,67
68,D,13,F,1,66
68,D,14,F,1,13
68,D,15,F,1,9
68,D,16,F,1,62
68,D,17,F,1,0
68,D,18,F,1,43
68,D,19,F,1,9
68,D,20,F,1,7
68,D,21,B,1,57
68,D,22,B,1,11
68,D,23,B,1,88
68,D,24,B,1,96
68,D,25,B,1,99
68,D,26,B,1,76
68,D,27,B,1,34
68,D,28,B,1,98
68,D,29,B,1,28
68,D,30,B,1,95
68,D,31,B,1,54
68,D,32,B,1,86
68,D,33,B,1,56
68,D,34,B,1,7
68,D,35,B,1,9
68,D,36,B,1,75
68,D,37,B,1,3
68,D,38,B,1,19
68,D,39,B,1,6
68,D,40,B,1,36
68,D,41,S,1,76
68,D,42,S,1,78
68,D,43,S,1,54
68,D,44,S,1,64
68,D,45,S,1,7
68,D,46,S,1,34
68,D,47,S,1,65
68,D,48,S,1,46
68,D,49,S,1,47
68,D,50,S,1,32
68,D,51,S,1,75
68,D,52,S,1,100
68,D,53,S,1,2
68,D,54,S,1,30
68,D,55,S,1,4
68,D,56,S,1,87
68,D,57,S,1,90
68,D,58,S,1,67
68,D,59,S,1,89
68,D,60,S,1,19
68,D,61,U,1,56
68,D,62,U,1,77
68,D,63,U,1,16
68,D,64,U,1,35
68,D,65,U,1,6
68,D,66,U,1,5
68,D,67,U,1,33
68,D,68,U,1,77
68,D,69,U,1,100
68,D,70,U,1,83
68,D,71,U,1,40
68,D,72,U,1,57
68,D,73,U,1,67
68,D,74,U,1,18
68,D,75,U,1,25
68,D,76,U,1,43
68,D,77,U,1,65
68,D,78,U,1,23
68,D,79,U,1,55
68,D,80,U,1,100
36,D,1,F,2,56
36,D,2,F,2,56
36,D,3,F,2,66
36,D,4,F,2,34
36,D,5,F,2,89
36,D,6,F,2,56
36,D,7,F,2,88
36,D,8,F,2,100
36,D,9,F,2,22
36,D,10,F,2,67
36,D,11,F,2,76
36,D,12,F,2,67
36,D,13,F,2,77
36,D,14,F,2,34
36,D,15,F,2,33
36,D,16,F,2,56
36,D,17,F,2,56
36,D,18,F,2,34
36,D,19,F,2,54
36,D,20,F,2,99
36,D,21,B,2,80
36,D,22,B,2,67
36,D,23,B,2,99
36,D,24,B,2,76
36,D,25,B,2,88
36,D,26,B,2,56
36,D,27,B,2,77
36,D,28,B,2,66
36,D,29,B,2,55
36,D,30,B,2,56
36,D,31,B,2,56
36,D,32,B,2,45
36,D,33,B,2,99
36,D,34,B,2,67
36,D,35,B,2,23
36,D,36,B,2,78
36,D,37,B,2,89
36,D,38,B,2,67
36,D,39,B,2,34
36,D,40,B,2,45
36,D,41,S,2,45
36,D,42,S,2,45
36,D,43,S,2,67
36,D,44,S,2,67
36,D,45,S,2,78
36,D,46,S,2,34
36,D,47,S,2,87
36,D,48,S,2,45
36,D,49,S,2,100
36,D,50,S,2,77
36,D,51,S,2,100
36,D,52,S,2,46
36,D,53,S,2,76
36,D,54,S,2,56
36,D,55,S,2,99
36,D,56,S,2,76
36,D,57,S,2,34
36,D,58,S,2,67
36,D,59,S,2,45
36,D,60,S,2,56
36,D,61,U,2,43
36,D,62,U,2,12
36,D,63,U,2,34
36,D,64,U,2,34
36,D,65,U,2,23
36,D,66,U,2,67
36,D,67,U,2,12
36,D,68,U,2,23
36,D,69,U,2,34
36,D,70,U,2,45
36,D,71,U,2,33
36,D,72,U,2,73
36,D,73,U,2,45
36,D,74,U,2,34
36,D,75,U,2,34
36,D,76,U,2,34
36,D,77,U,2,56
36,D,78,U,2,45
36,D,79,U,2,45
36,D,80,U,2,11
40,D,1,F,2,40
40,D,2,F,2,30
40,D,3,F,2,70
40,D,4,F,2,50
40,D,5,F,2,100
40,D,6,F,2,
40,D,7,F,2,2
40,D,8,F,2,40
40,D,9,F,2,100
40,D,10,F,2,10
40,D,11,F,2,20
40,D,12,F,2,60
40,D,13,F,2,100
40,D,14,F,2,40
40,D,15,F,2,30
40,D,16,F,2,40
40,D,17,F,2,90
40,D,18,F,2,50
40,D,19,F,2,100
40,D,20,F,2,60
40,D,21,B,2,19
40,D,22,B,2,10
40,D,23,B,2,80
40,D,24,B,2,40
40,D,25,B,2,12
40,D,26,B,2,70
40,D,27,B,2,80
40,D,28,B,2,60
40,D,29,B,2,9
40,D,30,B,2,100
40,D,31,B,2,60
40,D,32,B,2,20
40,D,33,B,2,60
40,D,34,B,2,100
40,D,35,B,2,50
40,D,36,B,2,100
40,D,37,B,2,
40,D,38,B,2,30
40,D,39,B,2,90
40,D,40,B,2,40
40,D,41,S,2,100
40,D,42,S,2,100
40,D,43,S,2,100
40,D,44,S,2,100
40,D,45,S,2,100
40,D,46,S,2,20
40,D,47,S,2,10
40,D,48,S,2,100
40,D,49,S,2,50
40,D,50,S,2,100
40,D,51,S,2,100
40,D,52,S,2,100
40,D,53,S,2,40
40,D,54,S,2,40
40,D,55,S,2,23
40,D,56,S,2,60
40,D,57,S,2,60
40,D,58,S,2,80
40,D,59,S,2,100
40,D,60,S,2,0
40,D,61,U,2,0
40,D,62,U,2,
40,D,63,U,2,0
40,D,64,U,2,0
40,D,65,U,2,0
40,D,66,U,2,0
40,D,67,U,2,0
40,D,68,U,2,0
40,D,69,U,2,20
40,D,70,U,2,
40,D,71,U,2,0
40,D,72,U,2,1
40,D,73,U,2,0
40,D,74,U,2,0
40,D,75,U,2,
40,D,76,U,2,10
40,D,77,U,2,0
40,D,78,U,2,10
40,D,79,U,2,10
40,D,80,U,2,
44,D,1,F,2,43
44,D,2,F,2,67
44,D,3,F,2,78
44,D,4,F,2,78
44,D,5,F,2,34
44,D,6,F,2,23
44,D,7,F,2,3
44,D,8,F,2,78
44,D,9,F,2,98
44,D,10,F,2,23
44,D,11,F,2,4
44,D,12,F,2,34
44,D,13,F,2,67
44,D,14,F,2,23
44,D,15,F,2,53
44,D,16,F,2,23
44,D,17,F,2,45
44,D,18,F,2,34
44,D,19,F,2,45
44,D,20,F,2,89
44,D,21,B,2,1
44,D,22,B,2,24
44,D,23,B,2,67
44,D,24,B,2,67
44,D,25,B,2,34
44,D,26,B,2,56
44,D,27,B,2,42
44,D,28,B,2,21
44,D,29,B,2,53
44,D,30,B,2,56
44,D,31,B,2,56
44,D,32,B,2,34
44,D,33,B,2,35
44,D,34,B,2,21
44,D,35,B,2,56
44,D,36,B,2,67
44,D,37,B,2,78
44,D,38,B,2,54
44,D,39,B,2,89
44,D,40,B,2,65
44,D,41,S,2,89
44,D,42,S,2,45
44,D,43,S,2,46
44,D,44,S,2,56
44,D,45,S,2,76
44,D,46,S,2,34
44,D,47,S,2,98
44,D,48,S,2,87
44,D,49,S,2,89
44,D,50,S,2,78
44,D,51,S,2,78
44,D,52,S,2,26
44,D,53,S,2,45
44,D,54,S,2,34
44,D,55,S,2,43
44,D,56,S,2,64
44,D,57,S,2,34
44,D,58,S,2,56
44,D,59,S,2,32
44,D,60,S,2,78
44,D,61,U,2,34
44,D,62,U,2,32
44,D,63,U,2,42
44,D,64,U,2,21
44,D,65,U,2,67
44,D,66,U,2,45
44,D,67,U,2,23
44,D,68,U,2,43
44,D,69,U,2,0
44,D,70,U,2,34
44,D,71,U,2,67
44,D,72,U,2,56
44,D,73,U,2,56
44,D,74,U,2,32
44,D,75,U,2,23
44,D,76,U,2,3
44,D,77,U,2,2
44,D,78,U,2,47
44,D,79,U,2,60
44,D,80,U,2,45
48,D,1,F,2,60
48,D,2,F,2,20
48,D,3,F,2,20
48,D,4,F,2,20
48,D,5,F,2,30
48,D,6,F,2,100
48,D,7,F,2,0
48,D,8,F,2,50
48,D,9,F,2,50
48,D,10,F,2,50
48,D,11,F,2,10
48,D,12,F,2,60
48,D,13,F,2,50
48,D,14,F,2,100
48,D,15,F,2,0
48,D,16,F,2,50
48,D,17,F,2,80
48,D,18,F,2,20
48,D,19,F,2,60
48,D,20,F,2,20
48,D,21,B,2,30
48,D,22,B,2,40
48,D,23,B,2,70
48,D,24,B,2,20
48,D,25,B,2,3
48,D,26,B,2,30
48,D,27,B,2,50
48,D,28,B,2,60
48,D,29,B,2,50
48,D,30,B,2,60
48,D,31,B,2,20
48,D,32,B,2,0
48,D,33,B,2,50
48,D,34,B,2,50
48,D,35,B,2,10
48,D,36,B,2,20
48,D,37,B,2,60
48,D,38,B,2,70
48,D,39,B,2,20
48,D,40,B,2,20
48,D,41,S,2,40
48,D,42,S,2,30
48,D,43,S,2,30
48,D,44,S,2,30
48,D,45,S,2,50
48,D,46,S,2,50
48,D,47,S,2,60
48,D,48,S,2,50
48,D,49,S,2,60
48,D,50,S,2,50
48,D,51,S,2,70
48,D,52,S,2,60
48,D,53,S,2,60
48,D,54,S,2,60
48,D,55,S,2,5
48,D,56,S,2,50
48,D,57,S,2,70
48,D,58,S,2,70
48,D,59,S,2,50
48,D,60,S,2,70
48,D,61,U,2,10
48,D,62,U,2,0
48,D,63,U,2,0
48,D,64,U,2,20
48,D,65,U,2,10
48,D,66,U,2,0
48,D,67,U,2,20
48,D,68,U,2,10
48,D,69,U,2,40
48,D,70,U,2,30
48,D,71,U,2,0
48,D,72,U,2,50
48,D,73,U,2,1
48,D,74,U,2,10
48,D,75,U,2,20
48,D,76,U,2,0
48,D,77,U,2,30
48,D,78,U,2,20
48,D,79,U,2,30
48,D,80,U,2,50
52,D,1,F,2,30
52,D,2,F,2,80
52,D,3,F,2,50
52,D,4,F,2,10
52,D,5,F,2,40
52,D,6,F,2,50
52,D,7,F,2,20
52,D,8,F,2,60
52,D,9,F,2,50
52,D,10,F,2,10
52,D,11,F,2,0
52,D,12,F,2,50
52,D,13,F,2,90
52,D,14,F,2,10
52,D,15,F,2,0
52,D,16,F,2,90
52,D,17,F,2,20
52,D,18,F,2,30
52,D,19,F,2,90
52,D,20,F,2,30
52,D,21,B,2,20
52,D,22,B,2,40
52,D,23,B,2,10
52,D,24,B,2,50
52,D,25,B,2,40
52,D,26,B,2,10
52,D,27,B,2,60
52,D,28,B,2,70
52,D,29,B,2,100
52,D,30,B,2,0
52,D,31,B,2,50
52,D,32,B,2,0
52,D,33,B,2,60
52,D,34,B,2,40
52,D,35,B,2,70
52,D,36,B,2,20
52,D,37,B,2,60
52,D,38,B,2,10
52,D,39,B,2,100
52,D,40,B,2,30
52,D,41,S,2,90
52,D,42,S,2,40
52,D,43,S,2,10
52,D,44,S,2,60
52,D,45,S,2,90
52,D,46,S,2,40
52,D,47,S,2,30
52,D,48,S,2,80
52,D,49,S,2,90
52,D,50,S,2,30
52,D,51,S,2,90
52,D,52,S,2,40
52,D,53,S,2,90
52,D,54,S,2,30
52,D,55,S,2,40
52,D,56,S,2,90
52,D,57,S,2,60
52,D,58,S,2,90
52,D,59,S,2,80
52,D,60,S,2,100
52,D,61,U,2,0
52,D,62,U,2,10
52,D,63,U,2,56
52,D,64,U,2,0
52,D,65,U,2,0
52,D,66,U,2,5
52,D,67,U,2,0
52,D,68,U,2,10
52,D,69,U,2,0
52,D,70,U,2,10
52,D,71,U,2,20
52,D,72,U,2,0
52,D,73,U,2,10
52,D,74,U,2,10
52,D,75,U,2,84
52,D,76,U,2,5
52,D,77,U,2,0
52,D,78,U,2,0
52,D,79,U,2,10
52,D,80,U,2,0
56,D,1,F,2,90
56,D,2,F,2,90
56,D,3,F,2,90
56,D,4,F,2,90
56,D,5,F,2,90
56,D,6,F,2,90
56,D,7,F,2,90
56,D,8,F,2,100
56,D,9,F,2,95
56,D,10,F,2,90
56,D,11,F,2,10
56,D,12,F,2,90
56,D,13,F,2,100
56,D,14,F,2,90
56,D,15,F,2,90
56,D,16,F,2,90
56,D,17,F,2,100
56,D,18,F,2,90
56,D,19,F,2,95
56,D,20,F,2,90
56,D,21,B,2,90
56,D,22,B,2,100
56,D,23,B,2,90
56,D,24,B,2,100
56,D,25,B,2,100
56,D,26,B,2,10
56,D,27,B,2,90
56,D,28,B,2,100
56,D,29,B,2,100
56,D,30,B,2,80
56,D,31,B,2,90
56,D,32,B,2,90
56,D,33,B,2,100
56,D,34,B,2,90
56,D,35,B,2,90
56,D,36,B,2,90
56,D,37,B,2,100
56,D,38,B,2,90
56,D,39,B,2,100
56,D,40,B,2,94
56,D,41,S,2,100
56,D,42,S,2,90
56,D,43,S,2,80
56,D,44,S,2,80
