"","Subject","Condition","ListNum","Recall"
"3596",64,"D","q35.1",0
"3597",68,"D","q35.1",0
"3622",36,"D","q36.1",0
"3623",40,"D","q36.1",0
"3624",44,"D","q36.1",1
"3625",48,"D","q36.1",0
"3626",52,"D","q36.1",0
"3627",56,"D","q36.1",0
"3628",60,"D","q36.1",0
"3629",64,"D","q36.1",0
"3630",68,"D","q36.1",0
"3655",36,"D","q37.1",0
"3656",40,"D","q37.1",0
"3657",44,"D","q37.1",1
"3658",48,"D","q37.1",1
"3659",52,"D","q37.1",0
"3660",56,"D","q37.1",1
"3661",60,"D","q37.1",1
"3662",64,"D","q37.1",0
"3663",68,"D","q37.1",0
"3688",36,"D","q38.1",0
"3689",40,"D","q38.1",0
"3690",44,"D","q38.1",0
"3691",48,"D","q38.1",0
"3692",52,"D","q38.1",0
"3693",56,"D","q38.1",1
"3694",60,"D","q38.1",1
"3695",64,"D","q38.1",0
"3696",68,"D","q38.1",0
"3721",36,"D","q39.1",0
"3722",40,"D","q39.1",0
"3723",44,"D","q39.1",0
"3724",48,"D","q39.1",1
"3725",52,"D","q39.1",0
"3726",56,"D","q39.1",1
"3727",60,"D","q39.1",1
"3728",64,"D","q39.1",0
"3729",68,"D","q39.1",0
"3754",36,"D","q4.1",0
"3755",40,"D","q4.1",0
"3756",44,"D","q4.1",1
"3757",48,"D","q4.1",0
"3758",52,"D","q4.1",0
"3759",56,"D","q4.1",0
"3760",60,"D","q4.1",1
"3761",64,"D","q4.1",0
"3762",68,"D","q4.1",0
"3787",36,"D","q40.1",0
"3788",40,"D","q40.1",0
"3789",44,"D","q40.1",1
"3790",48,"D","q40.1",0
"3791",52,"D","q40.1",0
"3792",56,"D","q40.1",1
"3793",60,"D","q40.1",0
"3794",64,"D","q40.1",0
"3795",68,"D","q40.1",0
"3820",36,"D","q41.1",1
"3821",40,"D","q41.1",0
"3822",44,"D","q41.1",1
"3823",48,"D","q41.1",1
"3824",52,"D","q41.1",1
"3825",56,"D","q41.1",1
"3826",60,"D","q41.1",1
"3827",64,"D","q41.1",1
"3828",68,"D","q41.1",0
"3853",36,"D","q42.1",0
"3854",40,"D","q42.1",0
"3855",44,"D","q42.1",0
"3856",48,"D","q42.1",0
"3857",52,"D","q42.1",0
"3858",56,"D","q42.1",0
"3859",60,"D","q42.1",0
"3860",64,"D","q42.1",0
"3861",68,"D","q42.1",0
"3886",36,"D","q43.1",0
"3887",40,"D","q43.1",0
"3888",44,"D","q43.1",0
"3889",48,"D","q43.1",0
"3890",52,"D","q43.1",0
"3891",56,"D","q43.1",0
"3892",60,"D","q43.1",0
"3893",64,"D","q43.1",1
"3894",68,"D","q43.1",0
"3919",36,"D","q44.1",1
"3920",40,"D","q44.1",0
"3921",44,"D","q44.1",0
"3922",48,"D","q44.1",0
"3923",52,"D","q44.1",0
"3924",56,"D","q44.1",1
"3925",60,"D","q44.1",0
"3926",64,"D","q44.1",0
"3927",68,"D","q44.1",0
"3952",36,"D","q45.1",1
"3953",40,"D","q45.1",0
"3954",44,"D","q45.1",1
"3955",48,"D","q45.1",0
"3956",52,"D","q45.1",0
"3957",56,"D","q45.1",1
"3958",60,"D","q45.1",1
"3959",64,"D","q45.1",0
"3960",68,"D","q45.1",0
"3985",36,"D","q46.1",0
"3986",40,"D","q46.1",1
"3987",44,"D","q46.1",0
"3988",48,"D","q46.1",0
"3989",52,"D","q46.1",0
"3990",56,"D","q46.1",1
"3991",60,"D","q46.1",0
"3992",64,"D","q46.1",0
"3993",68,"D","q46.1",0
"4018",36,"D","q47.1",1
"4019",40,"D","q47.1",0
"4020",44,"D","q47.1",1
"4021",48,"D","q47.1",0
"4022",52,"D","q47.1",0
"4023",56,"D","q47.1",1
"4024",60,"D","q47.1",1
"4025",64,"D","q47.1",0
"4026",68,"D","q47.1",0
"4051",36,"D","q48.1",1
"4052",40,"D","q48.1",1
"4053",44,"D","q48.1",1
"4054",48,"D","q48.1",1
"4055",52,"D","q48.1",1
"4056",56,"D","q48.1",1
"4057",60,"D","q48.1",1
"4058",64,"D","q48.1",1
"4059",68,"D","q48.1",0
"4084",36,"D","q49.1",0
"4085",40,"D","q49.1",0
"4086",44,"D","q49.1",0
"4087",48,"D","q49.1",1
"4088",52,"D","q49.1",0
"4089",56,"D","q49.1",1
"4090",60,"D","q49.1",1
"4091",64,"D","q49.1",0
"4092",68,"D","q49.1",1
"4117",36,"D","q5.1",0
"4118",40,"D","q5.1",0
"4119",44,"D","q5.1",1
"4120",48,"D","q5.1",0
"4121",52,"D","q5.1",0
"4122",56,"D","q5.1",1
"4123",60,"D","q5.1",1
"4124",64,"D","q5.1",1
"4125",68,"D","q5.1",0
"4150",36,"D","q50.1",1
"4151",40,"D","q50.1",1
"4152",44,"D","q50.1",0
"4153",48,"D","q50.1",0
"4154",52,"D","q50.1",1
"4155",56,"D","q50.1",1
"4156",60,"D","q50.1",1
"4157",64,"D","q50.1",0
"4158",68,"D","q50.1",0
"4183",36,"D","q51.1",1
"4184",40,"D","q51.1",1
"4185",44,"D","q51.1",1
"4186",48,"D","q51.1",1
"4187",52,"D","q51.1",1
"4188",56,"D","q51.1",1
"4189",60,"D","q51.1",1
"4190",64,"D","q51.1",1
"4191",68,"D","q51.1",0
"4216",36,"D","q52.1",1
"4217",40,"D","q52.1",1
"4218",44,"D","q52.1",1
"4219",48,"D","q52.1",1
"4220",52,"D","q52.1",1
"4221",56,"D","q52.1",1
"4222",60,"D","q52.1",0
"4223",64,"D","q52.1",0
"4224",68,"D","q52.1",0
"4249",36,"D","q53.1",1
"4250",40,"D","q53.1",0
"4251",44,"D","q53.1",1
"4252",48,"D","q53.1",1
"4253",52,"D","q53.1",0
"4254",56,"D","q53.1",1
"4255",60,"D","q53.1",1
"4256",64,"D","q53.1",0
"4257",68,"D","q53.1",0
"4282",36,"D","q54.1",0
"4283",40,"D","q54.1",0
"4284",44,"D","q54.1",0
"4285",48,"D","q54.1",0
"4286",52,"D","q54.1",0
"4287",56,"D","q54.1",1
"4288",60,"D","q54.1",1
"4289",64,"D","q54.1",0
"4290",68,"D","q54.1",1
"4315",36,"D","q55.1",1
"4316",40,"D","q55.1",0
"4317",44,"D","q55.1",1
"4318",48,"D","q55.1",1
"4319",52,"D","q55.1",0
"4320",56,"D","q55.1",1
"4321",60,"D","q55.1",0
"4322",64,"D","q55.1",1
"4323",68,"D","q55.1",0
"4348",36,"D","q56.1",1
"4349",40,"D","q56.1",0
"4350",44,"D","q56.1",1
"4351",48,"D","q56.1",1
"4352",52,"D","q56.1",1
"4353",56,"D","q56.1",1
"4354",60,"D","q56.1",1
"4355",64,"D","q56.1",0
"4356",68,"D","q56.1",1
"4381",36,"D","q57.1",0
"4382",40,"D","q57.1",1
"4383",44,"D","q57.1",1
"4384",48,"D","q57.1",1
"4385",52,"D","q57.1",0
"4386",56,"D","q57.1",1
"4387",60,"D","q57.1",0
"4388",64,"D","q57.1",1
"4389",68,"D","q57.1",0
"4414",36,"D","q58.1",0
"4415",40,"D","q58.1",0
"4416",44,"D","q58.1",0
"4417",48,"D","q58.1",1
"4418",52,"D","q58.1",1
"4419",56,"D","q58.1",1
"4420",60,"D","q58.1",1
"4421",64,"D","q58.1",0
"4422",68,"D","q58.1",0
"4447",36,"D","q59.1",1
"4448",40,"D","q59.1",0
"4449",44,"D","q59.1",0
"4450",48,"D","q59.1",0
"4451",52,"D","q59.1",0
"4452",56,"D","q59.1",1
"4453",60,"D","q59.1",1
"4454",64,"D","q59.1",0
"4455",68,"D","q59.1",0
"4480",36,"D","q6.1",0
"4481",40,"D","q6.1",0
"4482",44,"D","q6.1",0
"4483",48,"D","q6.1",0
"4484",52,"D","q6.1",0
"4485",56,"D","q6.1",0
"4486",60,"D","q6.1",0
"4487",64,"D","q6.1",0
"4488",68,"D","q6.1",0
"4513",36,"D","q60.1",0
"4514",40,"D","q60.1",1
"4515",44,"D","q60.1",0
"4516",48,"D","q60.1",1
"4517",52,"D","q60.1",1
"4518",56,"D","q60.1",1
"4519",60,"D","q60.1",1
"4520",64,"D","q60.1",0
"4521",68,"D","q60.1",0
"4546",36,"D","q61.1",0
"4547",40,"D","q61.1",0
"4548",44,"D","q61.1",0
"4549",48,"D","q61.1",0
"4550",52,"D","q61.1",0
"4551",56,"D","q61.1",0
"4552",60,"D","q61.1",0
"4553",64,"D","q61.1",0
"4554",68,"D","q61.1",0
"4579",36,"D","q62.1",0
"4580",40,"D","q62.1",0
"4581",44,"D","q62.1",0
"4582",48,"D","q62.1",0
"4583",52,"D","q62.1",0
"4584",56,"D","q62.1",0
"4585",60,"D","q62.1",0
"4586",64,"D","q62.1",0
"4587",68,"D","q62.1",0
"4612",36,"D","q63.1",0
"4613",40,"D","q63.1",0
"4614",44,"D","q63.1",0
"4615",48,"D","q63.1",0
"4616",52,"D","q63.1",0
"4617",56,"D","q63.1",0
"4618",60,"D","q63.1",0
"4619",64,"D","q63.1",0
"4620",68,"D","q63.1",0
"4645",36,"D","q64.1",0
"4646",40,"D","q64.1",0
"4647",44,"D","q64.1",0
"4648",48,"D","q64.1",0
"4649",52,"D","q64.1",0
"4650",56,"D","q64.1",1
"4651",60,"D","q64.1",1
"4652",64,"D","q64.1",0
"4653",68,"D","q64.1",0
"4678",36,"D","q65.1",0
"4679",40,"D","q65.1",0
"4680",44,"D","q65.1",0
"4681",48,"D","q65.1",0
"4682",52,"D","q65.1",0
"4683",56,"D","q65.1",0
"4684",60,"D","q65.1",0
"4685",64,"D","q65.1",0
"4686",68,"D","q65.1",0
"4711",36,"D","q66.1",0
"4712",40,"D","q66.1",0
"4713",44,"D","q66.1",0
"4714",48,"D","q66.1",0
"4715",52,"D","q66.1",0
"4716",56,"D","q66.1",0
"4717",60,"D","q66.1",0
"4718",64,"D","q66.1",0
"4719",68,"D","q66.1",0
"4744",36,"D","q67.1",0
"4745",40,"D","q67.1",0
"4746",44,"D","q67.1",0
"4747",48,"D","q67.1",0
"4748",52,"D","q67.1",0
"4749",56,"D","q67.1",0
"4750",60,"D","q67.1",0
"4751",64,"D","q67.1",0
"4752",68,"D","q67.1",0
"4777",36,"D","q68.1",0
"4778",40,"D","q68.1",0
"4779",44,"D","q68.1",0
"4780",48,"D","q68.1",0
"4781",52,"D","q68.1",0
"4782",56,"D","q68.1",0
"4783",60,"D","q68.1",0
"4784",64,"D","q68.1",0
"4785",68,"D","q68.1",0
"4810",36,"D","q69.1",0
"4811",40,"D","q69.1",0
"4812",44,"D","q69.1",0
"4813",48,"D","q69.1",0
"4814",52,"D","q69.1",0
"4815",56,"D","q69.1",0
"4816",60,"D","q69.1",0
"4817",64,"D","q69.1",0
"4818",68,"D","q69.1",0
"4843",36,"D","q7.1",0
"4844",40,"D","q7.1",0
"4845",44,"D","q7.1",1
"4846",48,"D","q7.1",0
"4847",52,"D","q7.1",0
"4848",56,"D","q7.1",1
"4849",60,"D","q7.1",0
"4850",64,"D","q7.1",1
"4851",68,"D","q7.1",0
"4876",36,"D","q70.1",0
"4877",40,"D","q70.1",0
"4878",44,"D","q70.1",0
"4879",48,"D","q70.1",0
"4880",52,"D","q70.1",0
"4881",56,"D","q70.1",0
"4882",60,"D","q70.1",0
"4883",64,"D","q70.1",0
"4884",68,"D","q70.1",0
"4909",36,"D","q71.1",0
"4910",40,"D","q71.1",0
"4911",44,"D","q71.1",0
"4912",48,"D","q71.1",0
"4913",52,"D","q71.1",0
"4914",56,"D","q71.1",0
"4915",60,"D","q71.1",0
"4916",64,"D","q71.1",0
"4917",68,"D","q71.1",0
"4942",36,"D","q72.1",0
"4943",40,"D","q72.1",0
"4944",44,"D","q72.1",0
"4945",48,"D","q72.1",1
"4946",52,"D","q72.1",0
"4947",56,"D","q72.1",0
"4948",60,"D","q72.1",0
"4949",64,"D","q72.1",0
"4950",68,"D","q72.1",0
"4975",36,"D","q73.1",1
"4976",40,"D","q73.1",0
"4977",44,"D","q73.1",0
"4978",48,"D","q73.1",0
"4979",52,"D","q73.1",0
"4980",56,"D","q73.1",0
"4981",60,"D","q73.1",0
"4982",64,"D","q73.1",0
"4983",68,"D","q73.1",0
"5008",36,"D","q74.1",1
"5009",40,"D","q74.1",0
"5010",44,"D","q74.1",1
"5011",48,"D","q74.1",0
"5012",52,"D","q74.1",0
"5013",56,"D","q74.1",1
"5014",60,"D","q74.1",1
"5015",64,"D","q74.1",0
"5016",68,"D","q74.1",0
"5041",36,"D","q75.1",0
"5042",40,"D","q75.1",0
"5043",44,"D","q75.1",0
"5044",48,"D","q75.1",0
"5045",52,"D","q75.1",0
"5046",56,"D","q75.1",0
"5047",60,"D","q75.1",0
"5048",64,"D","q75.1",1
"5049",68,"D","q75.1",0
"5074",36,"D","q76.1",0
"5075",40,"D","q76.1",0
"5076",44,"D","q76.1",0
"5077",48,"D","q76.1",0
"5078",52,"D","q76.1",0
"5079",56,"D","q76.1",0
"5080",60,"D","q76.1",0
"5081",64,"D","q76.1",0
"5082",68,"D","q76.1",0
"5107",36,"D","q77.1",0
"5108",40,"D","q77.1",0
"5109",44,"D","q77.1",0
"5110",48,"D","q77.1",0
"5111",52,"D","q77.1",0
"5112",56,"D","q77.1",0
"5113",60,"D","q77.1",0
"5114",64,"D","q77.1",0
"5115",68,"D","q77.1",0
"5140",36,"D","q78.1",0
"5141",40,"D","q78.1",0
"5142",44,"D","q78.1",0
"5143",48,"D","q78.1",0
"5144",52,"D","q78.1",0
"5145",56,"D","q78.1",0
"5146",60,"D","q78.1",0
"5147",64,"D","q78.1",0
"5148",68,"D","q78.1",0
"5173",36,"D","q79.1",0
"5174",40,"D","q79.1",0
"5175",44,"D","q79.1",0
"5176",48,"D","q79.1",0
"5177",52,"D","q79.1",0
"5178",56,"D","q79.1",0
"5179",60,"D","q79.1",0
"5180",64,"D","q79.1",0
"5181",68,"D","q79.1",0
"5206",36,"D","q8.1",1
"5207",40,"D","q8.1",0
"5208",44,"D","q8.1",1
"5209",48,"D","q8.1",1
"5210",52,"D","q8.1",1
"5211",56,"D","q8.1",1
"5212",60,"D","q8.1",1
"5213",64,"D","q8.1",0
"5214",68,"D","q8.1",0
"5239",36,"D","q80.1",0
"5240",40,"D","q80.1",0
"5241",44,"D","q80.1",0
"5242",48,"D","q80.1",0
"5243",52,"D","q80.1",0
"5244",56,"D","q80.1",1
"5245",60,"D","q80.1",0
"5246",64,"D","q80.1",0
"5247",68,"D","q80.1",0
"5272",36,"D","q9.1",1
"5273",40,"D","q9.1",1
"5274",44,"D","q9.1",1
"5275",48,"D","q9.1",1
"5276",52,"D","q9.1",0
"5277",56,"D","q9.1",1
"5278",60,"D","q9.1",1
"5279",64,"D","q9.1",1
"5280",68,"D","q9.1",0
