"","Subject","Condition","ListNum","Recall"
"3587",67,"C","q35.1",0
"3588",71,"C","q35.1",0
"3613",35,"C","q36.1",0
"3614",39,"C","q36.1",0
"3615",43,"C","q36.1",0
"3616",51,"C","q36.1",0
"3617",55,"C","q36.1",0
"3618",59,"C","q36.1",0
"3619",63,"C","q36.1",1
"3620",67,"C","q36.1",1
"3621",71,"C","q36.1",1
"3646",35,"C","q37.1",0
"3647",39,"C","q37.1",0
"3648",43,"C","q37.1",0
"3649",51,"C","q37.1",0
"3650",55,"C","q37.1",0
"3651",59,"C","q37.1",0
"3652",63,"C","q37.1",1
"3653",67,"C","q37.1",1
"3654",71,"C","q37.1",0
"3679",35,"C","q38.1",1
"3680",39,"C","q38.1",0
"3681",43,"C","q38.1",0
"3682",51,"C","q38.1",0
"3683",55,"C","q38.1",1
"3684",59,"C","q38.1",1
"3685",63,"C","q38.1",1
"3686",67,"C","q38.1",1
"3687",71,"C","q38.1",0
"3712",35,"C","q39.1",0
"3713",39,"C","q39.1",1
"3714",43,"C","q39.1",0
"3715",51,"C","q39.1",0
"3716",55,"C","q39.1",0
"3717",59,"C","q39.1",0
"3718",63,"C","q39.1",1
"3719",67,"C","q39.1",0
"3720",71,"C","q39.1",0
"3745",35,"C","q4.1",0
"3746",39,"C","q4.1",1
"3747",43,"C","q4.1",1
"3748",51,"C","q4.1",1
"3749",55,"C","q4.1",0
"3750",59,"C","q4.1",1
"3751",63,"C","q4.1",1
"3752",67,"C","q4.1",1
"3753",71,"C","q4.1",1
"3778",35,"C","q40.1",1
"3779",39,"C","q40.1",1
"3780",43,"C","q40.1",0
"3781",51,"C","q40.1",1
"3782",55,"C","q40.1",0
"3783",59,"C","q40.1",1
"3784",63,"C","q40.1",0
"3785",67,"C","q40.1",1
"3786",71,"C","q40.1",1
"3811",35,"C","q41.1",1
"3812",39,"C","q41.1",1
"3813",43,"C","q41.1",1
"3814",51,"C","q41.1",1
"3815",55,"C","q41.1",0
"3816",59,"C","q41.1",1
"3817",63,"C","q41.1",1
"3818",67,"C","q41.1",1
"3819",71,"C","q41.1",1
"3844",35,"C","q42.1",0
"3845",39,"C","q42.1",1
"3846",43,"C","q42.1",1
"3847",51,"C","q42.1",1
"3848",55,"C","q42.1",0
"3849",59,"C","q42.1",1
"3850",63,"C","q42.1",1
"3851",67,"C","q42.1",1
"3852",71,"C","q42.1",1
"3877",35,"C","q43.1",0
"3878",39,"C","q43.1",0
"3879",43,"C","q43.1",0
"3880",51,"C","q43.1",0
"3881",55,"C","q43.1",0
"3882",59,"C","q43.1",0
"3883",63,"C","q43.1",1
"3884",67,"C","q43.1",1
"3885",71,"C","q43.1",1
"3910",35,"C","q44.1",1
"3911",39,"C","q44.1",0
"3912",43,"C","q44.1",1
"3913",51,"C","q44.1",0
"3914",55,"C","q44.1",1
"3915",59,"C","q44.1",1
"3916",63,"C","q44.1",1
"3917",67,"C","q44.1",1
"3918",71,"C","q44.1",1
"3943",35,"C","q45.1",1
"3944",39,"C","q45.1",1
"3945",43,"C","q45.1",0
"3946",51,"C","q45.1",1
"3947",55,"C","q45.1",0
"3948",59,"C","q45.1",1
"3949",63,"C","q45.1",1
"3950",67,"C","q45.1",1
"3951",71,"C","q45.1",0
"3976",35,"C","q46.1",0
"3977",39,"C","q46.1",1
"3978",43,"C","q46.1",1
"3979",51,"C","q46.1",1
"3980",55,"C","q46.1",0
"3981",59,"C","q46.1",1
"3982",63,"C","q46.1",1
"3983",67,"C","q46.1",1
"3984",71,"C","q46.1",1
"4009",35,"C","q47.1",1
"4010",39,"C","q47.1",1
"4011",43,"C","q47.1",0
"4012",51,"C","q47.1",0
"4013",55,"C","q47.1",0
"4014",59,"C","q47.1",1
"4015",63,"C","q47.1",1
"4016",67,"C","q47.1",1
"4017",71,"C","q47.1",0
"4042",35,"C","q48.1",1
"4043",39,"C","q48.1",0
"4044",43,"C","q48.1",1
"4045",51,"C","q48.1",0
"4046",55,"C","q48.1",0
"4047",59,"C","q48.1",0
"4048",63,"C","q48.1",1
"4049",67,"C","q48.1",1
"4050",71,"C","q48.1",1
"4075",35,"C","q49.1",1
"4076",39,"C","q49.1",1
"4077",43,"C","q49.1",0
"4078",51,"C","q49.1",1
"4079",55,"C","q49.1",0
"4080",59,"C","q49.1",1
"4081",63,"C","q49.1",1
"4082",67,"C","q49.1",1
"4083",71,"C","q49.1",1
"4108",35,"C","q5.1",0
"4109",39,"C","q5.1",1
"4110",43,"C","q5.1",0
"4111",51,"C","q5.1",1
"4112",55,"C","q5.1",0
"4113",59,"C","q5.1",1
"4114",63,"C","q5.1",1
"4115",67,"C","q5.1",1
"4116",71,"C","q5.1",1
"4141",35,"C","q50.1",1
"4142",39,"C","q50.1",1
"4143",43,"C","q50.1",1
"4144",51,"C","q50.1",1
"4145",55,"C","q50.1",1
"4146",59,"C","q50.1",1
"4147",63,"C","q50.1",1
"4148",67,"C","q50.1",1
"4149",71,"C","q50.1",1
"4174",35,"C","q51.1",0
"4175",39,"C","q51.1",1
"4176",43,"C","q51.1",0
"4177",51,"C","q51.1",1
"4178",55,"C","q51.1",0
"4179",59,"C","q51.1",0
"4180",63,"C","q51.1",1
"4181",67,"C","q51.1",1
"4182",71,"C","q51.1",1
"4207",35,"C","q52.1",0
"4208",39,"C","q52.1",0
"4209",43,"C","q52.1",1
"4210",51,"C","q52.1",1
"4211",55,"C","q52.1",0
"4212",59,"C","q52.1",1
"4213",63,"C","q52.1",1
"4214",67,"C","q52.1",0
"4215",71,"C","q52.1",0
"4240",35,"C","q53.1",1
"4241",39,"C","q53.1",1
"4242",43,"C","q53.1",1
"4243",51,"C","q53.1",1
"4244",55,"C","q53.1",0
"4245",59,"C","q53.1",0
"4246",63,"C","q53.1",1
"4247",67,"C","q53.1",0
"4248",71,"C","q53.1",0
"4273",35,"C","q54.1",0
"4274",39,"C","q54.1",0
"4275",43,"C","q54.1",0
"4276",51,"C","q54.1",0
"4277",55,"C","q54.1",0
"4278",59,"C","q54.1",0
"4279",63,"C","q54.1",0
"4280",67,"C","q54.1",1
"4281",71,"C","q54.1",1
"4306",35,"C","q55.1",1
"4307",39,"C","q55.1",0
"4308",43,"C","q55.1",0
"4309",51,"C","q55.1",1
"4310",55,"C","q55.1",0
"4311",59,"C","q55.1",0
"4312",63,"C","q55.1",1
"4313",67,"C","q55.1",1
"4314",71,"C","q55.1",1
"4339",35,"C","q56.1",1
"4340",39,"C","q56.1",1
"4341",43,"C","q56.1",0
"4342",51,"C","q56.1",1
"4343",55,"C","q56.1",1
"4344",59,"C","q56.1",1
"4345",63,"C","q56.1",1
"4346",67,"C","q56.1",1
"4347",71,"C","q56.1",0
"4372",35,"C","q57.1",0
"4373",39,"C","q57.1",0
"4374",43,"C","q57.1",0
"4375",51,"C","q57.1",0
"4376",55,"C","q57.1",0
"4377",59,"C","q57.1",1
"4378",63,"C","q57.1",1
"4379",67,"C","q57.1",0
"4380",71,"C","q57.1",1
"4405",35,"C","q58.1",0
"4406",39,"C","q58.1",0
"4407",43,"C","q58.1",0
"4408",51,"C","q58.1",0
"4409",55,"C","q58.1",0
"4410",59,"C","q58.1",1
"4411",63,"C","q58.1",1
"4412",67,"C","q58.1",0
"4413",71,"C","q58.1",1
"4438",35,"C","q59.1",0
"4439",39,"C","q59.1",1
"4440",43,"C","q59.1",1
"4441",51,"C","q59.1",1
"4442",55,"C","q59.1",0
"4443",59,"C","q59.1",0
"4444",63,"C","q59.1",1
"4445",67,"C","q59.1",1
"4446",71,"C","q59.1",1
"4471",35,"C","q6.1",0
"4472",39,"C","q6.1",0
"4473",43,"C","q6.1",0
"4474",51,"C","q6.1",1
"4475",55,"C","q6.1",0
"4476",59,"C","q6.1",0
"4477",63,"C","q6.1",0
"4478",67,"C","q6.1",1
"4479",71,"C","q6.1",1
"4504",35,"C","q60.1",0
"4505",39,"C","q60.1",0
"4506",43,"C","q60.1",0
"4507",51,"C","q60.1",1
"4508",55,"C","q60.1",0
"4509",59,"C","q60.1",0
"4510",63,"C","q60.1",0
"4511",67,"C","q60.1",0
"4512",71,"C","q60.1",0
"4537",35,"C","q61.1",0
"4538",39,"C","q61.1",0
"4539",43,"C","q61.1",0
"4540",51,"C","q61.1",0
"4541",55,"C","q61.1",1
"4542",59,"C","q61.1",0
"4543",63,"C","q61.1",0
"4544",67,"C","q61.1",0
"4545",71,"C","q61.1",0
"4570",35,"C","q62.1",0
"4571",39,"C","q62.1",0
"4572",43,"C","q62.1",0
"4573",51,"C","q62.1",0
"4574",55,"C","q62.1",0
"4575",59,"C","q62.1",0
"4576",63,"C","q62.1",0
"4577",67,"C","q62.1",0
"4578",71,"C","q62.1",0
"4603",35,"C","q63.1",0
"4604",39,"C","q63.1",0
"4605",43,"C","q63.1",0
"4606",51,"C","q63.1",0
"4607",55,"C","q63.1",0
"4608",59,"C","q63.1",0
"4609",63,"C","q63.1",0
"4610",67,"C","q63.1",0
"4611",71,"C","q63.1",0
"4636",35,"C","q64.1",0
"4637",39,"C","q64.1",0
"4638",43,"C","q64.1",0
"4639",51,"C","q64.1",0
"4640",55,"C","q64.1",0
"4641",59,"C","q64.1",0
"4642",63,"C","q64.1",0
"4643",67,"C","q64.1",0
"4644",71,"C","q64.1",0
"4669",35,"C","q65.1",0
"4670",39,"C","q65.1",0
"4671",43,"C","q65.1",0
"4672",51,"C","q65.1",0
"4673",55,"C","q65.1",0
"4674",59,"C","q65.1",0
"4675",63,"C","q65.1",0
"4676",67,"C","q65.1",0
"4677",71,"C","q65.1",0
"4702",35,"C","q66.1",0
"4703",39,"C","q66.1",0
"4704",43,"C","q66.1",0
"4705",51,"C","q66.1",0
"4706",55,"C","q66.1",0
"4707",59,"C","q66.1",0
"4708",63,"C","q66.1",0
"4709",67,"C","q66.1",0
"4710",71,"C","q66.1",0
"4735",35,"C","q67.1",1
"4736",39,"C","q67.1",0
"4737",43,"C","q67.1",0
"4738",51,"C","q67.1",0
"4739",55,"C","q67.1",0
"4740",59,"C","q67.1",0
"4741",63,"C","q67.1",0
"4742",67,"C","q67.1",0
"4743",71,"C","q67.1",0
"4768",35,"C","q68.1",0
"4769",39,"C","q68.1",0
"4770",43,"C","q68.1",0
"4771",51,"C","q68.1",1
"4772",55,"C","q68.1",0
"4773",59,"C","q68.1",0
"4774",63,"C","q68.1",0
"4775",67,"C","q68.1",0
"4776",71,"C","q68.1",0
"4801",35,"C","q69.1",0
"4802",39,"C","q69.1",0
"4803",43,"C","q69.1",0
"4804",51,"C","q69.1",0
"4805",55,"C","q69.1",0
"4806",59,"C","q69.1",0
"4807",63,"C","q69.1",0
"4808",67,"C","q69.1",0
"4809",71,"C","q69.1",0
"4834",35,"C","q7.1",1
"4835",39,"C","q7.1",0
"4836",43,"C","q7.1",0
"4837",51,"C","q7.1",1
"4838",55,"C","q7.1",0
"4839",59,"C","q7.1",0
"4840",63,"C","q7.1",0
"4841",67,"C","q7.1",0
"4842",71,"C","q7.1",0
"4867",35,"C","q70.1",0
"4868",39,"C","q70.1",0
"4869",43,"C","q70.1",0
"4870",51,"C","q70.1",0
"4871",55,"C","q70.1",0
"4872",59,"C","q70.1",0
"4873",63,"C","q70.1",0
"4874",67,"C","q70.1",0
"4875",71,"C","q70.1",0
"4900",35,"C","q71.1",0
"4901",39,"C","q71.1",0
"4902",43,"C","q71.1",0
"4903",51,"C","q71.1",0
"4904",55,"C","q71.1",0
"4905",59,"C","q71.1",0
"4906",63,"C","q71.1",0
"4907",67,"C","q71.1",0
"4908",71,"C","q71.1",0
"4933",35,"C","q72.1",1
"4934",39,"C","q72.1",1
"4935",43,"C","q72.1",1
"4936",51,"C","q72.1",1
"4937",55,"C","q72.1",1
"4938",59,"C","q72.1",0
"4939",63,"C","q72.1",1
"4940",67,"C","q72.1",0
"4941",71,"C","q72.1",0
"4966",35,"C","q73.1",0
"4967",39,"C","q73.1",0
"4968",43,"C","q73.1",0
"4969",51,"C","q73.1",0
"4970",55,"C","q73.1",0
"4971",59,"C","q73.1",0
"4972",63,"C","q73.1",0
"4973",67,"C","q73.1",0
"4974",71,"C","q73.1",0
"4999",35,"C","q74.1",0
"5000",39,"C","q74.1",0
"5001",43,"C","q74.1",0
"5002",51,"C","q74.1",0
"5003",55,"C","q74.1",0
"5004",59,"C","q74.1",0
"5005",63,"C","q74.1",0
"5006",67,"C","q74.1",0
"5007",71,"C","q74.1",0
"5032",35,"C","q75.1",0
"5033",39,"C","q75.1",0
"5034",43,"C","q75.1",0
"5035",51,"C","q75.1",0
"5036",55,"C","q75.1",0
"5037",59,"C","q75.1",0
"5038",63,"C","q75.1",0
"5039",67,"C","q75.1",0
"5040",71,"C","q75.1",0
"5065",35,"C","q76.1",0
"5066",39,"C","q76.1",0
"5067",43,"C","q76.1",0
"5068",51,"C","q76.1",0
"5069",55,"C","q76.1",0
"5070",59,"C","q76.1",0
"5071",63,"C","q76.1",0
"5072",67,"C","q76.1",0
"5073",71,"C","q76.1",0
"5098",35,"C","q77.1",0
"5099",39,"C","q77.1",0
"5100",43,"C","q77.1",0
"5101",51,"C","q77.1",0
"5102",55,"C","q77.1",0
"5103",59,"C","q77.1",0
"5104",63,"C","q77.1",0
"5105",67,"C","q77.1",0
"5106",71,"C","q77.1",0
"5131",35,"C","q78.1",0
"5132",39,"C","q78.1",1
"5133",43,"C","q78.1",0
"5134",51,"C","q78.1",1
"5135",55,"C","q78.1",0
"5136",59,"C","q78.1",0
"5137",63,"C","q78.1",0
"5138",67,"C","q78.1",1
"5139",71,"C","q78.1",1
"5164",35,"C","q79.1",0
"5165",39,"C","q79.1",0
"5166",43,"C","q79.1",0
"5167",51,"C","q79.1",1
"5168",55,"C","q79.1",0
"5169",59,"C","q79.1",0
"5170",63,"C","q79.1",0
"5171",67,"C","q79.1",0
"5172",71,"C","q79.1",0
"5197",35,"C","q8.1",0
"5198",39,"C","q8.1",0
"5199",43,"C","q8.1",0
"5200",51,"C","q8.1",1
"5201",55,"C","q8.1",1
"5202",59,"C","q8.1",1
"5203",63,"C","q8.1",1
"5204",67,"C","q8.1",0
"5205",71,"C","q8.1",1
"5230",35,"C","q80.1",0
"5231",39,"C","q80.1",0
"5232",43,"C","q80.1",0
"5233",51,"C","q80.1",0
"5234",55,"C","q80.1",0
"5235",59,"C","q80.1",0
"5236",63,"C","q80.1",0
"5237",67,"C","q80.1",0
"5238",71,"C","q80.1",0
"5263",35,"C","q9.1",1
"5264",39,"C","q9.1",1
"5265",43,"C","q9.1",1
"5266",51,"C","q9.1",1
"5267",55,"C","q9.1",1
"5268",59,"C","q9.1",1
"5269",63,"C","q9.1",1
"5270",67,"C","q9.1",1
"5271",71,"C","q9.1",1
