"","Subject","Condition","ListNum","Recall"
"3975",70,"B","q46.1",0
"4001",38,"B","q47.1",0
"4002",46,"B","q47.1",1
"4003",50,"B","q47.1",0
"4004",54,"B","q47.1",1
"4005",58,"B","q47.1",1
"4006",62,"B","q47.1",1
"4007",66,"B","q47.1",1
"4008",70,"B","q47.1",0
"4034",38,"B","q48.1",1
"4035",46,"B","q48.1",1
"4036",50,"B","q48.1",1
"4037",54,"B","q48.1",1
"4038",58,"B","q48.1",1
"4039",62,"B","q48.1",1
"4040",66,"B","q48.1",1
"4041",70,"B","q48.1",1
"4067",38,"B","q49.1",0
"4068",46,"B","q49.1",1
"4069",50,"B","q49.1",1
"4070",54,"B","q49.1",1
"4071",58,"B","q49.1",1
"4072",62,"B","q49.1",1
"4073",66,"B","q49.1",1
"4074",70,"B","q49.1",1
"4100",38,"B","q5.1",0
"4101",46,"B","q5.1",1
"4102",50,"B","q5.1",0
"4103",54,"B","q5.1",0
"4104",58,"B","q5.1",1
"4105",62,"B","q5.1",0
"4106",66,"B","q5.1",1
"4107",70,"B","q5.1",0
"4133",38,"B","q50.1",0
"4134",46,"B","q50.1",1
"4135",50,"B","q50.1",1
"4136",54,"B","q50.1",0
"4137",58,"B","q50.1",1
"4138",62,"B","q50.1",0
"4139",66,"B","q50.1",0
"4140",70,"B","q50.1",1
"4166",38,"B","q51.1",0
"4167",46,"B","q51.1",1
"4168",50,"B","q51.1",0
"4169",54,"B","q51.1",0
"4170",58,"B","q51.1",1
"4171",62,"B","q51.1",1
"4172",66,"B","q51.1",1
"4173",70,"B","q51.1",0
"4199",38,"B","q52.1",0
"4200",46,"B","q52.1",1
"4201",50,"B","q52.1",1
"4202",54,"B","q52.1",0
"4203",58,"B","q52.1",1
"4204",62,"B","q52.1",1
"4205",66,"B","q52.1",1
"4206",70,"B","q52.1",1
"4232",38,"B","q53.1",1
"4233",46,"B","q53.1",1
"4234",50,"B","q53.1",0
"4235",54,"B","q53.1",1
"4236",58,"B","q53.1",1
"4237",62,"B","q53.1",1
"4238",66,"B","q53.1",1
"4239",70,"B","q53.1",1
"4265",38,"B","q54.1",0
"4266",46,"B","q54.1",1
"4267",50,"B","q54.1",1
"4268",54,"B","q54.1",0
"4269",58,"B","q54.1",0
"4270",62,"B","q54.1",0
"4271",66,"B","q54.1",1
"4272",70,"B","q54.1",1
"4298",38,"B","q55.1",0
"4299",46,"B","q55.1",0
"4300",50,"B","q55.1",1
"4301",54,"B","q55.1",1
"4302",58,"B","q55.1",1
"4303",62,"B","q55.1",1
"4304",66,"B","q55.1",1
"4305",70,"B","q55.1",0
"4331",38,"B","q56.1",1
"4332",46,"B","q56.1",0
"4333",50,"B","q56.1",0
"4334",54,"B","q56.1",0
"4335",58,"B","q56.1",1
"4336",62,"B","q56.1",1
"4337",66,"B","q56.1",0
"4338",70,"B","q56.1",0
"4364",38,"B","q57.1",1
"4365",46,"B","q57.1",1
"4366",50,"B","q57.1",1
"4367",54,"B","q57.1",1
"4368",58,"B","q57.1",1
"4369",62,"B","q57.1",1
"4370",66,"B","q57.1",1
"4371",70,"B","q57.1",1
"4397",38,"B","q58.1",1
"4398",46,"B","q58.1",1
"4399",50,"B","q58.1",1
"4400",54,"B","q58.1",1
"4401",58,"B","q58.1",1
"4402",62,"B","q58.1",1
"4403",66,"B","q58.1",1
"4404",70,"B","q58.1",1
"4430",38,"B","q59.1",1
"4431",46,"B","q59.1",1
"4432",50,"B","q59.1",1
"4433",54,"B","q59.1",0
"4434",58,"B","q59.1",1
"4435",62,"B","q59.1",1
"4436",66,"B","q59.1",1
"4437",70,"B","q59.1",1
"4463",38,"B","q6.1",0
"4464",46,"B","q6.1",1
"4465",50,"B","q6.1",0
"4466",54,"B","q6.1",1
"4467",58,"B","q6.1",1
"4468",62,"B","q6.1",1
"4469",66,"B","q6.1",0
"4470",70,"B","q6.1",0
"4496",38,"B","q60.1",1
"4497",46,"B","q60.1",1
"4498",50,"B","q60.1",1
"4499",54,"B","q60.1",1
"4500",58,"B","q60.1",1
"4501",62,"B","q60.1",1
"4502",66,"B","q60.1",1
"4503",70,"B","q60.1",0
"4529",38,"B","q61.1",0
"4530",46,"B","q61.1",0
"4531",50,"B","q61.1",0
"4532",54,"B","q61.1",0
"4533",58,"B","q61.1",0
"4534",62,"B","q61.1",0
"4535",66,"B","q61.1",0
"4536",70,"B","q61.1",0
"4562",38,"B","q62.1",0
"4563",46,"B","q62.1",0
"4564",50,"B","q62.1",0
"4565",54,"B","q62.1",0
"4566",58,"B","q62.1",0
"4567",62,"B","q62.1",0
"4568",66,"B","q62.1",0
"4569",70,"B","q62.1",0
"4595",38,"B","q63.1",0
"4596",46,"B","q63.1",1
"4597",50,"B","q63.1",0
"4598",54,"B","q63.1",0
"4599",58,"B","q63.1",0
"4600",62,"B","q63.1",0
"4601",66,"B","q63.1",0
"4602",70,"B","q63.1",1
"4628",38,"B","q64.1",0
"4629",46,"B","q64.1",0
"4630",50,"B","q64.1",0
"4631",54,"B","q64.1",0
"4632",58,"B","q64.1",1
"4633",62,"B","q64.1",0
"4634",66,"B","q64.1",1
"4635",70,"B","q64.1",1
"4661",38,"B","q65.1",0
"4662",46,"B","q65.1",1
"4663",50,"B","q65.1",0
"4664",54,"B","q65.1",0
"4665",58,"B","q65.1",0
"4666",62,"B","q65.1",0
"4667",66,"B","q65.1",0
"4668",70,"B","q65.1",0
"4694",38,"B","q66.1",0
"4695",46,"B","q66.1",0
"4696",50,"B","q66.1",0
"4697",54,"B","q66.1",0
"4698",58,"B","q66.1",0
"4699",62,"B","q66.1",0
"4700",66,"B","q66.1",0
"4701",70,"B","q66.1",0
"4727",38,"B","q67.1",0
"4728",46,"B","q67.1",1
"4729",50,"B","q67.1",1
"4730",54,"B","q67.1",0
"4731",58,"B","q67.1",1
"4732",62,"B","q67.1",1
"4733",66,"B","q67.1",0
"4734",70,"B","q67.1",0
"4760",38,"B","q68.1",0
"4761",46,"B","q68.1",0
"4762",50,"B","q68.1",0
"4763",54,"B","q68.1",0
"4764",58,"B","q68.1",0
"4765",62,"B","q68.1",0
"4766",66,"B","q68.1",0
"4767",70,"B","q68.1",0
"4793",38,"B","q69.1",0
"4794",46,"B","q69.1",0
"4795",50,"B","q69.1",0
"4796",54,"B","q69.1",0
"4797",58,"B","q69.1",0
"4798",62,"B","q69.1",0
"4799",66,"B","q69.1",0
"4800",70,"B","q69.1",0
"4826",38,"B","q7.1",0
"4827",46,"B","q7.1",0
"4828",50,"B","q7.1",1
"4829",54,"B","q7.1",0
"4830",58,"B","q7.1",1
"4831",62,"B","q7.1",1
"4832",66,"B","q7.1",0
"4833",70,"B","q7.1",1
"4859",38,"B","q70.1",0
"4860",46,"B","q70.1",1
"4861",50,"B","q70.1",0
"4862",54,"B","q70.1",0
"4863",58,"B","q70.1",0
"4864",62,"B","q70.1",0
"4865",66,"B","q70.1",0
"4866",70,"B","q70.1",1
"4892",38,"B","q71.1",1
"4893",46,"B","q71.1",1
"4894",50,"B","q71.1",0
"4895",54,"B","q71.1",0
"4896",58,"B","q71.1",0
"4897",62,"B","q71.1",0
"4898",66,"B","q71.1",0
"4899",70,"B","q71.1",1
"4925",38,"B","q72.1",0
"4926",46,"B","q72.1",1
"4927",50,"B","q72.1",1
"4928",54,"B","q72.1",0
"4929",58,"B","q72.1",0
"4930",62,"B","q72.1",1
"4931",66,"B","q72.1",1
"4932",70,"B","q72.1",0
"4958",38,"B","q73.1",0
"4959",46,"B","q73.1",0
"4960",50,"B","q73.1",0
"4961",54,"B","q73.1",0
"4962",58,"B","q73.1",0
"4963",62,"B","q73.1",0
"4964",66,"B","q73.1",0
"4965",70,"B","q73.1",0
"4991",38,"B","q74.1",0
"4992",46,"B","q74.1",1
"4993",50,"B","q74.1",0
"4994",54,"B","q74.1",0
"4995",58,"B","q74.1",0
"4996",62,"B","q74.1",0
"4997",66,"B","q74.1",1
"4998",70,"B","q74.1",1
"5024",38,"B","q75.1",0
"5025",46,"B","q75.1",0
"5026",50,"B","q75.1",0
"5027",54,"B","q75.1",0
"5028",58,"B","q75.1",0
"5029",62,"B","q75.1",0
"5030",66,"B","q75.1",0
"5031",70,"B","q75.1",0
"5057",38,"B","q76.1",0
"5058",46,"B","q76.1",1
"5059",50,"B","q76.1",0
"5060",54,"B","q76.1",0
"5061",58,"B","q76.1",0
"5062",62,"B","q76.1",0
"5063",66,"B","q76.1",0
"5064",70,"B","q76.1",0
"5090",38,"B","q77.1",0
"5091",46,"B","q77.1",0
"5092",50,"B","q77.1",0
"5093",54,"B","q77.1",0
"5094",58,"B","q77.1",0
"5095",62,"B","q77.1",0
"5096",66,"B","q77.1",1
"5097",70,"B","q77.1",0
"5123",38,"B","q78.1",0
"5124",46,"B","q78.1",1
"5125",50,"B","q78.1",0
"5126",54,"B","q78.1",0
"5127",58,"B","q78.1",0
"5128",62,"B","q78.1",0
"5129",66,"B","q78.1",0
"5130",70,"B","q78.1",0
"5156",38,"B","q79.1",0
"5157",46,"B","q79.1",1
"5158",50,"B","q79.1",0
"5159",54,"B","q79.1",0
"5160",58,"B","q79.1",0
"5161",62,"B","q79.1",1
"5162",66,"B","q79.1",0
"5163",70,"B","q79.1",0
"5189",38,"B","q8.1",1
"5190",46,"B","q8.1",1
"5191",50,"B","q8.1",1
"5192",54,"B","q8.1",1
"5193",58,"B","q8.1",1
"5194",62,"B","q8.1",1
"5195",66,"B","q8.1",1
"5196",70,"B","q8.1",1
"5222",38,"B","q80.1",0
"5223",46,"B","q80.1",0
"5224",50,"B","q80.1",0
"5225",54,"B","q80.1",0
"5226",58,"B","q80.1",0
"5227",62,"B","q80.1",0
"5228",66,"B","q80.1",0
"5229",70,"B","q80.1",0
"5255",38,"B","q9.1",0
"5256",46,"B","q9.1",1
"5257",50,"B","q9.1",1
"5258",54,"B","q9.1",0
"5259",58,"B","q9.1",1
"5260",62,"B","q9.1",1
"5261",66,"B","q9.1",1
"5262",70,"B","q9.1",1
