Subject,Condition,ListNum,Block,Direction,Jol,Recall
54,B,9,2,F,66,1
54,B,10,2,F,100,0
54,B,11,2,F,38,0
54,B,12,2,F,87,0
54,B,13,2,F,96,1
54,B,14,2,F,89,0
54,B,15,2,F,30,1
54,B,16,2,F,46,1
54,B,17,2,F,79,0
54,B,18,2,F,89,1
54,B,19,2,F,50,0
54,B,20,2,F,88,0
54,B,21,2,B,67,1
54,B,22,2,B,74,1
54,B,23,2,B,81,1
54,B,24,2,B,7,1
54,B,25,2,B,53,0
54,B,26,2,B,80,1
54,B,27,2,B,53,0
54,B,28,2,B,8,0
54,B,29,2,B,73,0
54,B,30,2,B,89,1
54,B,31,2,B,56,0
54,B,32,2,B,95,0
54,B,33,2,B,75,0
54,B,34,2,B,80,1
54,B,35,2,B,40,1
54,B,36,2,B,65,0
54,B,37,2,B,78,1
54,B,38,2,B,79,0
54,B,39,2,B,64,0
54,B,40,2,B,100,1
54,B,41,2,S,90,0
54,B,42,2,S,85,1
54,B,43,2,S,85,1
54,B,44,2,S,65,1
54,B,45,2,S,88,1
54,B,46,2,S,86,1
54,B,47,2,S,74,0
54,B,48,2,S,85,1
54,B,49,2,S,70,0
54,B,50,2,S,86,1
54,B,51,2,S,19,0
54,B,52,2,S,97,0
54,B,53,2,S,84,0
54,B,54,2,S,78,1
54,B,55,2,S,95,0
54,B,56,2,S,34,0
54,B,57,2,S,77,0
54,B,58,2,S,90,1
54,B,59,2,S,77,0
54,B,60,2,S,87,0
54,B,61,2,U,16,0
54,B,62,2,U,22,1
54,B,63,2,U,18,0
54,B,64,2,U,43,0
54,B,65,2,U,17,1
54,B,66,2,U,49,1
54,B,67,2,U,33,1
54,B,68,2,U,68,0
54,B,69,2,U,32,1
54,B,70,2,U,40,1
54,B,71,2,U,77,0
54,B,72,2,U,68,1
54,B,73,2,U,28,1
54,B,74,2,U,70,1
54,B,75,2,U,48,0
54,B,76,2,U,20,1
54,B,77,2,U,10,1
54,B,78,2,U,72,0
54,B,79,2,U,56,1
54,B,80,2,U,10,1
58,B,1,2,F,10,1
58,B,2,2,F,80,1
58,B,3,2,F,25,1
58,B,4,2,F,0,0
58,B,5,2,F,80,1
58,B,6,2,F,60,0
58,B,7,2,F,60,0
58,B,8,2,F,100,0
58,B,9,2,F,20,0
58,B,10,2,F,100,1
58,B,11,2,F,20,0
58,B,12,2,F,80,1
58,B,13,2,F,50,1
58,B,14,2,F,25,1
58,B,15,2,F,90,1
58,B,16,2,F,75,0
58,B,17,2,F,20,1
58,B,18,2,F,100,1
58,B,19,2,F,25,1
58,B,20,2,F,100,1
58,B,21,2,B,20,1
58,B,22,2,B,75,1
58,B,23,2,B,90,1
58,B,24,2,B,20,1
58,B,25,2,B,75,0
58,B,26,2,B,100,1
58,B,27,2,B,30,1
58,B,28,2,B,80,1
58,B,29,2,B,100,1
58,B,30,2,B,60,1
58,B,31,2,B,10,1
58,B,32,2,B,100,1
58,B,33,2,B,90,0
58,B,34,2,B,10,1
58,B,35,2,B,5,0
58,B,36,2,B,90,0
58,B,37,2,B,0,1
58,B,38,2,B,60,0
58,B,39,2,B,70,1
58,B,40,2,B,0,0
58,B,41,2,S,100,0
58,B,42,2,S,80,1
58,B,43,2,S,60,1
58,B,44,2,S,25,0
58,B,45,2,S,78,1
58,B,46,2,S,28,0
58,B,47,2,S,29,0
58,B,48,2,S,100,1
58,B,49,2,S,100,0
58,B,50,2,S,0,1
58,B,51,2,S,100,0
58,B,52,2,S,0,0
58,B,53,2,S,75,1
58,B,54,2,S,50,1
58,B,55,2,S,90,1
58,B,56,2,S,50,0
58,B,57,2,S,100,0
58,B,58,2,S,90,1
58,B,59,2,S,80,1
58,B,60,2,S,60,0
58,B,61,2,U,0,1
58,B,62,2,U,0,1
58,B,63,2,U,20,1
58,B,64,2,U,30,1
58,B,65,2,U,0,1
58,B,66,2,U,20,1
58,B,67,2,U,0,0
58,B,68,2,U,10,1
58,B,69,2,U,0,1
58,B,70,2,U,20,1
58,B,71,2,U,30,1
58,B,72,2,U,10,1
58,B,73,2,U,0,0
58,B,74,2,U,0,1
58,B,75,2,U,20,1
58,B,76,2,U,0,0
58,B,77,2,U,0,0
58,B,78,2,U,0,0
58,B,79,2,U,10,1
58,B,80,2,U,40,1
62,B,1,2,F,100,0
62,B,2,2,F,80,0
62,B,3,2,F,70,1
62,B,4,2,F,0,1
62,B,5,2,F,20,1
62,B,6,2,F,100,1
62,B,7,2,F,50,1
62,B,8,2,F,70,0
62,B,9,2,F,50,1
62,B,10,2,F,70,0
62,B,11,2,F,100,0
62,B,12,2,F,30,0
62,B,13,2,F,13,1
62,B,14,2,F,100,1
62,B,15,2,F,100,0
62,B,16,2,F,70,0
62,B,17,2,F,20,1
62,B,18,2,F,100,1
62,B,19,2,F,90,1
62,B,20,2,F,0,1
62,B,21,2,B,50,1
62,B,22,2,B,100,1
62,B,23,2,B,40,1
62,B,24,2,B,50,1
62,B,25,2,B,100,1
62,B,26,2,B,40,1
62,B,27,2,B,100,1
62,B,28,2,B,100,1
62,B,29,2,B,100,1
62,B,30,2,B,50,1
62,B,31,2,B,100,1
62,B,32,2,B,70,1
62,B,33,2,B,30,1
62,B,34,2,B,40,1
62,B,35,2,B,100,1
62,B,36,2,B,100,0
62,B,37,2,B,100,1
62,B,38,2,B,6,1
62,B,39,2,B,100,1
62,B,40,2,B,100,1
62,B,41,2,S,50,0
62,B,42,2,S,100,1
62,B,43,2,S,60,0
62,B,44,2,S,100,1
62,B,45,2,S,100,1
62,B,46,2,S,75,1
62,B,47,2,S,20,0
62,B,48,2,S,67,0
62,B,49,2,S,100,1
62,B,50,2,S,100,1
62,B,51,2,S,100,1
62,B,52,2,S,50,1
62,B,53,2,S,100,1
62,B,54,2,S,50,1
62,B,55,2,S,100,1
62,B,56,2,S,23,0
62,B,57,2,S,100,0
62,B,58,2,S,90,0
62,B,59,2,S,100,0
62,B,60,2,S,100,0
62,B,61,2,U,0,0
62,B,62,2,U,20,0
62,B,63,2,U,45,0
62,B,64,2,U,20,0
62,B,65,2,U,0,0
62,B,66,2,U,12,0
62,B,67,2,U,9,0
62,B,68,2,U,0,0
62,B,69,2,U,0,0
62,B,70,2,U,2,0
62,B,71,2,U,9,0
62,B,72,2,U,0,0
62,B,73,2,U,20,0
62,B,74,2,U,0,1
62,B,75,2,U,60,0
62,B,76,2,U,0,0
62,B,77,2,U,20,0
62,B,78,2,U,20,0
62,B,79,2,U,20,0
62,B,80,2,U,20,1
66,B,1,2,F,78,0
66,B,2,2,F,19,0
66,B,3,2,F,0,0
66,B,4,2,F,11,0
66,B,5,2,F,14,1
66,B,6,2,F,5,0
66,B,7,2,F,0,1
66,B,9,2,F,67,0
66,B,10,2,F,21,1
66,B,11,2,F,0,0
66,B,12,2,F,6,0
66,B,14,2,F,23,0
66,B,15,2,F,23,0
66,B,16,2,F,29,0
66,B,17,2,F,88,0
66,B,18,2,F,54,0
66,B,19,2,F,10,0
66,B,20,2,F,0,0
66,B,21,2,B,19,0
66,B,22,2,B,13,0
66,B,23,2,B,78,0
66,B,24,2,B,11,0
66,B,25,2,B,10,0
66,B,27,2,B,45,1
66,B,28,2,B,0,0
66,B,29,2,B,34,1
66,B,30,2,B,45,1
66,B,31,2,B,10,0
66,B,32,2,B,10,0
66,B,33,2,B,12,0
66,B,34,2,B,0,0
66,B,35,2,B,17,0
66,B,36,2,B,11,0
66,B,37,2,B,23,0
66,B,38,2,B,11,0
66,B,39,2,B,10,0
66,B,40,2,B,10,0
66,B,41,2,S,13,0
66,B,42,2,S,13,0
66,B,43,2,S,11,0
66,B,44,2,S,87,0
66,B,45,2,S,19,0
66,B,46,2,S,11,0
66,B,48,2,S,53,0
66,B,49,2,S,88,0
66,B,50,2,S,45,0
66,B,51,2,S,78,1
66,B,52,2,S,21,0
66,B,53,2,S,1,1
66,B,54,2,S,88,1
66,B,55,2,S,23,0
66,B,56,2,S,26,1
66,B,57,2,S,0,0
66,B,58,2,S,13,1
66,B,60,2,S,0,0
66,B,61,2,U,23,0
66,B,62,2,U,45,0
66,B,63,2,U,23,0
66,B,64,2,U,32,1
66,B,65,2,U,33,1
66,B,66,2,U,21,1
66,B,67,2,U,12,0
66,B,68,2,U,11,0
66,B,69,2,U,0,0
66,B,70,2,U,0,0
66,B,71,2,U,0,0
66,B,72,2,U,88,1
66,B,73,2,U,0,0
66,B,74,2,U,0,1
66,B,75,2,U,10,1
66,B,76,2,U,32,0
66,B,77,2,U,0,0
66,B,78,2,U,53,1
66,B,79,2,U,0,1
70,B,1,2,F,12,0
70,B,2,2,F,45,0
70,B,3,2,F,78,0
70,B,4,2,F,12,0
70,B,5,2,F,29,0
70,B,6,2,F,100,0
70,B,7,2,F,12,0
70,B,8,2,F,78,0
70,B,9,2,F,45,0
70,B,10,2,F,23,1
70,B,11,2,F,98,0
70,B,12,2,F,78,0
70,B,13,2,F,90,0
70,B,14,2,F,90,0
70,B,15,2,F,90,1
70,B,16,2,F,75,1
70,B,17,2,F,99,0
70,B,18,2,F,100,0
70,B,19,2,F,67,0
70,B,20,2,F,99,0
70,B,21,2,B,98,0
70,B,22,2,B,99,0
70,B,23,2,B,90,0
70,B,24,2,B,96,0
70,B,25,2,B,67,0
70,B,26,2,B,90,1
70,B,27,2,B,34,0
70,B,28,2,B,90,0
70,B,29,2,B,89,0
70,B,30,2,B,23,0
70,B,31,2,B,23,0
70,B,32,2,B,75,0
70,B,33,2,B,99,0
70,B,34,2,B,89,0
70,B,35,2,B,78,0
70,B,36,2,B,87,0
70,B,37,2,B,89,0
70,B,38,2,B,81,0
70,B,39,2,B,98,1
70,B,40,2,B,99,0
70,B,41,2,S,99,0
70,B,42,2,S,89,1
70,B,43,2,S,32,0
70,B,44,2,S,99,0
70,B,45,2,S,89,0
70,B,46,2,S,12,0
70,B,47,2,S,11,0
70,B,48,2,S,22,0
70,B,49,2,S,67,0
70,B,50,2,S,34,1
70,B,51,2,S,90,0
70,B,52,2,S,90,0
70,B,53,2,S,90,0
70,B,54,2,S,78,1
70,B,55,2,S,56,0
70,B,56,2,S,23,0
70,B,57,2,S,67,1
70,B,58,2,S,99,1
70,B,59,2,S,45,1
70,B,60,2,S,90,1
70,B,61,2,U,12,1
70,B,62,2,U,12,1
70,B,63,2,U,80,1
70,B,64,2,U,34,1
70,B,65,2,U,76,0
70,B,66,2,U,78,0
70,B,67,2,U,12,0
70,B,68,2,U,31,0
70,B,69,2,U,12,0
70,B,70,2,U,67,0
70,B,71,2,U,89,0
70,B,72,2,U,23,0
70,B,73,2,U,12,0
70,B,74,2,U,11,1
70,B,75,2,U,84,1
70,B,76,2,U,12,0
70,B,77,2,U,56,1
70,B,78,2,U,11,1
70,B,79,2,U,11,1
70,B,80,2,U,78,1
35,C,1,1,F,76,1
35,C,2,1,F,10,1
35,C,3,1,F,44,0
35,C,4,1,F,10,0
35,C,5,1,F,66,0
35,C,6,1,F,77,0
35,C,7,1,F,20,0
35,C,8,1,F,100,0
35,C,9,1,F,100,0
35,C,10,1,F,78,1
35,C,11,1,F,43,1
35,C,12,1,F,66,0
35,C,13,1,F,55,0
35,C,14,1,F,100,1
35,C,15,1,F,5,1
35,C,16,1,F,67,1
35,C,17,1,F,99,0
35,C,18,1,F,87,1
35,C,19,1,F,100,0
35,C,20,1,F,88,0
35,C,21,1,B,66,0
35,C,22,1,B,33,0
35,C,23,1,B,92,0
35,C,24,1,B,3,1
35,C,25,1,B,10,0
35,C,26,1,B,32,1
35,C,27,1,B,43,1
35,C,28,1,B,8,0
35,C,29,1,B,32,1
35,C,30,1,B,10,1
35,C,31,1,B,100,1
35,C,32,1,B,25,1
35,C,33,1,B,32,1
35,C,34,1,B,77,1
35,C,35,1,B,55,0
35,C,36,1,B,35,1
35,C,37,1,B,56,0
35,C,38,1,B,88,1
35,C,39,1,B,78,1
35,C,40,1,B,22,1
35,C,41,1,S,100,1
35,C,42,1,S,100,0
35,C,43,1,S,0,1
35,C,44,1,S,57,1
35,C,45,1,S,84,1
35,C,46,1,S,100,1
35,C,47,1,S,32,1
35,C,48,1,S,77,0
35,C,49,1,S,100,1
35,C,50,1,S,23,0
35,C,51,1,S,88,1
35,C,52,1,S,75,1
35,C,53,1,S,100,1
35,C,54,1,S,44,1
35,C,55,1,S,100,1
35,C,56,1,S,100,1
35,C,57,1,S,44,0
35,C,58,1,S,100,0
35,C,59,1,S,100,1
35,C,60,1,S,100,1
35,C,61,1,U,10,0
35,C,62,1,U,29,1
35,C,63,1,U,43,1
35,C,64,1,U,88,1
35,C,65,1,U,32,1
35,C,66,1,U,77,1
35,C,67,1,U,32,1
35,C,68,1,U,20,1
35,C,69,1,U,33,1
35,C,70,1,U,77,1
35,C,71,1,U,78,1
35,C,72,1,U,67,1
35,C,73,1,U,32,1
35,C,74,1,U,77,0
35,C,75,1,U,77,0
35,C,76,1,U,33,1
35,C,77,1,U,34,0
35,C,78,1,U,5,1
35,C,79,1,U,6,1
35,C,80,1,U,66,1
39,C,1,1,F,100,1
39,C,2,1,F,60,0
39,C,3,1,F,80,0
39,C,4,1,F,50,0
39,C,5,1,F,100,0
39,C,6,1,F,50,1
39,C,7,1,F,70,0
39,C,8,1,F,0,1
39,C,9,1,F,100,0
39,C,10,1,F,50,0
39,C,11,1,F,0,0
39,C,12,1,F,100,1
39,C,13,1,F,90,1
39,C,14,1,F,0,1
39,C,15,1,F,100,1
39,C,16,1,F,80,1
39,C,17,1,F,0,1
39,C,18,1,F,60,1
39,C,19,1,F,100,1
39,C,20,1,F,50,0
39,C,21,1,B,50,1
39,C,22,1,B,70,1
39,C,23,1,B,100,1
39,C,24,1,B,90,1
39,C,25,1,B,80,1
39,C,26,1,B,0,1
39,C,27,1,B,80,1
39,C,28,1,B,50,1
39,C,29,1,B,90,0
39,C,30,1,B,0,1
39,C,31,1,B,100,1
39,C,32,1,B,5,1
39,C,33,1,B,60,1
39,C,34,1,B,40,1
39,C,35,1,B,80,1
39,C,36,1,B,50,1
39,C,37,1,B,0,1
39,C,38,1,B,80,0
39,C,39,1,B,30,0
39,C,40,1,B,0,0
39,C,41,1,S,100,0
39,C,42,1,S,90,0
39,C,43,1,S,40,0
39,C,44,1,S,60,0
39,C,45,1,S,70,0
39,C,46,1,S,0,0
39,C,47,1,S,80,0
39,C,48,1,S,60,1
39,C,49,1,S,90,1
39,C,50,1,S,25,0
39,C,51,1,S,80,0
39,C,52,1,S,0,0
39,C,53,1,S,90,1
39,C,54,1,S,60,0
39,C,55,1,S,100,1
39,C,56,1,S,70,0
39,C,57,1,S,100,0
39,C,58,1,S,100,0
39,C,59,1,S,80,1
39,C,60,1,S,100,0
39,C,61,1,U,0,0
39,C,62,1,U,0,0
39,C,63,1,U,0,1
39,C,64,1,U,0,0
39,C,65,1,U,0,0
39,C,66,1,U,0,0
39,C,67,1,U,0,0
39,C,68,1,U,0,0
39,C,69,1,U,0,0
39,C,70,1,U,0,0
39,C,71,1,U,0,0
39,C,72,1,U,0,0
39,C,73,1,U,0,0
39,C,74,1,U,0,0
39,C,75,1,U,0,1
39,C,76,1,U,0,0
39,C,77,1,U,0,0
39,C,78,1,U,0,0
39,C,79,1,U,0,0
39,C,80,1,U,0,0
43,C,1,1,F,87,1
43,C,2,1,F,20,1
43,C,3,1,F,20,0
43,C,4,1,F,100,0
43,C,5,1,F,89,0
43,C,6,1,F,100,0
43,C,7,1,F,60,0
43,C,8,1,F,100,0
43,C,9,1,F,99,0
43,C,10,1,F,78,1
43,C,11,1,F,80,1
43,C,12,1,F,87,0
43,C,13,1,F,100,0
43,C,14,1,F,70,0
43,C,15,1,F,70,1
43,C,16,1,F,89,1
43,C,17,1,F,23,0
43,C,18,1,F,90,0
43,C,19,1,F,95,0
43,C,20,1,F,1,1
43,C,21,1,B,20,0
43,C,22,1,B,55,0
43,C,23,1,B,100,0
43,C,24,1,B,100,0
43,C,25,1,B,23,0
43,C,26,1,B,74,0
43,C,27,1,B,85,0
43,C,28,1,B,56,0
43,C,29,1,B,5,0
43,C,30,1,B,20,0
43,C,31,1,B,100,1
43,C,32,1,B,98,0
43,C,33,1,B,50,0
43,C,34,1,B,70,1
43,C,35,1,B,67,0
43,C,36,1,B,90,0
43,C,37,1,B,96,1
43,C,38,1,B,42,0
43,C,39,1,B,100,1
43,C,40,1,B,33,1
43,C,41,1,S,100,1
43,C,42,1,S,90,1
43,C,43,1,S,80,1
43,C,44,1,S,100,1
43,C,45,1,S,90,1
43,C,46,1,S,90,1
43,C,47,1,S,87,1
43,C,48,1,S,75,0
43,C,49,1,S,89,0
43,C,50,1,S,90,0
43,C,51,1,S,90,0
43,C,52,1,S,65,1
43,C,53,1,S,100,0
43,C,54,1,S,77,0
43,C,55,1,S,90,0
43,C,56,1,S,50,0
43,C,57,1,S,100,1
43,C,58,1,S,100,1
43,C,59,1,S,90,0
43,C,60,1,S,100,0
43,C,61,1,U,50,0
43,C,62,1,U,40,0
43,C,63,1,U,10,0
43,C,64,1,U,20,1
43,C,65,1,U,50,0
43,C,66,1,U,44,0
43,C,67,1,U,10,1
43,C,68,1,U,43,0
43,C,69,1,U,10,0
43,C,70,1,U,81,0
43,C,71,1,U,66,0
43,C,72,1,U,6,1
43,C,73,1,U,30,0
43,C,74,1,U,10,0
43,C,75,1,U,55,0
43,C,76,1,U,9,0
43,C,77,1,U,7,1
43,C,78,1,U,10,0
43,C,79,1,U,40,0
43,C,80,1,U,65,0
47,C,1,1,F,90,0
47,C,2,1,F,90,0
47,C,3,1,F,89,0
47,C,4,1,F,99,1
47,C,5,1,F,100,1
47,C,6,1,F,6,0
47,C,7,1,F,7,1
47,C,8,1,F,90,1
47,C,9,1,F,90,0
47,C,10,1,F,50,1
47,C,15,1,F,99,0
47,C,17,1,F,100,0
47,C,18,1,F,100,0
47,C,19,1,F,90,0
47,C,20,1,F,75,0
47,C,21,1,B,80,0
47,C,22,1,B,80,0
47,C,24,1,B,100,0
47,C,25,1,B,90,1
47,C,26,1,B,95,0
47,C,28,1,B,30,1
47,C,29,1,B,76,0
47,C,30,1,B,0,1
47,C,31,1,B,100,1
47,C,32,1,B,60,1
47,C,33,1,B,100,0
47,C,34,1,B,76,0
47,C,35,1,B,1,1
47,C,36,1,B,100,0
47,C,37,1,B,9,1
47,C,38,1,B,30,0
47,C,39,1,B,80,0
47,C,40,1,B,40,0
47,C,41,1,S,90,1
47,C,42,1,S,50,0
47,C,43,1,S,100,0
47,C,44,1,S,79,0
47,C,45,1,S,100,1
47,C,47,1,S,75,1
47,C,49,1,S,50,1
47,C,50,1,S,0,1
47,C,51,1,S,100,0
47,C,52,1,S,8,1
47,C,53,1,S,80,0
47,C,54,1,S,100,0
47,C,55,1,S,9,1
47,C,56,1,S,40,0
47,C,57,1,S,100,0
47,C,58,1,S,100,0
47,C,59,1,S,50,1
47,C,60,1,S,100,0
47,C,61,1,U,0,0
47,C,62,1,U,20,1
47,C,63,1,U,20,0
47,C,64,1,U,0,1
47,C,65,1,U,0,0
47,C,66,1,U,0,1
47,C,67,1,U,3,0
47,C,68,1,U,76,0
47,C,70,1,U,0,0
47,C,71,1,U,30,1
47,C,72,1,U,100,0
47,C,73,1,U,0,1
47,C,74,1,U,2,0
47,C,75,1,U,25,0
47,C,76,1,U,40,1
47,C,77,1,U,0,1
47,C,78,1,U,0,1
47,C,79,1,U,25,1
47,C,80,1,U,20,1
51,C,1,1,F,35,1
51,C,2,1,F,20,0
51,C,3,1,F,20,1
51,C,4,1,F,0,1
51,C,5,1,F,100,0
51,C,6,1,F,19,1
51,C,7,1,F,10,0
51,C,8,1,F,10,0
51,C,9,1,F,5,0
51,C,10,1,F,20,0
51,C,11,1,F,4,0
51,C,12,1,F,10,0
51,C,13,1,F,19,0
51,C,14,1,F,34,0
51,C,15,1,F,0,0
51,C,16,1,F,100,0
51,C,17,1,F,10,1
51,C,18,1,F,90,0
51,C,19,1,F,20,0
51,C,20,1,F,35,0
51,C,21,1,B,0,1
51,C,22,1,B,1,1
51,C,23,1,B,100,0
51,C,24,1,B,0,1
51,C,25,1,B,15,0
51,C,26,1,B,5,1
51,C,27,1,B,0,0
51,C,28,1,B,5,0
51,C,29,1,B,55,0
51,C,30,1,B,36,0
51,C,31,1,B,50,1
51,C,32,1,B,20,0
51,C,33,1,B,20,0
51,C,34,1,B,7,0
51,C,35,1,B,20,0
51,C,36,1,B,0,0
51,C,37,1,B,20,0
51,C,38,1,B,26,1
51,C,39,1,B,10,1
51,C,40,1,B,20,0
51,C,41,1,S,20,1
51,C,42,1,S,34,1
51,C,43,1,S,0,1
51,C,44,1,S,30,0
51,C,45,1,S,10,1
51,C,46,1,S,20,0
51,C,47,1,S,35,1
51,C,48,1,S,0,0
51,C,49,1,S,35,1
51,C,50,1,S,58,1
51,C,51,1,S,25,0
51,C,52,1,S,20,0
51,C,53,1,S,55,1
51,C,54,1,S,8,1
51,C,55,1,S,25,0
51,C,56,1,S,40,0
51,C,57,1,S,25,0
51,C,58,1,S,10,1
51,C,59,1,S,100,1
51,C,60,1,S,10,1
51,C,61,1,U,0,0
51,C,62,1,U,10,1
51,C,63,1,U,10,0
51,C,64,1,U,1,1
51,C,65,1,U,45,1
51,C,66,1,U,29,1
51,C,67,1,U,2,1
51,C,68,1,U,5,1
51,C,69,1,U,0,1
51,C,70,1,U,23,0
51,C,71,1,U,23,1
51,C,72,1,U,20,0
51,C,73,1,U,0,1
51,C,74,1,U,10,1
51,C,75,1,U,20,1
51,C,76,1,U,10,1
51,C,77,1,U,0,0
51,C,78,1,U,15,1
51,C,79,1,U,35,0
51,C,80,1,U,0,0
55,C,1,1,F,90,0
55,C,2,1,F,60,0
55,C,3,1,F,4,0
55,C,4,1,F,90,0
55,C,5,1,F,49,1
55,C,6,1,F,20,1
55,C,7,1,F,60,1
55,C,8,1,F,50,0
55,C,9,1,F,40,1
55,C,10,1,F,90,1
55,C,11,1,F,70,1
55,C,12,1,F,60,0
55,C,13,1,F,100,1
55,C,14,1,F,90,1
55,C,15,1,F,80,0
55,C,16,1,F,90,1
55,C,17,1,F,70,0
55,C,18,1,F,70,1
55,C,19,1,F,70,1
55,C,20,1,F,80,1
55,C,21,1,B,70,1
55,C,22,1,B,30,1
55,C,23,1,B,100,1
55,C,24,1,B,100,0
55,C,25,1,B,40,1
55,C,26,1,B,50,0
55,C,27,1,B,30,0
55,C,28,1,B,70,0
55,C,29,1,B,90,1
55,C,30,1,B,80,1
55,C,31,1,B,70,1
55,C,32,1,B,38,1
55,C,33,1,B,80,1
55,C,34,1,B,20,1
55,C,35,1,B,60,1
55,C,36,1,B,90,1
55,C,37,1,B,90,0
55,C,38,1,B,100,0
55,C,39,1,B,40,1
55,C,40,1,B,10,0
55,C,41,1,S,100,1
55,C,42,1,S,50,0
55,C,43,1,S,20,0
55,C,44,1,S,75,0
55,C,45,1,S,67,0
55,C,46,1,S,10,0
55,C,47,1,S,80,1
55,C,48,1,S,90,0
55,C,49,1,S,70,0
55,C,50,1,S,70,1
55,C,51,1,S,100,0
55,C,52,1,S,20,1
55,C,53,1,S,100,0
55,C,54,1,S,100,0
55,C,55,1,S,60,0
55,C,56,1,S,40,1
55,C,57,1,S,100,1
55,C,58,1,S,90,0
55,C,59,1,S,80,0
55,C,60,1,S,55,1
55,C,61,1,U,0,0
55,C,62,1,U,0,1
55,C,63,1,U,0,1
55,C,64,1,U,80,0
55,C,65,1,U,50,1
55,C,66,1,U,0,1
55,C,67,1,U,0,0
55,C,68,1,U,0,1
55,C,69,1,U,8,0
55,C,70,1,U,60,1
55,C,71,1,U,20,1
55,C,72,1,U,10,1
55,C,73,1,U,10,1
55,C,74,1,U,0,0
55,C,75,1,U,0,1
55,C,76,1,U,50,1
55,C,77,1,U,10,0
55,C,78,1,U,0,1
55,C,79,1,U,0,0
55,C,80,1,U,0,1
63,C,1,1,F,70,0
63,C,2,1,F,65,1
63,C,3,1,F,80,0
63,C,4,1,F,60,1
63,C,5,1,F,80,0
63,C,6,1,F,100,1
63,C,7,1,F,80,1
63,C,8,1,F,90,0
63,C,9,1,F,80,0
63,C,10,1,F,70,0
63,C,11,1,F,40,0
63,C,12,1,F,100,1
63,C,13,1,F,6,1
63,C,14,1,F,60,1
63,C,15,1,F,60,0
63,C,16,1,F,90,0
63,C,17,1,F,80,0
63,C,18,1,F,70,1
63,C,19,1,F,85,1
63,C,20,1,F,85,0
63,C,21,1,B,60,1
63,C,22,1,B,80,1
63,C,23,1,B,75,0
63,C,24,1,B,60,1
63,C,25,1,B,80,0
63,C,26,1,B,40,1
63,C,27,1,B,70,1
63,C,28,1,B,50,0
63,C,29,1,B,90,0
63,C,30,1,B,30,0
63,C,31,1,B,80,1
63,C,32,1,B,55,1
63,C,33,1,B,60,1
63,C,34,1,B,70,0
63,C,35,1,B,50,0
63,C,36,1,B,70,0
63,C,37,1,B,80,0
63,C,38,1,B,80,0
63,C,39,1,B,90,0
63,C,40,1,B,65,0
63,C,41,1,S,80,0
63,C,42,1,S,50,0
63,C,43,1,S,5,0
63,C,44,1,S,60,0
63,C,45,1,S,55,0
63,C,46,1,S,80,0
63,C,47,1,S,70,0
63,C,48,1,S,75,0
63,C,49,1,S,78,0
63,C,50,1,S,60,0
63,C,51,1,S,90,0
63,C,52,1,S,80,0
63,C,53,1,S,90,0
63,C,54,1,S,90,0
63,C,55,1,S,75,1
63,C,56,1,S,80,0
63,C,57,1,S,85,0
63,C,58,1,S,85,0
63,C,59,1,S,90,0
63,C,60,1,S,90,0
63,C,61,1,U,30,0
63,C,62,1,U,20,0
63,C,63,1,U,0,0
63,C,64,1,U,10,0
63,C,65,1,U,20,0
63,C,66,1,U,20,1
63,C,67,1,U,40,0
63,C,68,1,U,30,0
63,C,69,1,U,20,1
63,C,70,1,U,35,0
63,C,71,1,U,30,0
63,C,72,1,U,45,0
63,C,73,1,U,20,1
63,C,74,1,U,45,0
63,C,75,1,U,15,0
63,C,76,1,U,30,0
63,C,77,1,U,20,0
63,C,78,1,U,10,0
63,C,79,1,U,40,0
63,C,80,1,U,20,0
67,C,1,1,F,40,0
67,C,2,1,F,100,0
67,C,3,1,F,60,0
67,C,4,1,F,2,0
67,C,5,1,F,30,0
67,C,6,1,F,60,0
67,C,7,1,F,30,0
67,C,8,1,F,30,0
67,C,9,1,F,80,1
67,C,10,1,F,80,1
67,C,11,1,F,40,0
67,C,12,1,F,7,0
67,C,13,1,F,20,0
67,C,14,1,F,30,0
67,C,15,1,F,60,0
67,C,16,1,F,70,0
67,C,17,1,F,60,0
67,C,18,1,F,90,0
67,C,19,1,F,75,0
67,C,20,1,F,100,0
67,C,21,1,B,30,0
67,C,22,1,B,60,0
67,C,23,1,B,0,0
67,C,24,1,B,50,0
67,C,25,1,B,30,0
67,C,26,1,B,10,0
67,C,27,1,B,75,0
67,C,28,1,B,10,0
67,C,29,1,B,100,0
67,C,30,1,B,0,0
67,C,31,1,B,100,0
67,C,32,1,B,45,0
67,C,33,1,B,40,0
67,C,34,1,B,100,1
67,C,35,1,B,60,0
67,C,36,1,B,40,1
67,C,37,1,B,100,0
67,C,38,1,B,10,0
67,C,39,1,B,50,1
67,C,40,1,B,10,0
67,C,41,1,S,100,0
67,C,42,1,S,40,1
67,C,43,1,S,30,0
67,C,44,1,S,60,0
67,C,45,1,S,60,0
67,C,46,1,S,60,0
67,C,47,1,S,100,0
67,C,48,1,S,20,0
67,C,49,1,S,80,0
67,C,50,1,S,5,0
67,C,51,1,S,100,0
67,C,52,1,S,100,0
67,C,53,1,S,80,0
67,C,54,1,S,20,0
67,C,55,1,S,100,0
67,C,56,1,S,90,0
67,C,57,1,S,50,0
67,C,58,1,S,100,0
67,C,59,1,S,100,0
67,C,60,1,S,100,0
67,C,61,1,U,0,0
67,C,62,1,U,0,0
