Subject,Condition,ListNum,Direction,Block,Jol
47,C,69,U,1,
47,C,70,U,1,0
47,C,71,U,1,30
47,C,72,U,1,100
47,C,73,U,1,0
47,C,74,U,1,2
47,C,75,U,1,25
47,C,76,U,1,40
47,C,77,U,1,0
47,C,78,U,1,0
47,C,79,U,1,25
47,C,80,U,1,20
51,C,1,F,1,35
51,C,2,F,1,20
51,C,3,F,1,20
51,C,4,F,1,0
51,C,5,F,1,100
51,C,6,F,1,19
51,C,7,F,1,10
51,C,8,F,1,10
51,C,9,F,1,5
51,C,10,F,1,20
51,C,11,F,1,4
51,C,12,F,1,10
51,C,13,F,1,19
51,C,14,F,1,34
51,C,15,F,1,0
51,C,16,F,1,100
51,C,17,F,1,10
51,C,18,F,1,90
51,C,19,F,1,20
51,C,20,F,1,35
51,C,21,B,1,0
51,C,22,B,1,1
51,C,23,B,1,100
51,C,24,B,1,0
51,C,25,B,1,15
51,C,26,B,1,5
51,C,27,B,1,0
51,C,28,B,1,5
51,C,29,B,1,55
51,C,30,B,1,36
51,C,31,B,1,50
51,C,32,B,1,20
51,C,33,B,1,20
51,C,34,B,1,7
51,C,35,B,1,20
51,C,36,B,1,0
51,C,37,B,1,20
51,C,38,B,1,26
51,C,39,B,1,10
51,C,40,B,1,20
51,C,41,S,1,20
51,C,42,S,1,34
51,C,43,S,1,0
51,C,44,S,1,30
51,C,45,S,1,10
51,C,46,S,1,20
51,C,47,S,1,35
51,C,48,S,1,0
51,C,49,S,1,35
51,C,50,S,1,58
51,C,51,S,1,25
51,C,52,S,1,20
51,C,53,S,1,55
51,C,54,S,1,8
51,C,55,S,1,25
51,C,56,S,1,40
51,C,57,S,1,25
51,C,58,S,1,10
51,C,59,S,1,100
51,C,60,S,1,10
51,C,61,U,1,0
51,C,62,U,1,10
51,C,63,U,1,10
51,C,64,U,1,1
51,C,65,U,1,45
51,C,66,U,1,29
51,C,67,U,1,2
51,C,68,U,1,5
51,C,69,U,1,0
51,C,70,U,1,23
51,C,71,U,1,23
51,C,72,U,1,20
51,C,73,U,1,0
51,C,74,U,1,10
51,C,75,U,1,20
51,C,76,U,1,10
51,C,77,U,1,0
51,C,78,U,1,15
51,C,79,U,1,35
51,C,80,U,1,0
55,C,1,F,1,90
55,C,2,F,1,60
55,C,3,F,1,4
55,C,4,F,1,90
55,C,5,F,1,49
55,C,6,F,1,20
55,C,7,F,1,60
55,C,8,F,1,50
55,C,9,F,1,40
55,C,10,F,1,90
55,C,11,F,1,70
55,C,12,F,1,60
55,C,13,F,1,100
55,C,14,F,1,90
55,C,15,F,1,80
55,C,16,F,1,90
55,C,17,F,1,70
55,C,18,F,1,70
55,C,19,F,1,70
55,C,20,F,1,80
55,C,21,B,1,70
55,C,22,B,1,30
55,C,23,B,1,100
55,C,24,B,1,100
55,C,25,B,1,40
55,C,26,B,1,50
55,C,27,B,1,30
55,C,28,B,1,70
55,C,29,B,1,90
55,C,30,B,1,80
55,C,31,B,1,70
55,C,32,B,1,38
55,C,33,B,1,80
55,C,34,B,1,20
55,C,35,B,1,60
55,C,36,B,1,90
55,C,37,B,1,90
55,C,38,B,1,100
55,C,39,B,1,40
55,C,40,B,1,10
55,C,41,S,1,100
55,C,42,S,1,50
55,C,43,S,1,20
55,C,44,S,1,75
55,C,45,S,1,67
55,C,46,S,1,10
55,C,47,S,1,80
55,C,48,S,1,90
55,C,49,S,1,70
55,C,50,S,1,70
55,C,51,S,1,100
55,C,52,S,1,20
55,C,53,S,1,100
55,C,54,S,1,100
55,C,55,S,1,60
55,C,56,S,1,40
55,C,57,S,1,100
55,C,58,S,1,90
55,C,59,S,1,80
55,C,60,S,1,55
55,C,61,U,1,0
55,C,62,U,1,0
55,C,63,U,1,0
55,C,64,U,1,80
55,C,65,U,1,50
55,C,66,U,1,0
55,C,67,U,1,0
55,C,68,U,1,0
55,C,69,U,1,8
55,C,70,U,1,60
55,C,71,U,1,20
55,C,72,U,1,10
55,C,73,U,1,10
55,C,74,U,1,0
55,C,75,U,1,0
55,C,76,U,1,50
55,C,77,U,1,10
55,C,78,U,1,0
55,C,79,U,1,0
55,C,80,U,1,0
63,C,1,F,1,70
63,C,2,F,1,65
63,C,3,F,1,80
63,C,4,F,1,60
63,C,5,F,1,80
63,C,6,F,1,100
63,C,7,F,1,80
63,C,8,F,1,90
63,C,9,F,1,80
63,C,10,F,1,70
63,C,11,F,1,40
63,C,12,F,1,100
63,C,13,F,1,6
63,C,14,F,1,60
63,C,15,F,1,60
63,C,16,F,1,90
63,C,17,F,1,80
63,C,18,F,1,70
63,C,19,F,1,85
63,C,20,F,1,85
63,C,21,B,1,60
63,C,22,B,1,80
63,C,23,B,1,75
63,C,24,B,1,60
63,C,25,B,1,80
63,C,26,B,1,40
63,C,27,B,1,70
63,C,28,B,1,50
63,C,29,B,1,90
63,C,30,B,1,30
63,C,31,B,1,80
63,C,32,B,1,55
63,C,33,B,1,60
63,C,34,B,1,70
63,C,35,B,1,50
63,C,36,B,1,70
63,C,37,B,1,80
63,C,38,B,1,80
63,C,39,B,1,90
63,C,40,B,1,65
63,C,41,S,1,80
63,C,42,S,1,50
63,C,43,S,1,5
63,C,44,S,1,60
63,C,45,S,1,55
63,C,46,S,1,80
63,C,47,S,1,70
63,C,48,S,1,75
63,C,49,S,1,78
63,C,50,S,1,60
63,C,51,S,1,90
63,C,52,S,1,80
63,C,53,S,1,90
63,C,54,S,1,90
63,C,55,S,1,75
63,C,56,S,1,80
63,C,57,S,1,85
63,C,58,S,1,85
63,C,59,S,1,90
63,C,60,S,1,90
63,C,61,U,1,30
63,C,62,U,1,20
63,C,63,U,1,0
63,C,64,U,1,10
63,C,65,U,1,20
63,C,66,U,1,20
63,C,67,U,1,40
63,C,68,U,1,30
63,C,69,U,1,20
63,C,70,U,1,35
63,C,71,U,1,30
63,C,72,U,1,45
63,C,73,U,1,20
63,C,74,U,1,45
63,C,75,U,1,15
63,C,76,U,1,30
63,C,77,U,1,20
63,C,78,U,1,10
63,C,79,U,1,40
63,C,80,U,1,20
67,C,1,F,1,40
67,C,2,F,1,100
67,C,3,F,1,60
67,C,4,F,1,2
67,C,5,F,1,30
67,C,6,F,1,60
67,C,7,F,1,30
67,C,8,F,1,30
67,C,9,F,1,80
67,C,10,F,1,80
67,C,11,F,1,40
67,C,12,F,1,7
67,C,13,F,1,20
67,C,14,F,1,30
67,C,15,F,1,60
67,C,16,F,1,70
67,C,17,F,1,60
67,C,18,F,1,90
67,C,19,F,1,75
67,C,20,F,1,100
67,C,21,B,1,30
67,C,22,B,1,60
67,C,23,B,1,0
67,C,24,B,1,50
67,C,25,B,1,30
67,C,26,B,1,10
67,C,27,B,1,75
67,C,28,B,1,10
67,C,29,B,1,100
67,C,30,B,1,0
67,C,31,B,1,100
67,C,32,B,1,45
67,C,33,B,1,40
67,C,34,B,1,100
67,C,35,B,1,60
67,C,36,B,1,40
67,C,37,B,1,100
67,C,38,B,1,10
67,C,39,B,1,50
67,C,40,B,1,10
67,C,41,S,1,100
67,C,42,S,1,40
67,C,43,S,1,30
67,C,44,S,1,60
67,C,45,S,1,60
67,C,46,S,1,60
67,C,47,S,1,100
67,C,48,S,1,20
67,C,49,S,1,80
67,C,50,S,1,5
67,C,51,S,1,100
67,C,52,S,1,100
67,C,53,S,1,80
67,C,54,S,1,20
67,C,55,S,1,100
67,C,56,S,1,90
67,C,57,S,1,50
67,C,58,S,1,100
67,C,59,S,1,100
67,C,60,S,1,100
67,C,61,U,1,0
67,C,62,U,1,0
67,C,63,U,1,5
67,C,64,U,1,10
67,C,65,U,1,10
67,C,66,U,1,0
67,C,67,U,1,10
67,C,68,U,1,0
67,C,69,U,1,0
67,C,70,U,1,83
67,C,71,U,1,0
67,C,72,U,1,30
67,C,73,U,1,1
67,C,74,U,1,40
67,C,75,U,1,21
67,C,76,U,1,0
67,C,77,U,1,5
67,C,78,U,1,10
67,C,79,U,1,0
67,C,80,U,1,0
71,C,1,F,1,75
71,C,2,F,1,100
71,C,3,F,1,100
71,C,4,F,1,40
71,C,5,F,1,100
71,C,6,F,1,10
71,C,7,F,1,100
71,C,8,F,1,90
71,C,9,F,1,90
71,C,10,F,1,100
71,C,11,F,1,100
71,C,12,F,1,100
71,C,13,F,1,75
71,C,14,F,1,60
71,C,15,F,1,100
71,C,16,F,1,100
71,C,17,F,1,70
71,C,18,F,1,75
71,C,19,F,1,100
71,C,20,F,1,100
71,C,21,B,1,100
71,C,22,B,1,100
71,C,23,B,1,70
71,C,24,B,1,20
71,C,25,B,1,100
71,C,26,B,1,60
71,C,27,B,1,80
71,C,28,B,1,100
71,C,29,B,1,100
71,C,30,B,1,30
71,C,31,B,1,100
71,C,32,B,1,80
71,C,33,B,1,100
71,C,34,B,1,50
71,C,35,B,1,50
71,C,36,B,1,75
71,C,37,B,1,100
71,C,38,B,1,100
71,C,39,B,1,80
71,C,40,B,1,40
71,C,41,S,1,100
71,C,42,S,1,60
71,C,43,S,1,80
71,C,44,S,1,75
71,C,45,S,1,60
71,C,46,S,1,5
71,C,47,S,1,80
71,C,48,S,1,70
71,C,49,S,1,100
71,C,50,S,1,90
71,C,51,S,1,60
71,C,52,S,1,90
71,C,53,S,1,100
71,C,54,S,1,50
71,C,55,S,1,100
71,C,56,S,1,80
71,C,57,S,1,70
71,C,58,S,1,100
71,C,59,S,1,100
71,C,60,S,1,100
71,C,61,U,1,40
71,C,62,U,1,10
71,C,63,U,1,50
71,C,64,U,1,30
71,C,65,U,1,40
71,C,66,U,1,30
71,C,67,U,1,40
71,C,68,U,1,20
71,C,69,U,1,40
71,C,70,U,1,30
71,C,71,U,1,0
71,C,72,U,1,30
71,C,73,U,1,20
71,C,74,U,1,45
71,C,75,U,1,50
71,C,76,U,1,20
71,C,77,U,1,20
71,C,78,U,1,30
71,C,79,U,1,50
71,C,80,U,1,30
35,C,1,F,2,95
35,C,2,F,2,39
35,C,3,F,2,19
35,C,4,F,2,20
35,C,5,F,2,56
35,C,6,F,2,18
35,C,7,F,2,15
35,C,8,F,2,34
35,C,9,F,2,78
35,C,10,F,2,56
35,C,11,F,2,12
35,C,12,F,2,73
35,C,13,F,2,87
35,C,14,F,2,16
35,C,15,F,2,70
35,C,16,F,2,79
35,C,17,F,2,50
35,C,18,F,2,70
35,C,19,F,2,34
35,C,20,F,2,80
35,C,21,B,2,34
35,C,22,B,2,10
35,C,23,B,2,34
35,C,24,B,2,5
35,C,25,B,2,19
35,C,26,B,2,56
35,C,27,B,2,20
35,C,28,B,2,80
35,C,29,B,2,56
35,C,30,B,2,67
35,C,31,B,2,75
35,C,32,B,2,16
35,C,33,B,2,50
35,C,34,B,2,19
35,C,35,B,2,30
35,C,36,B,2,60
35,C,37,B,2,10
35,C,38,B,2,34
35,C,39,B,2,90
35,C,40,B,2,23
35,C,41,S,2,14
35,C,42,S,2,30
35,C,43,S,2,90
35,C,44,S,2,100
35,C,45,S,2,78
35,C,46,S,2,78
35,C,47,S,2,26
35,C,48,S,2,17
35,C,49,S,2,76
35,C,50,S,2,75
35,C,51,S,2,100
35,C,52,S,2,67
35,C,53,S,2,45
35,C,54,S,2,56
35,C,55,S,2,26
35,C,56,S,2,23
35,C,57,S,2,90
35,C,58,S,2,80
35,C,59,S,2,50
35,C,60,S,2,90
35,C,61,U,2,25
35,C,62,U,2,25
35,C,63,U,2,56
35,C,64,U,2,45
35,C,65,U,2,45
35,C,66,U,2,13
35,C,67,U,2,0
35,C,68,U,2,23
35,C,69,U,2,24
35,C,70,U,2,2
35,C,71,U,2,5
35,C,72,U,2,43
35,C,73,U,2,3
35,C,74,U,2,12
35,C,75,U,2,21
35,C,76,U,2,21
35,C,77,U,2,23
35,C,78,U,2,54
35,C,79,U,2,34
35,C,80,U,2,2
39,C,1,F,2,10
39,C,2,F,2,90
39,C,3,F,2,4
39,C,4,F,2,0
39,C,5,F,2,30
39,C,6,F,2,89
39,C,7,F,2,12
39,C,8,F,2,19
39,C,9,F,2,87
39,C,10,F,2,98
39,C,11,F,2,1
39,C,12,F,2,100
39,C,13,F,2,80
39,C,14,F,2,90
39,C,15,F,2,100
39,C,16,F,2,95
39,C,17,F,2,70
39,C,18,F,2,56
39,C,19,F,2,78
39,C,20,F,2,80
39,C,21,B,2,90
39,C,22,B,2,87
39,C,23,B,2,90
39,C,24,B,2,63
39,C,25,B,2,57
39,C,26,B,2,55
39,C,27,B,2,23
39,C,28,B,2,86
39,C,29,B,2,98
39,C,30,B,2,96
39,C,31,B,2,50
39,C,32,B,2,83
39,C,33,B,2,92
39,C,34,B,2,90
39,C,35,B,2,13
39,C,36,B,2,100
39,C,37,B,2,80
39,C,38,B,2,75
39,C,39,B,2,69
39,C,40,B,2,93
39,C,41,S,2,70
39,C,42,S,2,69
39,C,43,S,2,60
39,C,44,S,2,79
39,C,45,S,2,100
39,C,46,S,2,54
39,C,47,S,2,80
39,C,48,S,2,95
39,C,49,S,2,83
39,C,50,S,2,20
39,C,51,S,2,40
39,C,52,S,2,30
39,C,53,S,2,100
39,C,54,S,2,54
39,C,55,S,2,80
39,C,56,S,2,34
39,C,57,S,2,89
39,C,58,S,2,69
39,C,59,S,2,90
39,C,60,S,2,78
39,C,61,U,2,0
39,C,62,U,2,49
39,C,63,U,2,4
39,C,64,U,2,20
39,C,65,U,2,0
39,C,66,U,2,2
39,C,67,U,2,2
39,C,68,U,2,43
39,C,69,U,2,45
39,C,70,U,2,20
39,C,71,U,2,1
39,C,72,U,2,19
39,C,73,U,2,5
39,C,74,U,2,67
39,C,75,U,2,40
39,C,76,U,2,0
39,C,77,U,2,0
39,C,78,U,2,1
39,C,79,U,2,9
39,C,80,U,2,23
43,C,1,F,2,0
43,C,2,F,2,100
43,C,3,F,2,80
43,C,4,F,2,0
43,C,5,F,2,60
43,C,6,F,2,0
43,C,7,F,2,0
43,C,8,F,2,40
43,C,9,F,2,50
43,C,10,F,2,8
43,C,11,F,2,20
43,C,12,F,2,30
43,C,13,F,2,80
43,C,14,F,2,90
43,C,15,F,2,0
43,C,16,F,2,0
43,C,17,F,2,100
43,C,18,F,2,50
43,C,19,F,2,30
43,C,20,F,2,0
43,C,21,B,2,0
43,C,22,B,2,80
43,C,23,B,2,10
43,C,24,B,2,40
43,C,25,B,2,0
43,C,26,B,2,0
43,C,27,B,2,0
43,C,28,B,2,90
43,C,29,B,2,50
43,C,30,B,2,90
43,C,31,B,2,40
43,C,32,B,2,80
43,C,33,B,2,100
43,C,34,B,2,0
43,C,35,B,2,100
43,C,36,B,2,0
43,C,37,B,2,0
43,C,38,B,2,50
43,C,39,B,2,100
43,C,40,B,2,50
43,C,41,S,2,40
43,C,42,S,2,0
43,C,43,S,2,0
43,C,44,S,2,100
43,C,45,S,2,30
43,C,46,S,2,100
43,C,47,S,2,60
43,C,48,S,2,100
43,C,49,S,2,50
43,C,50,S,2,70
43,C,51,S,2,0
43,C,52,S,2,50
43,C,53,S,2,90
43,C,54,S,2,0
43,C,55,S,2,50
43,C,56,S,2,100
43,C,57,S,2,80
43,C,58,S,2,0
43,C,59,S,2,100
43,C,60,S,2,0
43,C,61,U,2,0
43,C,62,U,2,0
43,C,63,U,2,0
43,C,64,U,2,0
43,C,65,U,2,0
43,C,66,U,2,0
43,C,67,U,2,70
43,C,68,U,2,0
43,C,69,U,2,0
43,C,70,U,2,0
43,C,71,U,2,0
43,C,72,U,2,100
43,C,73,U,2,0
43,C,74,U,2,0
43,C,75,U,2,0
43,C,76,U,2,0
43,C,77,U,2,0
43,C,78,U,2,0
43,C,79,U,2,0
43,C,80,U,2,0
47,C,1,F,2,0
47,C,2,F,2,60
47,C,3,F,2,
47,C,4,F,2,
47,C,5,F,2,42
47,C,6,F,2,50
47,C,7,F,2,30
47,C,8,F,2,90
47,C,9,F,2,80
47,C,10,F,2,50
47,C,11,F,2,40
47,C,12,F,2,70
47,C,13,F,2,60
47,C,14,F,2,0
47,C,15,F,2,20
47,C,16,F,2,80
47,C,17,F,2,0
47,C,18,F,2,80
47,C,19,F,2,70
47,C,20,F,2,1
47,C,21,B,2,70
47,C,22,B,2,0
47,C,23,B,2,40
47,C,24,B,2,90
47,C,25,B,2,100
47,C,26,B,2,90
47,C,27,B,2,100
47,C,28,B,2,4
47,C,29,B,2,70
47,C,30,B,2,70
47,C,31,B,2,80
47,C,32,B,2,50
47,C,33,B,2,30
47,C,34,B,2,60
47,C,35,B,2,70
47,C,36,B,2,40
47,C,37,B,2,60
47,C,38,B,2,20
47,C,39,B,2,60
47,C,40,B,2,80
47,C,41,S,2,70
47,C,42,S,2,60
47,C,43,S,2,60
47,C,44,S,2,70
47,C,45,S,2,20
47,C,46,S,2,20
47,C,47,S,2,80
47,C,48,S,2,20
47,C,49,S,2,70
47,C,50,S,2,90
47,C,51,S,2,50
47,C,52,S,2,
47,C,53,S,2,
47,C,54,S,2,0
47,C,55,S,2,90
47,C,56,S,2,70
47,C,57,S,2,3
47,C,58,S,2,80
47,C,59,S,2,40
47,C,60,S,2,0
47,C,61,U,2,50
47,C,62,U,2,0
47,C,63,U,2,
47,C,64,U,2,0
47,C,65,U,2,0
47,C,66,U,2,0
47,C,67,U,2,0
47,C,68,U,2,20
47,C,69,U,2,0
47,C,70,U,2,0
47,C,71,U,2,0
47,C,72,U,2,70
47,C,73,U,2,0
47,C,74,U,2,0
47,C,75,U,2,0
47,C,76,U,2,0
47,C,77,U,2,0
47,C,78,U,2,20
47,C,79,U,2,0
47,C,80,U,2,0
51,C,1,F,2,3
51,C,2,F,2,90
51,C,3,F,2,95
51,C,4,F,2,70
51,C,5,F,2,10
51,C,6,F,2,0
51,C,7,F,2,1
51,C,8,F,2,20
51,C,9,F,2,60
51,C,10,F,2,5
51,C,11,F,2,80
51,C,12,F,2,60
51,C,13,F,2,100
51,C,14,F,2,90
51,C,15,F,2,0
51,C,16,F,2,55
51,C,17,F,2,90
51,C,18,F,2,60
51,C,19,F,2,90
51,C,20,F,2,90
51,C,21,B,2,20
51,C,22,B,2,5
51,C,23,B,2,43
51,C,24,B,2,40
51,C,25,B,2,0
51,C,26,B,2,33
51,C,27,B,2,20
51,C,28,B,2,0
51,C,29,B,2,20
51,C,30,B,2,70
51,C,31,B,2,12
51,C,32,B,2,97
51,C,33,B,2,70
51,C,34,B,2,30
51,C,35,B,2,95
51,C,36,B,2,30
51,C,37,B,2,15
51,C,38,B,2,5
51,C,39,B,2,20
51,C,40,B,2,55
51,C,41,S,2,100
51,C,42,S,2,90
51,C,43,S,2,0
51,C,44,S,2,90
51,C,45,S,2,65
51,C,46,S,2,45
51,C,47,S,2,78
51,C,48,S,2,90
51,C,49,S,2,60
51,C,50,S,2,90
51,C,51,S,2,70
51,C,52,S,2,95
51,C,53,S,2,90
51,C,54,S,2,25
51,C,55,S,2,10
51,C,56,S,2,40
51,C,57,S,2,10
51,C,58,S,2,0
51,C,59,S,2,80
51,C,60,S,2,0
51,C,61,U,2,90
51,C,62,U,2,0
51,C,63,U,2,5
51,C,64,U,2,3
51,C,65,U,2,20
51,C,66,U,2,20
51,C,67,U,2,35
51,C,68,U,2,0
51,C,69,U,2,0
51,C,70,U,2,90
51,C,71,U,2,10
51,C,72,U,2,80
51,C,73,U,2,20
51,C,74,U,2,0
51,C,75,U,2,10
51,C,76,U,2,10
51,C,77,U,2,55
51,C,78,U,2,30
51,C,79,U,2,9
51,C,80,U,2,20
55,C,1,F,2,59
55,C,2,F,2,80
55,C,3,F,2,5
55,C,4,F,2,20
55,C,5,F,2,23
55,C,6,F,2,0
55,C,7,F,2,29
55,C,8,F,2,48
55,C,9,F,2,29
55,C,10,F,2,90
55,C,11,F,2,6
55,C,12,F,2,98
55,C,13,F,2,100
55,C,14,F,2,39
55,C,15,F,2,78
55,C,16,F,2,19
55,C,17,F,2,83
55,C,18,F,2,90
55,C,19,F,2,90
55,C,20,F,2,28
55,C,21,B,2,100
55,C,22,B,2,25
55,C,23,B,2,39
55,C,24,B,2,20
55,C,25,B,2,20
55,C,26,B,2,20
55,C,27,B,2,10
55,C,28,B,2,20
55,C,29,B,2,90
55,C,30,B,2,24
55,C,31,B,2,12
55,C,32,B,2,10
55,C,33,B,2,30
55,C,34,B,2,0
55,C,35,B,2,26
55,C,36,B,2,0
55,C,37,B,2,98
55,C,38,B,2,12
55,C,39,B,2,90
55,C,40,B,2,20
55,C,41,S,2,20
55,C,42,S,2,100
55,C,43,S,2,10
