"subID","mean_cv_zrt","mean_oe_zrt","pure_zRT","switch_altrun_zrt","non_altrun_zrt","switch_rand_zrt","non_rand_zrt","global_cost_alt_zRT","global_cost_rand_zRT","local_switch_cost_alt_zRT","local_switch_cost_rand_zRT"
"1",-0.525571352082207,-0.331895466674523,-0.428733409378365,0.185571166772487,0.184362091978831,0.0567321583392655,-0.0166154162299099,0.613095501357196,0.412117993148455,0.00120907479365584,0.0733475745691754
"2",-0.710680395654942,-0.401884018053919,-0.556282206854431,0.242842088091244,0.118699469056199,0.619118223857625,0.290209172353754,0.67498167591063,0.846491379208184,0.124142619035045,0.328909051503871
"3",-0.652911364736792,-0.558132481853812,-0.605521923295302,0.462785029029842,0.50403092089438,0.360459932414888,0.0499803506022779,1.10955284418968,0.65550227389758,-0.0412458918645386,0.31047958181261
"4",-0.465147735827594,-0.571021643803297,-0.518084689815445,0.466109528452314,0.405883283512498,0.313219437692627,0.16281923358505,0.923967973327944,0.680903923400495,0.0602262449398153,0.150400204107577
"5",-0.494260416760194,-0.549086318355385,-0.521673367557789,0.275470936034035,0.150312741982109,0.445157631983417,0.260106134347219,0.671986109539899,0.781779501905009,0.125158194051925,0.185051497636197
"6",-0.415016218458505,-0.436433673628241,-0.425724946043373,0.252110036488767,-0.0713274576912333,0.467108959419744,-0.0950727634847527,0.35439748835214,0.33065218255862,0.32343749418,0.562181722904497
"7",-0.668234176911464,-0.660115718438178,-0.664174947674821,0.505278148723823,0.569171907958183,0.559075368190902,0.133110068750515,1.233346855633,0.797285016425336,-0.0638937592343595,0.425965299440386
"8",-0.676021365618681,-0.668251789950916,-0.672136577784799,0.292703056085759,0.260184670041863,0.623222088727962,0.419959686909979,0.932321247826662,1.09209626469478,0.0325183860438957,0.203262401817983
"9",-0.777135930458218,-0.69676801300747,-0.736951971732844,0.684390582814732,0.468991950061174,0.46599255423359,0.37582153519808,1.20594392179402,1.11277350693092,0.215398632753558,0.0901710190355101
"10",-0.777541509463189,-0.234655950405195,-0.506098729934192,0.0871203313788765,0.233354838516724,0.513908358733978,0.212660226897499,0.739453568450916,0.718758956831691,-0.146234507137847,0.301248131836479
"11",-0.619002536401785,-0.456184489007334,-0.537593512704559,0.430795699831696,0.29299446348025,0.231295279416729,0.069059756855207,0.830587976184809,0.606653269559766,0.137801236351446,0.162235522561522
"12",-0.582979189606223,-0.528049577218902,-0.555514383412562,0.274471411752408,0.176413515513078,0.509134917027066,0.236978418515857,0.73192789892564,0.79249280192842,0.0980578962393303,0.272156498511208
"13",-0.758532276981376,-0.63171242899508,-0.695122352988228,0.598861027436046,0.498535440464783,0.563057111507711,0.237828017087969,1.19365779345301,0.932950370076197,0.100325586971263,0.325229094419742
"14",-0.59242105400244,-0.380079356257065,-0.486250205129753,0.256440507019235,0.198154010470383,0.380108389804406,0.186762049552382,0.684404215600135,0.673012254682135,0.0582864965488524,0.193346340252023
"15",-0.348240822797424,-0.169654621379862,-0.258947722088643,0.258045583856635,-0.108022138518939,-0.0981825777712419,-0.0691058864922178,0.150925583569704,0.189841835596425,0.366067722375574,-0.0290766912790241
"16",-0.681884124327765,-0.749121447918137,-0.715502786122951,0.218834728076668,0.296045434880417,0.935525054111451,0.532462037617831,1.01154822100337,1.24796482374078,-0.0772107068037488,0.40306301649362
"17",-0.585702102171517,-0.602936238300019,-0.594319170235768,0.518719086952889,0.353029834186148,0.484443446456275,0.00173757811266933,0.947349004421916,0.596056748348437,0.165689252766741,0.482705868343605
"18",-0.530959230243407,-0.377632011271973,-0.45429562075769,0.00372390973389758,0.090400384322282,0.196493328433734,0.0301209010810435,0.544696005079972,0.484416521838734,-0.0866764745883844,0.166372427352691
"19",-0.651955367387797,-0.487308600642971,-0.569631984015384,0.492951078487079,0.576711091050331,0.141260805544223,0.0105783871838638,1.14634307506571,0.580210371199248,-0.0837600125632517,0.13068241836036
"20",-0.810528536691818,-0.57625553246765,-0.693392034579734,0.526680964501697,0.229269192340754,0.736752643225591,0.434799225896944,0.922661226920488,1.12819126047668,0.297411772160942,0.301953417328647
"21",-0.714000328351031,-0.645883741824035,-0.679942035087533,0.300474626667131,0.0321789699122761,0.761423633088081,0.579926467260776,0.712121004999809,1.25986850234831,0.268295656754855,0.181497165827305
"22",-0.603073054955268,-0.496203481264418,-0.549638268109843,0.356802993770251,0.0558835227160252,0.492459263988171,0.271858365758886,0.605521790825868,0.821496633868729,0.300919471054226,0.220600898229285
