"ExperimentName","Subject","Group","Block","Trial","STIM","TASK","Switch","Congruent","CVOE","Response","RT","block_type","letter","number","key2","response2","match2","score2","zRT"
"CVOE updated",5,1,1,11,"A 71","","",FALSE,"CV","p",2144,"cv","A",1,"v","v",TRUE,1,1.1876582074152
"CVOE updated",5,1,1,12,"I 66","","",TRUE,"CV","q",783,"cv","I",6,"v","c",FALSE,0,-0.354337381041298
"CVOE updated",5,1,1,13,"S 30","","",FALSE,"CV","q",636,"cv","S",0,"c","c",TRUE,1,-0.520886500441082
"CVOE updated",5,1,1,14,"D 20","","",FALSE,"CV","q",1261,"cv","D",0,"c","c",TRUE,1,0.187230503809697
"CVOE updated",5,1,1,15,"I 31","","",FALSE,"CV","p",611,"cv","I",1,"v","v",TRUE,1,-0.549211180611113
"CVOE updated",5,1,1,16,"P 16","","",FALSE,"CV","q",574,"cv","P",6,"c","c",TRUE,1,-0.591131707262759
"CVOE updated",5,1,1,17,"A 49","","",FALSE,"CV","p",777,"cv","A",9,"v","v",TRUE,1,-0.361135304282106
"CVOE updated",5,1,1,18,"O 64","","",TRUE,"CV","p",420,"cv","O",4,"v","v",TRUE,1,-0.765611737110151
"CVOE updated",5,1,1,19,"D 02","","",FALSE,"CV","q",466,"cv","D",2,"c","c",TRUE,1,-0.713494325597293
"CVOE updated",5,1,1,20,"P 81","","",TRUE,"CV","q",904,"cv","P",1,"c","c",TRUE,1,-0.217245929018348
"CVOE updated",5,1,1,21,"J 58","","",FALSE,"CV","q",693,"cv","J",8,"c","c",TRUE,1,-0.456306229653411
"CVOE updated",5,1,1,22,"A 22","","",TRUE,"CV","p",633,"cv","A",2,"v","v",TRUE,1,-0.524285462061485
"CVOE updated",5,1,1,23,"J 72","","",FALSE,"CV","q",582,"cv","J",2,"c","c",TRUE,1,-0.582067809608349
"CVOE updated",5,1,1,24,"P 91","","",TRUE,"CV","q",868,"cv","P",1,"c","c",TRUE,1,-0.258033468463193
"CVOE updated",5,1,1,25,"E 19","","",FALSE,"CV","p",642,"cv","E",9,"v","v",TRUE,1,-0.514088577200274
"CVOE updated",5,1,1,26,"I 30","","",TRUE,"CV","q",602,"cv","I",0,"v","c",FALSE,0,-0.559408065472324
"CVOE updated",5,1,1,27,"D 91","","",TRUE,"CV","q",587,"cv","D",1,"c","c",TRUE,1,-0.576402873574343
"CVOE updated",5,1,1,28,"O 48","","",TRUE,"CV","p",441,"cv","O",8,"v","v",TRUE,1,-0.741819005767325
"CVOE updated",5,1,1,29,"A 89","","",FALSE,"CV","p",921,"cv","A",9,"v","v",TRUE,1,-0.197985146502726
"CVOE updated",5,1,1,30,"U 11","","",FALSE,"CV","p",826,"cv","U",1,"v","v",TRUE,1,-0.305618931148845
"CVOE updated",5,1,1,31,"I 76","","",TRUE,"CV","q",1015,"cv","I",6,"v","c",FALSE,0,-0.0914843490634093
"CVOE updated",5,1,1,32,"U 89","","",FALSE,"CV","p",827,"cv","U",9,"v","v",TRUE,1,-0.304485943942044
"CVOE updated",5,1,1,33,"D 63","","",TRUE,"CV","q",960,"cv","D",3,"c","c",TRUE,1,-0.153798645437478
"CVOE updated",5,1,1,34,"H 70","","",FALSE,"CV","q",689,"cv","H",0,"c","c",TRUE,1,-0.460838178480616
"CVOE updated",5,1,1,35,"D 48","","",FALSE,"CV","q",732,"cv","D",8,"c","c",TRUE,1,-0.412119728588162
"CVOE updated",5,1,1,36,"P 56","","",FALSE,"CV","q",895,"cv","P",6,"c","c",TRUE,1,-0.227442813879559
"CVOE updated",5,1,1,37,"O 77","","",FALSE,"CV","p",658,"cv","O",7,"v","v",TRUE,1,-0.495960781891454
"CVOE updated",5,1,1,38,"P 42","","",FALSE,"CV","q",766,"cv","P",2,"c","c",TRUE,1,-0.37359816355692
"CVOE updated",5,1,1,39,"H 22","","",FALSE,"CV","q",870,"cv","H",2,"c","c",TRUE,1,-0.25576749404959
"CVOE updated",5,1,1,40,"E 42","","",TRUE,"CV","p",716,"cv","E",2,"v","v",TRUE,1,-0.430247523896982
"CVOE updated",5,1,1,41,"J 28","","",FALSE,"CV","q",588,"cv","J",8,"c","c",TRUE,1,-0.575269886367541
"CVOE updated",5,1,1,42,"E 95","","",FALSE,"CV","p",506,"cv","E",5,"v","v",TRUE,1,-0.668174837325244
"CVOE updated",5,1,1,43,"S 63","","",TRUE,"CV","q",640,"cv","S",3,"c","c",TRUE,1,-0.516354551613877
"CVOE updated",5,1,1,44,"H 50","","",FALSE,"CV","q",1032,"cv","H",0,"c","c",TRUE,1,-0.0722235665477881
"CVOE updated",5,1,1,45,"S 33","","",TRUE,"CV","q",470,"cv","S",3,"c","c",TRUE,1,-0.708962376770088
"CVOE updated",5,1,1,46,"P 57","","",TRUE,"CV","q",836,"cv","P",7,"c","c",TRUE,1,-0.294289059080832
"CVOE updated",5,1,1,47,"E 23","","",FALSE,"CV","p",828,"cv","E",3,"v","v",TRUE,1,-0.303352956735242
"CVOE updated",5,1,1,48,"S 61","","",TRUE,"CV","q",1066,"cv","S",1,"c","c",TRUE,1,-0.0337020015165458
"CVOE updated",5,1,1,49,"U 67","","",FALSE,"CV","p",528,"cv","U",7,"v","v",TRUE,1,-0.643249118775616
"CVOE updated",5,1,1,50,"H 32","","",FALSE,"CV","q",547,"cv","H",2,"c","c",TRUE,1,-0.621722361846393
"CVOE updated",5,1,1,51,"U 50","","",TRUE,"CV","p",609,"cv","U",0,"v","v",TRUE,1,-0.551477155024715
"CVOE updated",5,1,1,52,"O 49","","",FALSE,"CV","p",452,"cv","O",9,"v","v",TRUE,1,-0.729356146492511
"CVOE updated",5,1,1,53,"U 32","","",TRUE,"CV","p",479,"cv","U",2,"v","v",TRUE,1,-0.698765491908877
"CVOE updated",5,1,1,54,"J 78","","",FALSE,"CV","q",560,"cv","J",8,"c","c",TRUE,1,-0.606993528157976
"CVOE updated",5,1,1,55,"S 54","","",FALSE,"CV","q",504,"cv","S",4,"c","c",TRUE,1,-0.670440811738846
"CVOE updated",5,1,1,56,"J 27","","",TRUE,"CV","q",638,"cv","J",7,"c","c",TRUE,1,-0.518620526027479
"CVOE updated",5,1,1,57,"S 06","","",FALSE,"CV","q",470,"cv","S",6,"c","c",TRUE,1,-0.708962376770088
"CVOE updated",5,1,1,58,"D 67","","",TRUE,"CV","q",644,"cv","D",7,"c","c",TRUE,1,-0.511822602786672
"CVOE updated",5,1,1,59,"A 79","","",FALSE,"CV","p",580,"cv","A",9,"v","v",TRUE,1,-0.584333784021951
"CVOE updated",5,1,1,60,"S 52","","",FALSE,"CV","q",466,"cv","S",2,"c","c",TRUE,1,-0.713494325597293
"CVOE updated",5,1,1,61,"U 16","","",TRUE,"CV","p",912,"cv","U",6,"v","v",TRUE,1,-0.208182031363938
"CVOE updated",5,1,1,62,"O 82","","",TRUE,"CV","p",670,"cv","O",2,"v","v",TRUE,1,-0.482364935409839
"CVOE updated",5,1,1,63,"H 87","","",TRUE,"CV","q",547,"cv","H",7,"c","c",TRUE,1,-0.621722361846393
"CVOE updated",5,1,1,64,"I 32","","",TRUE,"CV","p",881,"cv","I",2,"v","v",TRUE,1,-0.243304634774776
"CVOE updated",5,1,1,65,"U 37","","",FALSE,"CV","p",562,"cv","U",7,"v","v",TRUE,1,-0.604727553744374
"CVOE updated",5,1,1,66,"I 42","","",TRUE,"CV","p",946,"cv","I",2,"v","v",TRUE,1,-0.169660466332695
"CVOE updated",5,1,1,67,"D 65","","",TRUE,"CV","q",416,"cv","D",5,"c","c",TRUE,1,-0.770143685937356
"CVOE updated",5,1,1,68,"U 77","","",FALSE,"CV","p",491,"cv","U",7,"v","v",TRUE,1,-0.685169645427262
"CVOE updated",5,1,1,69,"E 12","","",TRUE,"CV","q",590,"cv","E",2,"v","c",FALSE,0,-0.573003911953939
"CVOE updated",5,1,1,70,"I 60","","",TRUE,"CV","p",964,"cv","I",0,"v","v",TRUE,1,-0.149266696610273
"CVOE updated",5,1,1,71,"J 36","","",FALSE,"CV","q",1332,"cv","J",6,"c","c",TRUE,1,0.267672595492586
"CVOE updated",5,1,1,72,"H 75","","",TRUE,"CV","q",1288,"cv","H",5,"c","c",TRUE,1,0.217821158393331
"CVOE updated",5,1,1,73,"I 50","","",TRUE,"CV","q",555,"cv","I",0,"v","c",FALSE,0,-0.612658464191983
"CVOE updated",5,1,1,74,"E 99","","",FALSE,"CV","p",956,"cv","E",9,"v","v",TRUE,1,-0.158330594264683
"CVOE updated",5,1,1,75,"A 86","","",TRUE,"CV","q",716,"cv","A",6,"v","c",FALSE,0,-0.430247523896982
"CVOE updated",5,1,1,76,"U 48","","",TRUE,"CV","p",533,"cv","U",8,"v","v",TRUE,1,-0.63758418274161
"CVOE updated",5,1,1,77,"E 01","","",FALSE,"CV","p",656,"cv","E",1,"v","v",TRUE,1,-0.498226756305057
"CVOE updated",5,1,1,78,"A 78","","",TRUE,"CV","q",731,"cv","A",8,"v","c",FALSE,0,-0.413252715794963
"CVOE updated",5,1,1,79,"P 60","","",FALSE,"CV","q",598,"cv","P",0,"c","c",TRUE,1,-0.563940014299529
"CVOE updated",5,1,1,80,"E 43","","",FALSE,"CV","p",958,"cv","E",3,"v","v",TRUE,1,-0.15606461985108
"CVOE updated",5,1,1,81,"D 69","","",TRUE,"CV","q",559,"cv","D",9,"c","c",TRUE,1,-0.608126515364778
"CVOE updated",5,1,1,82,"H 11","","",TRUE,"CV","q",895,"cv","H",1,"c","c",TRUE,1,-0.227442813879559
"CVOE updated",5,1,1,83,"P 43","","",TRUE,"CV","q",619,"cv","P",3,"c","c",TRUE,1,-0.540147282956703
"CVOE updated",5,1,1,84,"O 67","","",FALSE,"CV","p",1134,"cv","O",7,"v","v",TRUE,1,0.043341128545939
"CVOE updated",5,1,1,85,"S 91","","",FALSE,"CV","q",505,"cv","S",1,"c","c",TRUE,1,-0.669307824532045
"CVOE updated",5,1,1,86,"J 68","","",TRUE,"CV","q",647,"cv","J",8,"c","c",TRUE,1,-0.508423641166268
"CVOE updated",5,1,1,87,"S 47","","",FALSE,"CV","q",762,"cv","S",7,"c","c",TRUE,1,-0.378130112384125
"CVOE updated",5,1,1,88,"I 81","","",TRUE,"CV","p",690,"cv","I",1,"v","v",TRUE,1,-0.459705191273814
"CVOE updated",5,1,1,89,"J 39","","",FALSE,"CV","q",621,"cv","J",9,"c","c",TRUE,1,-0.5378813085431
"CVOE updated",5,1,1,90,"A 11","","",TRUE,"CV","p",811,"cv","A",1,"v","v",TRUE,1,-0.322613739250864
"CVOE updated",5,1,1,91,"O 76","","",FALSE,"CV","p",510,"cv","O",6,"v","v",TRUE,1,-0.663642888498039
"CVOE updated",5,1,1,92,"A 62","","",FALSE,"CV","p",1260,"cv","A",2,"v","v",TRUE,1,0.186097516602896
"CVOE updated",5,1,1,93,"O 27","","",TRUE,"CV","p",466,"cv","O",7,"v","v",TRUE,1,-0.713494325597293
"CVOE updated",5,1,1,94,"E 66","","",FALSE,"CV","q",552,"cv","E",6,"v","c",FALSE,0,-0.616057425812386
"CVOE updated",5,1,1,95,"J 62","","",TRUE,"CV","q",774,"cv","J",2,"c","c",TRUE,1,-0.36453426590251
"CVOE updated",5,1,1,96,"H 72","","",TRUE,"CV","q",609,"cv","H",2,"c","c",TRUE,1,-0.551477155024715
"CVOE updated",5,1,1,97,"E 49","","",TRUE,"CV","p",948,"cv","E",9,"v","v",TRUE,1,-0.167394491919093
"CVOE updated",5,1,1,98,"D 52","","",TRUE,"CV","q",466,"cv","D",2,"c","c",TRUE,1,-0.713494325597293
"CVOE updated",5,1,1,99,"H 62","","",TRUE,"CV","q",551,"cv","H",2,"c","c",TRUE,1,-0.617190413019188
"CVOE updated",5,1,1,100,"I 11","","",TRUE,"CV","p",637,"cv","I",1,"v","v",TRUE,1,-0.51975351323428
"CVOE updated",5,1,1,101,"A 98","","",FALSE,"CV","p",1494,"cv","A",8,"v","v",TRUE,1,0.451216522994388
"CVOE updated",5,1,1,102,"H 29","","",FALSE,"CV","q",1457,"cv","H",9,"c","c",TRUE,1,0.409295996342741
"CVOE updated",5,1,1,103,"E 83","","",TRUE,"CV","p",596,"cv","E",3,"v","v",TRUE,1,-0.566205988713131
"CVOE updated",5,1,1,104,"D 43","","",FALSE,"CV","q",501,"cv","D",3,"c","c",TRUE,1,-0.67383977335925
"CVOE updated",5,1,1,105,"P 45","","",TRUE,"CV","q",491,"cv","P",5,"c","c",TRUE,1,-0.685169645427262
"CVOE updated",5,1,1,106,"J 17","","",TRUE,"CV","q",462,"cv","J",7,"c","c",TRUE,1,-0.718026274424498
"CVOE updated",1,1,1,11,"A 71","","",FALSE,"CV","p",2421,"cv","A",1,"v","v",TRUE,1,1.50149566369914
"CVOE updated",1,1,1,12,"I 66","","",TRUE,"CV","p",717,"cv","I",6,"v","v",TRUE,1,-0.429114536690181
"CVOE updated",1,1,1,13,"S 30","","",FALSE,"CV","q",566,"cv","S",0,"c","c",TRUE,1,-0.600195604917169
"CVOE updated",1,1,1,14,"D 20","","",FALSE,"CV","q",868,"cv","D",0,"c","c",TRUE,1,-0.258033468463193
"CVOE updated",1,1,1,15,"I 31","","",FALSE,"CV","p",550,"cv","I",1,"v","v",TRUE,1,-0.618323400225989
"CVOE updated",1,1,1,16,"P 16","","",FALSE,"CV","q",731,"cv","P",6,"c","c",TRUE,1,-0.413252715794963
"CVOE updated",1,1,1,17,"A 49","","",FALSE,"CV","p",784,"cv","A",9,"v","v",TRUE,1,-0.353204393834497
"CVOE updated",1,1,1,18,"O 64","","",TRUE,"CV","p",1165,"cv","O",4,"v","v",TRUE,1,0.0784637319567776
"CVOE updated",1,1,1,19,"D 02","","",FALSE,"CV","q",1267,"cv","D",2,"c","c",TRUE,1,0.194028427050505
"CVOE updated",1,1,1,20,"P 81","","",TRUE,"CV","q",1141,"cv","P",1,"c","c",TRUE,1,0.0512720389935477
"CVOE updated",1,1,1,21,"J 58","","",FALSE,"CV","q",3512,"cv","J",8,"c","c",TRUE,1,2.7375847063193
"CVOE updated",1,1,1,22,"A 22","","",TRUE,"CV","p",492,"cv","A",2,"v","v",TRUE,1,-0.684036658220461
"CVOE updated",1,1,1,23,"J 72","","",FALSE,"CV","q",599,"cv","J",2,"c","c",TRUE,1,-0.562807027092728
"CVOE updated",1,1,1,24,"P 91","","",TRUE,"CV","q",590,"cv","P",1,"c","c",TRUE,1,-0.573003911953939
"CVOE updated",1,1,1,25,"E 19","","",FALSE,"CV","p",666,"cv","E",9,"v","v",TRUE,1,-0.486896884237044
"CVOE updated",1,1,1,26,"I 30","","",TRUE,"CV","p",710,"cv","I",0,"v","v",TRUE,1,-0.437045447137789
"CVOE updated",1,1,1,27,"D 91","","",TRUE,"CV","q",515,"cv","D",1,"c","c",TRUE,1,-0.657977952464032
"CVOE updated",1,1,1,28,"O 48","","",TRUE,"CV","p",823,"cv","O",8,"v","v",TRUE,1,-0.309017892769249
"CVOE updated",1,1,1,29,"A 89","","",FALSE,"CV","p",545,"cv","A",9,"v","v",TRUE,1,-0.623988336259995
"CVOE updated",1,1,1,30,"U 11","","",FALSE,"CV","p",736,"cv","U",1,"v","v",TRUE,1,-0.407587779760957
"CVOE updated",1,1,1,31,"I 76","","",TRUE,"CV","p",608,"cv","I",6,"v","v",TRUE,1,-0.552610142231516
"CVOE updated",1,1,1,32,"U 89","","",FALSE,"CV","p",978,"cv","U",9,"v","v",TRUE,1,-0.133404875715055
"CVOE updated",1,1,1,33,"D 63","","",TRUE,"CV","q",482,"cv","D",3,"c","c",TRUE,1,-0.695366530288474
"CVOE updated",1,1,1,34,"H 70","","",FALSE,"CV","q",795,"cv","H",0,"c","c",TRUE,1,-0.340741534559683
"CVOE updated",1,1,1,35,"D 48","","",FALSE,"CV","q",585,"cv","D",8,"c","c",TRUE,1,-0.578668847987945
"CVOE updated",1,1,1,36,"P 56","","",FALSE,"CV","p",520,"cv","P",6,"c","v",FALSE,0,-0.652313016430026
"CVOE updated",1,1,1,37,"O 77","","",FALSE,"CV","p",1241,"cv","O",7,"v","v",TRUE,1,0.164570759673672
"CVOE updated",1,1,1,38,"P 42","","",FALSE,"CV","q",601,"cv","P",2,"c","c",TRUE,1,-0.560541052679125
"CVOE updated",1,1,1,39,"H 22","","",FALSE,"CV","q",808,"cv","H",2,"c","c",TRUE,1,-0.326012700871267
"CVOE updated",1,1,1,40,"E 42","","",TRUE,"CV","p",579,"cv","E",2,"v","v",TRUE,1,-0.585466771228753
"CVOE updated",1,1,1,41,"J 28","","",FALSE,"CV","q",537,"cv","J",8,"c","c",TRUE,1,-0.633052233914405
"CVOE updated",1,1,1,42,"E 95","","",FALSE,"CV","p",698,"cv","E",5,"v","v",TRUE,1,-0.450641293619404
"CVOE updated",1,1,1,43,"S 63","","",TRUE,"CV","q",1279,"cv","S",3,"c","c",TRUE,1,0.20762427353212
"CVOE updated",1,1,1,44,"H 50","","",FALSE,"CV","q",1077,"cv","H",0,"c","c",TRUE,1,-0.0212391422417321
"CVOE updated",1,1,1,45,"S 33","","",TRUE,"CV","q",619,"cv","S",3,"c","c",TRUE,1,-0.540147282956703
"CVOE updated",1,1,1,46,"P 57","","",TRUE,"CV","q",705,"cv","P",7,"c","c",TRUE,1,-0.442710383171796
"CVOE updated",1,1,1,47,"E 23","","",FALSE,"CV","p",568,"cv","E",3,"v","v",TRUE,1,-0.597929630503566
"CVOE updated",1,1,1,48,"S 61","","",TRUE,"CV","q",465,"cv","S",1,"c","c",TRUE,1,-0.714627312804095
"CVOE updated",1,1,1,49,"U 67","","",FALSE,"CV","p",564,"cv","U",7,"v","v",TRUE,1,-0.602461579330771
"CVOE updated",1,1,1,50,"H 32","","",FALSE,"CV","q",507,"cv","H",2,"c","c",TRUE,1,-0.667041850118442
"CVOE updated",1,1,1,51,"U 50","","",TRUE,"CV","p",635,"cv","U",0,"v","v",TRUE,1,-0.522019487647883
"CVOE updated",1,1,1,52,"O 49","","",FALSE,"CV","p",2704,"cv","O",9,"v","v",TRUE,1,1.8221310432239
"CVOE updated",1,1,1,53,"U 32","","",TRUE,"CV","p",865,"cv","U",2,"v","v",TRUE,1,-0.261432430083596
"CVOE updated",1,1,1,54,"J 78","","",FALSE,"CV","q",523,"cv","J",8,"c","c",TRUE,1,-0.648914054809622
"CVOE updated",1,1,1,55,"S 54","","",FALSE,"CV","q",577,"cv","S",4,"c","c",TRUE,1,-0.587732745642355
"CVOE updated",1,1,1,56,"J 27","","",TRUE,"CV","q",680,"cv","J",7,"c","c",TRUE,1,-0.471035063341827
"CVOE updated",1,1,1,57,"S 06","","",FALSE,"CV","q",387,"cv","S",6,"c","c",TRUE,1,-0.803000314934592
"CVOE updated",1,1,1,58,"D 67","","",TRUE,"CV","q",411,"cv","D",7,"c","c",TRUE,1,-0.775808621971362
"CVOE updated",1,1,1,59,"A 79","","",FALSE,"CV","p",500,"cv","A",9,"v","v",TRUE,1,-0.674972760566051
"CVOE updated",1,1,1,60,"S 52","","",FALSE,"CV","q",490,"cv","S",2,"c","c",TRUE,1,-0.686302632634064
"CVOE updated",1,1,1,61,"U 16","","",TRUE,"CV","p",1018,"cv","U",6,"v","v",TRUE,1,-0.0880853874430056
"CVOE updated",1,1,1,62,"O 82","","",TRUE,"CV","p",609,"cv","O",2,"v","v",TRUE,1,-0.551477155024715
"CVOE updated",1,1,1,63,"H 87","","",TRUE,"CV","q",586,"cv","H",7,"c","c",TRUE,1,-0.577535860781144
"CVOE updated",1,1,1,64,"I 32","","",TRUE,"CV","p",397,"cv","I",2,"v","v",TRUE,1,-0.791670442866579
"CVOE updated",1,1,1,65,"U 37","","",FALSE,"CV","p",543,"cv","U",7,"v","v",TRUE,1,-0.626254310673597
"CVOE updated",1,1,1,66,"I 42","","",TRUE,"CV","p",455,"cv","I",2,"v","v",TRUE,1,-0.725957184872107
"CVOE updated",1,1,1,67,"D 65","","",TRUE,"CV","q",432,"cv","D",5,"c","c",TRUE,1,-0.752015890628536
"CVOE updated",1,1,1,68,"U 77","","",FALSE,"CV","p",619,"cv","U",7,"v","v",TRUE,1,-0.540147282956703
"CVOE updated",1,1,1,69,"E 12","","",TRUE,"CV","p",464,"cv","E",2,"v","v",TRUE,1,-0.715760300010896
"CVOE updated",1,1,1,70,"I 60","","",TRUE,"CV","p",490,"cv","I",0,"v","v",TRUE,1,-0.686302632634064
"CVOE updated",1,1,1,71,"J 36","","",FALSE,"CV","q",545,"cv","J",6,"c","c",TRUE,1,-0.623988336259995
"CVOE updated",1,1,1,72,"H 75","","",TRUE,"CV","q",2057,"cv","H",5,"c","c",TRUE,1,1.08908832042349
"CVOE updated",1,1,1,73,"I 50","","",TRUE,"CV","p",504,"cv","I",0,"v","v",TRUE,1,-0.670440811738846
"CVOE updated",1,1,1,74,"E 99","","",FALSE,"CV","p",771,"cv","E",9,"v","v",TRUE,1,-0.367933227522913
"CVOE updated",1,1,1,75,"A 86","","",TRUE,"CV","p",596,"cv","A",6,"v","v",TRUE,1,-0.566205988713131
"CVOE updated",1,1,1,76,"U 48","","",TRUE,"CV","p",514,"cv","U",8,"v","v",TRUE,1,-0.659110939670834
"CVOE updated",1,1,1,77,"E 01","","",FALSE,"CV","p",468,"cv","E",1,"v","v",TRUE,1,-0.711228351183691
"CVOE updated",1,1,1,78,"A 78","","",TRUE,"CV","p",356,"cv","A",8,"v","v",TRUE,1,-0.838122918345431
"CVOE updated",1,1,1,79,"P 60","","",FALSE,"CV","q",500,"cv","P",0,"c","c",TRUE,1,-0.674972760566051
"CVOE updated",1,1,1,80,"E 43","","",FALSE,"CV","p",662,"cv","E",3,"v","v",TRUE,1,-0.491428833064249
"CVOE updated",1,1,1,81,"D 69","","",TRUE,"CV","q",627,"cv","D",9,"c","c",TRUE,1,-0.531083385302293
"CVOE updated",1,1,1,82,"H 11","","",TRUE,"CV","q",634,"cv","H",1,"c","c",TRUE,1,-0.523152474854684
"CVOE updated",1,1,1,83,"P 43","","",TRUE,"CV","q",568,"cv","P",3,"c","c",TRUE,1,-0.597929630503566
"CVOE updated",1,1,1,84,"O 67","","",FALSE,"CV","p",433,"cv","O",7,"v","v",TRUE,1,-0.750882903421735
"CVOE updated",1,1,1,85,"S 91","","",FALSE,"CV","q",533,"cv","S",1,"c","c",TRUE,1,-0.63758418274161
"CVOE updated",1,1,1,86,"J 68","","",TRUE,"CV","q",674,"cv","J",8,"c","c",TRUE,1,-0.477832986582634
"CVOE updated",1,1,1,87,"S 47","","",FALSE,"CV","q",443,"cv","S",7,"c","c",TRUE,1,-0.739553031353722
"CVOE updated",1,1,1,88,"I 81","","",TRUE,"CV","p",478,"cv","I",1,"v","v",TRUE,1,-0.699898479115678
"CVOE updated",1,1,1,89,"J 39","","",FALSE,"CV","q",483,"cv","J",9,"c","c",TRUE,1,-0.694233543081672
"CVOE updated",1,1,1,90,"A 11","","",TRUE,"CV","p",454,"cv","A",1,"v","v",TRUE,1,-0.727090172078908
"CVOE updated",1,1,1,91,"O 76","","",FALSE,"CV","p",726,"cv","O",6,"v","v",TRUE,1,-0.418917651828969
"CVOE updated",1,1,1,92,"A 62","","",FALSE,"CV","p",563,"cv","A",2,"v","v",TRUE,1,-0.603594566537573
"CVOE updated",1,1,1,93,"O 27","","",TRUE,"CV","p",554,"cv","O",7,"v","v",TRUE,1,-0.613791451398784
"CVOE updated",1,1,1,94,"E 66","","",FALSE,"CV","p",653,"cv","E",6,"v","v",TRUE,1,-0.50162571792546
"CVOE updated",1,1,1,95,"J 62","","",TRUE,"CV","q",924,"cv","J",2,"c","c",TRUE,1,-0.194586184882323
"CVOE updated",1,1,1,96,"H 72","","",TRUE,"CV","q",541,"cv","H",2,"c","c",TRUE,1,-0.6285202850872
"CVOE updated",1,1,1,97,"E 49","","",TRUE,"CV","p",575,"cv","E",9,"v","v",TRUE,1,-0.589998720055958
"CVOE updated",1,1,1,98,"D 52","","",TRUE,"CV","q",754,"cv","D",2,"c","c",TRUE,1,-0.387194010038535
"CVOE updated",1,1,1,99,"H 62","","",TRUE,"CV","q",633,"cv","H",2,"c","c",TRUE,1,-0.524285462061485
"CVOE updated",1,1,1,100,"I 11","","",TRUE,"CV","p",544,"cv","I",1,"v","v",TRUE,1,-0.625121323466796
"CVOE updated",1,1,1,101,"A 98","","",FALSE,"CV","p",588,"cv","A",8,"v","v",TRUE,1,-0.575269886367541
"CVOE updated",1,1,1,102,"H 29","","",FALSE,"CV","q",516,"cv","H",9,"c","c",TRUE,1,-0.656844965257231
"CVOE updated",1,1,1,103,"E 83","","",TRUE,"CV","p",544,"cv","E",3,"v","v",TRUE,1,-0.625121323466796
"CVOE updated",1,1,1,104,"D 43","","",FALSE,"CV","q",919,"cv","D",3,"c","c",TRUE,1,-0.200251120916329
"CVOE updated",1,1,1,105,"P 45","","",TRUE,"CV","q",658,"cv","P",5,"c","c",TRUE,1,-0.495960781891454
"CVOE updated",1,1,1,106,"J 17","","",TRUE,"CV","q",504,"cv","J",7,"c","c",TRUE,1,-0.670440811738846
"CVOE updated",9,1,1,11,"A 71","","",FALSE,"CV","p",1803,"cv","A",1,"v","v",TRUE,1,0.801309569895973
"CVOE updated",9,1,1,12,"I 66","","",TRUE,"CV","p",612,"cv","I",6,"v","v",TRUE,1,-0.548078193404312
"CVOE updated",9,1,1,13,"S 30","","",FALSE,"CV","q",487,"cv","S",0,"c","c",TRUE,1,-0.689701594254467
"CVOE updated",9,1,1,14,"D 20","","",FALSE,"CV","q",571,"cv","D",0,"c","c",TRUE,1,-0.594530668883163
"CVOE updated",9,1,1,15,"I 31","","",FALSE,"CV","p",526,"cv","I",1,"v","v",TRUE,1,-0.645515093189219
"CVOE updated",9,1,1,16,"P 16","","",FALSE,"CV","q",590,"cv","P",6,"c","c",TRUE,1,-0.573003911953939
"CVOE updated",9,1,1,17,"A 49","","",FALSE,"CV","p",524,"cv","A",9,"v","v",TRUE,1,-0.647781067602821
"CVOE updated",9,1,1,18,"O 64","","",TRUE,"CV","p",612,"cv","O",4,"v","v",TRUE,1,-0.548078193404312
"CVOE updated",9,1,1,19,"D 02","","",FALSE,"CV","q",471,"cv","D",2,"c","c",TRUE,1,-0.707829389563287
"CVOE updated",9,1,1,20,"P 81","","",TRUE,"CV","q",765,"cv","P",1,"c","c",TRUE,1,-0.374731150763721
"CVOE updated",9,1,1,21,"J 58","","",FALSE,"CV","q",749,"cv","J",8,"c","c",TRUE,1,-0.392858946072541
"CVOE updated",9,1,1,22,"A 22","","",TRUE,"CV","p",475,"cv","A",2,"v","v",TRUE,1,-0.703297440736082
"CVOE updated",9,1,1,23,"J 72","","",FALSE,"CV","q",532,"cv","J",2,"c","c",TRUE,1,-0.638717169948411
"CVOE updated",9,1,1,24,"P 91","","",TRUE,"CV","q",535,"cv","P",1,"c","c",TRUE,1,-0.635318208328007
"CVOE updated",9,1,1,25,"E 19","","",FALSE,"CV","p",450,"cv","E",9,"v","v",TRUE,1,-0.731622120906113
"CVOE updated",9,1,1,26,"I 30","","",TRUE,"CV","p",453,"cv","I",0,"v","v",TRUE,1,-0.72822315928571
"CVOE updated",9,1,1,27,"D 91","","",TRUE,"CV","q",488,"cv","D",1,"c","c",TRUE,1,-0.688568607047666
"CVOE updated",9,1,1,28,"O 48","","",TRUE,"CV","p",531,"cv","O",8,"v","v",TRUE,1,-0.639850157155212
"CVOE updated",9,1,1,29,"A 89","","",FALSE,"CV","p",566,"cv","A",9,"v","v",TRUE,1,-0.600195604917169
