"subID","mean_cv_zrt","mean_oe_zrt","pure_zRT","switch_altrun_zrt","non_altrun_zrt","switch_rand_zrt","non_rand_zrt","global_cost_alt_zRT","global_cost_rand_zRT","local_switch_cost_alt_zRT","local_switch_cost_rand_zRT"
"1",-0.418858020923348,-0.235055469493796,-0.326956745208572,0.470220780104695,0.522326920046713,0.400338984273879,0.028211028555114,0.849283665255285,0.355167773763686,-0.0521061399420176,0.372127955718765
"2",-0.587913541473228,-0.458719985007031,-0.523316763240129,-0.188980879753938,-0.219941657200047,0.00063923140684376,-0.119559387984484,0.303375106040082,0.403757375255645,0.0309607774461096,0.120198619391328
"3",-0.564204377981116,-0.479754138802862,-0.521979258391989,0.429907648220318,0.466658718998197,0.33873355310316,0.11434166017215,0.988637977390186,0.636320918564139,-0.0367510707778792,0.224391892931009
"4",-0.310437108323031,-0.393316962177418,-0.351877035250225,0.762653582653754,0.652273744269117,0.592244625481648,0.424610857896744,1.00415077951934,0.776487893146969,0.110379838384636,0.167633767584903
"5",-0.408244397346717,-0.446328632638677,-0.427286514992697,0.162347539494289,0.141769392136797,0.244312459265084,0.204427631055787,0.569055907129494,0.631714146048484,0.0205781473574915,0.0398848282092961
"6",-0.176205275410281,-0.240295518214777,-0.208250396812529,0.558149915549029,0.0953967407566072,0.653465427966965,0.175980139615846,0.303647137569136,0.384230536428376,0.462753174792422,0.477485288351118
"7",-0.397001430547408,-0.389793215983549,-0.393397323265479,0.64493635411283,0.701666326603084,0.692701813791376,0.314495866784572,1.09506364986856,0.70789319005005,-0.0567299724902539,0.378205947006804
"8",-0.288907369848526,-0.283102301186311,-0.286004835517419,0.646069722796805,0.444890677756414,0.740926923841696,0.603779110668831,0.730895513273833,0.88978394618625,0.201179045040391,0.137147813172865
"9",-0.655251701997667,-0.616742198300013,-0.63599695014884,0.104288026566972,0.0521078492280728,-0.0595878787160047,-0.0796359913244879,0.688104799376913,0.556360958824352,0.0521801773388987,0.0200481126084831
"10",-0.321039483342466,0.361815927815861,0.0203882222366977,0.79377173664256,1.09686372282311,1.26952312024151,0.861003833354313,1.07647550058641,0.840615611117615,-0.303091986180546,0.408519286887198
"11",-0.542328885982565,-0.394168175733733,-0.468248530858149,0.17494345289456,0.0226209048825739,-0.0433974002370417,-0.138592764504093,0.490869435740723,0.329655766354056,0.152322548011986,0.095195364267051
"12",-0.554201145543195,-0.516379181770546,-0.535290163656871,0.0361992627602096,-0.0313188215298259,0.271250449829853,0.0524845340745105,0.503971342127045,0.587774697731381,0.0675180842900355,0.218765915755343
"13",-0.468685605660355,-0.364594531179467,-0.416640068419911,0.685510463656011,0.563089242534917,0.616047278463856,0.434534263087348,0.979729310954828,0.851174331507259,0.122421221121094,0.181513015376507
"14",-0.435196889063535,-0.218805309259967,-0.327001099161751,0.380656597504154,0.267734394794775,0.5558810997882,0.358847165988991,0.594735493956526,0.685848265150742,0.112922202709379,0.197033933799208
"15",-0.704127419736413,-0.658914555221655,-0.681520987479034,-0.464526974037643,-0.529396493238833,-0.482581890406886,-0.595083345569407,0.152124494240201,0.0864376419096269,0.0648695192011903,0.112501455162521
"16",-0.175727430085244,-0.222679394547738,-0.199203412316491,1.04132855201371,1.04697539971786,1.90565591405087,1.52549233273919,1.24617881203435,1.72469574505568,-0.00564684770414448,0.380163581311677
"17",-0.610952892052712,-0.635404413876351,-0.623178652964531,0.868029927629824,0.63708502769635,0.739295861964525,0.167990702538646,1.26026368066088,0.791169355503178,0.230944899933473,0.571305159425879
"18",-0.371972573216726,-0.185668479125564,-0.278820526171145,0.222353107220536,0.326861409916858,0.464890506524747,0.250100605228612,0.605681936088003,0.528921131399757,-0.104508302696322,0.214789901296135
"19",-0.416747086864361,-0.349189678297354,-0.382968382580857,0.310914940552167,0.394951226114258,0.0153432716086389,-0.0192669052521151,0.777919608695115,0.363701477328742,-0.0840362855620911,0.034610176860754
"20",-0.375911345770805,-0.202188163560215,-0.28904975466551,0.459794854703026,0.346113076443459,0.591081840247783,0.435478300703548,0.635162831108969,0.724528055369059,0.113681778259568,0.155603539544234
"21",-0.69741083329205,-0.6630823579852,-0.680246595638625,-0.137101991863565,-0.233164399273905,0.12787349607711,0.00745668890983738,0.44708219636472,0.687703284548462,0.0960624074103405,0.120416807167273
"22",-0.520337896109367,-0.379620885024653,-0.44997939056701,0.69934072128386,0.347321596130713,0.77104573854507,0.631699397340972,0.797300986697723,1.08167878790798,0.352019125153147,0.139346341204098
"23",-0.677870822579237,-0.495946794395074,-0.586908808487156,0.178211925643559,-0.193632090392385,0.00720075696627887,-0.183278528249738,0.393276718094771,0.403630280237418,0.371844016035944,0.190479285216017
"24",-0.491476537788746,-0.42761606973925,-0.459546303763998,0.738973058086477,0.635671283348716,0.799169482949792,0.537922109990347,1.09521758711271,0.997468413754345,0.103301774737761,0.261247372959445
"25",-0.625920377602119,-0.571554175635559,-0.598737276618839,0.181963107146499,0.137955161900341,0.0675636136568622,0.0443588967147605,0.736692438519181,0.643096173333599,0.044007945246157,0.0232047169421017
"26",-0.574268087153107,-0.45942797099981,-0.516848029076458,0.11700627823259,-0.023697148385301,0.240596121567336,-0.199475919143254,0.493150880691157,0.317372109933204,0.140703426617891,0.44007204071059
