"mean_cv_errors","mean_oe_errors","pure_block_errors","alt_switch_errors","alt_non_switch_errors","rand_switch_errors","rand_non_switch_errors","global_cost_alt","global_cost_rand","local_switch_cost_alt","local_switch_cost_rand"
0.0104166666666666,0.0520833333333334,0.03125,0.075,0.0655737704918032,0.0169491525423728,0.0163934426229508,0.0343237704918032,-0.0148565573770492,0.00942622950819672,0.000555709919421998
0.0208333333333334,0.03125,0.0260416666666667,0.025,0.0491803278688525,0.0338983050847458,0.0327868852459017,0.0231386612021858,0.00674521857923499,-0.0241803278688525,0.00111141983884411
0.0520833333333334,0.0416666666666666,0.046875,0.1,0.163934426229508,0.101694915254237,0.0655737704918032,0.117059426229508,0.0186987704918032,-0.0639344262295082,0.036121144762434
0,0.0208333333333334,0.0104166666666667,0.0166666666666667,0.0327868852459017,0,0,0.022370218579235,-0.0104166666666667,-0.016120218579235,0
0.0833333333333334,0.03125,0.0572916666666667,0.0666666666666667,0.0819672131147541,0.101694915254237,0.0655737704918032,0.0246755464480874,0.00828210382513656,-0.0153005464480874,0.036121144762434
0.0104166666666666,0.0208333333333334,0.015625,0.0083333333333333,0,0,0.0491803278688525,-0.015625,0.0335553278688525,0.0083333333333333,-0.0491803278688525
0,0.104166666666667,0.0520833333333333,0.0333333333333333,0.0327868852459017,0.0847457627118644,0.0163934426229508,-0.0192964480874316,-0.0356898907103825,0.00054644808743165,0.0683523200889136
0,0.0104166666666666,0.00520833333333331,0.0083333333333333,0,0.0508474576271186,0.0163934426229508,-0.00520833333333331,0.0111851092896175,0.0083333333333333,0.0344540150041678
0,0.0520833333333334,0.0260416666666667,0.0166666666666667,0.0327868852459017,0.0169491525423728,0,0.00674521857923499,-0.0260416666666667,-0.016120218579235,0.0169491525423728
0.0104166666666666,0.0208333333333334,0.015625,0.0083333333333333,0.0163934426229508,0.0169491525423728,0,0.000768442622950838,-0.015625,-0.00806010928961753,0.0169491525423728
0.0208333333333334,0.0520833333333334,0.0364583333333334,0.0083333333333333,0,0.0169491525423728,0.0327868852459017,-0.0364583333333334,-0.00367144808743169,0.0083333333333333,-0.0158377327035288
0.0208333333333334,0.0416666666666666,0.03125,0.025,0.0491803278688525,0.0508474576271186,0.0327868852459017,0.0179303278688525,0.00153688524590168,-0.0241803278688525,0.0180605723812169
0.0104166666666666,0.0208333333333334,0.015625,0.0083333333333333,0.0163934426229508,0.0169491525423728,0.0327868852459017,0.000768442622950838,0.0171618852459017,-0.00806010928961753,-0.0158377327035288
0.0104166666666666,0.03125,0.0208333333333333,0.0416666666666666,0.0491803278688525,0.0508474576271186,0,0.0283469945355192,-0.0208333333333333,-0.00751366120218588,0.0508474576271186
0.104166666666667,0.21875,0.161458333333333,0.266666666666667,0.229508196721312,0.271186440677966,0.262295081967213,0.0680498633879782,0.10083674863388,0.0371584699453552,0.00889135871075308
0.0104166666666666,0.0208333333333334,0.015625,0,0,0,0,-0.015625,-0.015625,0,0
0.03125,0.0416666666666666,0.0364583333333333,0.05,0.0983606557377049,0.0508474576271186,0.0163934426229508,0.0619023224043716,-0.0200648907103825,-0.0483606557377049,0.0344540150041678
0.75,0.03125,0.390625,0.0083333333333333,0.0163934426229508,0.0508474576271186,0.0163934426229508,-0.374231557377049,-0.374231557377049,-0.00806010928961753,0.0344540150041678
0.0104166666666666,0.0416666666666666,0.0260416666666666,0.108333333333333,0.147540983606557,0.0677966101694916,0.0327868852459017,0.121499316939891,0.00674521857923505,-0.0392076502732241,0.0350097249235899
0,0.03125,0.015625,0.0416666666666666,0.0327868852459017,0.0508474576271186,0.0163934426229508,0.0171618852459017,0.000768442622950838,0.00887978142076495,0.0344540150041678
0.0416666666666666,0.0104166666666666,0.0260416666666666,0.025,0.0327868852459017,0.0338983050847458,0.0163934426229508,0.00674521857923505,-0.00964822404371579,-0.00778688524590165,0.0175048624617949
0,0.0104166666666666,0.00520833333333331,0.025,0.0491803278688525,0.0508474576271186,0,0.0439719945355192,-0.00520833333333331,-0.0241803278688525,0.0508474576271186
0.0104166666666666,0.15625,0.0833333333333333,0.0833333333333334,0.0327868852459017,0.135593220338983,0.0327868852459017,-0.0505464480874316,-0.0505464480874316,0.0505464480874317,0.102806335093081
0.0104166666666666,0.03125,0.0208333333333333,0.0416666666666666,0.0491803278688525,0.0338983050847458,0,0.0283469945355192,-0.0208333333333333,-0.00751366120218588,0.0338983050847458
0.0104166666666666,0.03125,0.0208333333333333,0.025,0.0491803278688525,0.0169491525423728,0.0327868852459017,0.0283469945355192,0.0119535519125684,-0.0241803278688525,-0.0158377327035288
0.0104166666666666,0.0208333333333334,0.015625,0.025,0.0327868852459017,0.0847457627118644,0.0327868852459017,0.0171618852459017,0.0171618852459017,-0.00778688524590165,0.0519588774659627
0.0625,0.1875,0.125,0.0166666666666667,0.0163934426229508,0.186440677966102,0.0983606557377049,-0.108606557377049,-0.0266393442622951,0.000273224043715881,0.0880800222283967
0.0416666666666666,0.0729166666666666,0.0572916666666666,0.0916666666666667,0.114754098360656,0.11864406779661,0.0819672131147541,0.0574624316939891,0.0246755464480874,-0.0230874316939891,0.0366768546818561
0.0104166666666666,0.03125,0.0208333333333333,0.05,0.0819672131147541,0.0508474576271186,0,0.0611338797814208,-0.0208333333333333,-0.031967213114754,0.0508474576271186
0.0625,0.0625,0.0625,0.0166666666666667,0.0327868852459017,0.0508474576271186,0.0327868852459017,-0.0297131147540983,-0.0297131147540983,-0.016120218579235,0.0180605723812169
0.0104166666666666,0.0104166666666666,0.0104166666666666,0.00840336134453779,0,0.0169491525423728,0,-0.0104166666666666,-0.0104166666666666,0.00840336134453779,0.0169491525423728
0.458333333333333,0.395833333333333,0.427083333333333,0.45,0.39344262295082,0.593220338983051,0.557377049180328,-0.0336407103825137,0.130293715846994,0.0565573770491803,0.035843289802723
0.0208333333333334,0.0104166666666666,0.015625,0.025,0.0163934426229508,0.0338983050847458,0.0163934426229508,0.000768442622950838,0.000768442622950838,0.00860655737704918,0.0175048624617949
