"","ExperimentName","Subject","Group","Block","Trial","STIM","TASK","Switch","Congruent","CVOE","Response","Key","Match","score"
"1143","CVOE_B",10,1,3,97,"U 85","Number","Y",FALSE,"OE","q","p",FALSE,0
"1144","CVOE_B",10,1,3,98,"J 77","Number","N",TRUE,"OE","q","q",TRUE,1
"1145","CVOE_B",10,1,3,99,"I 73","Letter","Y",FALSE,"CV","p","q",FALSE,0
"1146","CVOE_B",10,1,3,100,"H 46","Number","Y",FALSE,"OE","p","p",TRUE,1
"1147","CVOE_B",10,1,3,101,"D 04","Number","N",FALSE,"OE","p","p",TRUE,1
"1148","CVOE_B",10,1,3,102,"P 72","Letter","Y",FALSE,"CV","q","q",TRUE,1
"1149","CVOE_B",10,1,3,103,"D 99","Number","Y",TRUE,"OE","q","p",FALSE,0
"1150","CVOE_B",10,1,3,104,"U 25","Letter","Y",FALSE,"CV","p","q",FALSE,0
"1151","CVOE_B",10,1,3,105,"O 32","Letter","N",TRUE,"CV","p","q",FALSE,0
"1152","CVOE_B",10,1,3,106,"E 80","Letter","N",TRUE,"CV","p","q",FALSE,0
"1153","CVOE_B",10,1,3,107,"O 84","Number","Y",TRUE,"OE","p","p",TRUE,1
"1154","CVOE_B",10,1,3,108,"A 78","Number","N",TRUE,"OE","p","q",FALSE,0
"1155","CVOE_B",10,1,3,109,"S 05","Number","N",TRUE,"OE","q","p",FALSE,0
"1156","CVOE_B",10,1,3,110,"U 35","Letter","Y",FALSE,"CV","p","p",TRUE,1
"1157","CVOE_B",10,1,3,111,"H 14","Letter","N",FALSE,"CV","q","p",FALSE,0
"1158","CVOE_B",10,1,3,112,"U 15","Number","Y",FALSE,"OE","q","q",TRUE,1
"1159","CVOE_B",10,1,3,113,"E 36","Letter","Y",TRUE,"CV","p","p",TRUE,1
"1160","CVOE_B",10,1,3,114,"P 70","Letter","N",FALSE,"CV","q","p",FALSE,0
"1161","CVOE_B",10,1,3,115,"O 44","Number","Y",TRUE,"OE","p","p",TRUE,1
"1162","CVOE_B",10,1,3,116,"S 41","Letter","Y",TRUE,"CV","q","q",TRUE,1
"1163","CVOE_B",10,1,3,117,"D 83","Letter","N",TRUE,"CV","q","p",FALSE,0
"1164","CVOE_B",10,1,3,118,"J 39","Letter","N",TRUE,"CV","q","p",FALSE,0
"1165","CVOE_B",10,1,3,119,"S 22","Number","Y",FALSE,"OE","p","q",FALSE,0
"1166","CVOE_B",10,1,3,120,"D 89","Letter","Y",TRUE,"CV","q","p",FALSE,0
"1167","CVOE_B",10,1,3,121,"P 87","Letter","N",TRUE,"CV","q","q",TRUE,1
"1168","CVOE_B",10,1,3,122,"H 42","Letter","N",FALSE,"CV","q","p",FALSE,0
"1169","CVOE_B",10,1,3,123,"S 49","Letter","N",TRUE,"CV","q","p",FALSE,0
"1170","CVOE_B",10,1,3,124,"J 20","Number","Y",FALSE,"OE","p","q",FALSE,0
"1171","CVOE_B",10,1,3,125,"O 19","Letter","Y",FALSE,"CV","p","q",FALSE,0
"1172","CVOE_B",10,1,3,126,"H 50","Letter","N",FALSE,"CV","q","p",FALSE,0
"1173","CVOE_B",10,1,3,127,"I 68","Number","Y",TRUE,"OE","p","p",TRUE,1
"1174","CVOE_B",10,1,3,128,"J 72","Number","N",FALSE,"OE","p","q",FALSE,0
"1175","CVOE_B",10,1,3,129,"O 21","Number","N",FALSE,"OE","q","q",TRUE,1
"1176","CVOE_B",10,1,3,130,"H 22","Number","N",FALSE,"OE","p","p",TRUE,1
"1177","CVOE_B",10,1,4,1,"A 44","Letter","N",TRUE,"CV","p","p",TRUE,1
"1178","CVOE_B",10,1,4,2,"D 94","Letter","N",FALSE,"CV","q","q",TRUE,1
"1179","CVOE_B",10,1,4,3,"E 75","Number","Y",FALSE,"OE","q","p",FALSE,0
"1180","CVOE_B",10,1,4,4,"H 81","Number","N",TRUE,"OE","q","q",TRUE,1
"1181","CVOE_B",10,1,4,5,"I 64","Letter","Y",TRUE,"CV","p","q",FALSE,0
"1182","CVOE_B",10,1,4,6,"J 54","Letter","N",FALSE,"CV","q","p",FALSE,0
"1183","CVOE_B",10,1,4,7,"O 23","Number","Y",FALSE,"OE","q","p",FALSE,0
"1184","CVOE_B",10,1,4,8,"P 05","Number","N",TRUE,"OE","q","q",TRUE,1
"1185","CVOE_B",10,1,4,9,"S 34","Letter","Y",FALSE,"CV","q","q",TRUE,1
"1186","CVOE_B",10,1,4,10,"U 88","Letter","N",TRUE,"CV","p","q",FALSE,0
"1187","CVOE_B",10,1,4,11,"A 70","Number","Y",TRUE,"OE","p","q",FALSE,0
"1188","CVOE_B",10,1,4,12,"D 12","Number","N",FALSE,"OE","p","p",TRUE,1
"1189","CVOE_B",10,1,4,13,"E 79","Letter","Y",FALSE,"CV","p","p",TRUE,1
"1190","CVOE_B",10,1,4,14,"H 72","Letter","N",FALSE,"CV","q","q",TRUE,1
"1191","CVOE_B",10,1,4,15,"I 41","Number","Y",FALSE,"OE","q","p",FALSE,0
"1192","CVOE_B",10,1,4,16,"J 63","Number","N",TRUE,"OE","q","q",TRUE,1
"1193","CVOE_B",10,1,4,17,"O 03","Letter","Y",FALSE,"CV","p","q",FALSE,0
"1194","CVOE_B",10,1,4,18,"P 75","Letter","N",TRUE,"CV","q","p",FALSE,0
"1195","CVOE_B",10,1,4,19,"S 61","Number","Y",TRUE,"OE","q","q",TRUE,1
"1196","CVOE_B",10,1,4,20,"U 28","Number","N",TRUE,"OE","p","q",FALSE,0
"1197","CVOE_B",10,1,4,21,"A 21","Letter","Y",FALSE,"CV","p","p",TRUE,1
"1198","CVOE_B",10,1,4,22,"D 18","Letter","N",FALSE,"CV","q","p",FALSE,0
"1199","CVOE_B",10,1,4,23,"E 35","Number","Y",FALSE,"OE","q","q",TRUE,1
"1200","CVOE_B",10,1,4,24,"H 62","Number","N",FALSE,"OE","p","p",TRUE,1
"1201","CVOE_B",10,1,4,25,"I 82","Letter","Y",TRUE,"CV","p","q",FALSE,0
"1202","CVOE_B",10,1,4,26,"J 78","Letter","N",FALSE,"CV","q","q",TRUE,1
"1203","CVOE_B",10,1,4,27,"O 12","Number","Y",TRUE,"OE","p","q",FALSE,0
"1204","CVOE_B",10,1,4,28,"P 13","Number","N",TRUE,"OE","q","p",FALSE,0
"1205","CVOE_B",10,1,4,29,"S 07","Letter","Y",TRUE,"CV","q","p",FALSE,0
"1206","CVOE_B",10,1,4,30,"U 36","Letter","N",TRUE,"CV","p","q",FALSE,0
"1207","CVOE_B",10,1,4,31,"A 96","Number","Y",TRUE,"OE","p","q",FALSE,0
"1208","CVOE_B",10,1,4,32,"D 04","Number","N",FALSE,"OE","p","p",TRUE,1
"1209","CVOE_B",10,1,4,33,"E 60","Letter","Y",TRUE,"CV","p","q",FALSE,0
"1210","CVOE_B",10,1,4,34,"H 83","Letter","N",TRUE,"CV","q","p",FALSE,0
"1211","CVOE_B",10,1,4,35,"I 64","Number","Y",TRUE,"OE","p","p",TRUE,1
"1212","CVOE_B",10,1,4,36,"J 76","Number","N",FALSE,"OE","p","p",TRUE,1
"1213","CVOE_B",10,1,4,37,"O 78","Letter","Y",TRUE,"CV","p","q",FALSE,0
"1214","CVOE_B",10,1,4,38,"P 09","Letter","N",TRUE,"CV","q","p",FALSE,0
"1215","CVOE_B",10,1,4,39,"S 72","Number","Y",FALSE,"OE","p","p",TRUE,1
"1216","CVOE_B",10,1,4,40,"U 47","Number","N",FALSE,"OE","q","p",FALSE,0
"1217","CVOE_B",10,1,4,41,"A 31","Letter","Y",FALSE,"CV","p","q",FALSE,0
"1218","CVOE_B",10,1,4,42,"D 96","Letter","N",FALSE,"CV","q","p",FALSE,0
"1219","CVOE_B",10,1,4,43,"E 40","Number","Y",TRUE,"OE","p","q",FALSE,0
"1220","CVOE_B",10,1,4,44,"H 79","Number","N",TRUE,"OE","q","p",FALSE,0
"1221","CVOE_B",10,1,4,45,"I 15","Letter","Y",FALSE,"CV","p","p",TRUE,1
"1222","CVOE_B",10,1,4,46,"J 07","Letter","N",TRUE,"CV","q","p",FALSE,0
"1223","CVOE_B",10,1,4,47,"O 61","Number","Y",FALSE,"OE","q","q",TRUE,1
"1224","CVOE_B",10,1,4,48,"P 58","Number","N",FALSE,"OE","p","p",TRUE,1
"1225","CVOE_B",10,1,4,49,"S 37","Letter","Y",TRUE,"CV","q","p",FALSE,0
"1226","CVOE_B",10,1,4,50,"U 61","Letter","N",FALSE,"CV","p","q",FALSE,0
"1227","CVOE_B",10,1,4,51,"A 17","Number","Y",FALSE,"OE","q","p",FALSE,0
"1228","CVOE_B",10,1,4,52,"D 85","Number","N",TRUE,"OE","q","p",FALSE,0
"1229","CVOE_B",10,1,4,53,"E 20","Letter","Y",TRUE,"CV","p","p",TRUE,1
"1230","CVOE_B",10,1,4,54,"H 86","Letter","N",FALSE,"CV","q","p",FALSE,0
"1231","CVOE_B",10,1,4,55,"I 21","Number","Y",FALSE,"OE","q","q",TRUE,1
"1232","CVOE_B",10,1,4,56,"J 29","Number","N",TRUE,"OE","q","q",TRUE,1
"1233","CVOE_B",10,1,4,57,"O 13","Letter","Y",FALSE,"CV","p","p",TRUE,1
"1234","CVOE_B",10,1,4,58,"P 82","Letter","N",FALSE,"CV","q","q",TRUE,1
"1235","CVOE_B",10,1,4,59,"S 72","Number","Y",FALSE,"OE","p","p",TRUE,1
"1236","CVOE_B",10,1,4,60,"U 84","Number","N",TRUE,"OE","p","p",TRUE,1
"1237","CVOE_B",10,1,4,61,"A 49","Letter","Y",FALSE,"CV","p","q",FALSE,0
"1238","CVOE_B",10,1,4,62,"D 91","Letter","N",TRUE,"CV","q","q",TRUE,1
"1239","CVOE_B",10,1,4,63,"E 99","Number","Y",FALSE,"OE","q","p",FALSE,0
"1240","CVOE_B",10,1,4,64,"H 16","Number","N",FALSE,"OE","p","q",FALSE,0
"1241","CVOE_B",10,1,4,65,"I 45","Letter","Y",FALSE,"CV","p","q",FALSE,0
"1242","CVOE_B",10,1,4,66,"J 70","Letter","N",FALSE,"CV","q","q",TRUE,1
"1243","CVOE_B",10,1,4,67,"O 22","Number","Y",TRUE,"OE","p","q",FALSE,0
"1244","CVOE_B",10,1,4,68,"P 41","Number","N",TRUE,"OE","q","q",TRUE,1
"1245","CVOE_B",10,1,4,69,"S 93","Letter","Y",TRUE,"CV","q","p",FALSE,0
"1246","CVOE_B",10,1,4,70,"U 70","Letter","N",TRUE,"CV","p","p",TRUE,1
"1247","CVOE_B",10,1,4,71,"A 42","Number","Y",TRUE,"OE","p","p",TRUE,1
"1248","CVOE_B",10,1,4,72,"D 85","Number","N",TRUE,"OE","q","q",TRUE,1
"1249","CVOE_B",10,1,4,73,"E 68","Letter","Y",TRUE,"CV","p","q",FALSE,0
"1250","CVOE_B",10,1,4,74,"H 17","Letter","N",TRUE,"CV","q","p",FALSE,0
"1251","CVOE_B",10,1,4,75,"I 70","Number","Y",TRUE,"OE","p","q",FALSE,0
"1252","CVOE_B",10,1,4,76,"J 88","Number","N",FALSE,"OE","p","p",TRUE,1
"1253","CVOE_B",10,1,4,77,"O 32","Letter","Y",TRUE,"CV","p","q",FALSE,0
"1254","CVOE_B",10,1,4,78,"P 95","Letter","N",TRUE,"CV","q","p",FALSE,0
"1255","CVOE_B",10,1,4,79,"S 98","Number","Y",FALSE,"OE","p","p",TRUE,1
"1256","CVOE_B",10,1,4,80,"U 37","Number","N",FALSE,"OE","q","p",FALSE,0
"1257","CVOE_B",10,1,4,81,"A 56","Letter","Y",TRUE,"CV","p","q",FALSE,0
"1258","CVOE_B",10,1,4,82,"D 57","Letter","N",TRUE,"CV","q","p",FALSE,0
"1259","CVOE_B",10,1,4,83,"E 93","Number","Y",FALSE,"OE","q","p",FALSE,0
"1260","CVOE_B",10,1,4,84,"H 27","Number","N",TRUE,"OE","q","q",TRUE,1
"1261","CVOE_B",10,1,4,85,"I 35","Letter","Y",FALSE,"CV","p","p",TRUE,1
"1262","CVOE_B",10,1,4,86,"J 03","Letter","N",TRUE,"CV","q","q",TRUE,1
"1263","CVOE_B",10,1,4,87,"O 28","Number","Y",TRUE,"OE","p","q",FALSE,0
"1264","CVOE_B",10,1,4,88,"P 59","Number","N",TRUE,"OE","q","q",TRUE,1
"1265","CVOE_B",10,1,4,89,"S 77","Letter","Y",TRUE,"CV","q","p",FALSE,0
"1266","CVOE_B",10,1,4,90,"U 05","Letter","N",FALSE,"CV","p","p",TRUE,1
"1267","CVOE_B",10,1,4,91,"A 56","Number","Y",TRUE,"OE","p","p",TRUE,1
"1268","CVOE_B",10,1,4,92,"D 01","Number","N",TRUE,"OE","q","q",TRUE,1
"1269","CVOE_B",10,1,4,93,"E 02","Letter","Y",TRUE,"CV","p","q",FALSE,0
"1270","CVOE_B",10,1,4,94,"H 68","Letter","N",FALSE,"CV","q","p",FALSE,0
"1271","CVOE_B",10,1,4,95,"I 05","Number","Y",FALSE,"OE","q","p",FALSE,0
"1272","CVOE_B",10,1,4,96,"J 55","Number","N",TRUE,"OE","q","p",FALSE,0
"1273","CVOE_B",10,1,4,97,"O 73","Letter","Y",FALSE,"CV","p","p",TRUE,1
"1274","CVOE_B",10,1,4,98,"P 41","Letter","N",TRUE,"CV","q","p",FALSE,0
"1275","CVOE_B",10,1,4,99,"S 92","Number","Y",FALSE,"OE","p","q",FALSE,0
"1276","CVOE_B",10,1,4,100,"U 34","Number","N",TRUE,"OE","p","p",TRUE,1
"1277","CVOE_B",10,1,4,101,"A 09","Letter","Y",FALSE,"CV","p","q",FALSE,0
"1278","CVOE_B",10,1,4,102,"D 92","Letter","N",FALSE,"CV","q","q",TRUE,1
"1279","CVOE_B",10,1,4,103,"E 48","Number","Y",TRUE,"OE","p","p",TRUE,1
"1280","CVOE_B",10,1,4,104,"H 76","Number","N",FALSE,"OE","p","q",FALSE,0
"1281","CVOE_B",10,1,4,105,"I 44","Letter","Y",TRUE,"CV","p","p",TRUE,1
"1282","CVOE_B",10,1,4,106,"J 67","Letter","N",TRUE,"CV","q","q",TRUE,1
"1283","CVOE_B",10,1,4,107,"O 48","Number","Y",TRUE,"OE","p","q",FALSE,0
"1284","CVOE_B",10,1,4,108,"P 22","Number","N",FALSE,"OE","p","q",FALSE,0
"1285","CVOE_B",10,1,4,109,"S 86","Letter","Y",FALSE,"CV","q","p",FALSE,0
"1286","CVOE_B",10,1,4,110,"U 35","Letter","N",FALSE,"CV","p","q",FALSE,0
"1287","CVOE_B",10,1,4,111,"A 91","Number","Y",FALSE,"OE","q","q",TRUE,1
"1288","CVOE_B",10,1,4,112,"D 78","Number","N",FALSE,"OE","p","q",FALSE,0
"1289","CVOE_B",10,1,4,113,"E 91","Letter","Y",FALSE,"CV","p","q",FALSE,0
"1290","CVOE_B",10,1,4,114,"H 54","Letter","N",FALSE,"CV","q","p",FALSE,0
"1291","CVOE_B",10,1,4,115,"I 65","Number","Y",FALSE,"OE","p","p",TRUE,1
"1292","CVOE_B",10,1,4,116,"J 52","Number","N",FALSE,"OE","p","q",FALSE,0
"1293","CVOE_B",10,1,4,117,"O 19","Letter","Y",FALSE,"CV","p","p",TRUE,1
"1294","CVOE_B",10,1,4,118,"P 48","Letter","N",FALSE,"CV","q","p",FALSE,0
"1295","CVOE_B",10,1,4,119,"S 45","Number","Y",TRUE,"OE","q","q",TRUE,1
"1296","CVOE_B",10,1,4,120,"U 26","Number","N",TRUE,"OE","p","p",TRUE,1
"1297","CVOE_B",6,1,1,11,"A 24","","",TRUE,"OE","p","p",TRUE,1
"1298","CVOE_B",6,1,1,12,"O 83","","",FALSE,"OE","q","q",TRUE,1
"1299","CVOE_B",6,1,1,13,"H 55","","",TRUE,"OE","q","q",TRUE,1
"1300","CVOE_B",6,1,1,14,"P 10","","",FALSE,"OE","p","p",TRUE,1
"1301","CVOE_B",6,1,1,15,"D 30","","",FALSE,"OE","p","p",TRUE,1
"1302","CVOE_B",6,1,1,16,"U 62","","",TRUE,"OE","p","p",TRUE,1
"1303","CVOE_B",6,1,1,17,"P 95","","",TRUE,"OE","q","q",TRUE,1
"1304","CVOE_B",6,1,1,18,"U 06","","",TRUE,"OE","p","p",TRUE,1
"1305","CVOE_B",6,1,1,19,"E 75","","",FALSE,"OE","q","q",TRUE,1
"1306","CVOE_B",6,1,1,20,"I 67","","",FALSE,"OE","q","q",TRUE,1
"1307","CVOE_B",6,1,1,21,"S 13","","",TRUE,"OE","q","q",TRUE,1
"1308","CVOE_B",6,1,1,22,"P 78","","",FALSE,"OE","p","p",TRUE,1
"1309","CVOE_B",6,1,1,23,"I 15","","",FALSE,"OE","q","q",TRUE,1
"1310","CVOE_B",6,1,1,24,"D 27","","",TRUE,"OE","q","q",TRUE,1
"1311","CVOE_B",6,1,1,25,"O 94","","",TRUE,"OE","p","p",TRUE,1
"1312","CVOE_B",6,1,1,26,"A 65","","",FALSE,"OE","q","q",TRUE,1
"1313","CVOE_B",6,1,1,27,"I 42","","",TRUE,"OE","p","p",TRUE,1
"1314","CVOE_B",6,1,1,28,"E 25","","",FALSE,"OE","q","q",TRUE,1
"1315","CVOE_B",6,1,1,29,"H 49","","",TRUE,"OE","p","q",FALSE,0
"1316","CVOE_B",6,1,1,30,"S 18","","",FALSE,"OE","p","p",TRUE,1
"1317","CVOE_B",6,1,1,31,"H 51","","",TRUE,"OE","q","q",TRUE,1
"1318","CVOE_B",6,1,1,32,"U 14","","",TRUE,"OE","p","p",TRUE,1
"1319","CVOE_B",6,1,1,33,"E 02","","",TRUE,"OE","p","p",TRUE,1
"1320","CVOE_B",6,1,1,34,"J 26","","",FALSE,"OE","p","p",TRUE,1
"1321","CVOE_B",6,1,1,35,"D 24","","",FALSE,"OE","p","p",TRUE,1
"1322","CVOE_B",6,1,1,36,"O 50","","",TRUE,"OE","p","p",TRUE,1
"1323","CVOE_B",6,1,1,37,"U 16","","",TRUE,"OE","p","p",TRUE,1
"1324","CVOE_B",6,1,1,38,"O 15","","",FALSE,"OE","q","q",TRUE,1
"1325","CVOE_B",6,1,1,39,"D 32","","",FALSE,"OE","p","p",TRUE,1
"1326","CVOE_B",6,1,1,40,"S 67","","",TRUE,"OE","q","q",TRUE,1
"1327","CVOE_B",6,1,1,41,"J 74","","",FALSE,"OE","p","p",TRUE,1
"1328","CVOE_B",6,1,1,42,"D 92","","",FALSE,"OE","p","p",TRUE,1
"1329","CVOE_B",6,1,1,43,"A 65","","",FALSE,"OE","q","q",TRUE,1
"1330","CVOE_B",6,1,1,44,"I 87","","",FALSE,"OE","q","q",TRUE,1
"1331","CVOE_B",6,1,1,45,"H 61","","",TRUE,"OE","q","q",TRUE,1
"1332","CVOE_B",6,1,1,46,"E 59","","",FALSE,"OE","q","q",TRUE,1
"1333","CVOE_B",6,1,1,47,"I 33","","",FALSE,"OE","q","q",TRUE,1
"1334","CVOE_B",6,1,1,48,"O 90","","",TRUE,"OE","p","p",TRUE,1
"1335","CVOE_B",6,1,1,49,"U 51","","",FALSE,"OE","q","q",TRUE,1
"1336","CVOE_B",6,1,1,50,"A 10","","",TRUE,"OE","p","p",TRUE,1
"1337","CVOE_B",6,1,1,51,"E 50","","",TRUE,"OE","p","p",TRUE,1
"1338","CVOE_B",6,1,1,52,"D 92","","",FALSE,"OE","p","p",TRUE,1
"1339","CVOE_B",6,1,1,53,"E 60","","",TRUE,"OE","p","p",TRUE,1
"1340","CVOE_B",6,1,1,54,"A 95","","",FALSE,"OE","q","q",TRUE,1
"1341","CVOE_B",6,1,1,55,"E 64","","",TRUE,"OE","p","p",TRUE,1
"1342","CVOE_B",6,1,1,56,"P 20","","",FALSE,"OE","p","p",TRUE,1
"1343","CVOE_B",6,1,1,57,"S 06","","",FALSE,"OE","p","p",TRUE,1
"1344","CVOE_B",6,1,1,58,"P 64","","",FALSE,"OE","p","p",TRUE,1
"1345","CVOE_B",6,1,1,59,"U 70","","",TRUE,"OE","p","p",TRUE,1
"1346","CVOE_B",6,1,1,60,"S 16","","",FALSE,"OE","p","p",TRUE,1
"1347","CVOE_B",6,1,1,61,"E 35","","",FALSE,"OE","q","q",TRUE,1
"1348","CVOE_B",6,1,1,62,"I 93","","",FALSE,"OE","q","q",TRUE,1
"1349","CVOE_B",6,1,1,63,"D 63","","",TRUE,"OE","q","q",TRUE,1
"1350","CVOE_B",6,1,1,64,"U 89","","",FALSE,"OE","q","q",TRUE,1
"1351","CVOE_B",6,1,1,65,"E 91","","",FALSE,"OE","q","q",TRUE,1
"1352","CVOE_B",6,1,1,66,"A 12","","",TRUE,"OE","p","p",TRUE,1
"1353","CVOE_B",6,1,1,67,"P 56","","",FALSE,"OE","p","p",TRUE,1
"1354","CVOE_B",6,1,1,68,"S 65","","",TRUE,"OE","q","q",TRUE,1
"1355","CVOE_B",6,1,1,69,"P 07","","",TRUE,"OE","q","q",TRUE,1
"1356","CVOE_B",6,1,1,70,"I 77","","",FALSE,"OE","q","q",TRUE,1
"1357","CVOE_B",6,1,1,71,"J 19","","",TRUE,"OE","q","q",TRUE,1
"1358","CVOE_B",6,1,1,72,"O 59","","",FALSE,"OE","q","q",TRUE,1
"1359","CVOE_B",6,1,1,73,"J 15","","",TRUE,"OE","q","q",TRUE,1
"1360","CVOE_B",6,1,1,74,"I 89","","",FALSE,"OE","q","q",TRUE,1
"1361","CVOE_B",6,1,1,75,"O 97","","",FALSE,"OE","q","q",TRUE,1
"1362","CVOE_B",6,1,1,76,"A 92","","",TRUE,"OE","p","p",TRUE,1
"1363","CVOE_B",6,1,1,77,"J 90","","",FALSE,"OE","p","p",TRUE,1
"1364","CVOE_B",6,1,1,78,"H 65","","",TRUE,"OE","q","q",TRUE,1
"1365","CVOE_B",6,1,1,79,"H 17","","",TRUE,"OE","q","q",TRUE,1
"1366","CVOE_B",6,1,1,80,"S 26","","",FALSE,"OE","p","p",TRUE,1
"1367","CVOE_B",6,1,1,81,"D 56","","",FALSE,"OE","p","p",TRUE,1
"1368","CVOE_B",6,1,1,82,"I 91","","",FALSE,"OE","q","q",TRUE,1
"1369","CVOE_B",6,1,1,83,"J 11","","",TRUE,"OE","q","q",TRUE,1
"1370","CVOE_B",6,1,1,84,"O 28","","",TRUE,"OE","p","p",TRUE,1
"1371","CVOE_B",6,1,1,85,"H 29","","",TRUE,"OE","q","q",TRUE,1
"1372","CVOE_B",6,1,1,86,"J 25","","",TRUE,"OE","q","q",TRUE,1
"1373","CVOE_B",6,1,1,87,"A 73","","",FALSE,"OE","q","q",TRUE,1
"1374","CVOE_B",6,1,1,88,"J 63","","",TRUE,"OE","q","q",TRUE,1
"1375","CVOE_B",6,1,1,89,"U 84","","",TRUE,"OE","p","p",TRUE,1
"1376","CVOE_B",6,1,1,90,"A 58","","",TRUE,"OE","p","p",TRUE,1
"1377","CVOE_B",6,1,1,91,"S 43","","",TRUE,"OE","q","q",TRUE,1
"1378","CVOE_B",6,1,1,92,"H 54","","",FALSE,"OE","p","p",TRUE,1
"1379","CVOE_B",6,1,1,93,"D 4","","",FALSE,"OE","p","p",TRUE,1
"1380","CVOE_B",6,1,1,94,"J 75","","",TRUE,"OE","q","q",TRUE,1
"1381","CVOE_B",6,1,1,95,"D 19","","",TRUE,"OE","q","q",TRUE,1
"1382","CVOE_B",6,1,1,96,"J 38","","",FALSE,"OE","p","p",TRUE,1
"1383","CVOE_B",6,1,1,97,"I 56","","",TRUE,"OE","p","p",TRUE,1
"1384","CVOE_B",6,1,1,98,"P 87","","",TRUE,"OE","q","q",TRUE,1
"1385","CVOE_B",6,1,1,99,"O 80","","",TRUE,"OE","p","p",TRUE,1
"1386","CVOE_B",6,1,1,100,"U 60","","",TRUE,"OE","p","p",TRUE,1
"1387","CVOE_B",6,1,1,101,"P 48","","",FALSE,"OE","p","p",TRUE,1
"1388","CVOE_B",6,1,1,102,"H 64","","",FALSE,"OE","p","p",TRUE,1
"1389","CVOE_B",6,1,1,103,"A 13","","",FALSE,"OE","q","q",TRUE,1
"1390","CVOE_B",6,1,1,104,"H 68","","",FALSE,"OE","p","p",TRUE,1
"1391","CVOE_B",6,1,1,105,"E 16","","",TRUE,"OE","p","p",TRUE,1
"1392","CVOE_B",6,1,1,106,"S 71","","",TRUE,"OE","q","q",TRUE,1
"1393","CVOE_B",6,1,2,11,"A 71","","",FALSE,"CV","p","p",TRUE,1
"1394","CVOE_B",6,1,2,12,"I 66","","",TRUE,"CV","p","p",TRUE,1
"1395","CVOE_B",6,1,2,13,"S 30","","",FALSE,"CV","q","q",TRUE,1
"1396","CVOE_B",6,1,2,14,"D 20","","",FALSE,"CV","q","q",TRUE,1
"1397","CVOE_B",6,1,2,15,"I 31","","",FALSE,"CV","p","p",TRUE,1
"1398","CVOE_B",6,1,2,16,"P 16","","",FALSE,"CV","q","q",TRUE,1
"1399","CVOE_B",6,1,2,17,"A 49","","",FALSE,"CV","p","p",TRUE,1
"1400","CVOE_B",6,1,2,18,"O 64","","",TRUE,"CV","p","p",TRUE,1
"1401","CVOE_B",6,1,2,19,"D 02","","",FALSE,"CV","q","q",TRUE,1
"1402","CVOE_B",6,1,2,20,"P 81","","",TRUE,"CV","q","q",TRUE,1
"1403","CVOE_B",6,1,2,21,"J 58","","",FALSE,"CV","q","q",TRUE,1
"1404","CVOE_B",6,1,2,22,"A 22","","",TRUE,"CV","p","p",TRUE,1
"1405","CVOE_B",6,1,2,23,"J 72","","",FALSE,"CV","q","q",TRUE,1
"1406","CVOE_B",6,1,2,24,"P 91","","",TRUE,"CV","q","q",TRUE,1
"1407","CVOE_B",6,1,2,25,"E 19","","",FALSE,"CV","p","p",TRUE,1
"1408","CVOE_B",6,1,2,26,"I 30","","",TRUE,"CV","p","p",TRUE,1
"1409","CVOE_B",6,1,2,27,"D 91","","",TRUE,"CV","q","q",TRUE,1
"1410","CVOE_B",6,1,2,28,"O 48","","",TRUE,"CV","p","p",TRUE,1
"1411","CVOE_B",6,1,2,29,"A 89","","",FALSE,"CV","p","p",TRUE,1
"1412","CVOE_B",6,1,2,30,"U 11","","",FALSE,"CV","p","p",TRUE,1
"1413","CVOE_B",6,1,2,31,"I 76","","",TRUE,"CV","p","p",TRUE,1
"1414","CVOE_B",6,1,2,32,"U 89","","",FALSE,"CV","p","p",TRUE,1
"1415","CVOE_B",6,1,2,33,"D 63","","",TRUE,"CV","q","q",TRUE,1
"1416","CVOE_B",6,1,2,34,"H 70","","",FALSE,"CV","q","q",TRUE,1
"1417","CVOE_B",6,1,2,35,"D 48","","",FALSE,"CV","q","q",TRUE,1
"1418","CVOE_B",6,1,2,36,"P 56","","",FALSE,"CV","q","q",TRUE,1
"1419","CVOE_B",6,1,2,37,"O 77","","",FALSE,"CV","p","p",TRUE,1
"1420","CVOE_B",6,1,2,38,"P 42","","",FALSE,"CV","q","q",TRUE,1
"1421","CVOE_B",6,1,2,39,"H 22","","",FALSE,"CV","q","q",TRUE,1
"1422","CVOE_B",6,1,2,40,"E 42","","",TRUE,"CV","p","p",TRUE,1
"1423","CVOE_B",6,1,2,41,"J 28","","",FALSE,"CV","q","q",TRUE,1
"1424","CVOE_B",6,1,2,42,"E 95","","",FALSE,"CV","p","p",TRUE,1
"1425","CVOE_B",6,1,2,43,"S 63","","",TRUE,"CV","q","q",TRUE,1
"1426","CVOE_B",6,1,2,44,"H 50","","",FALSE,"CV","q","q",TRUE,1
"1427","CVOE_B",6,1,2,45,"S 33","","",TRUE,"CV","p","q",FALSE,0
"1428","CVOE_B",6,1,2,46,"P 57","","",TRUE,"CV","q","q",TRUE,1
"1429","CVOE_B",6,1,2,47,"E 23","","",FALSE,"CV","p","p",TRUE,1
"1430","CVOE_B",6,1,2,48,"S 61","","",TRUE,"CV","q","q",TRUE,1
"1431","CVOE_B",6,1,2,49,"U 67","","",FALSE,"CV","p","p",TRUE,1
