"subject","condition","bin","mean"
1014,"pure",4,840.0625
1014,"pure",5,1076
1014,"pure",6,2065.125
1014,"switch",1,1268.9
1014,"switch",2,1681.78947368421
1014,"switch",3,1863.1
1014,"switch",4,2144.42105263158
1014,"switch",5,2678.1
1014,"switch",6,4688.05263157895
1015,"non-switch",1,910.6
1015,"non-switch",2,1081.45
1015,"non-switch",3,1306.25
1015,"non-switch",4,1542.35
1015,"non-switch",5,2008.6
1015,"non-switch",6,3604.21052631579
1015,"pure",1,507.0625
1015,"pure",2,573.125
1015,"pure",3,607.25
1015,"pure",4,664.3125
1015,"pure",5,825.75
1015,"pure",6,1210.6875
1015,"switch",1,1045.3
1015,"switch",2,1239.7
1015,"switch",3,1411.6
1015,"switch",4,1559.65
1015,"switch",5,1943.05
1015,"switch",6,3290.35
1016,"non-switch",1,1121.65
1016,"non-switch",2,1414.6
1016,"non-switch",3,1600.1
1016,"non-switch",4,1897.35
1016,"non-switch",5,2267.45
1016,"non-switch",6,3147.68421052632
1016,"pure",1,561.5
1016,"pure",2,658.375
1016,"pure",3,778.5
1016,"pure",4,905.4375
1016,"pure",5,1078.75
1016,"pure",6,2000.8125
1016,"switch",1,1179.25
1016,"switch",2,1474.05
1016,"switch",3,1745.6
1016,"switch",4,1925.1
1016,"switch",5,2303.05
1016,"switch",6,2959.05
1017,"non-switch",1,794.95
1017,"non-switch",2,1021.9
1017,"non-switch",3,1292.5
1017,"non-switch",4,1658.65
1017,"non-switch",5,2014.95
1017,"non-switch",6,3731.45
1017,"pure",1,414.0625
1017,"pure",2,465.0625
1017,"pure",3,494.8125
1017,"pure",4,534.375
1017,"pure",5,586.125
1017,"pure",6,827.3125
1017,"switch",1,999.7
1017,"switch",2,1257.15
1017,"switch",3,1499.55
1017,"switch",4,1707
1017,"switch",5,1998.4
1017,"switch",6,2726.2
1018,"non-switch",1,1234.1
1018,"non-switch",2,1512.8
1018,"non-switch",3,1717.35
1018,"non-switch",4,1939.3
1018,"non-switch",5,2419
1018,"non-switch",6,4074.31578947368
1018,"pure",1,609
1018,"pure",2,685.5
1018,"pure",3,769.5625
1018,"pure",4,877.4375
1018,"pure",5,1043.5625
1018,"pure",6,1464.8
1018,"switch",1,1517.35
1018,"switch",2,1882.85
1018,"switch",3,2234.84210526316
1018,"switch",4,2490.6
1018,"switch",5,2847.1
1018,"switch",6,4055.89473684211
1019,"non-switch",1,941.15
1019,"non-switch",2,1117.45
1019,"non-switch",3,1338.05
1019,"non-switch",4,1622.2
1019,"non-switch",5,2105.8
1019,"non-switch",6,3823.2
1019,"pure",1,547
1019,"pure",2,619.125
1019,"pure",3,667.5
1019,"pure",4,715.75
1019,"pure",5,793.9375
1019,"pure",6,1289.75
1019,"switch",1,964.8
1019,"switch",2,1215.65
1019,"switch",3,1462.15
1019,"switch",4,1699.9
1019,"switch",5,2086.85
1019,"switch",6,3214.4
1020,"non-switch",1,1054.75
1020,"non-switch",2,1351.9
1020,"non-switch",3,1577.55
1020,"non-switch",4,1853.4
1020,"non-switch",5,2288.6
1020,"non-switch",6,3825.36842105263
1020,"pure",1,645
1020,"pure",2,728.3125
1020,"pure",3,795.6875
1020,"pure",4,888.3125
1020,"pure",5,1114.625
1020,"pure",6,1750.625
1020,"switch",1,1235.55
1020,"switch",2,1599.2
1020,"switch",3,1942.4
1020,"switch",4,2360.35
1020,"switch",5,2862.25
1020,"switch",6,4032.75
1022,"non-switch",1,896.95
1022,"non-switch",2,1356.6
1022,"non-switch",3,1635.52631578947
1022,"non-switch",4,1914
1022,"non-switch",5,2526.9
1022,"non-switch",6,4216.26315789474
1022,"pure",1,472.0625
1022,"pure",2,542.375
1022,"pure",3,590.3125
1022,"pure",4,629.5625
1022,"pure",5,682.375
1022,"pure",6,1196.3125
1022,"switch",1,1215.7
1022,"switch",2,1514.45
1022,"switch",3,1817.2
1022,"switch",4,2035.6
1022,"switch",5,2483.8
1022,"switch",6,3667.57894736842
