"ya_pure","healthy_pure","mci_pure","bin"
425.5849609375,605.395833333333,660.535267323776,1
486.996158854167,693.618055555556,779.779656298003,2
533.85685483871,772.746527777778,884.038403524492,3
590.170345052083,863.447916666667,1028.86112497867,4
686.202473958333,1017.70138888889,1273.39970131422,5
1083.9443359375,1711.34328703704,2229.16116338112,6
