"X","ExperimentName","Subject","Group","Block","Trial","STIM","TASK","Switch","Congruent","CVOE","Response","RT","block_type","letter","number","key2","response2","match2","score2","zRT"
2953,"CVOE updated",1009,1,4,49,"A 53","Letter","N",FALSE,"CV","p",2304,"shuf","A",3,"v","v",TRUE,1,0.203809701374377
2954,"CVOE updated",1009,1,4,50,"P 34","Letter","N",FALSE,"CV","q",2159,"shuf","P",4,"c","c",TRUE,1,0.135631955594823
2956,"CVOE updated",1009,1,4,52,"A 03","Letter","Y",FALSE,"CV","q",2593,"shuf","A",3,"v","c",FALSE,0,0.33969500158328
2958,"CVOE updated",1009,1,4,54,"I 58","Letter","Y",TRUE,"CV","q",2167,"shuf","I",8,"v","c",FALSE,0,0.139393486396454
2961,"CVOE updated",1009,1,4,57,"I 20","Letter","Y",TRUE,"CV","p",2768,"shuf","I",0,"v","v",TRUE,1,0.421978487868948
2962,"CVOE updated",1009,1,4,58,"J 52","Letter","N",FALSE,"CV","q",2144,"shuf","J",2,"c","c",TRUE,1,0.128579085341766
2964,"CVOE updated",1009,1,4,60,"I 60","Letter","Y",TRUE,"CV","p",2377,"shuf","I",0,"v","v",TRUE,1,0.238133669939255
2966,"CVOE updated",1009,1,4,62,"D 63","Letter","Y",TRUE,"CV","q",4721,"shuf","D",3,"c","c",TRUE,1,1.340262194817
2967,"CVOE updated",1009,1,4,63,"U 27","Letter","N",FALSE,"CV","p",2799,"shuf","U",7,"v","v",TRUE,1,0.436554419725266
2968,"CVOE updated",1009,1,4,64,"J 77","Letter","N",TRUE,"CV","q",3316,"shuf","J",7,"c","c",TRUE,1,0.679643347780639
2970,"CVOE updated",1009,1,4,66,"J 20","Letter","Y",FALSE,"CV","q",2284,"shuf","J",0,"c","c",TRUE,1,0.1944058743703
2973,"CVOE updated",1009,1,4,69,"O 04","Letter","Y",TRUE,"CV","p",2600,"shuf","O",4,"v","v",TRUE,1,0.342986341034706
2974,"CVOE updated",1009,1,4,70,"E 10","Letter","N",TRUE,"CV","p",2679,"shuf","E",0,"v","v",TRUE,1,0.380131457700808
2975,"CVOE updated",1009,1,4,71,"I 52","Letter","N",TRUE,"CV","p",2798,"shuf","I",2,"v","v",TRUE,1,0.436084228375062
2978,"CVOE updated",1009,1,4,74,"U 19","Letter","Y",FALSE,"CV","p",2521,"shuf","U",9,"v","v",TRUE,1,0.305841224368605
2981,"CVOE updated",1009,1,4,77,"P 93","Letter","Y",TRUE,"CV","q",2161,"shuf","P",3,"c","c",TRUE,1,0.136572338295231
2982,"CVOE updated",1009,1,4,78,"E 59","Letter","N",FALSE,"CV","p",4162,"shuf","E",9,"v","v",TRUE,1,1.07742523005307
2983,"CVOE updated",1009,1,4,79,"O 53","Letter","N",FALSE,"CV","p",2986,"shuf","O",3,"v","v",TRUE,1,0.52448020221338
2984,"CVOE updated",1009,1,4,80,"A 96","Letter","N",TRUE,"CV","p",2218,"shuf","A",6,"v","v",TRUE,1,0.163373245256848
2985,"CVOE updated",1009,1,4,81,"H 36","Letter","Y",FALSE,"CV","q",2158,"shuf","H",6,"c","c",TRUE,1,0.135161764244619
2986,"CVOE updated",1009,1,4,82,"A 63","Letter","N",FALSE,"CV","p",2691,"shuf","A",3,"v","v",TRUE,1,0.385773753903254
2987,"CVOE updated",1009,1,4,83,"I 38","Letter","N",TRUE,"CV","p",4008,"shuf","I",8,"v","v",TRUE,1,1.00501576212168
2990,"CVOE updated",1009,1,4,86,"S 34","Letter","Y",FALSE,"CV","q",2524,"shuf","S",4,"c","c",TRUE,1,0.307251798419216
2993,"CVOE updated",1009,1,4,89,"I 73","Letter","Y",FALSE,"CV","p",2890,"shuf","I",3,"v","v",TRUE,1,0.479341832593813
2996,"CVOE updated",1009,1,4,92,"P 72","Letter","Y",FALSE,"CV","q",2466,"shuf","P",2,"c","c",TRUE,1,0.279980700107395
2998,"CVOE updated",1009,1,4,94,"U 25","Letter","Y",FALSE,"CV","p",4226,"shuf","U",5,"v","v",TRUE,1,1.10751747646611
2999,"CVOE updated",1009,1,4,95,"O 32","Letter","N",TRUE,"CV","p",2700,"shuf","O",2,"v","v",TRUE,1,0.390005476055088
3000,"CVOE updated",1009,1,4,96,"E 80","Letter","N",TRUE,"CV","p",2331,"shuf","E",0,"v","v",TRUE,1,0.21650486782988
3004,"CVOE updated",1009,1,4,100,"U 35","Letter","Y",FALSE,"CV","p",2623,"shuf","U",5,"v","v",TRUE,1,0.353800742089394
3005,"CVOE updated",1009,1,4,101,"H 14","Letter","N",FALSE,"CV","q",2229,"shuf","H",4,"c","c",TRUE,1,0.16854535010909
3007,"CVOE updated",1009,1,4,103,"E 36","Letter","Y",TRUE,"CV","p",2510,"shuf","E",6,"v","v",TRUE,1,0.300669119516363
3008,"CVOE updated",1009,1,4,104,"P 70","Letter","N",FALSE,"CV","p",2286,"shuf","P",0,"c","v",FALSE,0,0.195346257070708
3010,"CVOE updated",1009,1,4,106,"S 41","Letter","Y",TRUE,"CV","q",1990,"shuf","S",1,"c","c",TRUE,1,0.0561696174103782
3011,"CVOE updated",1009,1,4,107,"D 83","Letter","N",TRUE,"CV","q",2692,"shuf","D",3,"c","c",TRUE,1,0.386243945253457
3012,"CVOE updated",1009,1,4,108,"J 39","Letter","N",TRUE,"CV","q",2705,"shuf","J",9,"c","c",TRUE,1,0.392356432806107
3014,"CVOE updated",1009,1,4,110,"D 89","Letter","Y",TRUE,"CV","q",4606,"shuf","D",9,"c","c",TRUE,1,1.28619018954356
3015,"CVOE updated",1009,1,4,111,"P 87","Letter","N",TRUE,"CV","q",3616,"shuf","P",7,"c","c",TRUE,1,0.820700752841784
3016,"CVOE updated",1009,1,4,112,"H 42","Letter","N",FALSE,"CV","q",2297,"shuf","H",2,"c","c",TRUE,1,0.20051836192295
3017,"CVOE updated",1009,1,4,113,"S 49","Letter","N",TRUE,"CV","q",2065,"shuf","S",9,"c","c",TRUE,1,0.0914339686756645
3019,"CVOE updated",1009,1,4,115,"O 19","Letter","Y",FALSE,"CV","p",2790,"shuf","O",9,"v","v",TRUE,1,0.432322697573432
3020,"CVOE updated",1009,1,4,116,"H 50","Letter","N",FALSE,"CV","q",2575,"shuf","H",0,"c","c",TRUE,1,0.331231557279611
3218,"CVOE updated",1013,1,3,12,"D 94","Letter","N",FALSE,"CV","q",980,"alt","D",4,"c","c",TRUE,1,-0.418723646295476
3221,"CVOE updated",1013,1,3,15,"I 64","Letter","Y",TRUE,"CV","p",384,"alt","I",4,"v","v",TRUE,1,-0.698957691016951
3222,"CVOE updated",1013,1,3,16,"J 54","Letter","N",FALSE,"CV","q",1422,"alt","J",4,"c","c",TRUE,1,-0.21089906950539
3225,"CVOE updated",1013,1,3,19,"S 34","Letter","Y",FALSE,"CV","q",3217,"alt","S",4,"c","c",TRUE,1,0.633094404110461
3226,"CVOE updated",1013,1,3,20,"U 88","Letter","N",TRUE,"CV","q",4751,"alt","U",8,"v","c",FALSE,0,1.35436793532312
3229,"CVOE updated",1013,1,3,23,"E 79","Letter","Y",FALSE,"CV","q",5739,"alt","E",9,"v","c",FALSE,0,1.81891698932449
3230,"CVOE updated",1013,1,3,24,"H 72","Letter","N",FALSE,"CV","q",2622,"alt","H",2,"c","c",TRUE,1,0.35333055073919
3233,"CVOE updated",1013,1,3,27,"O 03","Letter","Y",FALSE,"CV","q",859,"alt","O",3,"v","c",FALSE,0,-0.475616799670138
3234,"CVOE updated",1013,1,3,28,"P 75","Letter","N",TRUE,"CV","q",899,"alt","P",5,"c","c",TRUE,1,-0.456809145661986
3237,"CVOE updated",1013,1,3,31,"A 21","Letter","Y",FALSE,"CV","q",3303,"alt","A",1,"v","c",FALSE,0,0.673530860227989
3238,"CVOE updated",1013,1,3,32,"D 18","Letter","N",FALSE,"CV","q",999,"alt","D",8,"c","c",TRUE,1,-0.409790010641604
3241,"CVOE updated",1013,1,3,35,"I 82","Letter","Y",TRUE,"CV","q",1238,"alt","I",2,"v","c",FALSE,0,-0.297414277942892
3242,"CVOE updated",1013,1,3,36,"J 78","Letter","N",FALSE,"CV","q",872,"alt","J",8,"c","c",TRUE,1,-0.469504312117489
3245,"CVOE updated",1013,1,3,39,"S 07","Letter","Y",TRUE,"CV","q",1374,"alt","S",7,"c","c",TRUE,1,-0.233468254315173
3246,"CVOE updated",1013,1,3,40,"U 36","Letter","N",TRUE,"CV","q",407,"alt","U",6,"v","c",FALSE,0,-0.688143289962263
3249,"CVOE updated",1013,1,3,43,"E 60","Letter","Y",TRUE,"CV","q",2573,"alt","E",0,"v","c",FALSE,0,0.330291174579203
3250,"CVOE updated",1013,1,3,44,"H 83","Letter","N",TRUE,"CV","q",2743,"alt","H",3,"c","c",TRUE,1,0.410223704113852
3253,"CVOE updated",1013,1,3,47,"O 78","Letter","Y",TRUE,"CV","q",1480,"alt","O",8,"v","c",FALSE,0,-0.183627971193568
3254,"CVOE updated",1013,1,3,48,"P 09","Letter","N",TRUE,"CV","q",7371,"alt","P",9,"c","c",TRUE,1,2.58626927285712
3257,"CVOE updated",1013,1,3,51,"A 31","Letter","Y",FALSE,"CV","q",4446,"alt","A",1,"v","c",FALSE,0,1.21095957351095
3258,"CVOE updated",1013,1,3,52,"D 96","Letter","N",FALSE,"CV","p",1521,"alt","D",6,"c","v",FALSE,0,-0.164350125835212
3261,"CVOE updated",1013,1,3,55,"I 15","Letter","Y",FALSE,"CV","q",1383,"alt","I",5,"v","c",FALSE,0,-0.229236532163338
3262,"CVOE updated",1013,1,3,56,"J 07","Letter","N",TRUE,"CV","q",997,"alt","J",7,"c","c",TRUE,1,-0.410730393342012
3265,"CVOE updated",1013,1,3,59,"S 37","Letter","Y",TRUE,"CV","p",2106,"alt","S",7,"c","v",FALSE,0,0.110711814034021
3266,"CVOE updated",1013,1,3,60,"U 61","Letter","N",FALSE,"CV","q",1075,"alt","U",1,"v","c",FALSE,0,-0.374055468026114
3269,"CVOE updated",1013,1,3,63,"E 20","Letter","Y",TRUE,"CV","q",3434,"alt","E",0,"v","c",FALSE,0,0.735125927104689
3270,"CVOE updated",1013,1,3,64,"H 86","Letter","N",FALSE,"CV","q",3140,"alt","H",6,"c","c",TRUE,1,0.596889670144767
3273,"CVOE updated",1013,1,3,67,"O 13","Letter","Y",FALSE,"CV","q",1364,"alt","O",3,"v","c",FALSE,0,-0.238170167817211
3274,"CVOE updated",1013,1,3,68,"P 82","Letter","N",FALSE,"CV","q",3225,"alt","P",2,"c","c",TRUE,1,0.636855934912092
3277,"CVOE updated",1013,1,3,71,"A 49","Letter","Y",FALSE,"CV","q",1053,"alt","A",9,"v","c",FALSE,0,-0.384399677730598
3278,"CVOE updated",1013,1,3,72,"D 91","Letter","N",TRUE,"CV","q",2861,"alt","D",1,"c","c",TRUE,1,0.465706283437902
3281,"CVOE updated",1013,1,3,75,"I 45","Letter","Y",FALSE,"CV","q",1261,"alt","I",5,"v","c",FALSE,0,-0.286599876888204
3282,"CVOE updated",1013,1,3,76,"J 70","Letter","N",FALSE,"CV","p",1328,"alt","J",0,"c","v",FALSE,0,-0.255097056424548
3285,"CVOE updated",1013,1,3,79,"S 93","Letter","Y",TRUE,"CV","q",2506,"alt","S",3,"c","c",TRUE,1,0.298788354115548
3286,"CVOE updated",1013,1,3,80,"U 70","Letter","N",TRUE,"CV","q",2403,"alt","U",0,"v","c",FALSE,0,0.250358645044554
3289,"CVOE updated",1013,1,3,83,"E 68","Letter","Y",TRUE,"CV","q",3553,"alt","E",8,"v","c",FALSE,0,0.791078697778944
3290,"CVOE updated",1013,1,3,84,"H 17","Letter","N",TRUE,"CV","q",1493,"alt","H",7,"c","c",TRUE,1,-0.177515483640919
3293,"CVOE updated",1013,1,3,87,"O 32","Letter","Y",TRUE,"CV","p",908,"alt","O",2,"v","v",TRUE,1,-0.452577423510151
3294,"CVOE updated",1013,1,3,88,"P 95","Letter","N",TRUE,"CV","q",913,"alt","P",5,"c","c",TRUE,1,-0.450226466759132
3297,"CVOE updated",1013,1,3,91,"A 56","Letter","Y",TRUE,"CV","p",843,"alt","A",6,"v","v",TRUE,1,-0.483139861273399
3298,"CVOE updated",1013,1,3,92,"D 57","Letter","N",TRUE,"CV","q",4814,"alt","D",7,"c","c",TRUE,1,1.38398999038596
3301,"CVOE updated",1013,1,3,95,"I 35","Letter","Y",FALSE,"CV","q",817,"alt","I",5,"v","c",FALSE,0,-0.495364836378699
3302,"CVOE updated",1013,1,3,96,"J 03","Letter","N",TRUE,"CV","q",1587,"alt","J",3,"c","c",TRUE,1,-0.13331749672176
3305,"CVOE updated",1013,1,3,99,"S 77","Letter","Y",TRUE,"CV","p",1300,"alt","S",7,"c","v",FALSE,0,-0.268262414230255
3306,"CVOE updated",1013,1,3,100,"U 05","Letter","N",FALSE,"CV","q",1351,"alt","U",5,"v","c",FALSE,0,-0.244282655369861
3309,"CVOE updated",1013,1,3,103,"E 02","Letter","Y",TRUE,"CV","q",2920,"alt","E",2,"v","c",FALSE,0,0.493447573099928
3310,"CVOE updated",1013,1,3,104,"H 68","Letter","N",FALSE,"CV","p",5887,"alt","H",8,"c","v",FALSE,0,1.88850530915465
3313,"CVOE updated",1013,1,3,107,"O 73","Letter","Y",FALSE,"CV","q",3892,"alt","O",3,"v","c",FALSE,0,0.950473565498037
3314,"CVOE updated",1013,1,3,108,"P 41","Letter","N",TRUE,"CV","q",1379,"alt","P",1,"c","c",TRUE,1,-0.231117297564154
3317,"CVOE updated",1013,1,3,111,"A 09","Letter","Y",FALSE,"CV","q",1269,"alt","A",9,"v","c",FALSE,0,-0.282838346086573
3318,"CVOE updated",1013,1,3,112,"D 92","Letter","N",FALSE,"CV","p",850,"alt","D",2,"c","v",FALSE,0,-0.479848521821973
3321,"CVOE updated",1013,1,3,115,"I 44","Letter","Y",TRUE,"CV","q",2516,"alt","I",4,"v","c",FALSE,0,0.303490267617586
3322,"CVOE updated",1013,1,3,116,"J 67","Letter","N",TRUE,"CV","q",5739,"alt","J",7,"c","c",TRUE,1,1.81891698932449
3325,"CVOE updated",1013,1,3,119,"S 86","Letter","Y",FALSE,"CV","p",1065,"alt","S",6,"c","v",FALSE,0,-0.378757381528152
3326,"CVOE updated",1013,1,3,120,"U 35","Letter","N",FALSE,"CV","q",848,"alt","U",5,"v","c",FALSE,0,-0.48078890452238
3329,"CVOE updated",1013,1,3,123,"E 91","Letter","Y",FALSE,"CV","q",1107,"alt","E",1,"v","c",FALSE,0,-0.359009344819592
3330,"CVOE updated",1013,1,3,124,"H 54","Letter","N",FALSE,"CV","q",2134,"alt","H",4,"c","c",TRUE,1,0.123877171839728
3333,"CVOE updated",1013,1,3,127,"O 19","Letter","Y",FALSE,"CV","q",2136,"alt","O",9,"v","c",FALSE,0,0.124817554540135
3334,"CVOE updated",1013,1,3,128,"P 48","Letter","N",FALSE,"CV","p",1513,"alt","P",8,"c","v",FALSE,0,-0.168111656636842
3339,"CVOE updated",1013,1,4,3,"U 95","Letter","Y",FALSE,"CV","q",905,"shuf","U",5,"v","c",FALSE,0,-0.453987997560763
3343,"CVOE updated",1013,1,4,7,"A 56","Letter","Y",TRUE,"CV","q",2130,"shuf","A",6,"v","c",FALSE,0,0.121996406438913
3344,"CVOE updated",1013,1,4,8,"H 78","Letter","N",FALSE,"CV","q",2455,"shuf","H",8,"c","c",TRUE,1,0.274808595255153
3345,"CVOE updated",1013,1,4,9,"P 92","Letter","N",FALSE,"CV","q",955,"shuf","P",2,"c","c",TRUE,1,-0.430478430050572
3347,"CVOE updated",1013,1,4,11,"P 57","Letter","Y",TRUE,"CV","q",2191,"shuf","P",7,"c","c",TRUE,1,0.150678078801345
3349,"CVOE updated",1013,1,4,13,"O 89","Letter","Y",FALSE,"CV","q",737,"shuf","O",9,"v","c",FALSE,0,-0.532980144395004
3352,"CVOE updated",1013,1,4,16,"S 07","Letter","Y",TRUE,"CV","q",780,"shuf","S",7,"c","c",TRUE,1,-0.51276191633624
3353,"CVOE updated",1013,1,4,17,"J 10","Letter","N",FALSE,"CV","p",913,"shuf","J",0,"c","v",FALSE,0,-0.450226466759132
3356,"CVOE updated",1013,1,4,20,"J 36","Letter","Y",FALSE,"CV","q",1679,"shuf","J",6,"c","c",TRUE,1,-0.0900598925030087
3357,"CVOE updated",1013,1,4,21,"I 94","Letter","N",TRUE,"CV","q",807,"shuf","I",4,"v","c",FALSE,0,-0.500066749880737
3358,"CVOE updated",1013,1,4,22,"A 82","Letter","N",TRUE,"CV","q",1736,"shuf","A",2,"v","c",FALSE,0,-0.0632589855413912
3361,"CVOE updated",1013,1,4,25,"S 28","Letter","Y",FALSE,"CV","q",1250,"shuf","S",8,"c","c",TRUE,1,-0.291771981740446
3366,"CVOE updated",1013,1,4,30,"S 35","Letter","Y",TRUE,"CV","q",825,"shuf","S",5,"c","c",TRUE,1,-0.491603305577068
3370,"CVOE updated",1013,1,4,34,"U 95","Letter","Y",FALSE,"CV","q",1551,"shuf","U",5,"v","c",FALSE,0,-0.150244385329097
3371,"CVOE updated",1013,1,4,35,"A 53","Letter","N",FALSE,"CV","p",1929,"shuf","A",3,"v","v",TRUE,1,0.0274879450479454
3372,"CVOE updated",1013,1,4,36,"E 43","Letter","N",FALSE,"CV","q",1303,"shuf","E",3,"v","c",FALSE,0,-0.266851840179644
3374,"CVOE updated",1013,1,4,38,"O 19","Letter","Y",FALSE,"CV","q",2070,"shuf","O",9,"v","c",FALSE,0,0.0937849254266836
3379,"CVOE updated",1013,1,4,43,"P 79","Letter","Y",TRUE,"CV","q",4952,"shuf","P",9,"c","c",TRUE,1,1.44887639671408
3384,"CVOE updated",1013,1,4,48,"E 54","Letter","Y",TRUE,"CV","q",1639,"shuf","E",4,"v","c",FALSE,0,-0.108867546511161
3385,"CVOE updated",1013,1,4,49,"A 53","Letter","N",FALSE,"CV","q",2825,"shuf","A",3,"v","c",FALSE,0,0.448779394830565
3386,"CVOE updated",1013,1,4,50,"P 34","Letter","N",FALSE,"CV","q",5987,"shuf","P",4,"c","c",TRUE,1,1.93552444417503
3388,"CVOE updated",1013,1,4,52,"A 03","Letter","Y",FALSE,"CV","q",1853,"shuf","A",3,"v","c",FALSE,0,-0.00824659756754463
3390,"CVOE updated",1013,1,4,54,"I 58","Letter","Y",TRUE,"CV","q",1343,"shuf","I",8,"v","c",FALSE,0,-0.248044186171491
3393,"CVOE updated",1013,1,4,57,"I 20","Letter","Y",TRUE,"CV","p",1272,"shuf","I",0,"v","v",TRUE,1,-0.281427772035962
3394,"CVOE updated",1013,1,4,58,"J 52","Letter","N",FALSE,"CV","p",1016,"shuf","J",2,"c","v",FALSE,0,-0.401796757688139
3396,"CVOE updated",1013,1,4,60,"I 60","Letter","Y",TRUE,"CV","p",1661,"shuf","I",0,"v","v",TRUE,1,-0.0985233368066774
3398,"CVOE updated",1013,1,4,62,"D 63","Letter","Y",TRUE,"CV","q",2634,"shuf","D",3,"c","c",TRUE,1,0.358972846941636
3399,"CVOE updated",1013,1,4,63,"U 27","Letter","N",FALSE,"CV","q",3170,"shuf","U",7,"v","c",FALSE,0,0.610995410650882
3400,"CVOE updated",1013,1,4,64,"J 77","Letter","N",TRUE,"CV","p",1568,"shuf","J",7,"c","v",FALSE,0,-0.142251132375632
3405,"CVOE updated",1013,1,4,69,"O 04","Letter","Y",TRUE,"CV","q",3693,"shuf","O",4,"v","c",FALSE,0,0.856905486807478
3406,"CVOE updated",1013,1,4,70,"E 10","Letter","N",TRUE,"CV","q",3173,"shuf","E",0,"v","c",FALSE,0,0.612405984701493
3407,"CVOE updated",1013,1,4,71,"I 52","Letter","N",TRUE,"CV","q",1613,"shuf","I",2,"v","c",FALSE,0,-0.121092521616461
3410,"CVOE updated",1013,1,4,74,"U 19","Letter","Y",FALSE,"CV","q",5953,"shuf","U",9,"v","c",FALSE,0,1.9195379382681
3413,"CVOE updated",1013,1,4,77,"P 93","Letter","Y",TRUE,"CV","p",1700,"shuf","P",3,"c","v",FALSE,0,-0.0801858741487286
3414,"CVOE updated",1013,1,4,78,"E 59","Letter","N",FALSE,"CV","q",1229,"shuf","E",9,"v","c",FALSE,0,-0.301646000094726
3415,"CVOE updated",1013,1,4,79,"O 53","Letter","N",FALSE,"CV","q",1700,"shuf","O",3,"v","c",FALSE,0,-0.0801858741487286
3416,"CVOE updated",1013,1,4,80,"A 96","Letter","N",TRUE,"CV","q",926,"shuf","A",6,"v","c",FALSE,0,-0.444113979206483
3417,"CVOE updated",1013,1,4,81,"H 36","Letter","Y",FALSE,"CV","p",1012,"shuf","H",6,"c","v",FALSE,0,-0.403677523088954
3418,"CVOE updated",1013,1,4,82,"A 63","Letter","N",FALSE,"CV","q",1322,"shuf","A",3,"v","c",FALSE,0,-0.257918204525771
3419,"CVOE updated",1013,1,4,83,"I 38","Letter","N",TRUE,"CV","q",1540,"shuf","I",8,"v","c",FALSE,0,-0.155416490181339
3422,"CVOE updated",1013,1,4,86,"S 34","Letter","Y",FALSE,"CV","p",5572,"shuf","S",4,"c","v",FALSE,0,1.74039503384045
3425,"CVOE updated",1013,1,4,89,"I 73","Letter","Y",FALSE,"CV","q",1740,"shuf","I",3,"v","c",FALSE,0,-0.0613782201405759
3428,"CVOE updated",1013,1,4,92,"P 72","Letter","Y",FALSE,"CV","p",3478,"shuf","P",2,"c","v",FALSE,0,0.755814346513657
3430,"CVOE updated",1013,1,4,94,"U 25","Letter","Y",FALSE,"CV","q",2201,"shuf","U",5,"v","c",FALSE,0,0.155379992303384
3431,"CVOE updated",1013,1,4,95,"O 32","Letter","N",TRUE,"CV","q",5292,"shuf","O",2,"v","c",FALSE,0,1.60874145578338
3432,"CVOE updated",1013,1,4,96,"E 80","Letter","N",TRUE,"CV","q",1051,"shuf","E",0,"v","c",FALSE,0,-0.385340060431005
3436,"CVOE updated",1013,1,4,100,"U 35","Letter","Y",FALSE,"CV","q",4300,"shuf","U",5,"v","c",FALSE,0,1.14231163638119
3437,"CVOE updated",1013,1,4,101,"H 14","Letter","N",FALSE,"CV","p",3180,"shuf","H",4,"c","v",FALSE,0,0.61569732415292
3439,"CVOE updated",1013,1,4,103,"E 36","Letter","Y",TRUE,"CV","q",2173,"shuf","E",6,"v","c",FALSE,0,0.142214634497677
3440,"CVOE updated",1013,1,4,104,"P 70","Letter","N",FALSE,"CV","p",1311,"shuf","P",0,"c","v",FALSE,0,-0.263090309378013
3442,"CVOE updated",1013,1,4,106,"S 41","Letter","Y",TRUE,"CV","p",3973,"shuf","S",1,"c","v",FALSE,0,0.988559064864546
3443,"CVOE updated",1013,1,4,107,"D 83","Letter","N",TRUE,"CV","q",1624,"shuf","D",3,"c","c",TRUE,1,-0.115920416764219
3444,"CVOE updated",1013,1,4,108,"J 39","Letter","N",TRUE,"CV","p",3466,"shuf","J",9,"c","v",FALSE,0,0.750172050311211
3446,"CVOE updated",1013,1,4,110,"D 89","Letter","Y",TRUE,"CV","q",5170,"shuf","D",9,"c","c",TRUE,1,1.55137811105851
3447,"CVOE updated",1013,1,4,111,"P 87","Letter","N",TRUE,"CV","q",3774,"shuf","P",7,"c","c",TRUE,1,0.894990986173987
3448,"CVOE updated",1013,1,4,112,"H 42","Letter","N",FALSE,"CV","q",1833,"shuf","H",2,"c","c",TRUE,1,-0.017650424571621
3449,"CVOE updated",1013,1,4,113,"S 49","Letter","N",TRUE,"CV","q",1024,"shuf","S",9,"c","c",TRUE,1,-0.398035226886509
3451,"CVOE updated",1013,1,4,115,"O 19","Letter","Y",FALSE,"CV","q",5718,"shuf","O",9,"v","c",FALSE,0,1.80904297097021
3452,"CVOE updated",1013,1,4,116,"H 50","Letter","N",FALSE,"CV","q",4346,"shuf","H",0,"c","c",TRUE,1,1.16394043849057
3649,"CVOE updated",2005,1,3,11,"A 44","Letter","N",TRUE,"CV","p",3194,"alt","A",4,"v","v",TRUE,1,0.622280003055773
3650,"CVOE updated",2005,1,3,12,"D 94","Letter","N",FALSE,"CV","q",1284,"alt","D",4,"c","c",TRUE,1,-0.275785475833516
3653,"CVOE updated",2005,1,3,15,"I 64","Letter","Y",TRUE,"CV","p",2837,"alt","I",4,"v","v",TRUE,1,0.454421691033011
3654,"CVOE updated",2005,1,3,16,"J 54","Letter","N",FALSE,"CV","q",1592,"alt","J",4,"c","c",TRUE,1,-0.130966539970741
3657,"CVOE updated",2005,1,3,19,"S 34","Letter","Y",FALSE,"CV","q",4599,"alt","S",4,"c","c",TRUE,1,1.28289885009214
3658,"CVOE updated",2005,1,3,20,"U 88","Letter","N",TRUE,"CV","p",1676,"alt","U",8,"v","v",TRUE,1,-0.0914704665536202
3661,"CVOE updated",2005,1,3,23,"E 79","Letter","Y",FALSE,"CV","p",1835,"alt","E",9,"v","v",TRUE,1,-0.0167100418712133
3662,"CVOE updated",2005,1,3,24,"H 72","Letter","N",FALSE,"CV","q",1436,"alt","H",2,"c","c",TRUE,1,-0.204316390602536
3665,"CVOE updated",2005,1,3,27,"O 03","Letter","Y",FALSE,"CV","p",2564,"alt","O",3,"v","v",TRUE,1,0.326059452427369
3666,"CVOE updated",2005,1,3,28,"P 75","Letter","N",TRUE,"CV","q",1821,"alt","P",5,"c","c",TRUE,1,-0.0232927207740668
3669,"CVOE updated",2005,1,3,31,"A 21","Letter","Y",FALSE,"CV","p",1468,"alt","A",1,"v","v",TRUE,1,-0.189270267396014
3670,"CVOE updated",2005,1,3,32,"D 18","Letter","N",FALSE,"CV","q",2768,"alt","D",8,"c","c",TRUE,1,0.421978487868948
3673,"CVOE updated",2005,1,3,35,"I 82","Letter","Y",TRUE,"CV","p",1565,"alt","I",2,"v","v",TRUE,1,-0.143661706426244
3674,"CVOE updated",2005,1,3,36,"J 78","Letter","N",FALSE,"CV","q",2960,"alt","J",8,"c","c",TRUE,1,0.51225522710808
3677,"CVOE updated",2005,1,3,39,"S 07","Letter","Y",TRUE,"CV","q",3005,"alt","S",7,"c","c",TRUE,1,0.533413837867252
3678,"CVOE updated",2005,1,3,40,"U 36","Letter","N",TRUE,"CV","p",1357,"alt","U",6,"v","v",TRUE,1,-0.241461507268638
3681,"CVOE updated",2005,1,3,43,"E 60","Letter","Y",TRUE,"CV","p",2258,"alt","E",0,"v","v",TRUE,1,0.182180899265001
3682,"CVOE updated",2005,1,3,44,"H 83","Letter","N",TRUE,"CV","q",1323,"alt","H",3,"c","c",TRUE,1,-0.257448013175567
3685,"CVOE updated",2005,1,3,47,"O 78","Letter","Y",TRUE,"CV","p",3056,"alt","O",8,"v","v",TRUE,1,0.557393596727647
3686,"CVOE updated",2005,1,3,48,"P 09","Letter","N",TRUE,"CV","q",1554,"alt","P",9,"c","c",TRUE,1,-0.148833811278486
3689,"CVOE updated",2005,1,3,51,"A 31","Letter","Y",FALSE,"CV","p",1401,"alt","A",1,"v","v",TRUE,1,-0.22077308785967
3690,"CVOE updated",2005,1,3,52,"D 96","Letter","N",FALSE,"CV","q",1202,"alt","D",6,"c","c",TRUE,1,-0.314341166550229
3693,"CVOE updated",2005,1,3,55,"I 15","Letter","Y",FALSE,"CV","p",920,"alt","I",5,"v","v",TRUE,1,-0.446935127307705
3694,"CVOE updated",2005,1,3,56,"J 07","Letter","N",TRUE,"CV","q",1244,"alt","J",7,"c","c",TRUE,1,-0.294593129841669
3697,"CVOE updated",2005,1,3,59,"S 37","Letter","Y",TRUE,"CV","q",1991,"alt","S",7,"c","c",TRUE,1,0.0566398087605821
3698,"CVOE updated",2005,1,3,60,"U 61","Letter","N",FALSE,"CV","p",1441,"alt","U",1,"v","v",TRUE,1,-0.201965433851517
3701,"CVOE updated",2005,1,3,63,"E 20","Letter","Y",TRUE,"CV","p",1277,"alt","E",0,"v","v",TRUE,1,-0.279076815284943
3702,"CVOE updated",2005,1,3,64,"H 86","Letter","N",FALSE,"CV","q",1077,"alt","H",6,"c","c",TRUE,1,-0.373115085325706
