SubID,Condition,Block_Type,Errors,Rts
62,Younger,Global_alt,0.017708333,690.9119628
63,Younger,Global_alt,0.005976776,577.3561404
64,Younger,Global_alt,-0.026041667,651.2382141
65,Younger,Global_alt,0.002305328,974.9953158
1,Younger,Global_rand,0.045118999,313.4790681
2,Younger,Global_rand,-0.02620614,356.3653436
3,Younger,Global_rand,-0.011434837,561.6311594
4,Younger,Global_rand,-0.010416667,685.3456848
5,Younger,Global_rand,-0.006444209,557.5651183
6,Younger,Global_rand,0.001451906,339.1305163
7,Younger,Global_rand,-0.01754386,624.8024566
8,Younger,Global_rand,0.011740819,785.3433303
9,Younger,Global_rand,-0.026041667,491.0566999
10,Younger,Global_rand,-0.01657197,741.9462515
11,Younger,Global_rand,-0.019491077,290.9615964
12,Younger,Global_rand,-0.03125,518.7831727
13,Younger,Global_rand,-0.015625,751.2656157
14,Younger,Global_rand,-0.00297619,605.3451098
16,Younger,Global_rand,-0.015845465,1522.255269
17,Younger,Global_rand,-0.036458333,698.3038738
19,Younger,Global_rand,0.042923851,321.0111069
20,Younger,Global_rand,0.036099138,639.484763
21,Younger,Global_rand,-0.009092514,606.9823917
22,Younger,Global_rand,-0.005208333,954.7140351
23,Younger,Global_rand,0.052259887,356.2531667
24,Younger,Global_rand,0.015530303,880.3880642
25,Younger,Global_rand,-0.020833333,567.6111517
26,Younger,Global_rand,0.001616379,280.1197648
27,Younger,Global_rand,-0.128353377,415.4989172
28,Younger,Global_rand,0.010504944,609.8599281
29,Younger,Global_rand,-0.003591954,571.3048104
30,Younger,Global_rand,-0.063164894,1127.800613
31,Younger,Global_rand,0.007127193,563.5233083
34,Younger,Global_rand,-0.010416667,816.8241748
35,Younger,Global_rand,-0.067708333,721.5077338
36,Younger,Global_rand,-0.015908083,563.2471702
37,Younger,Global_rand,-0.042517007,593.537902
38,Younger,Global_rand,0.007856638,575.5156203
39,Younger,Global_rand,-0.063735876,631.0250554
40,Younger,Global_rand,-0.029925847,786.9568636
41,Younger,Global_rand,0.109554598,303.0453027
43,Younger,Global_rand,-0.002560028,496.9415109
44,Younger,Global_rand,0.038290034,714.8801675
45,Younger,Global_rand,0.013649425,372.4287372
46,Younger,Global_rand,0.011673851,677.0786811
47,Younger,Global_rand,-0.009092514,666.9621191
49,Younger,Global_rand,0.2293553,130.8502719
50,Younger,Global_rand,0.031338277,439.0785767
51,Younger,Global_rand,-0.015625,672.1792492
52,Younger,Global_rand,0.206038136,21.16213383
53,Younger,Global_rand,-0.010775862,676.1249269
54,Younger,Global_rand,-0.076800847,597.1721632
55,Younger,Global_rand,-0.052631579,666.9557016
56,Younger,Global_rand,-0.012976695,581.8858517
57,Younger,Global_rand,-0.035045904,433.269014
58,Younger,Global_rand,-0.012546549,362.4041473
59,Younger,Global_rand,-0.03125,686.8230725
60,Younger,Global_rand,0.074417373,557.7409302
61,Younger,Global_rand,-0.015625,502.5904568
62,Younger,Global_rand,0.001616379,634.7906682
63,Younger,Global_rand,-0.010416667,445.8403211
64,Younger,Global_rand,-0.026041667,442.5862562
65,Younger,Global_rand,0.039331897,484.4722188
1,Younger,Local_alt,0.018518519,-45.99005146
2,Younger,Local_alt,0.000564972,27.32667877
3,Younger,Local_alt,0.034482759,-32.43732194
4,Younger,Local_alt,0,97.42372881
5,Younger,Local_alt,0.035028249,18.16273585
6,Younger,Local_alt,-0.051724138,408.4363636
7,Younger,Local_alt,0.067504383,-50.0711501
8,Younger,Local_alt,0.035330695,177.5651515
9,Younger,Local_alt,0.016949153,46.05539853
10,Younger,Local_alt,0.02,-267.5158063
11,Younger,Local_alt,0.000282486,134.443308
12,Younger,Local_alt,0.017514124,59.5929803
13,Younger,Local_alt,-0.016384181,108.0517241
14,Younger,Local_alt,0.052631579,99.66767677
16,Younger,Local_alt,0,-4.984034833
17,Younger,Local_alt,0.035682426,203.8371648
19,Younger,Local_alt,0.036178632,-74.17231638
20,Younger,Local_alt,0.034454015,100.3380952
21,Younger,Local_alt,0.017504862,84.78684211
22,Younger,Local_alt,0.051724138,310.7
23,Younger,Local_alt,0.104032729,328.1978947
24,Younger,Local_alt,0.037735849,91.17647059
25,Younger,Local_alt,-0.015545506,38.84240262
26,Younger,Local_alt,0.051958877,124.18801
27,Younger,Local_alt,0.115581098,-81.72425532
28,Younger,Local_alt,0.035310734,101.9241259
29,Younger,Local_alt,0.050847458,-42.84642857
30,Younger,Local_alt,0.018181818,-103.1886792
31,Younger,Local_alt,0.016949153,2.479885057
34,Younger,Local_alt,0.034482759,181.592615
35,Younger,Local_alt,0.052572075,11.44814815
36,Younger,Local_alt,0.027192982,-2.795754937
37,Younger,Local_alt,0.071428571,-215.7198839
38,Younger,Local_alt,0.050847458,-16.65837237
39,Younger,Local_alt,0.085028249,132.7966102
40,Younger,Local_alt,-0.014726313,17.55325815
41,Younger,Local_alt,0.177271464,159.7027356
43,Younger,Local_alt,-0.048624618,18.57592257
44,Younger,Local_alt,-0.059506531,34.52840909
45,Younger,Local_alt,-0.081967213,30.27542373
46,Younger,Local_alt,0.13670464,-13.20200623
47,Younger,Local_alt,-0.015282023,-8.804900181
49,Younger,Local_alt,-0.001130582,23.92261905
50,Younger,Local_alt,0.001412429,-159.1424242
51,Younger,Local_alt,0,396.5073632
52,Younger,Local_alt,0.163793103,-1.615004492
53,Younger,Local_alt,0.13559322,111.2392157
54,Younger,Local_alt,-0.015780245,-87.77777778
55,Younger,Local_alt,0.038461538,262.0814286
56,Younger,Local_alt,0.08950342,-206.5331633
57,Younger,Local_alt,-0.032485876,209.3561688
58,Younger,Local_alt,0.068275862,481.0636364
59,Younger,Local_alt,0.056498829,366.0079761
60,Younger,Local_alt,0.13948319,207.5850168
61,Younger,Local_alt,0.016949153,94.7408046
62,Younger,Local_alt,-0.033333333,-81.56078317
63,Younger,Local_alt,-0.016393443,-31.54971751
64,Younger,Local_alt,0.034482759,-73.79358354
65,Younger,Local_alt,0.052514587,-37.67404034
1,Younger,Local_rand,-0.006747638,328.4485063
2,Younger,Local_rand,0.049180328,106.0900058
3,Younger,Local_rand,0.130952381,198.0533333
4,Younger,Local_rand,0.032786885,147.9573349
5,Younger,Local_rand,0.032485876,35.20324675
6,Younger,Local_rand,-0.017241379,421.4392585
7,Younger,Local_rand,-0.001189414,333.8130781
8,Younger,Local_rand,-0.016949153,121.0497456
9,Younger,Local_rand,0.032786885,17.69491525
10,Younger,Local_rand,0.022727273,360.568314
11,Younger,Local_rand,-0.017241379,84.02157032
12,Younger,Local_rand,0.05,193.0877193
13,Younger,Local_rand,0.016393443,160.2074713
14,Younger,Local_rand,0.031323185,173.9065831
16,Younger,Local_rand,0,335.5409302
17,Younger,Local_rand,0.109090909,504.2467876
19,Younger,Local_rand,0.078575466,30.5477208
20,Younger,Local_rand,-0.018390805,137.339185
21,Younger,Local_rand,0.015837733,106.2825833
22,Younger,Local_rand,0.054545455,122.9902159
23,Younger,Local_rand,-0.102806335,168.1213028
24,Younger,Local_rand,0.016267943,230.5828092
25,Younger,Local_rand,0.049180328,20.48100526
26,Younger,Local_rand,0.015545506,388.4174844
27,Younger,Local_rand,0.016949153,148.9714854
28,Younger,Local_rand,0.048870056,387.915952
29,Younger,Local_rand,0.066091954,166.414992
30,Younger,Local_rand,0.035087719,174.9051948
31,Younger,Local_rand,-0.01754386,267.4976581
34,Younger,Local_rand,0.081967213,8.374697337
35,Younger,Local_rand,0.016393443,104.9457627
36,Younger,Local_rand,-0.017683595,280.908293
37,Younger,Local_rand,0.034655372,314.7941815
38,Younger,Local_rand,0.031675465,237.4912281
39,Younger,Local_rand,0.014726313,19.25595238
40,Younger,Local_rand,0.032231175,-89.0862069
41,Younger,Local_rand,0.021763708,192.7497585
43,Younger,Local_rand,0.031675465,43.80701754
44,Younger,Local_rand,-0.002744425,204.3665466
45,Younger,Local_rand,0.014697569,-56.08251232
46,Younger,Local_rand,0.032729398,103.3294899
47,Younger,Local_rand,0.033898305,-84.12130542
49,Younger,Local_rand,0.007502084,-105.6189218
50,Younger,Local_rand,-0.051403168,24.51969697
51,Younger,Local_rand,0.049180328,227.2805377
52,Younger,Local_rand,0.041400389,-19.22121212
53,Younger,Local_rand,-0.001724138,115.2248804
54,Younger,Local_rand,0.048624618,79.42226255
55,Younger,Local_rand,0.035714286,362.5066667
56,Younger,Local_rand,0.031675465,232.4561404
57,Younger,Local_rand,0.013614893,-9.894949495
58,Younger,Local_rand,0.031979533,451.146978
59,Younger,Local_rand,0.049180328,51.31034483
60,Younger,Local_rand,0.011392053,150.4211765
61,Younger,Local_rand,0.016393443,76.4819209
62,Younger,Local_rand,-0.000847937,52.96842105
63,Younger,Local_rand,0.032786885,71.59322034
64,Younger,Local_rand,0.032786885,232.4824664
65,Younger,Local_rand,0.012153759,290.5588336
1001,Older,Global_alt,0.027578552,1382.303804
1002,Older,Global_alt,-0.015734649,811.5530797
1003,Older,Global_alt,-0.020064891,1714.545293
1007,Older,Global_alt,0.040465919,421.7853626
1008,Older,Global_alt,0.005976776,650.3315789
1009,Older,Global_alt,-0.005208333,806.8384868
1010,Older,Global_alt,0.193397556,4523.68811
1011,Older,Global_alt,0.023958333,1083.297403
1014,Older,Global_alt,0.031560284,645.2999365
1015,Older,Global_alt,0.005976776,1170.026928
1016,Older,Global_alt,0.036629098,1008.945429
1017,Older,Global_alt,-0.009648224,1037.526996
1018,Older,Global_alt,-0.046984649,860.6390117
1019,Older,Global_alt,0.039532104,1004.856503
1020,Older,Global_alt,-0.003344298,806.1693742
1022,Older,Global_alt,0.052061961,997.6305963
1023,Older,Global_alt,-0.005208333,756.4735916
1024,Older,Global_alt,-0.005208333,927.8148063
1025,Older,Global_alt,0.001616379,1222.403285
1026,Older,Global_alt,0.00625,845.4520204
1001,Older,Global_rand,-0.005208333,921.5410924
1002,Older,Global_rand,-0.015734649,926.765083
1003,Older,Global_rand,-0.036458333,808.2343731
1007,Older,Global_rand,0.043800178,69.9198394
1008,Older,Global_rand,-0.010416667,583.1163247
1009,Older,Global_rand,0.011740819,1005.317797
1010,Older,Global_rand,-0.020888158,3159.30221
1011,Older,Global_rand,-0.026041667,734.5308253
1014,Older,Global_rand,-0.032474804,1094.864227
1015,Older,Global_rand,-0.010416667,751.5499167
1016,Older,Global_rand,0.059806034,766.5276508
1017,Older,Global_rand,-0.009092514,1248.647686
1018,Older,Global_rand,-0.046984649,908.0424015
1019,Older,Global_rand,0.007856638,876.6986087
1020,Older,Global_rand,-0.019728479,1164.203857
1022,Older,Global_rand,0.018163656,1449.816242
1023,Older,Global_rand,0.012033046,623.7410636
1024,Older,Global_rand,-0.005208333,639.2699328
1025,Older,Global_rand,0.001041667,1663.085414
1026,Older,Global_rand,0.006824713,859.4662934
1001,Older,Local_alt,-0.032786885,-85.37288136
1002,Older,Local_alt,0,-75.78799667
1003,Older,Local_alt,0.052572075,71.20185185
1007,Older,Local_alt,0.00333426,135.2288165
1008,Older,Local_alt,0.017504862,147.6122807
1009,Older,Local_alt,0.033898305,288.2929825
1010,Older,Local_alt,0.065714286,-759.6818182
1011,Older,Local_alt,-0.033050847,43.02389595
1014,Older,Local_alt,-0.028947368,514.8563135
1015,Older,Local_alt,0.00055571,59.98850575
1016,Older,Local_alt,0.037788275,-222.4777778
1017,Older,Local_alt,0.017504862,62.13157895
1018,Older,Local_alt,0.016949153,230.6827586
1019,Older,Local_alt,0.07001945,-194.6439628
1020,Older,Local_alt,0.034463277,298.5827586
1022,Older,Local_alt,-0.016072472,76.30909091
1023,Older,Local_alt,0,82.7224229
1024,Older,Local_alt,0,196.7829953
1025,Older,Local_alt,0.068965517,150.2360146
1026,Older,Local_alt,0.017816092,384.5217918
1001,Older,Local_rand,0,416.5682134
1002,Older,Local_rand,0.016393443,23.51723164
1003,Older,Local_rand,0.016393443,992.4275862
1007,Older,Local_rand,-0.036121145,273.3720622
1008,Older,Local_rand,0,430.5382051
1009,Older,Local_rand,0.032231175,243.8793103
1010,Older,Local_rand,0.045454545,366.1802721
1011,Older,Local_rand,0.049180328,117.7387493
1014,Older,Local_rand,0.014035088,4.228835979
1015,Older,Local_rand,0.06557377,40.54718693
1016,Older,Local_rand,-0.072357264,371.0961404
1017,Older,Local_rand,0.032231175,-152.8275862
1018,Older,Local_rand,0.033898305,526.4106453
1019,Older,Local_rand,0.031675465,253.5087719
1020,Older,Local_rand,0.114198388,421.174691
1022,Older,Local_rand,-0.017504862,-77.24473684
1023,Older,Local_rand,-0.000847937,107.154386
1024,Older,Local_rand,0,128.3584329
1025,Older,Local_rand,0.051129944,-18.7229584
1026,Older,Local_rand,0.016091954,560.3203267
