"subID","pure_cv_m","pure_oe_m","altrun_m","shuff_m","switch_altrun_m","switch_shuff_m","no_switch_altrun_m","no_switch_shuff_m"
"1001",1,0.989583333333333,0.983333333333333,1,1,1,0.967213114754098,1
"1002",0.989583333333333,0.978947368421053,1,0.991666666666667,1,0.983606557377049,1,1
"1003",0.947916666666667,0.979166666666667,0.957983193277311,0.991596638655462,0.931034482758621,0.983606557377049,0.983606557377049,1
"1006",1,0.03125,0.95,0.983333333333333,0.932203389830508,0.967213114754098,0.967213114754098,1
"1007",1,0.884210526315789,0.9,0.916666666666667,0.898305084745763,0.934426229508197,0.901639344262295,0.898305084745763
"1008",0.989583333333333,0.989583333333333,0.975,1,0.966101694915254,1,0.983606557377049,1
"1009",1,0.989583333333333,0.983333333333333,0.966666666666667,0.966101694915254,0.950819672131147,1,0.983050847457627
"1010",0.989473684210526,0.96875,0.754098360655738,0.979166666666667,0.733333333333333,0.955555555555556,0.774193548387097,1
"1011",0.979166666666667,0.96875,0.966386554621849,0.975,0.983050847457627,0.950819672131147,0.95,1
"1013",0.0208333333333333,0.914893617021277,0.615384615384615,0.594827586206897,0.474576271186441,0.593220338983051,0.758620689655172,0.596491228070175
"1014",1,0.829787234042553,0.897435897435897,0.94017094017094,0.912280701754386,0.933333333333333,0.883333333333333,0.947368421052632
"1015",1,0.979166666666667,0.983333333333333,0.966386554621849,0.983050847457627,0.934426229508197,0.983606557377049,1
"1016",0.989583333333333,0.854166666666667,0.866666666666667,0.899159663865546,0.847457627118644,0.934426229508197,0.885245901639344,0.862068965517241
"1017",0.96875,0.979166666666667,0.975,0.966666666666667,0.966101694915254,0.950819672131147,0.983606557377049,0.983050847457627
"1018",0.978947368421053,0.927083333333333,0.991596638655462,0.983050847457627,0.983050847457627,0.966101694915254,1,1
"1019",0.979166666666667,0.96875,0.9,0.95,0.864406779661017,0.934426229508197,0.934426229508197,0.966101694915254
"1020",0.96875,0.957894736842105,0.949579831932773,0.925,0.932203389830508,0.868852459016393,0.966666666666667,0.983050847457627
"2001",0.9375,0.588888888888889,0.514563106796116,0.521367521367521,0.442307692307692,0.483333333333333,0.588235294117647,0.56140350877193
"2002",0.927083333333333,0.757894736842105,0.798165137614679,0.621848739495798,0.735849056603774,0.639344262295082,0.857142857142857,0.603448275862069
"2003",0.954545454545455,0.914893617021277,0.756302521008403,0.722689075630252,0.711864406779661,0.737704918032787,0.8,0.706896551724138
"2004",0.978947368421053,0.989583333333333,0.889830508474576,0.932203389830508,0.864406779661017,0.901639344262295,0.915254237288136,0.964912280701754
"2005",0.0104166666666667,0.989583333333333,0.991596638655462,0.983193277310924,1,0.983606557377049,0.983333333333333,0.982758620689655
"2006",1,0.989583333333333,0.966666666666667,0.974789915966387,0.949152542372881,1,0.983606557377049,0.948275862068966
"2007",0.989247311827957,0.989473684210526,0.956140350877193,1,0.947368421052632,1,0.964912280701754,1
"2009",0.947368421052632,0.715789473684211,0.733333333333333,0.627118644067797,0.661016949152542,0.590163934426229,0.80327868852459,0.666666666666667
"2010",1,0.989473684210526,0.733333333333333,0.73109243697479,0.745762711864407,0.737704918032787,0.721311475409836,0.724137931034483
"2011",0.875,0.936842105263158,0.771929824561403,0.949579831932773,0.758620689655172,0.916666666666667,0.785714285714286,0.983050847457627
"2012",0.96875,0.958333333333333,1,0.975,1,0.983606557377049,1,0.966101694915254
"2014",0.0208333333333333,0.96875,0.974789915966387,1,0.966101694915254,1,0.983333333333333,1
"2015",0.978947368421053,0.979166666666667,0.965811965811966,1,0.96551724137931,1,0.966101694915254,1
