SubID,Condition,Block_Type,Errors,Rts
51,Younger,Rand_not,0,1219.271186
52,Younger,Rand_not,0.237288136,588.2666667
53,Younger,Rand_not,0.051724138,1194.090909
54,Younger,Rand_not,0.016949153,1161.068966
55,Younger,Rand_not,0,1476.66
56,Younger,Rand_not,0.033898305,1278.157895
57,Younger,Rand_not,0.084745763,923.2222222
58,Younger,Rand_not,0.018867925,1247.692308
59,Younger,Rand_not,0,1419.655172
60,Younger,Rand_not,0.152542373,1040.52
61,Younger,Rand_not,0,1017.084746
62,Younger,Rand_not,0.017241379,1274.964912
63,Younger,Rand_not,0,998.0508475
64,Younger,Rand_not,0,1202.534483
65,Younger,Rand_not,0.086206897,1059.132075
1001,Older,Pure,0.005208333,777.6283991
1002,Older,Pure,0.015734649,905.2010187
1003,Older,Pure,0.036458333,937.4380407
1007,Older,Pure,0.057894737,1493.778274
1008,Older,Pure,0.010416667,676.9684211
1009,Older,Pure,0.005208333,1506.061513
1010,Older,Pure,0.020888158,1584.493709
1011,Older,Pure,0.026041667,693.3166323
1014,Older,Pure,0.085106383,1240.228365
1015,Older,Pure,0.010416667,751.6397385
1016,Older,Pure,0.078125,989.8323492
1017,Older,Pure,0.026041667,612.9730039
1018,Older,Pure,0.046984649,1249.160988
1019,Older,Pure,0.026041667,866.0031457
1020,Older,Pure,0.036677632,1005.847867
1022,Older,Pure,0.015734649,888.0784946
1023,Older,Pure,0.005208333,624.8378838
1024,Older,Pure,0.005208333,863.3038377
1025,Older,Pure,0.015625,979.4739082
1026,Older,Pure,0.010416667,1032.954759
1001,Older,Alt_switch,0,2074.559322
1002,Older,Alt_switch,0,1640.966102
1003,Older,Alt_switch,0.068965517,2723.185185
1007,Older,Alt_switch,0.101694915,2050.792453
1008,Older,Alt_switch,0.033898305,1474.912281
1009,Older,Alt_switch,0.033898305,2601.192982
1010,Older,Alt_switch,0.28,5348.5
1011,Older,Alt_switch,0.016949153,1819.637931
1014,Older,Alt_switch,0.087719298,2400.384615
1015,Older,Alt_switch,0.016949153,1981.655172
1016,Older,Alt_switch,0.152542373,1776.3
1017,Older,Alt_switch,0.033898305,1712.631579
1018,Older,Alt_switch,0.016949153,2340.482759
1019,Older,Alt_switch,0.13559322,1676.215686
1020,Older,Alt_switch,0.06779661,2110.6
1022,Older,Alt_switch,0.051724138,1962.018182
1023,Older,Alt_switch,0,1464.033898
1024,Older,Alt_switch,0,1987.901639
1025,Older,Alt_switch,0.086206897,2352.113208
1026,Older,Alt_switch,0.034482759,2262.928571
1001,Older,Rand_switch,0,2115.737705
1002,Older,Rand_switch,0.016393443,1855.483333
1003,Older,Rand_switch,0.016393443,2738.1
1007,Older,Rand_switch,0.06557377,1837.070175
1008,Older,Rand_switch,0,1690.622951
1009,Older,Rand_switch,0.049180328,2755.258621
1010,Older,Rand_switch,0.045454545,5109.97619
1011,Older,Rand_switch,0.049180328,1545.586207
1014,Older,Rand_switch,0.066666667,2339.321429
1015,Older,Rand_switch,0.06557377,1543.736842
1016,Older,Rand_switch,0.06557377,2127.45614
1017,Older,Rand_switch,0.049180328,1708.793103
1018,Older,Rand_switch,0.033898305,2683.614035
1019,Older,Rand_switch,0.06557377,1996.210526
1020,Older,Rand_switch,0.131147541,2591.226415
1022,Older,Rand_switch,0.016393443,2260.65
1023,Older,Rand_switch,0.016393443,1355.733333
1024,Older,Rand_switch,0,1630.932203
1025,Older,Rand_switch,0.06779661,2623.836364
1026,Older,Rand_switch,0.033333333,2452.741379
1001,Older,Rand_not,0,1699.169492
1002,Older,Rand_not,0,1831.966102
1003,Older,Rand_not,0,1745.672414
1007,Older,Rand_not,0.101694915,1563.698113
1008,Older,Rand_not,0,1260.084746
1009,Older,Rand_not,0.016949153,2511.37931
1010,Older,Rand_not,0,4743.795918
1011,Older,Rand_not,0,1427.847458
1014,Older,Rand_not,0.052631579,2335.092593
1015,Older,Rand_not,0,1503.189655
1016,Older,Rand_not,0.137931034,1756.36
1017,Older,Rand_not,0.016949153,1861.62069
1018,Older,Rand_not,0,2157.20339
1019,Older,Rand_not,0.033898305,1742.701754
1020,Older,Rand_not,0.016949153,2170.051724
1022,Older,Rand_not,0.033898305,2337.894737
1023,Older,Rand_not,0.017241379,1248.578947
1024,Older,Rand_not,0,1502.57377
1025,Older,Rand_not,0.016666667,2642.559322
1026,Older,Rand_not,0.017241379,1892.421053
1001,Older,Alt_non,0.032786885,2159.932203
1002,Older,Alt_non,0,1716.754098
1003,Older,Alt_non,0.016393443,2651.983333
1007,Older,Alt_non,0.098360656,1915.563636
1008,Older,Alt_non,0.016393443,1327.3
1009,Older,Alt_non,0,2312.9
1010,Older,Alt_non,0.214285714,6108.181818
1011,Older,Alt_non,0.05,1776.614035
1014,Older,Alt_non,0.116666667,1885.528302
1015,Older,Alt_non,0.016393443,1921.666667
1016,Older,Alt_non,0.114754098,1998.777778
1017,Older,Alt_non,0.016393443,1650.5
1018,Older,Alt_non,0,2109.8
1019,Older,Alt_non,0.06557377,1870.859649
1020,Older,Alt_non,0.033333333,1812.017241
1022,Older,Alt_non,0.06779661,1885.709091
1023,Older,Alt_non,0,1381.311475
1024,Older,Alt_non,0,1791.118644
1025,Older,Alt_non,0.017241379,2201.877193
1026,Older,Alt_non,0.016666667,1878.40678
