"output.subID","mean_cv_errors","mean_oe_errors","pure_block_errors","alt_switch_errors","alt_non_switch_errors","rand_switch_errors","rand_non_switch_errors","global_cost_alt","global_cost_rand","local_switch_cost_alt","local_switch_cost_rand"
"1001",0,0.0104166666666666,0.00520833333333331,0,0.0327868852459017,0,0,0.0275785519125684,-0.00520833333333331,-0.0327868852459017,0
"1002",0.0104166666666666,0.0210526315789473,0.015734649122807,0,0,0.0163934426229508,0,-0.015734649122807,-0.015734649122807,0,0.0163934426229508
"1003",0.0421052631578948,0.0208333333333334,0.0314692982456141,0.0701754385964912,0.0163934426229508,0.0166666666666667,0,-0.0150758556226632,-0.0314692982456141,0.0537819959735404,0.0166666666666667
"1006",0,0.96875,0.484375,0.0677966101694916,0.0327868852459017,0.0327868852459017,0,-0.451588114754098,-0.484375,0.0350097249235899,0.0327868852459017
"1007",0,0.115789473684211,0.0578947368421053,0.101694915254237,0.0983606557377049,0.0655737704918032,0.101694915254237,0.0404659188955996,0.043800178412132,0.00333425951653232,-0.036121144762434
"1008",0.0104166666666666,0.0104166666666666,0.0104166666666666,0.0338983050847458,0.0163934426229508,0,0,0.00597677595628421,-0.0104166666666666,0.0175048624617949,0
"1009",0,0.0104166666666666,0.00520833333333331,0.0338983050847458,0,0.0491803278688525,0.0169491525423728,-0.00520833333333331,0.0117408192090395,0.0338983050847458,0.0322311753264797
"1010",0.0105263157894737,0.031578947368421,0.0210526315789474,0.272727272727273,0.125,0.0487804878048781,0,0.103947368421053,-0.0210526315789474,0.147727272727273,0.0487804878048781
"1011",0.0208333333333334,0.03125,0.0260416666666667,0.0333333333333333,0.0252100840336135,0.0333333333333333,0.0252100840336135,-0.000831582633053218,-0.000831582633053218,0.00812324929971986,0.00812324929971986
"1013",0.979166666666667,0.0851063829787234,0.532136524822695,0.525423728813559,0.25,0.406779661016949,0.418181818181818,-0.282136524822695,-0.113954706640877,0.275423728813559,-0.011402157164869
"1014",0,0.170212765957447,0.0851063829787234,0.0892857142857143,0.116666666666667,0.0517241379310345,0.0526315789473685,0.0315602836879433,-0.0324748040313549,-0.0273809523809524,-0.000907441016333999
"1015",0,0.0208333333333334,0.0104166666666667,0.0169491525423728,0.0163934426229508,0.0655737704918032,0,0.00597677595628415,-0.0104166666666667,0.000555709919421998,0.0655737704918032
"1016",0.0104166666666666,0.145833333333333,0.078125,0.152542372881356,0.114754098360656,0.0655737704918032,0.137931034482759,0.0366290983606558,0.0598060344827587,0.0377882745207002,-0.0723572639909554
"1017",0.03125,0.0208333333333334,0.0260416666666667,0.0338983050847458,0.0163934426229508,0.0491803278688525,0.0172413793103449,-0.00964822404371585,-0.00880028735632182,0.0175048624617949,0.0319389485585077
"1018",0.0210526315789473,0.0729166666666666,0.046984649122807,0.0169491525423728,0,0.0344827586206896,0,-0.046984649122807,-0.046984649122807,0.0169491525423728,0.0344827586206896
"1019",0.0208333333333334,0.03125,0.0260416666666667,0.135593220338983,0.0666666666666667,0.0655737704918032,0.0338983050847458,0.040625,0.0078566384180791,0.0689265536723164,0.0316754654070575
"1020",0.03125,0.0421052631578948,0.0366776315789474,0.0677966101694916,0.0333333333333333,0.131147540983607,0.0172413793103449,-0.00334429824561405,-0.0194362522686025,0.0344632768361582,0.113906161673262
"1022",0.0104166666666666,0.0210526315789473,0.015734649122807,0.0517241379310345,0.0677966101694916,0.0163934426229508,0.0344827586206896,0.0520619610466846,0.0187481094978826,-0.0160724722384571,-0.0180893159977388
"1023",0,0.0104166666666666,0.00520833333333331,0,0,0.0163934426229508,0.0172413793103449,-0.00520833333333331,0.0120330459770115,0,-0.000847936687394024
"1024",0,0.0104166666666666,0.00520833333333331,0,0,0,0,-0.00520833333333331,-0.00520833333333331,0,0
"1025",0.0104166666666666,0.0208333333333334,0.015625,0.0677966101694916,0.0166666666666667,0.0862068965517241,0.0172413793103449,0.00104166666666672,0.00161637931034486,0.0511299435028248,0.0689655172413792
"1026",0,0.0208333333333334,0.0104166666666667,0.0344827586206896,0.0166666666666667,0.0333333333333333,0.0172413793103449,0.00625000000000003,0.00682471264367818,0.0178160919540229,0.0160919540229885
"1027",0.5,0.0421052631578948,0.271052631578947,0.285714285714286,0.288135593220339,0.262295081967213,0.338983050847458,0.0170829616413916,0.0679304192685102,-0.00242130750605329,-0.0766879688802445
"1027.5",0.03125,0.031578947368421,0.0314144736842105,0.0677966101694916,0.0877192982456141,0.0163934426229508,0.0169491525423728,0.0563048245614036,-0.0144653211418377,-0.0199226880761225,-0.000555709919421998
"1029",0.0416666666666666,0.0208333333333334,0.03125,0.0508474576271186,0.0819672131147541,0.0491803278688525,0.0338983050847458,0.0507172131147541,0.00264830508474578,-0.0311197554876355,0.0152820227841067
"1030",0.0210526315789473,0.03125,0.0261513157894737,0.0338983050847458,0.0169491525423728,0.0491803278688525,0,-0.00920216324710083,-0.0261513157894737,0.0169491525423729,0.0491803278688525
"1031",0.0104166666666666,0.0208333333333334,0.015625,0,0.0327868852459017,0.0163934426229508,0,0.0171618852459017,-0.015625,-0.0327868852459017,0.0163934426229508
"2001",0.0625,0.435294117647059,0.248897058823529,0.565217391304348,0.411764705882353,0.508474576271186,0.43859649122807,0.162867647058824,0.189699432404541,0.153452685421995,0.0698780850431162
"2002",0.0729166666666666,0.242105263157895,0.157510964912281,0.260869565217391,0.145454545454546,0.360655737704918,0.396551724137931,-0.0120564194577352,0.23904075922565,0.115415019762846,-0.0358959864330131
"2003",0.0476190476190477,0.0888888888888889,0.0682539682539683,0.288135593220339,0.2,0.262295081967213,0.293103448275862,0.131746031746032,0.224849480021894,0.088135593220339,-0.030808366308649
"2004",0.0210526315789473,0.0105263157894737,0.0157894736842105,0.12280701754386,0.0847457627118644,0.1,0.0350877192982456,0.0689562890276539,0.0192982456140351,0.0380612548319953,0.0649122807017544
"2005",0.989583333333333,0.0104166666666666,0.5,0,0.0166666666666667,0.0163934426229508,0.0172413793103449,-0.483333333333333,-0.482758620689655,-0.0166666666666667,-0.000847936687394024
"2006",0,0.0104166666666666,0.00520833333333331,0.0508474576271186,0.0163934426229508,0,0.0517241379310345,0.0111851092896175,0.0465158045977012,0.0344540150041678,-0.0517241379310345
"2007",0.010752688172043,0.0105263157894737,0.0106395019807584,0.0545454545454546,0.0357142857142857,0,0,0.0250747837335273,-0.0106395019807584,0.0188311688311689,0
"2009",0.0531914893617021,0.284210526315789,0.168701007838746,0.338983050847458,0.19672131147541,0.409836065573771,0.333333333333333,0.028020303636664,0.164632325494588,0.142261739372048,0.0765027322404371
"2010",0,0.0105263157894737,0.00526315789473686,0.254237288135593,0.278688524590164,0.262295081967213,0.275862068965517,0.273425366695427,0.27059891107078,-0.0244512364545707,-0.0135669869983042
"2011",0.125,0.0638297872340425,0.0944148936170213,0.25,0.214285714285714,0.0847457627118644,0.0169491525423728,0.119870820668693,-0.0774657410746484,0.0357142857142857,0.0677966101694916
"2012",0.03125,0.0416666666666666,0.0364583333333333,0,0,0.0163934426229508,0.0338983050847458,-0.0364583333333333,-0.00256002824858753,0,-0.0175048624617949
"2014",0.978947368421053,0.031578947368421,0.505263157894737,0.0338983050847458,0.0169491525423728,0,0,-0.488314005352364,-0.505263157894737,0.0169491525423729,0
