"oa_subID","local_rand_RTs"
1001,416.5682134
1002,23.51723164
1003,992.4275862
1006,635.4576271
1007,273.3720622
1008,430.5382051
1009,243.8793103
1010,299.5316917
1011,117.7387493
1014,4.228835979
1015,40.54718693
1016,371.0961404
1017,-152.8275862
1018,526.4106453
1019,253.5087719
1020,421.174691
