"oa_subID","altswitch_errors"
1001,0
1002,0
1003,0.068965517
1006,0.06779661
1007,0.101694915
1008,0.033898305
1009,0.033898305
1010,0.266666667
1011,0.016949153
1014,0.087719298
1015,0.016949153
1016,0.152542373
1017,0.033898305
1018,0.016949153
1019,0.13559322
1020,0.06779661
