"oa_subID","global_rand_errors"
1001,-0.005208333
1002,-0.015734649
1003,-0.036458333
1006,-0.484375
1007,0.043800178
1008,-0.010416667
1009,0.011740819
1010,-0.020888158
1011,-0.026041667
1014,-0.032474804
1015,-0.010416667
1016,0.059806034
1017,-0.009092514
1018,-0.046984649
1019,0.007856638
1020,-0.019728479
