"oa_subID","randnonswitch_errors"
1001,0
1002,0
1003,0
1006,0
1007,0.101694915
1008,0
1009,0.016949153
1010,0
1011,0
1014,0.052631579
1015,0
1016,0.137931034
1017,0.016949153
1018,0
1019,0.033898305
1020,0.016949153
