"oa_subID","randswitch_errors"
1001,0
1002,0.016393443
1003,0.016393443
1006,0.032786885
1007,0.06557377
1008,0
1009,0.049180328
1010,0.044444444
1011,0.049180328
1014,0.066666667
1015,0.06557377
1016,0.06557377
1017,0.049180328
1018,0.033898305
1019,0.06557377
1020,0.131147541
