"oa_subID","global_alt_RTs"
1001,1382.303804
1002,811.5530797
1003,1714.545293
1006,815.707274
1007,421.7853626
1008,650.3315789
1009,897.4138967
1010,4681.381291
1011,1083.297403
1014,645.2999365
1015,1170.026928
1016,1008.945429
1017,1037.526996
1018,860.6390117
1019,1004.856503
1020,806.1693742
