"oa_subID","pure_RTs"
1001,777.6283991
1002,905.2010187
1003,937.4380407
1006,770.4791667
1007,1493.778274
1008,676.9684211
1009,1506.061513
1010,1584.493709
1011,693.3166323
1014,1240.228365
1015,751.6397385
1016,989.8323492
1017,612.9730039
1018,1249.160988
1019,866.0031457
1020,1005.847867
