"oa_subID","altnonswitch_errors"
1001,0.032786885
1002,0
1003,0.016393443
1006,0.032786885
1007,0.098360656
1008,0.016393443
1009,0
1010,0.225806452
1011,0.05
1014,0.116666667
1015,0.016393443
1016,0.114754098
1017,0.016393443
1018,0
1019,0.06557377
1020,0.033333333
