"oa_subID","global_rand_RTs"
1001,921.5410924
1002,926.765083
1003,808.2343731
1006,565.6903249
1007,69.9198394
1008,583.1163247
1009,1005.317797
1010,3288.114135
1011,734.5308253
1014,1094.864227
1015,751.5499167
1016,766.5276508
1017,1248.647686
1018,908.0424015
1019,876.6986087
1020,1164.203857
