"oa_subID","altnonswitch_RTs"
1001,2159.932203
1002,1716.754098
1003,2651.983333
1006,1586.186441
1007,1915.563636
1008,1327.3
1009,2403.47541
1010,6265.875
1011,1776.614035
1014,1885.528302
1015,1921.666667
1016,1998.777778
1017,1650.5
1018,2109.8
1019,1870.859649
1020,1812.017241
