"oa_subID","randswitch_RTs"
1001,2115.737705
1002,1855.483333
1003,2738.1
1006,1971.627119
1007,1837.070175
1008,1690.622951
1009,2755.258621
1010,5172.139535
1011,1545.586207
1014,2339.321429
1015,1543.736842
1016,2127.45614
1017,1708.793103
1018,2683.614035
1019,1996.210526
1020,2591.226415
