"oa_subID","local_rand_errors"
1001,0
1002,0.016393443
1003,0.016393443
1006,0.032786885
1007,-0.036121145
1008,0
1009,0.032231175
1010,0.044444444
1011,0.049180328
1014,0.014035088
1015,0.06557377
1016,-0.072357264
1017,0.032231175
1018,0.033898305
1019,0.031675465
1020,0.114198388
