"oa_subID","randnonswitch_RTs"
1001,1699.169492
1002,1831.966102
1003,1745.672414
1006,1336.169492
1007,1563.698113
1008,1260.084746
1009,2511.37931
1010,4872.607843
1011,1427.847458
1014,2335.092593
1015,1503.189655
1016,1756.36
1017,1861.62069
1018,2157.20339
1019,1742.701754
1020,2170.051724
