"oa_subID","global_alt_errors"
1001,0.027578552
1002,-0.015734649
1003,-0.020064891
1006,-0.451588115
1007,0.040465919
1008,0.005976776
1009,-0.005208333
1010,0.204918294
1011,0.023958333
1014,0.031560284
1015,0.005976776
1016,0.036629098
1017,-0.009648224
1018,-0.046984649
1019,0.039532104
1020,-0.003344298
