"oa_subID","local_alt_errors"
1001,-0.032786885
1002,0
1003,0.052572075
1006,0.035009725
1007,0.00333426
1008,0.017504862
1009,0.033898305
1010,0.040860215
1011,-0.033050847
1014,-0.028947368
1015,0.00055571
1016,0.037788275
1017,0.017504862
1018,0.016949153
1019,0.07001945
1020,0.034463277
