"oa_subID","local_alt_RTs"
1001,-85.37288136
1002,-75.78799667
1003,71.20185185
1006,321.6317411
1007,135.2288165
1008,147.6122807
1009,197.7175726
1010,-426.6931818
1011,43.02389595
1014,514.8563135
1015,59.98850575
1016,-222.4777778
1017,62.13157895
1018,230.6827586
1019,-194.6439628
1020,298.5827586
