"oa_subID","altswitch_RTs"
1001,2074.559322
1002,1640.966102
1003,2723.185185
1006,1907.818182
1007,2050.792453
1008,1474.912281
1009,2601.192982
1010,5839.181818
1011,1819.637931
1014,2400.384615
1015,1981.655172
1016,1776.3
1017,1712.631579
1018,2340.482759
1019,1676.215686
1020,2110.6
