"","ExperimentName","Subject","Block","ListNum","cue_target","Jol_Response","cue_prompt","recall_response","Scored_Response","Direction","jolbin"
"193513","T_JOL B",50,1,15,"Incense - Smell",90,"Incense - ?","candl",0,"F",90
"193813","T_JOL B",50,1,18,"Feud - Fight",90,"Feud - ?","fight",1,"F",90
"196613","T_JOL B",50,1,46,"Element - Carbon",90,"Element - ?","carbon",1,"S",90
"19819","T_JOL B",50,1,61,"Justice - Maroon",20,"Justice - ?","",0,"U",90
"19829","T_JOL B",50,1,62,"Stretch - Cloth",65,"Stretch - ?","cloth",1,"U",90
"19839","T_JOL B",50,1,63,"Give - Steak",35,"Give - ?","Take",0,"U",90
"19849","T_JOL B",50,1,64,"Maze - Election",65,"Maze - ?","election",1,"U",90
"19859","T_JOL B",50,1,65,"Meat - Obtain",13,"Meat - ?","locker",0,"U",90
"19869","T_JOL B",50,1,66,"Crackle - Able",68,"Crackle - ?","po",0,"U",90
"19879","T_JOL B",50,1,67,"Shell - Snake",45,"Shell - ?","",0,"U",90
"19889","T_JOL B",50,1,68,"Listen - Fiction",45,"Listen - ?","Cheat",0,"U",90
"19899","T_JOL B",50,1,69,"Keys - Joke",10,"Keys - ?","chain",0,"U",90
"19909","T_JOL B",50,1,70,"Cake - Clothes",54,"Cake - ?","",0,"U",90
"19919","T_JOL B",50,1,71,"Name - Hate",35,"Name - ?","evil",0,"U",90
"19929","T_JOL B",50,1,72,"Fuzzy - Bang",43,"Fuzzy - ?","cat",0,"U",90
"19939","T_JOL B",50,1,73,"Moat - Clear",28,"Moat - ?","bridge",0,"U",90
"19949","T_JOL B",50,1,74,"Lease - Toil",15,"Lease - ?","own",0,"U",90
"19959","T_JOL B",50,1,75,"Loan - Sign",80,"Loan - ?","morgage",0,"U",90
"19969","T_JOL B",50,1,76,"Both - Ounce",35,"Both - ?","",0,"U",90
"19979","T_JOL B",50,1,77,"Temperature - Morning",48,"Temperature - ?","cold",0,"U",90
"19989","T_JOL B",50,1,78,"Mirror - Children",20,"Mirror - ?","child",1,"U",90
"19999","T_JOL B",50,1,79,"Main - Scar",20,"Main - ?","ma",0,"U",90
"20009","T_JOL B",50,1,80,"Charm - Vehicle",88,"Charm - ?","bracelet",0,"U",90
"204117","T_JOL B",50,2,41,"Due - Assignment",90,"Due - ?","assignment",1,"S",90
"205813","T_JOL B",50,2,58,"Honey - Bee",90,"Honey - ?","bee",1,"S",90
"20619","T_JOL B",50,2,61,"Pusher - Clutter",16,"Pusher - ?","",0,"U",90
"20629","T_JOL B",50,2,62,"Dietary - Sacking",22,"Dietary - ?","cheat",0,"U",90
"20639","T_JOL B",50,2,63,"Park - Hungry",18,"Park - ?","tree",0,"U",90
"20649","T_JOL B",50,2,64,"Lift - Woman",43,"Lift - ?","high",0,"U",90
"20659","T_JOL B",50,2,65,"Soon - Belt",17,"Soon - ?","",0,"U",90
"20669","T_JOL B",50,2,66,"Discover - Floor",49,"Discover - ?","look",0,"U",90
"20679","T_JOL B",50,2,67,"Death - Business",33,"Death - ?","business",1,"U",90
"20689","T_JOL B",50,2,68,"Debate - Sight",68,"Debate - ?","discuss",0,"U",90
"20699","T_JOL B",50,2,69,"Artery - Bronze",32,"Artery - ?","heart",0,"U",90
"20709","T_JOL B",50,2,70,"Fix - Hand",40,"Fix - ?","break",0,"U",90
"20719","T_JOL B",50,2,71,"Machine - Position",77,"Machine - ?","",0,"U",90
"20729","T_JOL B",50,2,72,"Happy - Car",68,"Happy - ?","car",1,"U",90
"20739","T_JOL B",50,2,73,"Allow - Tuck",28,"Allow - ?","constrict",0,"U",90
"20749","T_JOL B",50,2,74,"Art - Lion",70,"Art - ?","gallery",0,"U",90
"20759","T_JOL B",50,2,75,"Strong - Accident",48,"Strong - ?","Weak",0,"U",90
"20769","T_JOL B",50,2,76,"Sugar - Riddle",20,"Sugar - ?","spice",0,"U",90
"20779","T_JOL B",50,2,77,"Valley - Add",10,"Valley - ?","peaks",0,"U",90
"20789","T_JOL B",50,2,78,"Cash - Would",72,"Cash - ?","paper",0,"U",90
"20799","T_JOL B",50,2,79,"Hide - Sick",56,"Hide - ?","appear",0,"U",90
"20809","T_JOL B",50,2,80,"King - Vase",10,"King - ?","hll",0,"U",90
"209813","T_JOL C",51,1,18,"Attire - Clothes",90,"Attire - ?","fashio",0,"F",90
"21419","T_JOL C",51,1,61,"Clutter - Pusher",0,"Clutter - ?","",0,"U",90
"21429","T_JOL C",51,1,62,"Sacking - Dietary",10,"Sacking - ?","",0,"U",90
"21439","T_JOL C",51,1,63,"Hungry - Park",10,"Hungry - ?","park",1,"U",90
"21449","T_JOL C",51,1,64,"Woman - Lift",1,"Woman - ?","young",0,"U",90
"21459","T_JOL C",51,1,65,"Belt - Soon",45,"Belt - ?","soon",1,"U",90
"21469","T_JOL C",51,1,66,"Floor - Discover",29,"Floor - ?","cold",0,"U",90
"21479","T_JOL C",51,1,67,"Business - Death",2,"Business - ?","law",0,"U",90
"21489","T_JOL C",51,1,68,"Sight - Debate",5,"Sight - ?","see",0,"U",90
"21499","T_JOL C",51,1,69,"Bronze - Artery",0,"Bronze - ?","gold",0,"U",90
"21509","T_JOL C",51,1,70,"Hand - Fix",23,"Hand - ?","",0,"U",90
"21519","T_JOL C",51,1,71,"Position - Machine",23,"Position - ?","",0,"U",90
"21529","T_JOL C",51,1,72,"Car - Happy",20,"Car - ?","happy",1,"U",90
"21539","T_JOL C",51,1,73,"Tuck - Allow",NA,"Tuck - ?","umder",0,"U",90
"21549","T_JOL C",51,1,74,"Lion - Art",10,"Lion - ?","king",0,"U",90
"21559","T_JOL C",51,1,75,"Accident - Strong",20,"Accident - ?","bad",0,"U",90
"21569","T_JOL C",51,1,76,"Riddle - Sugar",10,"Riddle - ?","",0,"U",90
"21579","T_JOL C",51,1,77,"Add - Valley",0,"Add - ?","",0,"U",90
"21589","T_JOL C",51,1,78,"Would - Cash",15,"Would - ?","cash",1,"U",90
"21599","T_JOL C",51,1,79,"Sick - Hide",35,"Sick - ?","cold",0,"U",90
"21609","T_JOL C",51,1,80,"Vase - King",0,"Vase - ?","flower",0,"U",90
"217013","T_JOL C",51,2,10,"Favorite - Best",90,"Favorite - ?","",0,"F",90
"217813","T_JOL C",51,2,18,"Truthful - Honest",90,"Truthful - ?","honest",1,"F",90
"217913","T_JOL C",51,2,19,"Nap - Sleep",90,"Nap - ?","sleep",1,"F",90
"218913","T_JOL C",51,2,29,"Head - Scalp",90,"Head - ?","scalp",1,"B",90
"219913","T_JOL C",51,2,39,"Cold - Chill",90,"Cold - ?","freeze",0,"B",90
"221913","T_JOL C",51,2,59,"Tan - Sun",90,"Tan - ?","sun",1,"S",90
"222113","T_JOL C",51,2,61,"Cloth - Stretch",28,"Cloth - ?","",0,"U",90
"222211","T_JOL C",51,2,62,"Election - Maze",3,"Election - ?","jury",0,"U",90
"22239","T_JOL C",51,2,63,"Charm - Vehicle",37,"Charm - ?","",0,"U",90
"22249","T_JOL C",51,2,64,"Obtain - Meat",0,"Obtain - ?","matain",0,"U",90
"22259","T_JOL C",51,2,65,"Able - Crackle",NA,"Able - ?","again",0,"U",90
"22269","T_JOL C",51,2,66,"Shake - Shell",20,"Shake - ?","drink",0,"U",90
"22279","T_JOL C",51,2,67,"Fiction - Listen",0,"Fiction - ?","problem",0,"U",90
"22289","T_JOL C",51,2,68,"Joke - Keys",90,"Joke - ?","keys",1,"U",90
"22299","T_JOL C",51,2,69,"Hate - Name",30,"Hate - ?","love",0,"U",90
"22309","T_JOL C",51,2,70,"Bang - Fuzzy",0,"Bang - ?","",0,"U",90
"223113","T_JOL C",51,2,71,"Clear - Moat",0,"Clear - ?","see",0,"U",90
"223211","T_JOL C",51,2,72,"Wet - Dry",100,"Wet - ?","dry",1,"U",90
"22339","T_JOL C",51,2,73,"Steak - Give",0,"Steak - ?","meat",0,"U",90
"22349","T_JOL C",51,2,74,"Clothes - Cake",90,"Clothes - ?","stretch",0,"U",90
"22359","T_JOL C",51,2,75,"Toil - Lease",0,"Toil - ?","",0,"U",90
"22369","T_JOL C",51,2,76,"Sign - Loan",57,"Sign - ?","turn",0,"U",90
"22379","T_JOL C",51,2,77,"Ounce - Both",0,"Ounce - ?","",0,"U",90
"22389","T_JOL C",51,2,78,"Morning - Temperature",50,"Morning - ?","temperature",1,"U",90
"22399","T_JOL C",51,2,79,"Children - Mirror",29,"Children - ?","mirror",1,"U",90
"22409","T_JOL C",51,2,80,"Main - Scar",1,"Main - ?","stay",0,"U",90
"224213","T_JOL D",52,1,2,"Windshield - Car",90,"Windsield - ?","car",1,"F",90
"225313","T_JOL D",52,1,13,"Coffin - Dead",90,"Coffin - ?","dead",1,"F",90
"227613","T_JOL D",52,1,36,"Scissors - Shears",90,"Scissors - ?","shears",1,"B",90
"228613","T_JOL D",52,1,46,"Carbon - Element",90,"Carbon - ?","element",1,"S",90
"228813","T_JOL D",52,1,48,"Drink - Water",90,"Drink - ?","water",1,"S",90
"229213","T_JOL D",52,1,52,"Lie - Truth",90,"Lie - ?","truth",1,"S",90
"230113","T_JOL D",52,1,61,"Cloth - Stretch",13,"Cloth - ?","stitch",0,"U",90
"230211","T_JOL D",52,1,62,"Election - Maze",1,"Election - ?","president",0,"U",90
"23039","T_JOL D",52,1,63,"Charm - Vehicle",15,"Charm - ?","love",0,"U",90
"23049","T_JOL D",52,1,64,"Obtain - Meat",10,"Obtain - ?","have",0,"U",90
"23059","T_JOL D",52,1,65,"Able - Crackle",0,"Able - ?","have",0,"U",90
"23069","T_JOL D",52,1,66,"Shake - Shell",0,"Shake - ?","milk",0,"U",90
"23079","T_JOL D",52,1,67,"Fiction - Listen",50,"Fiction - ?","tell",0,"U",90
"23089","T_JOL D",52,1,68,"Joke - Keys",0,"Joke - ?","funny",0,"U",90
"23099","T_JOL D",52,1,69,"Hate - Name",30,"Hate - ?","love",0,"U",90
"23109","T_JOL D",52,1,70,"Bang - Fuzzy",2,"Bang - ?","big",0,"U",90
"231113","T_JOL D",52,1,71,"Clear - Moat",0,"Clear - ?","wrap",0,"U",90
"231211","T_JOL D",52,1,72,"Wet - Dry",100,"Wet - ?","dry",1,"U",90
"23139","T_JOL D",52,1,73,"Steak - Give",10,"Steak - ?","meat",0,"U",90
"23149","T_JOL D",52,1,74,"Clothes - Cake",10,"Clothes - ?","stitch",0,"U",90
"23159","T_JOL D",52,1,75,"Toil - Lease",0,"Toil - ?","foil",0,"U",90
"23169","T_JOL D",52,1,76,"Sign - Loan",40,"Sign - ?","stop",0,"U",90
"23179","T_JOL D",52,1,77,"Ounce - Both",0,"Ounce - ?","pound",0,"U",90
"23189","T_JOL D",52,1,78,"Morning - Temperature",10,"Morning - ?","temperature",1,"U",90
"23199","T_JOL D",52,1,79,"Children - Mirror",0,"Children - ?","louid",0,"U",90
"23209","T_JOL D",52,1,80,"Main - Scar",0,"Main - ?","scar",1,"U",90
"233313","T_JOL D",52,2,13,"Racket - Ball",90,"Racket - ?","ball",1,"F",90
"233613","T_JOL D",52,2,16,"Drowsy - Sleep",90,"Drowsy - ?","sleep",1,"F",90
"233913","T_JOL D",52,2,19,"Pilot - Plane",90,"Pilot - ?","plane",1,"F",90
"236114","T_JOL D",52,2,41,"Assignment - Due",90,"Assignment - ?","due",1,"S",90
"236513","T_JOL D",52,2,45,"Jury - Trial",90,"Jury - ?","court",0,"S",90
"236913","T_JOL D",52,2,49,"End - Begin",90,"End - ?","game",0,"S",90
"237114","T_JOL D",52,2,51,"Soda - Pop",90,"Soda - ?","pop",1,"S",90
"237313","T_JOL D",52,2,53,"Toilet - Bathroom",90,"Toilet - ?","paper",0,"S",90
"237613","T_JOL D",52,2,56,"Future - Past",90,"Future - ?","past",1,"S",90
"237813","T_JOL D",52,2,58,"Bee - Honey",90,"Bee - ?","honey",1,"S",90
"238113","T_JOL D",52,2,61,"Clutter - Pusher",0,"Clutter - ?","mess",0,"U",90
"238211","T_JOL D",52,2,62,"Sacking - Dietary",10,"Sacking - ?","",0,"U",90
"23839","T_JOL D",52,2,63,"Hungry - Park",NA,"Hungry - ?","food",0,"U",90
"23849","T_JOL D",52,2,64,"Woman - Lift",0,"Woman - ?","",0,"U",90
"23859","T_JOL D",52,2,65,"Belt - Soon",0,"Belt - ?","good",0,"U",90
"23869","T_JOL D",52,2,66,"Floor - Discover",5,"Floor - ?","board",0,"U",90
"23879","T_JOL D",52,2,67,"Business - Death",0,"Business - ?","money",0,"U",90
"23889","T_JOL D",52,2,68,"Sight - Debate",10,"Sight - ?","",0,"U",90
"23899","T_JOL D",52,2,69,"Bronze - Artery",0,"Bronze - ?","",0,"U",90
"23909","T_JOL D",52,2,70,"Hand - Fix",10,"Hand - ?","shake",0,"U",90
"239113","T_JOL D",52,2,71,"Position - Machine",20,"Position - ?","map",0,"U",90
"239211","T_JOL D",52,2,72,"Car - Happy",0,"Car - ?","drive",0,"U",90
"23939","T_JOL D",52,2,73,"Tuck - Allow",10,"Tuck - ?","bed",0,"U",90
"23949","T_JOL D",52,2,74,"Lion - Art",10,"Lion - ?","meat",0,"U",90
"23959","T_JOL D",52,2,75,"Accident - Strong",NA,"Accident - ?","car",0,"U",90
"23969","T_JOL D",52,2,76,"Riddle - Sugar",5,"Riddle - ?","joke",0,"U",90
"23979","T_JOL D",52,2,77,"Add - Valley",0,"Add - ?","subtract",0,"U",90
"23989","T_JOL D",52,2,78,"Would - Cash",0,"Would - ?","rather",0,"U",90
"23999","T_JOL D",52,2,79,"Sick - Hide",10,"Sick - ?","hot",0,"U",90
"24009","T_JOL D",52,2,80,"Vase - King",0,"Vase - ?","",0,"U",90
"241813","JOL A",53,1,18,"Credit - Card",90,"Credit - ?","score",0,"F",90
"242013","JOL A",53,1,20,"Tuna -  Fish",90,"Tuna - ?","fish",1,"F",90
"244513","JOL A",53,1,45,"Trial - Jury",90,"Trial - ?","error",0,"S",90
"24619","JOL A",53,1,61,"Pusher - Clutter",NA,"Pusher - ?","hard",0,"U",90
"24629","JOL A",53,1,62,"Dietary - Sacking",75,"Dietary - ?","",0,"U",90
"24639","JOL A",53,1,63,"Park - Hungry",40,"Park - ?","green",0,"U",90
"24649","JOL A",53,1,64,"Lift - Woman",65,"Lift - ?","",0,"U",90
"24659","JOL A",53,1,65,"Soon - Belt",50,"Soon - ?","fast",0,"U",90
"24669","JOL A",53,1,66,"Discover - Floor",35,"Discover - ?","find",0,"U",90
"24679","JOL A",53,1,67,"Death - Business",NA,"Death - ?","sad",0,"U",90
"24689","JOL A",53,1,68,"Debate - Sight",60,"Debate - ?","",0,"U",90
"24699","JOL A",53,1,69,"Artery - Bronze",40,"Artery - ?","vein",0,"U",90
"24709","JOL A",53,1,70,"Fix - Hand",40,"Fix - ?","",0,"U",90
"24719","JOL A",53,1,71,"Machine - Position",65,"Machine - ?","",0,"U",90
"24729","JOL A",53,1,72,"Happy - Car",45,"Happy - ?","positive",0,"U",90
"24739","JOL A",53,1,73,"Allow - Tuck",54,"Allow - ?","",0,"U",90
"24749","JOL A",53,1,74,"Art - Lion",20,"Art - ?","",0,"U",90
"24759","JOL A",53,1,75,"Strong - Accident",35,"Strong - ?","",0,"U",90
"24769","JOL A",53,1,76,"Sugar - Riddle",NA,"Sugar - ?","",0,"U",90
"24779","JOL A",53,1,77,"Valley - Add",70,"Valley - ?","hill",0,"U",90
"24789","JOL A",53,1,78,"Cash - Would",20,"Cash - ?","money",0,"U",90
"24799","JOL A",53,1,79,"Hide - Sick",56,"Hide - ?","",0,"U",90
"24809","JOL A",53,1,80,"King - Vase",45,"King - ?","crown",0,"U",90
"25419","JOL A",53,2,61,"Justice - Maroon",12,"Justice - ?","court",0,"U",90
"25429","JOL A",53,2,62,"Stretch - Cloth",32,"Stretch - ?","tight",0,"U",90
"25439","JOL A",53,2,63,"Give - Steak",12,"Give - ?","take",0,"U",90
"25449","JOL A",53,2,64,"Maze - Election",12,"Maze - ?","corn",0,"U",90
"25459","JOL A",53,2,65,"Meat - Obtain",12,"Meat - ?","food",0,"U",90
"25469","JOL A",53,2,66,"Crackle - Able",10,"Crackle - ?","fire",0,"U",90
"25479","JOL A",53,2,67,"Shell - Snake",12,"Shell - ?","hard",0,"U",90
"25489","JOL A",53,2,68,"Listen - Fiction",40,"Listen - ?","",0,"U",90
"25499","JOL A",53,2,69,"Keys - Joke",21,"Keys - ?","locj",1,"U",90
"25509","JOL A",53,2,70,"Cake - Clothes",50,"Cake - ?","eat",0,"U",90
"25519","JOL A",53,2,71,"Name - Hate",12,"Name - ?","name",0,"U",90
"25529","JOL A",53,2,72,"Fuzzy - Bang",12,"Fuzzy - ?","",0,"U",90
"25539","JOL A",53,2,73,"Moat - Clear",9,"Moat - ?","",0,"U",90
"25549","JOL A",53,2,74,"Lease - Toil",20,"Lease - ?","",0,"U",90
"25559","JOL A",53,2,75,"Loan - Sign",12,"Loan - ?","money",0,"U",90
"25569","JOL A",53,2,76,"Both - Ounce",13,"Both - ?","time",0,"U",90
"25579","JOL A",53,2,77,"Temperature - Morning",12,"Temperature - ?","hot",0,"U",90
"25589","JOL A",53,2,78,"Mirror - Children",12,"Mirror - ?","",0,"U",90
"25599","JOL A",53,2,79,"Main - Scar",21,"Main - ?","",0,"U",90
"25609","JOL A",53,2,80,"Charm - Vehicle",20,"Charm - ?","",0,"U",90
"8160","T_JOL C",35,1,8,"Division - Math",100,"Division - ?","add",0,"F",100
"9160","T_JOL C",35,1,9,"Attorney - Law",100,"Attorney - ?","general",0,"F",100
"14140","T_JOL C",35,1,14,"Chore - Work",100,"Chore - ?","work",1,"F",100
"19150","T_JOL C",35,1,19,"Pilot - Plane",100,"Pilot - ?","fly",0,"F",100
"3140","T_JOL C",35,1,31,"Clean - Hygiene",100,"Clean - ?","hygiene",1,"B",100
"4160","T_JOL C",35,1,41,"Assignment - Due",100,"Assignment - ?","due",1,"S",100
"4240","T_JOL C",35,1,42,"Amount - Number",100,"Amount - ?","credit",0,"S",100
"4940","T_JOL C",35,1,49,"End - Begin",100,"End - ?","begin",1,"S",100
"5370","T_JOL C",35,1,53,"Toilet - Bathroom",100,"Toilet - ?","bathroom",1,"S",100
"5540","T_JOL C",35,1,55,"Foot - Shoe",100,"Foot - ?","hand",0,"S",100
"5640","T_JOL C",35,1,56,"Future - Past",100,"Future - ?","past",1,"S",100
"5840","T_JOL C",35,1,58,"Bee - Honey",100,"Bee - ?","honey",1,"S",100
"5940","T_JOL C",35,1,59,"Child - Baby",100,"Child - ?","baby",1,"S",100
"6070","T_JOL C",35,1,60,"Round - Circle",100,"Round - ?","square",0,"S",100
"61191","T_JOL C",35,1,61,"Clutter - Pusher",10,"Clutter - ?","clutter",0,"U",100
"6240","T_JOL C",35,1,62,"Sacking - Dietary",29,"Sacking - ?","chairs",0,"U",100
"6340","T_JOL C",35,1,63,"Hungry - Park",43,"Hungry - ?","food",0,"U",100
"64191","T_JOL C",35,1,64,"Woman - Lift",88,"Woman - ?","man",0,"U",100
"65191","T_JOL C",35,1,65,"Belt - Soon",32,"Belt - ?","bold",0,"U",100
"66191","T_JOL C",35,1,66,"Floor - Discover",77,"Floor - ?","find",0,"U",100
"67181","T_JOL C",35,1,67,"Business - Death",32,"Business - ?","attire",0,"U",100
"68191","T_JOL C",35,1,68,"Sight - Debate",20,"Sight - ?","hand",0,"U",100
"69191","T_JOL C",35,1,69,"Bronze - Artery",33,"Bronze - ?","stomach",0,"U",100
"7040","T_JOL C",35,1,70,"Hand - Fix",77,"Hand - ?","write",0,"U",100
"7140","T_JOL C",35,1,71,"Position - Machine",78,"Position - ?","race",0,"U",100
"72191","T_JOL C",35,1,72,"Car - Happy",67,"Car - ?","drive",0,"U",100
"73181","T_JOL C",35,1,73,"Tuck - Allow",32,"Tuck - ?","in",0,"U",100
"74191","T_JOL C",35,1,74,"Lion - Art",77,"Lion - ?","fear",0,"U",100
"75191","T_JOL C",35,1,75,"Accident - Strong",77,"Accident - ?","crash",0,"U",100
"76191","T_JOL C",35,1,76,"Riddle - Sugar",33,"Riddle - ?","stretcher",0,"U",100
"77191","T_JOL C",35,1,77,"Add - Valley",34,"Add - ?","divid",0,"U",100
"7840","T_JOL C",35,1,78,"Would - Cash",5,"Would - ?","do",0,"U",100
"79241","T_JOL C",35,1,79,"Sick - Hide",6,"Sick - ?","old",0,"U",100
"8010","T_JOL C",35,1,80,"Vase - King",66,"Vase - ?","flower",0,"U",100
"139161","T_JOL C",35,2,59,"Tan - Sun",3233,"Tan - ?","",0,"U",100
"140151","T_JOL C",35,2,60,"Maroon - Justice",0,"Maroon - ?","red",0,"U",100
"141161","T_JOL C",35,2,61,"Cloth - Stretch",23,"Cloth - ?","hangers",0,"U",100
"14240","T_JOL C",35,2,62,"Election - Maze",45,"Election - ?","peth",0,"U",100
"143181","T_JOL C",35,2,63,"Charm - Vehicle",23,"Charm - ?","attribute",0,"U",100
"144151","T_JOL C",35,2,64,"Obtain - Meat",32,"Obtain - ?","get",0,"U",100
"145131","T_JOL C",35,2,65,"Able - Crackle",33,"Able - ?","attain",0,"U",100
"146151","T_JOL C",35,2,66,"Shake - Shell",21,"Shake - ?","shake",0,"U",100
"147161","T_JOL C",35,2,67,"Fiction - Listen",12,"Fiction - ?","listen",1,"U",100
"148151","T_JOL C",35,2,68,"Joke - Keys",11,"Joke - ?","riddle",0,"U",100
"149171","T_JOL C",35,2,69,"Hate - Name",0,"Hate - ?","evil",0,"U",100
"15040","T_JOL C",35,2,70,"Bang - Fuzzy",0,"Bang - ?","thud",0,"U",100
"151191","T_JOL C",35,2,71,"Clear - Moat",0,"Clear - ?","path",0,"U",100
"153191","T_JOL C",35,2,73,"Steak - Give",0,"Steak - ?","eat",0,"U",100
"154181","T_JOL C",35,2,74,"Clothes - Cake",0,"Clothes - ?","dry",0,"U",100
"155191","T_JOL C",35,2,75,"Toil - Lease",10,"Toil - ?","earth",0,"U",100
"156191","T_JOL C",35,2,76,"Sign - Loan",32,"Sign - ?","up",0,"U",100
"157161","T_JOL C",35,2,77,"Ounce - Both",0,"Ounce - ?","juice",0,"U",100
"15840","T_JOL C",35,2,78,"Morning - Temperature",53,"Morning - ?","bright",0,"U",100
"159241","T_JOL C",35,2,79,"Children - Mirror",0,"Children - ?","grow",0,"U",100
"160191","T_JOL C",35,2,80,"Main - Scar",NA,"Main - ?","stays",0,"U",100
"16190","T_JOL D",36,1,1,"Flip - Turn",100,"Flip - ?","turn",1,"F",100
"16740","T_JOL D",36,1,7,"Revenge - Even",100,"Revenge - ?","even",1,"F",100
"17340","T_JOL D",36,1,13,"Coffin - Dead",100,"Coffin - ?","dead",1,"F",100
"17770","T_JOL D",36,1,17,"Banker - Money",100,"Banker - ?","money",1,"F",100
"17840","T_JOL D",36,1,18,"Truthful - Honest",100,"Truthful - ?","lie",0,"F",100
"18040","T_JOL D",36,1,20,"Brawl - Fight",100,"Brawl - ?","fight",1,"F",100
"19040","T_JOL D",36,1,30,"Car - Driver",100,"Car - ?","windshield",0,"B",100
"19160","T_JOL D",36,1,31,"Cut - Chop",100,"Cut - ?","",0,"B",100
"20640","T_JOL D",36,1,46,"Carbon - Element",100,"Carbon - ?","element",1,"S",100
"21370","T_JOL D",36,1,53,"Communication - Phone",100,"Communication - ?","talk",0,"S",100
"21740","T_JOL D",36,1,57,"Have - Own",100,"Have - ?","ow",1,"S",100
"21840","T_JOL D",36,1,58,"Temper - Tantrum",100,"Temper - ?","tantrum",1,"S",100
"220161","T_JOL D",36,1,60,"Maroon - Justice",0,"Maroon - ?","justice",1,"U",100
"221171","T_JOL D",36,1,61,"Cloth - Stretch",1,"Cloth - ?","sheet",0,"U",100
"22240","T_JOL D",36,1,62,"Election - Maze",12,"Election - ?","poll",0,"U",100
"22340","T_JOL D",36,1,63,"Charm - Vehicle",10,"Charm - ?","",0,"U",100
"224191","T_JOL D",36,1,64,"Obtain - Meat",0,"Obtain - ?","",0,"U",100
"225191","T_JOL D",36,1,65,"Able - Crackle",0,"Able - ?","",0,"U",100
"226181","T_JOL D",36,1,66,"Shake - Shell",2,"Shake - ?","turn",0,"U",100
"227171","T_JOL D",36,1,67,"Fiction - Listen",50,"Fiction - ?","",0,"U",100
"228161","T_JOL D",36,1,68,"Joke - Keys",0,"Joke - ?","",0,"U",100
"229181","T_JOL D",36,1,69,"Hate - Name",0,"Hate - ?","love",0,"U",100
"23040","T_JOL D",36,1,70,"Bang - Fuzzy",0,"Bang - ?","hit",0,"U",100
"23140","T_JOL D",36,1,71,"Clear - Moat",1,"Clear - ?","",0,"U",100
"233191","T_JOL D",36,1,73,"Steak - Give",45,"Steak - ?","cut",0,"U",100
"234191","T_JOL D",36,1,74,"Clothes - Cake",0,"Clothes - ?","",0,"U",100
"235181","T_JOL D",36,1,75,"Toil - Lease",0,"Toil - ?","",0,"U",100
"236191","T_JOL D",36,1,76,"Sign - Loan",0,"Sign - ?","",0,"U",100
"237191","T_JOL D",36,1,77,"Ounce - Both",0,"Ounce - ?","gram",0,"U",100
"23840","T_JOL D",36,1,78,"Morning - Temperature",17,"Morning - ?","temperature",1,"U",100
"23940","T_JOL D",36,1,79,"Children - Mirror",0,"Children - ?","",0,"U",100
"240181","T_JOL D",36,1,80,"Main - Scar",1,"Main - ?","",0,"U",100
"24170","T_JOL D",36,2,1,"Enough - Full",100,"Enough - ?","full",1,"F",100
"24240","T_JOL D",36,2,2,"Sip - Drink",100,"Sip - ?","drin",1,"F",100
"24870","T_JOL D",36,2,8,"Division - Math",100,"Division - ?","math",1,"F",100
"24970","T_JOL D",36,2,9,"Attorney - Law",100,"Attorney - ?","law",1,"F",100
"25240","T_JOL D",36,2,12,"Chili - Hot",100,"Chili - ?","beans",0,"F",100
"25340","T_JOL D",36,2,13,"Racket - Ball",100,"Racket - ?","ball",1,"F",100
"25613","T_JOL D",36,2,16,"Drowsy - Sleep",100,"Drowsy - ?","sleepy",1,"F",100
"25713","T_JOL D",36,2,17,"Stench - Smell",100,"Stench - ?","smell",1,"F",100
"25813","T_JOL D",36,2,18,"Attire - Clothes",100,"Attire - ?","clothes",1,"F",100
"26913","T_JOL D",36,2,29,"Dog - Paw",100,"Dog - ?","furry",0,"B",100
"27117","T_JOL D",36,2,31,"Clean - Hygiene",100,"Clean - ?","",0,"B",100
"27413","T_JOL D",36,2,34,"War - Revolution",100,"War - ?","revolution",1,"B",100
"27513","T_JOL D",36,2,35,"Talk - Discussion",100,"Talk - ?","",0,"B",100
"27713","T_JOL D",36,2,37,"Card - Credit",100,"Card - ?","gae",0,"B",100
"27813","T_JOL D",36,2,38,"Flower - Orchid",100,"Flower - ?","bee",0,"B",100
"28413","T_JOL D",36,2,44,"Waste - Dump",100,"Waste - ?","dump",1,"S",100
"29013","T_JOL D",36,2,50,"Wind - Blow",100,"Wind - ?","blow",1,"S",100
"29413","T_JOL D",36,2,54,"Decision - Choice",100,"Decision - ?","",0,"S",100
"29513","T_JOL D",36,2,55,"Foot - Shoe",100,"Foot - ?","shoe",1,"S",100
"29913","T_JOL D",36,2,59,"Child - Baby",100,"Child - ?","baby",1,"S",100
"30110","T_JOL D",36,2,61,"Clutter - Pusher",0,"Clutter - ?","tras",0,"U",100
"30210","T_JOL D",36,2,62,"Sacking - Dietary",0,"Sacking - ?","fill",0,"U",100
"30310","T_JOL D",36,2,63,"Hungry - Park",0,"Hungry - ?","food",0,"U",100
"30410","T_JOL D",36,2,64,"Woman - Lift",NA,"Woman - ?","man",0,"U",100
"30510","T_JOL D",36,2,65,"Belt - Soon",0,"Belt - ?","buckle",0,"U",100
"30610","T_JOL D",36,2,66,"Floor - Discover",0,"Floor - ?","ground",0,"U",100
"30710","T_JOL D",36,2,67,"Business - Death",0,"Business - ?","work",0,"U",100
"30810","T_JOL D",36,2,68,"Sight - Debate",0,"Sight - ?","",0,"U",100
