subID,mean_cv_errors,mean_oe_errors,pure_block_errors,alt_switch_errors,alt_non_switch_errors,rand_switch_errors,rand_non_switch_errors,global_cost_alt,global_cost_rand,local_switch_cost_alt,local_switch_cost_rand
1,0.010416667,0.042105263,0.026260965,0.017857143,0,0.070175439,0.087719298,-0.026260965,0.061458333,0.017857143,-0.01754386
10,0.010416667,0.010638298,0.010527482,0.017241379,0,0.017241379,0,-0.010527482,-0.010527482,0.017241379,0.017241379
11,0.020833333,0.043478261,0.032155797,0.017857143,0.016949153,0,0.017241379,-0.015206645,-0.014914418,0.00090799,-0.017241379
12,0.020833333,0.031578947,0.02620614,0.050847458,0.033333333,0.051724138,0,0.007127193,-0.02620614,0.017514124,0.051724138
13,0.010416667,0.010526316,0.010471491,0.017241379,0.033333333,0.016393443,0,0.022861842,-0.010471491,-0.016091954,0.016393443
14,0.010416667,0.021052632,0.015734649,0.051724138,0,0.049180328,0.017857143,-0.015734649,0.002122494,0.051724138,0.031323185
15,0.105263158,0.210526316,0.157894737,0.267857143,0.275862069,0.245614035,0.310344828,0.117967332,0.152450091,-0.008004926,-0.064730792
16,0.010416667,0.010526316,0.010471491,0,0,0,0,-0.010471491,-0.010471491,0,0
17,0.03125,0.031578947,0.031414474,0.050847458,0.016393443,0.103448276,0,-0.015021031,-0.031414474,0.034454015,0.103448276
18,0.752688172,0.021052632,0.386870402,0.050847458,0.016666667,0.016666667,0,-0.370203735,-0.386870402,0.034180791,0.016666667
19,0.010526316,0.031578947,0.021052632,0.071428571,0.035087719,0.147540984,0.070175439,0.014035088,0.049122807,0.036340852,0.077365545
2,0.020833333,0.021276596,0.021054965,0.033898305,0.033898305,0.05,0,0.012843341,-0.021054965,0,0.05
20,0,0.021276596,0.010638298,0.050847458,0.016949153,0.033333333,0.052631579,0.006310855,0.041993281,0.033898305,-0.019298246
21,0.041666667,0.010526316,0.026096491,0.034482759,0.017241379,0.034482759,0.01754386,-0.008855112,-0.008552632,0.017241379,0.016938899
22,0,0,0,0.050847458,0,0.051724138,0,0,0,0.050847458,0.051724138
23,0.010416667,0.147368421,0.078892544,0.142857143,0.017857143,0.032786885,0.137931034,-0.061035401,0.059038491,0.125,-0.105144149
24,0.010416667,0.021052632,0.015734649,0.035087719,0,0.050847458,0.035087719,-0.015734649,0.01935307,0.035087719,0.015759738
25,0.010526316,0.021052632,0.015789474,0.01754386,0.033898305,0.049180328,0,0.018108831,-0.015789474,-0.016354445,0.049180328
26,0.010526316,0.010526316,0.010526316,0.086206897,0.035087719,0.033898305,0.01754386,0.024561404,0.007017544,0.051119177,0.016354445
27,0.063157895,0.178947368,0.121052632,0.186440678,0.086206897,0.016949153,0,-0.034845735,-0.121052632,0.100233781,0.016949153
28,0.041666667,0.063157895,0.052412281,0.118644068,0.083333333,0.120689655,0.06779661,0.030921053,0.015384329,0.035310734,0.052893045
29,0.010416667,0.021052632,0.015734649,0.051724138,0,0.086206897,0.018181818,-0.015734649,0.002447169,0.051724138,0.068025078
3,0.052631579,0.031578947,0.042105263,0.103448276,0.068965517,0.166666667,0.036363636,0.026860254,-0.005741627,0.034482759,0.13030303
30,0.0625,0.052631579,0.057565789,0.052631579,0.035087719,0.033333333,0,-0.02247807,-0.057565789,0.01754386,0.033333333
31,0.010416667,0,0.005208333,0.017241379,0,0,0.01754386,-0.005208333,0.012335526,0.017241379,-0.01754386
33,0.461538462,0.397849462,0.429693962,0.593220339,0.557377049,0.393442623,0.508474576,0.127683087,0.078780614,0.03584329,-0.115031953
34,0.010416667,0,0.005208333,0.035087719,0,0.081967213,0,-0.005208333,-0.005208333,0.035087719,0.081967213
35,0.052083333,0.073684211,0.062883772,0.070175439,0.017241379,0.016666667,0,-0.045642393,-0.062883772,0.052934059,0.016666667
36,0.021052632,0,0.010526316,0.035714286,0.016666667,0.016666667,0.035087719,0.006140351,0.024561404,0.019047619,-0.018421053
36b,0.063157895,0.063829787,0.063493841,0.051724138,0.016666667,0,0.017241379,-0.046827174,-0.046252462,0.035057471,-0.017241379
37,0.0625,0.105263158,0.083881579,0.068965517,0,0.068965517,0.038461538,-0.083881579,-0.04542004,0.068965517,0.030503979
38,0.03125,0.020833333,0.026041667,0.052631579,0,0.06779661,0.034482759,-0.026041667,0.008441092,0.052631579,0.033313852
39,0.104166667,0.125,0.114583333,0.103448276,0.016666667,0.06779661,0.053571429,-0.097916667,-0.061011905,0.086781609,0.014225182
4,0,0.010526316,0.005263158,0,0,0.032786885,0,-0.005263158,-0.005263158,0,0.032786885
40,0.052631579,0.041666667,0.047149123,0.050847458,0.066666667,0.050847458,0.018181818,0.019517544,-0.028967305,-0.015819209,0.032665639
41,0.104166667,0.115789474,0.10997807,0.413793103,0.210526316,0.245901639,0.224137931,0.100548246,0.114159861,0.203266788,0.021763708
42,0.041666667,1,0.520833333,0.084745763,0,0.090909091,0.016949153,-0.520833333,-0.503884181,0.084745763,0.073959938
43,0.020833333,0.042105263,0.031469298,0.017241379,0.06557377,0.066666667,0.035714286,0.034104472,0.004244987,-0.048332391,0.030952381
44,0.03125,0.041666667,0.036458333,0.086206897,0.142857143,0.06779661,0.06779661,0.10639881,0.031338277,-0.056650246,0
45,0.010416667,0.021052632,0.015734649,0,0.081967213,0.033333333,0.035087719,0.066232564,0.01935307,-0.081967213,-0.001754386
46,0.042105263,0.063157895,0.052631579,0.169491525,0.033333333,0.101694915,0.068965517,-0.019298246,0.016333938,0.136158192,0.032729398
47,0.020833333,0.021052632,0.020942982,0.034482759,0.033333333,0.051724138,0.017857143,0.012390351,-0.00308584,0.001149425,0.033866995
48,0.9375,0.126315789,0.531907895,0.052631579,0.05,0.125,0.051724138,-0.481907895,-0.480183757,0.002631579,0.073275862
49,0.032258065,0.042105263,0.037181664,0.315789474,0.322033898,0.288135593,0.275862069,0.284852234,0.238680405,-0.006244425,0.012273524
5,0.083333333,0.021052632,0.052192982,0.103448276,0.068965517,0.06779661,0.052631579,0.016772535,0.000438596,0.034482759,0.015165031
50,0.020833333,0.042105263,0.031469298,0.084745763,0.090909091,0.016666667,0.051724138,0.059439793,0.02025484,-0.006163328,-0.035057471
51,0.020833333,0,0.010416667,0,0,0.049180328,0,-0.010416667,-0.010416667,0,0.049180328
52,0.020833333,0.031578947,0.02620614,0.245614035,0.086206897,0.278688525,0.237288136,0.060000756,0.211081995,0.159407139,0.041400389
53,0.020833333,0.094736842,0.057785088,0.13559322,0,0.05,0.051724138,-0.057785088,-0.00606095,0.13559322,-0.001724138
54,0.083333333,0.094736842,0.089035088,0.070175439,0.089285714,0.06557377,0.016949153,0.000250627,-0.072085935,-0.019110276,0.048624618
55,0.03125,0.063157895,0.047203947,0.034482759,0,0.033898305,0,-0.047203947,-0.047203947,0.034482759,0.033898305
56,0.0625,0.021276596,0.041888298,0.140350877,0.051724138,0.06557377,0.033898305,0.00983584,-0.007989993,0.088626739,0.031675465
57,0.104166667,0.126315789,0.115241228,0.052631579,0.083333333,0.098360656,0.087719298,-0.031907895,-0.02752193,-0.030701754,0.010641357
58,0.03125,0.021052632,0.026151316,0.107142857,0.050847458,0.05,0.017857143,0.024696142,-0.008294173,0.0562954,0.032142857
59,0.020833333,0.031578947,0.02620614,0.092592593,0.033333333,0.049180328,0,0.007127193,-0.02620614,0.059259259,0.049180328
6,0.010526316,0.010526316,0.010526316,0,0.05,0,0.017241379,0.039473684,0.006715064,-0.05,-0.017241379
60,0.104166667,0.042105263,0.073135965,0.263157895,0.103448276,0.163934426,0.137931034,0.030312311,0.06479507,0.159709619,0.026003392
61,0.021052632,0,0.010526316,0.016949153,0,0.016666667,0,-0.010526316,-0.010526316,0.016949153,0.016666667
62,0.020833333,0,0.010416667,0,0.034482759,0.016393443,0.017241379,0.024066092,0.006824713,-0.034482759,-0.000847937
63,0.010416667,0,0.005208333,0,0.01754386,0.034482759,0,0.012335526,-0.005208333,-0.01754386,0.034482759
64,0.010416667,0.031578947,0.020997807,0.034482759,0,0.033898305,0,-0.020997807,-0.020997807,0.034482759,0.033898305
65,0.031578947,0.052631579,0.042105263,0.103448276,0.052631579,0.1,0.087719298,0.010526316,0.045614035,0.050816697,0.012280702
66,0.010416667,0.021052632,0.015734649,0.155172414,0.133333333,0.15,0.053571429,0.117598684,0.037836779,0.02183908,0.096428571
67,0,0.010526316,0.005263158,0,0,0.050847458,0.034482759,-0.005263158,0.029219601,0,0.016364699
69,0.03125,0.010526316,0.020888158,0.052631579,0.016666667,0.016666667,0.033898305,-0.004221491,0.013010147,0.035964912,-0.017231638
7,0,0.095744681,0.04787234,0.084745763,0.017241379,0.033898305,0.035087719,-0.030630961,-0.012784621,0.067504383,-0.001189414
70,0.052083333,0.052631579,0.052357456,0.086206897,0.016949153,0.084745763,0.089285714,-0.035408304,0.036928258,0.069257744,-0.004539952
71,0.020833333,0.084210526,0.05252193,0.206896552,0.183333333,0.032786885,0,0.130811404,-0.05252193,0.023563218,0.032786885
72,0.072916667,0.094736842,0.083826754,0.051724138,0.033898305,0.06779661,0.017241379,-0.049928449,-0.066585375,0.017825833,0.050555231
73,0.010416667,0.021052632,0.015734649,0.017241379,0.01754386,0.016393443,0.016949153,0.001809211,0.001214503,-0.00030248,-0.00055571
74,0.072916667,0.063157895,0.068037281,0.160714286,0.120689655,0.071428571,0.035087719,0.052652374,-0.032949561,0.040024631,0.036340852
75,0.010416667,0.010526316,0.010471491,0.050847458,0.032786885,0.06779661,0.053571429,0.022315394,0.043099937,0.018060572,0.014225182
76,0.043478261,0.212765957,0.128122109,0.152542373,0.186440678,0.066666667,0.107142857,0.058318569,-0.020979252,-0.033898305,-0.04047619
77,0.03125,0.021052632,0.026151316,0.018181818,0.017857143,0.06557377,0.018181818,-0.008294173,-0.007969498,0.000324675,0.047391952
78,0.041666667,0.031578947,0.036622807,0.087719298,0.033898305,0.032786885,0.052631579,-0.002724502,0.016008772,0.053820993,-0.019844694
79,0.010416667,0.521276596,0.265846631,0.298245614,0.220338983,0.254237288,0.267857143,-0.045507648,0.002010512,0.077906631,-0.013619855
8,0,0,0,0.056603774,0.016666667,0,0.01754386,0.016666667,0.01754386,0.039937107,-0.01754386
80,0.010526316,0.021052632,0.015789474,0.017241379,0,0.033898305,0,-0.015789474,-0.015789474,0.017241379,0.033898305
81,0,0,0,0.053571429,0.016666667,0.016666667,0.017241379,0.016666667,0.017241379,0.036904762,-0.000574713
82,0.041666667,0.063157895,0.052412281,0.050847458,0,0.06779661,0.018181818,-0.052412281,-0.034230463,0.050847458,0.049614792
83,0.03125,0.010526316,0.020888158,0.050847458,0.035087719,0.032786885,0.052631579,0.014199561,0.031743421,0.015759738,-0.019844694
84,0.020833333,0,0.010416667,0.016949153,0.016666667,0.017857143,0,0.00625,-0.010416667,0.000282486,0.017857143
85,0.020833333,0.010526316,0.015679825,0,0,0.035087719,0.017857143,-0.015679825,0.002177318,0,0.017230576
88,0,0.031578947,0.015789474,0.034482759,0.06779661,0.086206897,0.017857143,0.052007136,0.002067669,-0.033313852,0.068349754
89,0.010526316,0.031578947,0.021052632,0.051724138,0.035714286,0.081967213,0.051724138,0.014661654,0.030671506,0.016009852,0.030243075
9,0,0.042105263,0.021052632,0.01754386,0,0.032786885,0,-0.021052632,-0.021052632,0.01754386,0.032786885
90,0.042105263,0.031578947,0.036842105,0.068965517,0.051724138,0.066666667,0.016949153,0.014882033,-0.019892953,0.017241379,0.049717514
91,0,0.010526316,0.005263158,0.034482759,0,0.016393443,0.01754386,-0.005263158,0.012280702,0.034482759,-0.001150417
92,0.0625,0.031578947,0.047039474,0.033898305,0.016666667,0.051724138,0,-0.030372807,-0.047039474,0.017231638,0.051724138
