"subID","Pure_cv","pure_oe"
"1",0.102062072615966,0.201894720494355
"2",0.143575886163796,0.145078651583462
"3",0.224481485405887,0.175804024047291
"4",0,0.102597835208515
"5",0.277836251155497,0.144321403170888
"6",0.102597835208515,0.102597835208515
"7",0,0.295818490416806
"8",0,0
"9",0,0.201894720494355
"10",0.102062072615966,0.103142124625879
"11",0.143575886163796,0.205048559151556
"12",0.143575886163796,0.175804024047291
"13",0.102062072615966,0.102597835208515
"14",0.102062072615966,0.144321403170888
"15",0.308520291774674,0.409845244330237
"16",0.102062072615966,0.102597835208515
"17",0.174905989786393,0.175804024047291
"18",0.433788016213856,0.144321403170888
"19",0.102597835208515,0.175804024047291
"20",0,0.145078651583462
"21",0.200875277704805,0.102597835208515
"22",0,0
"23",0.102062072615966,0.356353310593412
"24",0.102062072615966,0.144321403170888
"25",0.102597835208515,0.144321403170888
"26",0.102597835208515,0.102597835208515
"27",0.244537179690206,0.385341720919626
"28",0.200875277704805,0.244537179690206
"29",0.102062072615966,0.144321403170888
"30",0.243332131696144,0.224481485405887
"31",0.102062072615966,0
"33",0.501280411827603,0.492106937526453
"34",0.102062072615966,0
"35",0.223361480289671,0.262642272008739
"36",0.201359899103227,0.175788857414468
"37",0.243332131696144,0.308520291774674
"38",0.174905989786393,0.143575886163796
"39",0.307080194109023,0.332454983102184
"40",0.224481485405887,0.200875277704805
"41",0.307080194109023,0.321669775653338
"42",0.200875277704805,0
"43",0.143575886163796,0.201894720494355
"44",0.174905989786393,0.200875277704805
"45",0.102062072615966,0.144321403170888
"46",0.201894720494355,0.244537179690206
"47",0.143575886163796,0.144321403170888
"48",0.243332131696144,0.333967295607331
"49",0.177642343612212,0.201894720494355
"50",0.143575886163796,0.201894720494355
"51",0.143575886163796,0
"52",0.143575886163796,0.175804024047291
"53",0.143575886163796,0.294404708078621
"54",0.277836251155497,0.294404708078621
"55",0.174905989786393,0.244537179690206
"56",0.243332131696144,0.145078651583462
"57",0.307080194109023,0.333967295607331
"58",0.174905989786393,0.144321403170888
"59",0.143575886163796,0.175804024047291
"60",0.307080194109023,0.201894720494355
"61",0.144321403170888,0
"62",0.143575886163796,0
"63",0.102062072615966,0
"64",0.102062072615966,0.175804024047291
"65",0.175804024047291,0.224481485405887
"66",0.102062072615966,0.144321403170888
"67",0,0.102597835208515
"69",0.174905989786393,0.102597835208515
"70",0.223361480289671,0.224481485405887
"71",0.143575886163796,0.279176520637485
"72",0.261364503153684,0.294404708078621
"73",0.102062072615966,0.144321403170888
"74",0.261364503153684,0.244537179690206
"75",0.102062072615966,0.102597835208515
"76",0.205048559151556,0.411457948713871
"77",0.174905989786393,0.144321403170888
"78",0.200875277704805,0.175804024047291
"79",0.102062072615966,0.502225657293811
"80",0.102597835208515,0.144321403170888
"81",0,0
"82",0.200875277704805,0.244537179690206
"83",0.174905989786393,0.102597835208515
"84",0.143575886163796,0
"85",0.143575886163796,0.102597835208515
"86",0.143575886163796,0.144321403170888
"87",0,0.102597835208515
"88",0,0.175804024047291
"89",0.102597835208515,0.175804024047291
"90",0.201894720494355,0.175804024047291
"91",0,0.102597835208515
"92",0.243332131696144,0.175804024047291
"93",0.143575886163796,0.102597835208515
"94",0.143575886163796,0
"95",0.307080194109023,0.175804024047291
"97",0.174905989786393,0.144321403170888
"98",0.174905989786393,0.102597835208515
"99",0.144321403170888,0.102597835208515
"100",0.102062072615966,0.144321403170888
"101",0.143575886163796,0.145078651583462
"102",0.200875277704805,0
