"subID","mean_cv_errors","mean_oe_errors","pure_block_errors","alt_switch_errors","alt_non_switch_errors","rand_switch_errors","rand_non_switch_errors","global_cost_alt","global_cost_rand","local_switch_cost_alt","local_switch_cost_rand","z_cv","z_oe","z_alt_switch","z_alt_ns","z_rand_switch","z_rand_ns"
"11",0.0208333333333334,0.0434782608695652,0.0321557971014493,0.0178571428571429,0.0169491525423728,0,0.0172413793103449,-0.0152066445590764,-0.0149144177911044,0.000907990314770069,-0.0172413793103449,-0.241379226928755,-0.118476817245597,-0.665388147708673,-0.40991467381075,-0.978368615314005,-0.382436572676141
"12",0.0208333333333334,0.031578947368421,0.0262061403508772,0.0508474576271186,0.0333333333333333,0.0517241379310345,0,0.00712719298245612,-0.0262061403508772,0.0175141242937853,0.0517241379310345,-0.241379226928755,-0.216892618846287,-0.305926132622136,-0.201223130020641,-0.213468459483538,-0.608230162987777
"13",0.0104166666666666,0.0105263157894737,0.0104714912280702,0.0172413793103449,0.0333333333333333,0.0163934426229508,0,0.0228618421052632,-0.0104714912280702,-0.0160919540229885,0.0163934426229508,-0.32395956384427,-0.391012883216739,-0.672097498828605,-0.201223130020641,-0.735941243520742,-0.608230162987777
"14",0.0104166666666666,0.0210526315789473,0.015734649122807,0.0517241379310345,0,0.0491803278688525,0.0178571428571429,-0.015734649122807,0.00212249373433593,0.0517241379310345,0.0313231850117096,-0.32395956384427,-0.303952751031513,-0.296373836112402,-0.625802477731552,-0.251086499934215,-0.374372515879297
"16",0.0104166666666666,0.0105263157894737,0.0104714912280702,0,0,0,0,-0.0104714912280702,-0.0104714912280702,0,0,-0.32395956384427,-0.391012883216739,-0.859959330186708,-0.625802477731552,-0.978368615314005,-0.608230162987777
"17",0.03125,0.031578947368421,0.0314144736842105,0.0508474576271186,0.0163934426229508,0.103448275862069,0,-0.0150210310612597,-0.0314144736842105,0.0344540150041678,0.103448275862069,-0.158798890013242,-0.216892618846287,-0.305926132622136,-0.416992962463891,0.551431696346929,-0.608230162987777
"19",0.0105263157894737,0.031578947368421,0.0210526315789474,0.0714285714285714,0.0350877192982456,0.147540983606557,0.0701754385964912,0.0140350877192982,0.0491228070175438,0.0363408521303258,0.0773655450100662,-0.323090297139895,-0.216892618846287,-0.0816746002745712,-0.178876848562172,1.20347773082536,0.310789362491159
"20",0,0.0212765957446809,0.0106382978723404,0.0508474576271186,0.0169491525423728,0.0333333333333333,0.0526315789473685,0.0063108546700324,0.041993281075028,0.0338983050847458,-0.0192982456140351,-0.406539900759783,-0.302100407793529,-0.305926132622136,-0.40991467381075,-0.48543295933437,0.0810344811214256
"21",0.0416666666666666,0.0105263157894737,0.0260964912280702,0.0344827586206896,0.0172413793103449,0.0344827586206896,0.0175438596491229,-0.00885511191772531,-0.00855263157894731,0.0172413793103448,0.0169388989715668,-0.0762185530977286,-0.391012883216739,-0.484235667470504,-0.406192470294874,-0.468435178093694,-0.378475281618042
"22",0,0,0,0.0508474576271186,0,0.0517241379310345,0,0,0,0.0508474576271186,0.0517241379310345,-0.406539900759783,-0.478073015401965,-0.305926132622136,-0.625802477731552,-0.213468459483538,-0.608230162987777
"23",0.0104166666666666,0.147368421052632,0.0788925438596491,0.142857142857143,0.0178571428571429,0.0327868852459017,0.137931034482759,-0.0610354010025062,0.0590384906231096,0.125,-0.105144149236857,-0.32395956384427,0.740768835191197,0.696610129637567,-0.398349255743563,-0.493513871727478,1.1981185595053
"24",0.0104166666666666,0.0210526315789473,0.015734649122807,0.0350877192982456,0,0.0508474576271186,0.0350877192982456,-0.015734649122807,0.0193530701754386,0.0350877192982456,0.015759738328873,-0.32395956384427,-0.303952751031513,-0.477644024264956,-0.625802477731552,-0.226432868904393,-0.148720400248309
"25",0.0105263157894737,0.0210526315789473,0.0157894736842105,0.0175438596491229,0.0338983050847458,0.0491803278688525,0,0.0181088314005353,-0.0157894736842105,-0.0163544454356229,0.0491803278688525,-0.323090297139895,-0.303952751031513,-0.668801677225831,-0.194026869889948,-0.251086499934215,-0.608230162987777
"26",0.0105263157894737,0.0105263157894737,0.0105263157894737,0.0862068965517241,0.0350877192982456,0.0338983050847458,0.0175438596491229,0.0245614035087719,0.00701754385964914,0.0511191772534785,0.0163544454356229,-0.323090297139895,-0.391012883216739,0.0793498266038018,-0.178876848562172,-0.477078117707597,-0.378475281618042
"27",0.0631578947368421,0.178947368421053,0.121052631578947,0.186440677966102,0.0862068965517241,0.0169491525423728,0,-0.0348457350272233,-0.121052631578947,0.100233781414378,0.0169491525423728,0.0941577209595418,1.00194923174687,1.17149572755006,0.472247559451837,-0.727723366510801,-0.608230162987777
"28",0.0416666666666666,0.0631578947368421,0.0524122807017544,0.11864406779661,0.0833333333333334,0.120689655172414,0.0677966101694916,0.030921052631579,0.0153843294677372,0.0353107344632768,0.0528930450029222,-0.0762185530977286,0.0442877777093899,0.43278479746396,0.435645891545725,0.806398414957086,0.279636158237636
"29",0.0104166666666666,0.0210526315789473,0.015734649122807,0.0517241379310345,0,0.0862068965517241,0.0181818181818182,-0.015734649122807,0.00244716905901121,0.0517241379310345,0.0680250783699059,-0.32395956384427,-0.303952751031513,-0.296373836112402,-0.625802477731552,0.296464977736773,-0.370120558659143
"30",0.0625,0.0526315789473685,0.0575657894736842,0.0526315789473685,0.0350877192982456,0.0333333333333333,0,-0.0224780701754386,-0.0575657894736842,0.0175438596491229,0.0333333333333333,0.088942120733299,-0.0427723544758352,-0.28648637130408,-0.178876848562172,-0.48543295933437,-0.608230162987777
"31",0.0104166666666666,0,0.00520833333333331,0.0172413793103449,0,0,0.0175438596491229,-0.00520833333333331,0.0123355263157895,0.0172413793103449,-0.0175438596491229,-0.32395956384427,-0.478073015401965,-0.672097498828605,-0.625802477731552,-0.978368615314005,-0.378475281618042
"34",0.0104166666666666,0,0.00520833333333331,0.0350877192982456,0,0.0819672131147541,0,-0.00520833333333331,-0.00520833333333331,0.0350877192982456,0.0819672131147541,-0.32395956384427,-0.478073015401965,-0.477644024264956,-0.625802477731552,0.233768243652309,-0.608230162987777
"35",0.0520833333333334,0.0736842105263158,0.0628837719298246,0.0701754385964912,0.0172413793103449,0.0166666666666667,0,-0.0456423926194797,-0.0628837719298246,0.0529340592861464,0.0166666666666667,0.00636178381778565,0.131347909894616,-0.0953287183432048,-0.406192470294874,-0.731900787324187,-0.608230162987777
"37",0.0625,0.105263157894737,0.0838815789473684,0.0689655172413793,0,0.0689655172413793,0.0384615384615384,-0.0838815789473684,-0.04542004048583,0.0689655172413793,0.0305039787798409,0.088942120733299,0.392528306450293,-0.108512004754299,-0.625802477731552,0.0414982591266186,-0.104536769215668
"38",0.03125,0.0208333333333334,0.0260416666666667,0.0526315789473685,0,0.0677966101694916,0.0344827586206896,-0.0260416666666667,0.00844109195402293,0.0526315789473685,0.033313851548802,-0.158798890013242,-0.305766503785372,-0.28648637130408,-0.625802477731552,0.0242123798988117,-0.156642982364507
"39",0.104166666666667,0.125,0.114583333333333,0.103448275862069,0.0166666666666667,0.0677966101694916,0.0535714285714286,-0.0979166666666666,-0.0610119047619047,0.0867816091954022,0.014225181598063,0.419263468395353,0.555766054297592,0.267211657961904,-0.413512803876096,0.0242123798988117,0.0933427783376611
"40",0.0526315789473685,0.0416666666666666,0.0471491228070176,0.0508474576271186,0.0666666666666667,0.0508474576271186,0.0181818181818182,0.0195175438596491,-0.0289673046251994,-0.015819209039548,0.0326656394453004,0.0107081173396549,-0.13345999216878,-0.305926132622136,0.223356217690269,-0.226432868904393,-0.370120558659143
"43",0.0208333333333334,0.0421052631578948,0.0314692982456141,0.0172413793103449,0.0655737704918032,0.0666666666666667,0.0357142857142857,0.0341044722461892,0.00424498746867163,-0.0483323911814584,0.030952380952381,-0.241379226928755,-0.129832486661061,-0.672097498828605,0.209435583339091,0.00750269664526393,-0.140514868770819
"44",0.03125,0.0416666666666666,0.0364583333333333,0.0862068965517241,0.142857142857143,0.0677966101694916,0.0677966101694916,0.10639880952381,0.0313382768361583,-0.0566502463054188,0,-0.158798890013242,-0.13345999216878,0.0793498266038018,1.19382329817235,0.0242123798988117,0.279636158237636
"45",0.0104166666666666,0.0210526315789473,0.015734649122807,0,0.0819672131147541,0.0333333333333333,0.0350877192982456,0.0662325639919471,0.0193530701754386,-0.0819672131147541,-0.00175438596491229,-0.32395956384427,-0.303952751031513,-0.859959330186708,0.418245098606752,-0.48543295933437,-0.148720400248309
"46",0.0421052631578948,0.0631578947368421,0.0526315789473684,0.169491525423729,0.0333333333333333,0.101694915254237,0.0689655172413793,-0.0192982456140351,0.0163339382940109,0.136158192090395,0.0327293980128579,-0.0727414862802328,0.0442877777093899,0.986817995028532,-0.201223130020641,0.525502877505218,0.294944198258764
"47",0.0208333333333334,0.0210526315789473,0.0209429824561403,0.0344827586206896,0.0333333333333333,0.0517241379310345,0.0178571428571429,0.012390350877193,-0.00308583959899744,0.00114942528735629,0.0338669950738916,-0.241379226928755,-0.303952751031513,-0.484235667470504,-0.201223130020641,-0.213468459483538,-0.374372515879297
"50",0.0208333333333334,0.0421052631578948,0.0314692982456141,0.0847457627118644,0.0909090909090909,0.0166666666666667,0.0517241379310345,0.0594397926634769,0.0202548396854204,-0.00616332819722654,-0.0350574712643678,-0.241379226928755,-0.129832486661061,0.0634293324209123,0.532141197843659,-0.731900787324187,0.0691506079471283
"51",0.0208333333333334,0,0.0104166666666667,0,0,0.0491803278688525,0,-0.0104166666666667,-0.0104166666666667,0,0.0491803278688525,-0.241379226928755,-0.478073015401965,-0.859959330186708,-0.625802477731552,-0.251086499934215,-0.608230162987777
"53",0.0208333333333334,0.0947368421052631,0.0577850877192982,0.135593220338983,0,0.05,0.0517241379310345,-0.0577850877192982,-0.00606094978826377,0.135593220338983,-0.00172413793103443,-0.241379226928755,0.305468174265067,0.617462529985484,-0.625802477731552,-0.238965131344552,0.0691506079471283
"54",0.0833333333333334,0.0947368421052631,0.0890350877192982,0.0701754385964912,0.0892857142857143,0.0655737704918032,0.0169491525423728,0.000250626566416057,-0.0720859351769254,-0.0191102756892231,0.0486246179494304,0.254102794564327,0.305468174265067,-0.0953287183432048,0.511463632208387,-0.00865912814095393,-0.386263582681424
"55",0.03125,0.0631578947368421,0.047203947368421,0.0344827586206896,0,0.0338983050847458,0,-0.047203947368421,-0.047203947368421,0.0344827586206896,0.0338983050847458,-0.158798890013242,0.0442877777093899,-0.484235667470504,-0.625802477731552,-0.477078117707597,-0.608230162987777
"56",0.0625,0.0212765957446809,0.0418882978723404,0.140350877192982,0.0517241379310345,0.0655737704918032,0.0338983050847458,0.00983584005869403,-0.00798999278759466,0.088626739261948,0.0316754654070575,0.088942120733299,-0.302100407793529,0.669301893500298,0.0330275445784816,-0.00865912814095393,-0.16429700237507
"57",0.104166666666667,0.126315789473684,0.115241228070175,0.0526315789473685,0.0833333333333334,0.0983606557377049,0.0877192982456141,-0.031907894736842,-0.0275219298245613,-0.0307017543859649,0.0106413574920908,0.419263468395353,0.566648570820745,-0.28648637130408,0.435645891545725,0.476195615445572,0.540544243860893
"58",0.03125,0.0210526315789473,0.0261513157894737,0.107142857142857,0.0508474576271186,0.05,0.0178571428571429,0.024696141837645,-0.00829417293233076,0.0562953995157385,0.0321428571428571,-0.158798890013242,-0.303952751031513,0.307467764681497,0.0218609340308537,-0.238965131344552,-0.374372515879297
"59",0.0208333333333334,0.031578947368421,0.0262061403508772,0.0925925925925926,0.0333333333333333,0.0491803278688525,0,0.00712719298245612,-0.0262061403508772,0.0592592592592592,0.0491803278688525,-0.241379226928755,-0.216892618846287,0.148928282662358,-0.201223130020641,-0.251086499934215,-0.608230162987777
"60",0.104166666666667,0.0421052631578948,0.0731359649122807,0.263157894736842,0.103448275862069,0.163934426229508,0.137931034482759,0.0303123109497883,0.064795069570478,0.159709618874773,0.0260033917467495,0.419263468395353,-0.129832486661061,2.00740546422643,0.691857566888515,1.44590510261862,1.1981185595053
"61",0.0210526315789473,0,0.0105263157894737,0.0169491525423728,0,0.0166666666666667,0,-0.0105263157894737,-0.0105263157894737,0.0169491525423728,0.0166666666666667,-0.239640693520008,-0.478073015401965,-0.675281597665184,-0.625802477731552,-0.731900787324187,-0.608230162987777
"62",0.0208333333333334,0,0.0104166666666667,0,0.0344827586206896,0.0163934426229508,0.0172413793103449,0.0240660919540229,0.00682471264367818,-0.0344827586206896,-0.000847936687394024,-0.241379226928755,-0.478073015401965,-0.859959330186708,-0.186582462858197,-0.735941243520742,-0.382436572676141
"63",0.0104166666666666,0,0.00520833333333331,0,0.0175438596491229,0.0344827586206896,0,0.0123355263157895,-0.00520833333333331,-0.0175438596491229,0.0344827586206896,-0.32395956384427,-0.478073015401965,-0.859959330186708,-0.402339663146861,-0.468435178093694,-0.608230162987777
"64",0.0104166666666666,0.031578947368421,0.0209978070175438,0.0344827586206896,0,0.0338983050847458,0,-0.0209978070175438,-0.0209978070175438,0.0344827586206896,0.0338983050847458,-0.32395956384427,-0.216892618846287,-0.484235667470504,-0.625802477731552,-0.477078117707597,-0.608230162987777
"65",0.031578947368421,0.0526315789473685,0.0421052631578948,0.103448275862069,0.0526315789473685,0.1,0.0877192982456141,0.0105263157894737,0.0456140350877193,0.0508166969147005,0.0122807017543859,-0.156191089900121,-0.0427723544758352,0.267211657961904,0.044585966022518,0.500438352624898,0.540544243860893
"66",0.0104166666666666,0.0210526315789473,0.015734649122807,0.155172413793103,0.133333333333333,0.15,0.0535714285714286,0.117598684210526,0.0378367794486216,0.0218390804597701,0.0964285714285714,-0.32395956384427,-0.303952751031513,0.83079715203621,1.07251491311209,1.23984183659435,0.0933427783376611
"67",0,0.0105263157894737,0.00526315789473686,0,0,0.0508474576271186,0.0344827586206896,-0.00526315789473686,0.0292196007259528,0,0.016364699006429,-0.406539900759783,-0.391012883216739,-0.859959330186708,-0.625802477731552,-0.226432868904393,-0.156642982364507
"69",0.03125,0.0105263157894737,0.0208881578947369,0.0526315789473685,0.0166666666666667,0.0166666666666667,0.0338983050847458,-0.00422149122807014,0.0130101471900089,0.0359649122807018,-0.0172316384180791,-0.158798890013242,-0.391012883216739,-0.28648637130408,-0.413512803876096,-0.731900787324187,-0.16429700237507
"70",0.0520833333333334,0.0526315789473685,0.0523574561403509,0.0862068965517241,0.0169491525423728,0.0847457627118644,0.0892857142857143,-0.0354083035979781,0.0369282581453634,0.0692577440093513,-0.0045399515738499,0.00636178381778565,-0.0427723544758352,0.0793498266038018,-0.40991467381075,0.274857628702015,0.561058072554619
"71",0.0208333333333334,0.0842105263157895,0.0525219298245614,0.206896551724138,0.183333333333333,0.0327868852459017,0,0.130811403508772,-0.0525219298245614,0.0235632183908046,0.0327868852459017,-0.241379226928755,0.218408042079842,1.39438264611052,1.70938393467846,-0.493513871727478,-0.608230162987777
"72",0.0729166666666666,0.0947368421052631,0.0838267543859649,0.0517241379310345,0.0338983050847458,0.0677966101694916,0.0172413793103449,-0.0499284493012191,-0.06658537507562,0.0178258328462887,0.0505552308591467,0.171522457648812,0.305468174265067,-0.296373836112402,-0.194026869889948,0.0242123798988117,-0.382436572676141
"73",0.0104166666666666,0.0210526315789473,0.015734649122807,0.0172413793103449,0.0175438596491229,0.0163934426229508,0.0169491525423728,0.00180921052631589,0.00121450341956586,-0.000302480338778,-0.000555709919421998,-0.32395956384427,-0.303952751031513,-0.672097498828605,-0.402339663146861,-0.735941243520742,-0.386263582681424
"74",0.0729166666666666,0.0631578947368421,0.0680372807017544,0.160714285714286,0.120689655172414,0.0714285714285714,0.0350877192982456,0.0526523744706595,-0.0329495614035087,0.0400246305418719,0.0363408521303258,0.171522457648812,0.0442877777093899,0.8911813121156,0.911467574325193,0.0779220760709257,-0.148720400248309
"75",0.0104166666666666,0.0105263157894737,0.0104714912280702,0.0508474576271186,0.0327868852459017,0.0677966101694916,0.0535714285714286,0.0223153940178315,0.0430999373433584,0.0180605723812169,0.014225181598063,-0.32395956384427,-0.391012883216739,-0.305926132622136,-0.20818344719623,0.0242123798988117,0.0933427783376611
"76",0.0434782608695652,0.212765957446808,0.128122109158187,0.152542372881356,0.186440677966102,0.0666666666666667,0.107142857142857,0.0583185688079148,-0.0209792520153297,-0.0338983050847457,-0.0404761904761904,-0.0618567553732914,1.28165306068239,0.802140262507009,1.74896336539727,0.00750269664526393,0.794915719663097
"77",0.03125,0.0210526315789473,0.0261513157894737,0.0181818181818182,0.0178571428571429,0.0655737704918032,0.0181818181818182,-0.00829417293233076,-0.00796949760765547,0.000324675324675283,0.0473919523099851,-0.158798890013242,-0.303952751031513,-0.661850489845436,-0.398349255743563,-0.00865912814095393,-0.370120558659143
"78",0.0416666666666666,0.031578947368421,0.0366228070175438,0.0877192982456141,0.0338983050847458,0.0327868852459017,0.0526315789473685,-0.00272450193279805,0.0160087719298246,0.0538209931608683,-0.0198446937014668,-0.0762185530977286,-0.216892618846287,0.0958289346176715,-0.194026869889948,-0.493513871727478,0.0810344811214256
"80",0.0105263157894737,0.0210526315789473,0.0157894736842105,0.0172413793103449,0,0.0338983050847458,0,-0.0157894736842105,-0.0157894736842105,0.0172413793103449,0.0338983050847458,-0.323090297139895,-0.303952751031513,-0.672097498828605,-0.625802477731552,-0.477078117707597,-0.608230162987777
"81",0,0,0,0.0535714285714286,0.0166666666666667,0.0166666666666667,0.0172413793103449,0.0166666666666667,0.0172413793103449,0.0369047619047619,-0.000574712643678144,-0.406539900759783,-0.478073015401965,-0.276245782752605,-0.413512803876096,-0.731900787324187,-0.382436572676141
"82",0.0416666666666666,0.0631578947368421,0.0524122807017544,0.0508474576271186,0,0.0677966101694916,0.0181818181818182,-0.0524122807017544,-0.0342304625199362,0.0508474576271186,0.0496147919876734,-0.0762185530977286,0.0442877777093899,-0.305926132622136,-0.625802477731552,0.0242123798988117,-0.370120558659143
"83",0.03125,0.0105263157894737,0.0208881578947369,0.0508474576271186,0.0350877192982456,0.0327868852459017,0.0526315789473685,0.0141995614035088,0.0317434210526316,0.015759738328873,-0.0198446937014668,-0.158798890013242,-0.391012883216739,-0.305926132622136,-0.178876848562172,-0.493513871727478,0.0810344811214256
"84",0.0208333333333334,0,0.0104166666666667,0.0169491525423728,0.0166666666666667,0.0178571428571429,0,0.00625000000000003,-0.0104166666666667,0.000282485875706118,0.0178571428571429,-0.241379226928755,-0.478073015401965,-0.675281597665184,-0.413512803876096,-0.714295942467771,-0.608230162987777
"85",0.0208333333333334,0.0105263157894737,0.0156798245614035,0,0,0.0350877192982456,0.0178571428571429,-0.0156798245614035,0.00217731829573936,0,0.0172305764411027,-0.241379226928755,-0.391012883216739,-0.859959330186708,-0.625802477731552,-0.459488977440705,-0.374372515879297
"86",0.0208333333333334,0.0210526315789473,0.0209429824561403,0.0169491525423728,0.0175438596491229,0.0172413793103449,0,-0.00339912280701749,-0.0209429824561403,-0.000594707106750025,0.0172413793103449,-0.241379226928755,-0.303952751031513,-0.675281597665184,-0.402339663146861,-0.723401896703848,-0.608230162987777
"87",0,0.0105263157894737,0.00526315789473686,0.0344827586206896,0,0.0677966101694916,0.0175438596491229,-0.00526315789473686,0.012280701754386,0.0344827586206896,0.0502527505203687,-0.406539900759783,-0.391012883216739,-0.484235667470504,-0.625802477731552,0.0242123798988117,-0.378475281618042
"88",0,0.031578947368421,0.0157894736842105,0.0344827586206896,0.0677966101694916,0.0862068965517241,0.0178571428571429,0.052007136485281,0.00206766917293238,-0.033313851548802,0.0683497536945812,-0.406539900759783,-0.216892618846287,-0.484235667470504,0.237748737951656,0.296464977736773,-0.374372515879297
"89",0.0105263157894737,0.031578947368421,0.0210526315789474,0.0517241379310345,0.0357142857142857,0.0819672131147541,0.0517241379310345,0.0146616541353383,0.0306715063520871,0.0160098522167488,0.0302430751837196,-0.323090297139895,-0.216892618846287,-0.296373836112402,-0.170896033755576,0.233768243652309,0.0691506079471283
"90",0.0421052631578948,0.031578947368421,0.0368421052631579,0.0689655172413793,0.0517241379310345,0.0666666666666667,0.0169491525423728,0.0148820326678766,-0.0198929527207851,0.0172413793103449,0.0497175141242938,-0.0727414862802328,-0.216892618846287,-0.108512004754299,0.0330275445784816,0.00750269664526393,-0.386263582681424
"91",0,0.0105263157894737,0.00526315789473686,0.0344827586206896,0,0.0163934426229508,0.0175438596491229,-0.00526315789473686,0.012280701754386,0.0344827586206896,-0.00115041702617202,-0.406539900759783,-0.391012883216739,-0.484235667470504,-0.625802477731552,-0.735941243520742,-0.378475281618042
"92",0.0625,0.031578947368421,0.0470394736842105,0.0338983050847458,0.0166666666666667,0.0517241379310345,0,-0.0303728070175438,-0.0470394736842105,0.0172316384180791,0.0517241379310345,0.088942120733299,-0.216892618846287,-0.490603865143659,-0.413512803876096,-0.213468459483538,-0.608230162987777
"93",0.0208333333333334,0.0105263157894737,0.0156798245614035,0.0508474576271186,0.0333333333333333,0.05,0.0689655172413793,0.0176535087719298,0.0532856926799758,0.0175141242937853,-0.0189655172413793,-0.241379226928755,-0.391012883216739,-0.305926132622136,-0.201223130020641,-0.238965131344552,0.294944198258764
"94",0.0208333333333334,0,0.0104166666666667,0,0.0169491525423728,0,0,0.00653248587570615,-0.0104166666666667,-0.0169491525423728,0,-0.241379226928755,-0.478073015401965,-0.859959330186708,-0.40991467381075,-0.978368615314005,-0.608230162987777
"95",0.104166666666667,0.031578947368421,0.0678728070175438,0.163636363636364,0.0526315789473685,0.116666666666667,0.0877192982456141,-0.0152412280701754,0.0198464912280703,0.111004784688995,0.0289473684210526,0.419263468395353,-0.216892618846287,0.923020232884734,0.044585966022518,0.746906180614716,0.540544243860893
"97",0.03125,0.0210526315789473,0.0261513157894737,0.0350877192982456,0,0.0166666666666667,0,-0.0261513157894737,-0.0261513157894737,0.0350877192982456,0.0166666666666667,-0.158798890013242,-0.303952751031513,-0.477644024264956,-0.625802477731552,-0.731900787324187,-0.608230162987777
"98",0.03125,0.0105263157894737,0.0208881578947369,0.0526315789473685,0.0344827586206896,0,0.0175438596491229,0.0135946007259528,-0.003344298245614,0.0181488203266789,-0.0175438596491229,-0.158798890013242,-0.391012883216739,-0.28648637130408,-0.186582462858197,-0.978368615314005,-0.378475281618042
"99",0.0210526315789473,0.0105263157894737,0.0157894736842105,0,0,0.0175438596491229,0.0175438596491229,-0.0157894736842105,0.00175438596491234,0,0,-0.239640693520008,-0.391012883216739,-0.859959330186708,-0.625802477731552,-0.718928796377354,-0.378475281618042
"100",0.0104166666666666,0.0210526315789473,0.015734649122807,0.0526315789473685,0.0169491525423728,0.0508474576271186,0.0169491525423728,0.00121450341956586,0.00121450341956586,0.0356824264049956,0.0338983050847458,-0.32395956384427,-0.303952751031513,-0.28648637130408,-0.40991467381075,-0.226432868904393,-0.386263582681424
"101",0.0208333333333334,0.0212765957446809,0.0210549645390071,0.0689655172413793,0.0508474576271186,0.0333333333333333,0.0526315789473685,0.0297924930881115,0.0315766144083613,0.0181180596142607,-0.0192982456140351,-0.241379226928755,-0.302100407793529,-0.108512004754299,0.0218609340308537,-0.48543295933437,0.0810344811214256
"102",0.0416666666666666,0,0.0208333333333333,0.155172413793103,0.0701754385964912,0.1,0.0892857142857143,0.0493421052631579,0.068452380952381,0.0849969751966122,0.0107142857142857,-0.0762185530977286,-0.478073015401965,0.83079715203621,0.268048780607207,0.500438352624898,0.561058072554619
