Subject,cue_target,ListNum,combined,Direction
40,Revenge - Even,7,3403,F
40,Division - Math,8,0,F
40,Balloon - Pop,8,4661,F
40,Strawberry - Fruit,9,3052,F
40,Attorney - Law,9,4520,F
40,Fantastic - Great,10,3666,F
40,Favorite - Best,10,4143,F
40,Latch - Key,11,3265,F
40,Panther - Cat,11,4248,F
40,Breakable - Glass,12,3699,F
40,Chili - Hot,12,3811,F
40,Racket - Ball,13,3170,F
40,Coffin - Dead,13,4861,F
40,Chore - Work,14,3339,F
40,Aircraft - Plane,14,4219,F
40,Sardine - Fish,15,3353,F
40,Famine - Hunger,15,3861,F
40,Drowsy - Sleep,16,3401,F
40,League - Baseball,16,3506,F
40,Stench - Smell,17,3127,F
40,Banker - Money,17,3911,F
40,Attire - Clothes,18,3539,F
40,Truthful - Honest,18,4634,F
40,Pilot - Plane,19,4093,F
40,Nap - Sleep,19,4425,F
40,Blaze - Fire,20,2407,F
40,Brawl - Fight,20,4119,F
40,Bad - Delinquent,21,0,B
40,Long - Extension,21,4364,B
40,Stomach - Digestion,22,3399,B
40,Game - Clue,22,4170,B
40,Money - Wage,23,3331,B
40,Tie - Shoelace,23,4082,B
40,News - Editor,24,2610,B
40,Mystery - Detective,24,3373,B
40,End - Adjourn,25,0,B
40,Sting - Hornet,25,4450,B
40,Dog - Furry,26,3616,B
40,Cold - Bitter,26,3750,B
40,Plant - Root,27,4396,B
40,Trash - Litter,27,4463,B
40,Red - Cherry,28,1846,B
40,Bird - Swan,28,2600,B
40,Head - Scalp,29,2658,B
40,Dog - Paw,29,3601,B
40,Out - Way,30,1962,B
40,Car - Driver,30,4556,B
40,Cut - Chop,31,2948,B
40,Clean - Hygiene,31,4247,B
40,Water - Bridge,32,2582,B
40,Donkey - Mule,32,3608,B
40,Rock - Geology,33,3330,B
40,Paper - Document,33,4497,B
40,War - Revolution,34,3041,B
40,Smell - Incense,34,3256,B
40,Talk - Discussion,35,3461,B
40,Eat - Dine,35,4850,B
40,Cow - Herd,36,1903,B
40,Scissors - Shears,36,3310,B
40,Card - Credit,37,2758,B
40,Fight - Feud,37,3533,B
40,Flower - Orchid,38,3478,B
40,Plant - Cactus,38,4321,B
40,Fish - Tuna,39,2711,B
40,Cold - Chill,39,2947,B
40,Love - Affection,40,2863,B
40,Hammer - Chisel,40,2931,B
40,Shave - Razor,41,3004,S
40,Assignment - Due,41,3709,S
40,Equal - Rights,42,4157,S
40,Amount - Number,42,4512,S
40,Jar - Mason,43,2575,S
40,Site - Location,43,3098,S
40,Wax - Candle,44,3775,S
40,Waste - Dump,44,3823,S
40,Jury - Trial,45,2628,S
40,Bracelet - Wrist,45,4388,S
40,Carbon - Element,46,0,S
40,Design - Architecture,46,3245,S
40,Away - Gone,47,2522,S
40,Bar - Grill,47,4911,S
40,Drink - Water,48,1858,S
40,Liver - Kidney,48,2588,S
40,Ground - Earth,49,3143,S
40,End - Begin,49,3340,S
40,Lonely - Alone,50,2603,S
40,Wind - Blow,50,4956,S
40,Seatbelt - Safety,51,3599,S
40,Soda - Pop,51,3818,S
40,Lie - Truth,52,3784,S
40,Cheese - Wine,52,4100,S
40,Toilet - Bathroom,53,3411,S
40,Communication - Phone,53,4067,S
40,Decision - Choice,54,3920,S
40,Reel - Rod,54,4546,S
40,Foot - Shoe,55,2208,S
40,Tick - Flea,55,3148,S
40,Future - Past,56,2845,S
40,Noise - Loud,56,4049,S
40,Salad - Lettuce,57,3230,S
40,Have - Own,57,3990,S
40,Bee - Honey,58,3115,S
40,Temper - Tantrum,58,3133,S
40,Tan - Sun,59,2694,S
40,Child - Baby,59,3713,S
40,Round - Circle,60,2746,S
40,Maroon - Justice,60,3517,S
40,Clutter - Pusher,61,4148,S
40,Cloth - Stretch,61,4326,U
40,Election - Maze,62,0,U
40,Sacking - Dietary,62,3912,U
40,Charm - Vehicle,63,0,U
40,Hungry - Park,63,4368,U
40,Obtain - Meat,64,0,U
40,Woman - Lift,64,3597,U
40,Belt - Soon,65,3560,U
40,Able - Crackle,65,4544,U
40,Shake - Shell,66,3502,U
40,Floor - Discover,66,3682,U
40,Business - Death,67,3894,U
40,Fiction - Listen,67,4486,U
40,Sight - Debate,68,2942,U
40,Joke - Keys,68,3246,U
40,Hate - Name,69,3928,U
40,Bronze - Artery,69,4708,U
40,Hand - Fix,70,3436,U
40,Bang - Fuzzy,70,3823,U
40,Position - Machine,71,2885,U
40,Clear - Moat,71,4515,U
40,Wet - Dry,72,3881,U
40,Car - Happy,72,4628,U
40,Steak - Give,73,2949,U
40,Tuck - Allow,73,4031,U
40,Clothes - Cake,74,3345,U
40,Lion - Art,74,3574,U
40,Accident - Strong,75,3074,U
40,Toil - Lease,75,3847,U
40,Sign - Loan,76,3292,U
40,Riddle - Sugar,76,4210,U
40,Ounce - Both,77,4355,U
40,Add - Valley,77,4493,U
40,Morning - Temperature,78,3649,U
40,Would - Cash,78,4470,U
40,Sick - Hide,79,3041,U
40,Children - Mirror,79,4987,U
40,Vase - King,80,3369,U
40,Main - Scar,80,4068,U
43,Enough - Full,1,3476,F
43,Flip - Turn,1,4141,F
43,Windshield - Car,2,3357,F
43,Sip - Drink,2,4189,F
43,Cave - Dark,3,2360,F
43,Villain - Bad,3,3336,F
43,Penguin - Bird,4,2312,F
43,Seize - Take,4,2356,F
43,Actress - Star,5,2490,F
43,Growth - Height,5,4170,F
43,Word - Sentence,6,1793,F
43,Thimble - Thread,6,2780,F
43,Wasp - Bug,7,1889,F
43,Revenge - Even,7,3816,F
43,Division - Math,8,2530,F
43,Balloon - Pop,8,4427,F
43,Attorney - Law,9,2946,F
43,Strawberry - Fruit,9,4899,F
43,Favorite - Best,10,3222,F
43,Fantastic - Great,10,3476,F
43,Latch - Key,11,3106,F
43,Panther - Cat,11,4415,F
43,Breakable - Glass,12,2639,F
43,Chili - Hot,12,3293,F
43,Coffin - Dead,13,2027,F
43,Racket - Ball,13,2256,F
43,Chore - Work,14,2533,F
43,Aircraft - Plane,14,3121,F
43,Famine - Hunger,15,2811,F
43,Sardine - Fish,15,3091,F
43,Drowsy - Sleep,16,2357,F
43,League - Baseball,16,4932,F
43,Stench - Smell,17,2808,F
43,Banker - Money,17,4459,F
43,Attire - Clothes,18,2511,F
43,Truthful - Honest,18,3391,F
43,Nap - Sleep,19,1963,F
43,Pilot - Plane,19,3291,F
43,Brawl - Fight,20,2976,F
43,Blaze - Fire,20,4851,F
43,Long - Extension,21,2227,B
43,Bad - Delinquent,21,2649,B
43,Game - Clue,22,2198,B
43,Stomach - Digestion,22,2648,B
43,Money - Wage,23,2655,B
43,Tie - Shoelace,23,3925,B
43,News - Editor,24,1881,B
43,Mystery - Detective,24,3032,B
43,End - Adjourn,25,1972,B
43,Sting - Hornet,25,3440,B
43,Cold - Bitter,26,3354,B
43,Dog - Furry,26,4189,B
43,Plant - Root,27,3007,B
43,Trash - Litter,27,86,B
43,Red - Cherry,28,2394,B
43,Bird - Swan,28,4567,B
43,Dog - Paw,29,2062,B
43,Head - Scalp,29,3259,B
43,Out - Way,30,2400,B
43,Car - Driver,30,2448,B
43,Cut - Chop,31,115,B
43,Clean - Hygiene,31,1734,B
43,Water - Bridge,32,2634,B
43,Donkey - Mule,32,3360,B
43,Rock - Geology,33,2457,B
43,Paper - Document,33,3294,B
43,War - Revolution,34,3100,B
43,Smell - Incense,34,3344,B
43,Eat - Dine,35,2314,B
43,Talk - Discussion,35,4149,B
43,Cow - Herd,36,2911,B
43,Scissors - Shears,36,3343,B
43,Fight - Feud,37,2837,B
43,Card - Credit,37,4514,B
43,Plant - Cactus,38,3131,B
43,Flower - Orchid,38,3487,B
43,Fish - Tuna,39,2282,B
43,Cold - Chill,39,4500,B
43,Love - Affection,40,2291,B
43,Hammer - Chisel,40,3488,B
43,Assignment - Due,41,2038,S
43,Shave - Razor,41,2874,S
43,Equal - Rights,42,2749,S
43,Amount - Number,42,3121,S
43,Jar - Mason,43,1579,S
43,Site - Location,43,2984,S
43,Waste - Dump,44,2083,S
43,Wax - Candle,44,4057,S
43,Jury - Trial,45,2447,S
43,Bracelet - Wrist,45,4977,S
43,Design - Architecture,46,2696,S
43,Carbon - Element,46,3659,S
43,Bar - Grill,47,3416,S
43,Away - Gone,47,4709,S
43,Drink - Water,48,2504,S
43,Liver - Kidney,48,4616,S
43,Ground - Earth,49,3192,S
43,End - Begin,49,4323,S
43,Lonely - Alone,50,2915,S
43,Wind - Blow,50,3268,S
43,Seatbelt - Safety,51,2816,S
43,Soda - Pop,51,2944,S
43,Lie - Truth,52,2899,S
43,Cheese - Wine,52,3125,S
43,Toilet - Bathroom,53,1474,S
43,Communication - Phone,53,3458,S
43,Reel - Rod,54,4067,S
43,Decision - Choice,54,4429,S
43,Foot - Shoe,55,2645,S
43,Tick - Flea,55,3239,S
43,Future - Past,56,3520,S
43,Noise - Loud,56,3558,S
43,Salad - Lettuce,57,2519,S
43,Have - Own,57,2845,S
43,Bee - Honey,58,1778,S
43,Temper - Tantrum,58,3074,S
43,Child - Baby,59,2366,S
43,Tan - Sun,59,2562,S
43,Round - Circle,60,1951,S
43,Maroon - Justice,60,2074,S
43,Clutter - Pusher,61,2676,S
43,Cloth - Stretch,61,4439,U
43,Election - Maze,62,2266,U
43,Sacking - Dietary,62,2780,U
43,Hungry - Park,63,1832,U
43,Charm - Vehicle,63,4178,U
43,Obtain - Meat,64,2967,U
43,Woman - Lift,64,3699,U
43,Belt - Soon,65,2213,U
43,Able - Crackle,65,3410,U
43,Floor - Discover,66,3140,U
43,Shake - Shell,66,3331,U
43,Business - Death,67,2029,U
43,Fiction - Listen,67,3588,U
43,Joke - Keys,68,1643,U
43,Sight - Debate,68,3187,U
43,Hate - Name,69,2056,U
43,Bronze - Artery,69,2460,U
43,Bang - Fuzzy,70,3542,U
43,Hand - Fix,70,4357,U
43,Clear - Moat,71,1965,U
43,Position - Machine,71,2741,U
43,Wet - Dry,72,2531,U
43,Car - Happy,72,4762,U
43,Steak - Give,73,2507,U
43,Tuck - Allow,73,3568,U
43,Clothes - Cake,74,2515,U
43,Lion - Art,74,2554,U
43,Toil - Lease,75,2723,U
43,Accident - Strong,75,3742,U
43,Riddle - Sugar,76,2804,U
43,Sign - Loan,76,4507,U
43,Ounce - Both,77,3797,U
43,Add - Valley,77,4637,U
43,Would - Cash,78,2781,U
43,Morning - Temperature,78,3540,U
43,Sick - Hide,79,2845,U
43,Children - Mirror,79,4802,U
43,Vase - King,80,2911,U
43,Main - Scar,80,4322,U
44,Enough - Full,1,2447,F
44,Flip - Turn,1,2982,F
44,Sip - Drink,2,2167,F
44,Windshield - Car,2,3020,F
44,Cave - Dark,3,2372,F
44,Villain - Bad,3,4854,F
44,Seize - Take,4,1717,F
44,Penguin - Bird,4,3739,F
44,Growth - Height,5,2010,F
44,Actress - Star,5,3455,F
44,Word - Sentence,6,2165,F
44,Thimble - Thread,6,3830,F
44,Wasp - Bug,7,2291,F
44,Revenge - Even,7,3771,F
44,Division - Math,8,2328,F
44,Balloon - Pop,8,3354,F
44,Attorney - Law,9,2417,F
44,Strawberry - Fruit,9,3231,F
44,Fantastic - Great,10,3223,F
44,Favorite - Best,10,3357,F
44,Panther - Cat,11,3619,F
44,Latch - Key,11,4184,F
44,Chili - Hot,12,3595,F
44,Breakable - Glass,12,4846,F
44,Racket - Ball,13,2577,F
44,Coffin - Dead,13,4709,F
44,Aircraft - Plane,14,3039,F
44,Chore - Work,14,3232,F
44,Famine - Hunger,15,2474,F
44,Sardine - Fish,15,3076,F
44,Drowsy - Sleep,16,1880,F
44,League - Baseball,16,2383,F
44,Stench - Smell,17,2494,F
44,Banker - Money,17,4379,F
44,Attire - Clothes,18,1635,F
44,Truthful - Honest,18,4014,F
44,Pilot - Plane,19,2146,F
44,Nap - Sleep,19,2718,F
44,Blaze - Fire,20,1542,F
44,Brawl - Fight,20,2845,F
44,Long - Extension,21,3385,B
44,Bad - Delinquent,21,4039,B
44,Game - Clue,22,3883,B
44,Stomach - Digestion,22,4663,B
44,Money - Wage,23,2565,B
44,Tie - Shoelace,23,2984,B
44,News - Editor,24,2541,B
44,Mystery - Detective,24,2831,B
44,End - Adjourn,25,2849,B
44,Sting - Hornet,25,3153,B
44,Cold - Bitter,26,1691,B
44,Dog - Furry,26,4935,B
44,Trash - Litter,27,2225,B
44,Plant - Root,27,4070,B
44,Bird - Swan,28,2895,B
44,Red - Cherry,28,3554,B
44,Dog - Paw,29,1783,B
44,Head - Scalp,29,3200,B
44,Out - Way,30,2495,B
44,Car - Driver,30,3152,B
44,Clean - Hygiene,31,2150,B
44,Cut - Chop,31,2523,B
44,Water - Bridge,32,1718,B
44,Donkey - Mule,32,2802,B
44,Paper - Document,33,3156,B
44,Rock - Geology,33,3383,B
44,Smell - Incense,34,199,B
44,War - Revolution,34,2663,B
44,Talk - Discussion,35,2370,B
44,Eat - Dine,35,2880,B
44,Cow - Herd,36,1692,B
44,Scissors - Shears,36,3314,B
44,Card - Credit,37,2258,B
44,Fight - Feud,37,4140,B
44,Flower - Orchid,38,2269,B
44,Plant - Cactus,38,31,B
44,Fish - Tuna,39,1797,B
44,Cold - Chill,39,2048,B
44,Hammer - Chisel,40,2753,B
44,Love - Affection,40,2894,B
44,Assignment - Due,41,2056,S
44,Shave - Razor,41,4697,S
44,Amount - Number,42,2342,S
44,Equal - Rights,42,3161,S
44,Site - Location,43,3078,S
44,Jar - Mason,43,3083,S
44,Waste - Dump,44,2851,S
44,Wax - Candle,44,4888,S
44,Bracelet - Wrist,45,2778,S
44,Jury - Trial,45,2925,S
44,Design - Architecture,46,2858,S
44,Carbon - Element,46,3959,S
44,Bar - Grill,47,2655,S
44,Away - Gone,47,4340,S
44,Liver - Kidney,48,1579,S
44,Drink - Water,48,4006,S
44,End - Begin,49,1875,S
44,Ground - Earth,49,4694,S
44,Wind - Blow,50,2817,S
44,Lonely - Alone,50,4544,S
44,Soda - Pop,51,1744,S
44,Seatbelt - Safety,51,2838,S
44,Lie - Truth,52,2026,S
44,Cheese - Wine,52,3986,S
44,Communication - Phone,53,2510,S
44,Toilet - Bathroom,53,3260,S
44,Reel - Rod,54,3013,S
44,Decision - Choice,54,3038,S
44,Tick - Flea,55,2681,S
44,Foot - Shoe,55,2758,S
44,Noise - Loud,56,3059,S
44,Future - Past,56,3246,S
44,Salad - Lettuce,57,3074,S
44,Have - Own,57,4785,S
44,Bee - Honey,58,2720,S
44,Temper - Tantrum,58,3303,S
44,Tan - Sun,59,2581,S
44,Child - Baby,59,3617,S
44,Round - Circle,60,2180,S
44,Maroon - Justice,60,2903,S
44,Clutter - Pusher,61,3429,S
44,Cloth - Stretch,61,4230,U
44,Sacking - Dietary,62,2618,U
44,Election - Maze,62,3507,U
44,Hungry - Park,63,1792,U
44,Charm - Vehicle,63,4533,U
44,Woman - Lift,64,3272,U
44,Obtain - Meat,64,4163,U
44,Belt - Soon,65,2277,U
44,Able - Crackle,65,3501,U
44,Floor - Discover,66,2493,U
44,Shake - Shell,66,3304,U
44,Business - Death,67,3348,U
44,Fiction - Listen,67,3349,U
44,Joke - Keys,68,2561,U
44,Sight - Debate,68,3132,U
44,Bronze - Artery,69,3267,U
44,Hate - Name,69,3665,U
44,Hand - Fix,70,3431,U
44,Bang - Fuzzy,70,3859,U
44,Position - Machine,71,2927,U
44,Clear - Moat,71,3052,U
44,Car - Happy,72,2335,U
44,Wet - Dry,72,3743,U
44,Tuck - Allow,73,2781,U
44,Steak - Give,73,4925,U
44,Lion - Art,74,1997,U
44,Clothes - Cake,74,3504,U
44,Accident - Strong,75,3031,U
44,Toil - Lease,75,4345,U
44,Sign - Loan,76,3441,U
44,Riddle - Sugar,76,3572,U
44,Ounce - Both,77,2777,U
44,Add - Valley,77,3626,U
44,Morning - Temperature,78,3238,U
44,Would - Cash,78,3670,U
44,Sick - Hide,79,2542,U
44,Children - Mirror,79,4617,U
44,Vase - King,80,2461,U
44,Main - Scar,80,3075,U
46,Delinquent - Bad,1,1960,F
46,Extension - Long,1,4053,F
46,Clue - Game,2,2496,F
46,Digestion - Stomach,2,4498,F
46,Cactus - Plant,3,2866,F
46,Wage - Money,3,3985,F
46,Chisel - Hammer,4,2552,F
46,Shoelace - Tie,4,3582,F
46,Detective - Mystery,5,1967,F
46,Editor - News,5,2032,F
46,Hornet - Sting,6,1839,F
46,Adjourn - End,6,3589,F
46,Bitter - Cold,7,2489,F
46,Furry - Dog,7,3183,F
46,Litter - Trash,8,1930,F
46,Root - Plant,8,2895,F
46,Cherry - Red,9,3655,F
46,Swan - Bird,9,4201,F
46,Paw - Dog,10,2309,F
46,Scalp - Head,10,2454,F
46,Way - Out,11,1629,F
46,Driver - Car,11,2584,F
46,Chop - Cut,12,1907,F
46,Hygiene - Clean,12,3890,F
46,Bridge - Water,13,2544,F
46,Mule - Donkey,13,3935,F
46,Document - Paper,14,1970,F
46,Geology - Rock,14,2037,F
46,Incense - Smell,15,3324,F
46,Revolution - War,15,3473,F
46,Dine - Eat,16,1897,F
46,Discussion - Talk,16,4143,F
46,Herd - Cow,17,1937,F
46,Shears - Scissors,17,2433,F
46,Credit - Card,18,1888,F
46,Feud - Fight,18,4169,F
46,Chill - Cold,19,2000,F
46,Orchid - Flower,19,2290,F
46,Tuna -  Fish,20,1994,F
46,Affection - Love,20,2784,F
46,Turn - Flip,21,2003,B
46,Full - Enough,21,2881,B
46,Drink - Sip,22,2929,B
46,Car - Windshield,22,4484,B
46,Bad - Villain,23,2004,B
46,Dark - Cave,23,2672,B
46,Take - Seize,24,1505,B
46,Bird - Penguin,24,2066,B
46,Height - Growth,25,1676,B
46,Star - Actress,25,3273,B
46,Sentence - Word,26,1988,B
46,Thread - Thimble,26,3485,B
46,Bug - Wasp,27,1675,B
46,Even - Revenge,27,2445,B
46,Math - Division,28,1641,B
46,Pop - Balloon,28,2670,B
46,Law - Attorney,29,1752,B
46,Fruit - Strawberry,29,2954,B
46,Great - Fantastic,30,1602,B
46,Best - Favorite,30,2641,B
46,Cat - Panther,31,2067,B
46,Key - Latch,31,2744,B
46,Hot - Chili,32,1456,B
46,Glass - Breakable,32,3073,B
46,Ball - Racket,33,1821,B
46,Dead - Coffin,33,2401,B
46,Plane - Aircraft,34,1856,B
46,Work - Chore,34,1885,B
46,Fish - Sardine,35,2364,B
46,Hunger - Famine,35,3341,B
46,Sleep - Drowsy,36,2128,B
46,Baseball - League,36,2940,B
46,Smell - Stench,37,3130,B
46,Money - Banker,37,4078,B
46,Clothes - Attire,38,3524,B
46,Honest - Truthful,38,3645,B
46,Plane - Pilot,39,1610,B
46,Sleep - Nap,39,3336,B
46,Fire - Blaze,40,1925,B
46,Fight - Brawl,40,2262,B
46,Razor - Shave,41,2013,S
46,Due - Assignment,41,2506,S
46,Number - Amount,42,2871,S
46,Rights - Equal,42,2882,S
46,Mason - Jar,43,0,S
46,Location - Site,43,3746,S
46,Candle - Wax,44,1700,S
46,Dump - Waste,44,3560,S
46,Trial - Jury,45,1756,S
46,Wrist - Bracelet,45,4454,S
46,Element - Carbon,46,2690,S
46,Architecture - Design,46,3799,S
46,Grill -Bar,47,1521,S
46,Gone - Away,47,2006,S
46,Water - Drink,48,1665,S
46,Kidney - Liver,48,2573,S
46,Begin - End,49,1940,S
46,Earth - Ground,49,2136,S
46,Alone - Lonely,50,2302,S
46,Blow - Wind,50,3740,S
46,Pop - Soda,51,1616,S
46,Dry - Wet,51,1795,S
46,Safety - Seatbelt,52,1938,S
46,Wine - Cheese,52,2911,S
46,Bathroom - Toilet,53,1686,S
46,Truth - Lie,53,2245,S
46,Choice - Decision,54,1695,S
46,Phone - Communication,54,3113,S
46,Shoe - Foot,55,2779,S
46,Rod - Reel,55,3131,S
46,Past - Future,56,1613,S
46,Flea - Tick,56,1714,S
46,Loud - Noise,57,2091,S
46,Lettuce - Salad,57,2933,S
46,Honey - Bee,58,1586,S
46,Own - Have,58,1617,S
46,Baby - Child,59,2475,S
46,Tantrum - Temper,59,3160,S
46,Sun - Tan,60,2024,S
46,Circle - Round,60,2152,S
46,Pusher - Clutter,61,2912,S
46,Justice - Maroon,61,3804,U
46,Stretch - Cloth,62,1966,U
46,Dietary - Sacking,62,3083,U
46,Give - Steak,63,1679,U
46,Park - Hungry,63,3203,U
46,Lift - Woman,64,2607,U
46,Maze - Election,64,3644,U
46,Meat - Obtain,65,2627,U
46,Soon - Belt,65,2895,U
46,Discover - Floor,66,2175,U
46,Crackle - Able,66,2394,U
46,Death - Business,67,1862,U
46,Shell - Snake,67,2828,U
46,Debate - Sight,68,2072,U
46,Listen - Fiction,68,3281,U
46,Keys - Joke,69,1893,U
46,Artery - Bronze,69,3262,U
46,Fix - Hand,70,2537,U
46,Cake - Clothes,70,3219,U
46,Name - Hate,71,0,U
46,Machine - Position,71,2694,U
46,Happy - Car,72,2480,U
46,Fuzzy - Bang,72,2724,U
46,Allow - Tuck,73,3293,U
46,Moat - Clear,73,3551,U
46,Lease - Toil,74,2113,U
46,Art - Lion,74,3722,U
46,Strong - Accident,75,2015,U
46,Loan - Sign,75,2974,U
46,Both - Ounce,76,2247,U
46,Sugar - Riddle,76,2321,U
46,Valley - Add,77,2712,U
46,Temperature - Morning,77,2838,U
46,Mirror - Children,78,1888,U
46,Cash - Would,78,2303,U
46,Main - Scar,79,2938,U
46,Hide - Sick,79,3480,U
46,Charm - Vehicle,80,1797,U
46,King - Vase,80,2359,U
47,Flip - Turn,1,3824,F
47,Enough - Full,1,4667,F
47,Sip - Drink,2,3225,F
47,Windshield - Car,2,4441,F
47,Villain - Bad,3,0,F
47,Cave - Dark,3,4814,F
47,Seize - Take,4,4086,F
47,Penguin - Bird,4,7,F
47,Growth - Height,5,4279,F
47,Actress - Star,5,4595,F
47,Thimble - Thread,6,3902,F
47,Word - Sentence,6,4906,F
47,Revenge - Even,7,2389,F
47,Wasp - Bug,7,4508,F
47,Balloon - Pop,8,2953,F
47,Division - Math,8,3449,F
47,Attorney - Law,9,1899,F
47,Strawberry - Fruit,9,2019,F
47,Favorite - Best,10,3237,F
47,Fantastic - Great,10,3319,F
47,Panther - Cat,11,3096,F
47,Latch - Key,11,73,F
47,Chili - Hot,12,0,F
47,Breakable - Glass,12,1388,F
47,Coffin - Dead,13,3306,F
47,Racket - Ball,13,4437,F
47,Chore - Work,14,0,F
47,Aircraft - Plane,14,3290,F
47,Famine - Hunger,15,3661,F
47,Sardine - Fish,15,3689,F
47,Drowsy - Sleep,16,102,F
47,League - Baseball,16,2241,F
47,Stench - Smell,17,3319,F
47,Banker - Money,17,4991,F
47,Attire - Clothes,18,2934,F
47,Truthful - Honest,18,3595,F
47,Nap - Sleep,19,2028,F
47,Pilot - Plane,19,4671,F
47,Blaze - Fire,20,3334,F
47,Brawl - Fight,20,3635,F
47,Long - Extension,21,2495,B
47,Bad - Delinquent,21,3925,B
47,Stomach - Digestion,22,2884,B
47,Game - Clue,22,3589,B
47,Money - Wage,23,113,B
47,Tie - Shoelace,23,2536,B
47,News - Editor,24,1958,B
47,Mystery - Detective,24,2272,B
47,End - Adjourn,25,2540,B
47,Sting - Hornet,25,3592,B
47,Dog - Furry,26,2791,B
47,Cold - Bitter,26,4217,B
47,Plant - Root,27,2224,B
47,Trash - Litter,27,4264,B
47,Bird - Swan,28,3344,B
47,Red - Cherry,28,3770,B
47,Dog - Paw,29,3191,B
47,Head - Scalp,29,3232,B
47,Car - Driver,30,3224,B
47,Out - Way,30,3752,B
47,Clean - Hygiene,31,1683,B
47,Cut - Chop,31,2186,B
47,Donkey - Mule,32,3330,B
47,Water - Bridge,32,4853,B
47,Rock - Geology,33,2398,B
47,Paper - Document,33,4345,B
47,War - Revolution,34,2203,B
47,Smell - Incense,34,2666,B
47,Eat - Dine,35,3500,B
47,Talk - Discussion,35,4761,B
47,Scissors - Shears,36,3291,B
47,Cow - Herd,36,4278,B
47,Fight - Feud,37,3298,B
47,Card - Credit,37,4850,B
47,Flower - Orchid,38,3577,B
47,Plant - Cactus,38,4731,B
47,Cold - Chill,39,1448,B
47,Fish - Tuna,39,3228,B
47,Love - Affection,40,1954,B
47,Hammer - Chisel,40,3757,B
47,Shave - Razor,41,1915,S
47,Assignment - Due,41,4668,S
47,Amount - Number,42,4355,S
47,Equal - Rights,42,4772,S
47,Jar - Mason,43,3153,S
47,Site - Location,43,4035,S
47,Wax - Candle,44,1508,S
47,Waste - Dump,44,4955,S
47,Bracelet - Wrist,45,2563,S
47,Jury - Trial,45,2871,S
47,Design - Architecture,46,0,S
47,Carbon - Element,46,2474,S
47,Away - Gone,47,3010,S
47,Bar - Grill,47,3743,S
47,Drink - Water,48,3625,S
47,Liver - Kidney,48,4544,S
47,Ground - Earth,49,2306,S
47,End - Begin,49,4384,S
47,Wind - Blow,50,3827,S
47,Lonely - Alone,50,4778,S
47,Seatbelt - Safety,51,2205,S
47,Soda - Pop,51,3235,S
47,Lie - Truth,52,0,S
47,Cheese - Wine,52,4793,S
47,Communication - Phone,53,164,S
47,Toilet - Bathroom,53,2838,S
47,Decision - Choice,54,3501,S
47,Reel - Rod,54,4436,S
47,Tick - Flea,55,1952,S
47,Foot - Shoe,55,4614,S
47,Noise - Loud,56,2442,S
47,Future - Past,56,4308,S
47,Salad - Lettuce,57,2736,S
47,Have - Own,57,4171,S
47,Temper - Tantrum,58,2189,S
47,Bee - Honey,58,4157,S
47,Tan - Sun,59,2058,S
47,Child - Baby,59,4918,S
47,Maroon - Justice,60,2889,S
47,Round - Circle,60,3341,S
47,Cloth - Stretch,61,2313,S
47,Clutter - Pusher,61,2517,U
47,Election - Maze,62,2424,U
47,Sacking - Dietary,62,2510,U
47,Charm - Vehicle,63,0,U
47,Hungry - Park,63,4581,U
47,Woman - Lift,64,3979,U
47,Obtain - Meat,64,4225,U
47,Belt - Soon,65,1671,U
47,Able - Crackle,65,1847,U
47,Shake - Shell,66,1974,U
47,Floor - Discover,66,2429,U
47,Fiction - Listen,67,4647,U
47,Business - Death,67,4840,U
47,Joke - Keys,68,1856,U
47,Sight - Debate,68,3328,U
47,Bronze - Artery,69,123,U
47,Hate - Name,69,1646,U
47,Bang - Fuzzy,70,1395,U
47,Hand - Fix,70,2972,U
47,Clear - Moat,71,3164,U
47,Position - Machine,71,4051,U
47,Car - Happy,72,2284,U
47,Wet - Dry,72,3896,U
47,Steak - Give,73,2123,U
47,Tuck - Allow,73,2545,U
47,Clothes - Cake,74,1428,U
47,Lion - Art,74,4980,U
47,Toil - Lease,75,1788,U
47,Accident - Strong,75,4540,U
47,Riddle - Sugar,76,4643,U
47,Sign - Loan,76,4976,U
47,Ounce - Both,77,1288,U
47,Add - Valley,77,2851,U
47,Morning - Temperature,78,1558,U
47,Would - Cash,78,3931,U
47,Children - Mirror,79,1552,U
47,Sick - Hide,79,3406,U
47,Main - Scar,80,2619,U
47,Vase - King,80,3856,U
48,Enough - Full,1,2833,F
48,Flip - Turn,1,3461,F
48,Windshield - Car,2,2654,F
48,Sip - Drink,2,3571,F
48,Cave - Dark,3,2275,F
48,Villain - Bad,3,2526,F
48,Seize - Take,4,2876,F
48,Penguin - Bird,4,4329,F
48,Actress - Star,5,2319,F
48,Growth - Height,5,4115,F
48,Thimble - Thread,6,4188,F
48,Word - Sentence,6,4512,F
48,Wasp - Bug,7,1603,F
48,Revenge - Even,7,2180,F
48,Balloon - Pop,8,2688,F
48,Division - Math,8,3643,F
48,Strawberry - Fruit,9,2255,F
48,Attorney - Law,9,2928,F
48,Fantastic - Great,10,2266,F
48,Favorite - Best,10,4112,F
48,Latch - Key,11,1628,F
48,Panther - Cat,11,3856,F
48,Chili - Hot,12,2205,F
48,Breakable - Glass,12,3388,F
48,Coffin - Dead,13,2135,F
48,Racket - Ball,13,2891,F
48,Chore - Work,14,0,F
